signal_product,target,horizon,corr_mean,corr_min,corr_max,same_sign_days,score
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,5,-0.030402092941713078,-0.042840691606210984,-0.022232795170670845,1,0.060804185883426155
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,5,-0.030402092941713078,-0.042840691606210984,-0.022232795170670845,1,0.060804185883426155
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,5,-0.02932191560105335,-0.039846744001911585,-0.02055691743126498,1,0.0586438312021067
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_DARK_MATTER,5,-0.02932191560105335,-0.039846744001911585,-0.02055691743126498,1,0.0586438312021067
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,5,-0.02932191560105335,-0.039846744001911585,-0.02055691743126498,1,0.0586438312021067
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,5,-0.02932191560105335,-0.039846744001911585,-0.02055691743126498,1,0.0586438312021067
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,5,-0.02932191560105335,-0.039846744001911585,-0.02055691743126498,1,0.0586438312021067
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.028434232260391008,-0.030864067672404998,-0.026441494191991256,1,0.056868464520782015
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.028434232260391008,-0.030864067672404998,-0.026441494191991256,1,0.056868464520782015
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.028434232260391008,-0.030864067672404998,-0.026441494191991256,1,0.056868464520782015
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.028434232260391008,-0.030864067672404998,-0.026441494191991256,1,0.056868464520782015
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,5,-0.028434232260391008,-0.030864067672404998,-0.026441494191991256,1,0.056868464520782015
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,10,-0.02666205085135806,-0.03251280093020768,-0.023322564242001572,1,0.05332410170271612
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_PLANETARY_RINGS,10,-0.02666205085135806,-0.03251280093020768,-0.023322564242001572,1,0.05332410170271612
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,10,-0.02666205085135806,-0.03251280093020768,-0.023322564242001572,1,0.05332410170271612
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,10,-0.02666205085135806,-0.03251280093020768,-0.023322564242001572,1,0.05332410170271612
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,10,-0.02666205085135806,-0.03251280093020768,-0.023322564242001572,1,0.05332410170271612
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,10,-0.02211837613728368,-0.02714407912707565,-0.019073710481477605,1,0.04423675227456736
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,10,-0.02211837613728368,-0.02714407912707565,-0.019073710481477605,1,0.04423675227456736
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,10,-0.02211837613728368,-0.02714407912707565,-0.019073710481477605,1,0.04423675227456736
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,10,-0.02211837613728368,-0.02714407912707565,-0.019073710481477605,1,0.04423675227456736
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS,10,-0.02211837613728368,-0.02714407912707565,-0.019073710481477605,1,0.04423675227456736
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_DARK_MATTER,10,-0.0217915625028819,-0.034487819221442804,-0.0126551268940116,1,0.0435831250057638
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,10,-0.0217915625028819,-0.034487819221442804,-0.0126551268940116,1,0.0435831250057638
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,10,-0.0217915625028819,-0.034487819221442804,-0.0126551268940116,1,0.0435831250057638
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,10,-0.0217915625028819,-0.034487819221442804,-0.0126551268940116,1,0.0435831250057638
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,10,-0.0217915625028819,-0.034487819221442804,-0.0126551268940116,1,0.0435831250057638
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,20,-0.019344691841317773,-0.024148728780058276,-0.014272726007194947,1,0.038689383682635546
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,20,-0.019344691841317773,-0.024148728780058276,-0.014272726007194947,1,0.038689383682635546
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_PLANETARY_RINGS,20,-0.019344691841317773,-0.024148728780058276,-0.014272726007194947,1,0.038689383682635546
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,20,-0.019344691841317773,-0.024148728780058276,-0.014272726007194947,1,0.038689383682635546
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,20,-0.019344691841317773,-0.024148728780058276,-0.014272726007194947,1,0.038689383682635546
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,5,-0.018725576340456657,-0.02292212350719849,-0.014565844913291812,1,0.03745115268091331
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,5,-0.018725576340456657,-0.02292212350719849,-0.014565844913291812,1,0.03745115268091331
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_FLAMES,5,-0.018725576340456657,-0.02292212350719849,-0.014565844913291812,1,0.03745115268091331
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,5,-0.018725576340456657,-0.02292212350719849,-0.014565844913291812,1,0.03745115268091331
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,5,-0.018725576340456657,-0.02292212350719849,-0.014565844913291812,1,0.03745115268091331
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,20,-0.018659947114372816,-0.02947742563770212,-0.010971862061302465,1,0.03731989422874563
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,20,-0.018659947114372816,-0.02947742563770212,-0.010971862061302465,1,0.03731989422874563
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,20,-0.018659947114372816,-0.02947742563770212,-0.010971862061302465,1,0.03731989422874563
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_FLAMES,20,-0.018659947114372816,-0.02947742563770212,-0.010971862061302465,1,0.03731989422874563
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,20,-0.018659947114372816,-0.02947742563770212,-0.010971862061302465,1,0.03731989422874563
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,5,-0.01843489787746184,-0.03156590620701208,-0.0021008377461711517,1,0.03686979575492368
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_BLACK_HOLES,5,-0.01843489787746184,-0.03156590620701208,-0.0021008377461711517,1,0.03686979575492368
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,5,-0.01843489787746184,-0.03156590620701208,-0.0021008377461711517,1,0.03686979575492368
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,5,-0.01843489787746184,-0.03156590620701208,-0.0021008377461711517,1,0.03686979575492368
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,5,-0.01843489787746184,-0.03156590620701208,-0.0021008377461711517,1,0.03686979575492368
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,50,-0.01786351770798208,-0.02093497311869526,-0.016017756320672736,1,0.03572703541596416
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,50,-0.01786351770798208,-0.02093497311869526,-0.016017756320672736,1,0.03572703541596416
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,50,-0.01786351770798208,-0.02093497311869526,-0.016017756320672736,1,0.03572703541596416
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_PLANETARY_RINGS,50,-0.01786351770798208,-0.02093497311869526,-0.016017756320672736,1,0.03572703541596416
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,50,-0.01786351770798208,-0.02093497311869526,-0.016017756320672736,1,0.03572703541596416
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,10,-0.017277997282759222,-0.02549343101452629,-0.008753657058933955,1,0.034555994565518444
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_FLAMES,10,-0.017277997282759222,-0.02549343101452629,-0.008753657058933955,1,0.034555994565518444
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,10,-0.017277997282759222,-0.02549343101452629,-0.008753657058933955,1,0.034555994565518444
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,10,-0.017277997282759222,-0.02549343101452629,-0.008753657058933955,1,0.034555994565518444
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,10,-0.017277997282759222,-0.02549343101452629,-0.008753657058933955,1,0.034555994565518444
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,10,-0.01598271341349176,-0.026836177428204665,-0.007605382984564372,1,0.03196542682698352
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,10,-0.01598271341349176,-0.026836177428204665,-0.007605382984564372,1,0.03196542682698352
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_BLACK_HOLES,10,-0.01598271341349176,-0.026836177428204665,-0.007605382984564372,1,0.03196542682698352
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,10,-0.01598271341349176,-0.026836177428204665,-0.007605382984564372,1,0.03196542682698352
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,10,-0.01598271341349176,-0.026836177428204665,-0.007605382984564372,1,0.03196542682698352
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,20,-0.012219678651600181,-0.019187180407814308,-0.004703304909068948,1,0.024439357303200362
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,20,-0.012219678651600181,-0.019187180407814308,-0.004703304909068948,1,0.024439357303200362
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,20,-0.012219678651600181,-0.019187180407814308,-0.004703304909068948,1,0.024439357303200362
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS,20,-0.012219678651600181,-0.019187180407814308,-0.004703304909068948,1,0.024439357303200362
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,20,-0.012219678651600181,-0.019187180407814308,-0.004703304909068948,1,0.024439357303200362
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,20,-0.010865828054998604,-0.028605691459658723,0.0035945781619670806,0,0.010865828054998604
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,20,-0.010865828054998604,-0.028605691459658723,0.0035945781619670806,0,0.010865828054998604
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,20,-0.010865828054998604,-0.028605691459658723,0.0035945781619670806,0,0.010865828054998604
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_BLACK_HOLES,20,-0.010865828054998604,-0.028605691459658723,0.0035945781619670806,0,0.010865828054998604
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,20,-0.010865828054998604,-0.028605691459658723,0.0035945781619670806,0,0.010865828054998604
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,100,-0.005310710236609165,-0.006292928460085378,-0.003360313398873535,1,0.01062142047321833
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,100,-0.005310710236609165,-0.006292928460085378,-0.003360313398873535,1,0.01062142047321833
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_PLANETARY_RINGS,100,-0.005310710236609165,-0.006292928460085378,-0.003360313398873535,1,0.01062142047321833
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,100,-0.005310710236609165,-0.006292928460085378,-0.003360313398873535,1,0.01062142047321833
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,100,-0.005310710236609165,-0.006292928460085378,-0.003360313398873535,1,0.01062142047321833
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,50,-0.009672586960907547,-0.026063787981318767,0.01023308317474337,0,0.009672586960907547
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,50,-0.009672586960907547,-0.026063787981318767,0.01023308317474337,0,0.009672586960907547
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,50,-0.009672586960907547,-0.026063787981318767,0.01023308317474337,0,0.009672586960907547
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS,50,-0.009672586960907547,-0.026063787981318767,0.01023308317474337,0,0.009672586960907547
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,50,-0.009672586960907547,-0.026063787981318767,0.01023308317474337,0,0.009672586960907547
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,50,-0.0089875259175072,-0.022191365297260318,0.009228493422657497,0,0.0089875259175072
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,50,-0.0089875259175072,-0.022191365297260318,0.009228493422657497,0,0.0089875259175072
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_BLACK_HOLES,50,-0.0089875259175072,-0.022191365297260318,0.009228493422657497,0,0.0089875259175072
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,50,-0.0089875259175072,-0.022191365297260318,0.009228493422657497,0,0.0089875259175072
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,50,-0.0089875259175072,-0.022191365297260318,0.009228493422657497,0,0.0089875259175072
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,20,-0.00724262487417859,-0.015540406530826188,0.008102065306647676,0,0.00724262487417859
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,20,-0.00724262487417859,-0.015540406530826188,0.008102065306647676,0,0.00724262487417859
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,20,-0.00724262487417859,-0.015540406530826188,0.008102065306647676,0,0.00724262487417859
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,20,-0.00724262487417859,-0.015540406530826188,0.008102065306647676,0,0.00724262487417859
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_DARK_MATTER,20,-0.00724262487417859,-0.015540406530826188,0.008102065306647676,0,0.00724262487417859
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,100,-0.0035068142655322893,-0.009788750812458395,-0.00023188347784128903,1,0.007013628531064579
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,100,-0.0035068142655322893,-0.009788750812458395,-0.00023188347784128903,1,0.007013628531064579
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_DARK_MATTER,100,-0.0035068142655322893,-0.009788750812458395,-0.00023188347784128903,1,0.007013628531064579
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,100,-0.0035068142655322893,-0.009788750812458395,-0.00023188347784128903,1,0.007013628531064579
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,100,-0.0035068142655322893,-0.009788750812458395,-0.00023188347784128903,1,0.007013628531064579
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,100,-0.0055454503934804075,-0.023279163898969824,0.016720986587273105,0,0.0055454503934804075
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_WINDS,100,-0.0055454503934804075,-0.023279163898969824,0.016720986587273105,0,0.0055454503934804075
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,100,-0.0055454503934804075,-0.023279163898969824,0.016720986587273105,0,0.0055454503934804075
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,100,-0.0055454503934804075,-0.023279163898969824,0.016720986587273105,0,0.0055454503934804075
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,100,-0.0055454503934804075,-0.023279163898969824,0.016720986587273105,0,0.0055454503934804075
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,100,0.0036119564996633523,-0.0036389350326893784,0.016390764745697065,0,0.0036119564996633523
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,100,0.0036119564996633523,-0.0036389350326893784,0.016390764745697065,0,0.0036119564996633523
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,100,0.0036119564996633523,-0.0036389350326893784,0.016390764745697065,0,0.0036119564996633523
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,100,0.0036119564996633523,-0.0036389350326893784,0.016390764745697065,0,0.0036119564996633523
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_BLACK_HOLES,100,0.0036119564996633523,-0.0036389350326893784,0.016390764745697065,0,0.0036119564996633523
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_FLAMES,100,-0.002624050473231531,-0.006780867516894087,0.003384547102022014,0,0.002624050473231531
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,100,-0.002624050473231531,-0.006780867516894087,0.003384547102022014,0,0.002624050473231531
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,100,-0.002624050473231531,-0.006780867516894087,0.003384547102022014,0,0.002624050473231531
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,100,-0.002624050473231531,-0.006780867516894087,0.003384547102022014,0,0.002624050473231531
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,100,-0.002624050473231531,-0.006780867516894087,0.003384547102022014,0,0.002624050473231531
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,50,-0.002139180777121385,-0.00996105324684807,0.007523007959931907,0,0.002139180777121385
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_DARK_MATTER,50,-0.002139180777121385,-0.00996105324684807,0.007523007959931907,0,0.002139180777121385
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,50,-0.002139180777121385,-0.00996105324684807,0.007523007959931907,0,0.002139180777121385
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_DARK_MATTER,50,-0.002139180777121385,-0.00996105324684807,0.007523007959931907,0,0.002139180777121385
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_DARK_MATTER,50,-0.002139180777121385,-0.00996105324684807,0.007523007959931907,0,0.002139180777121385
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_FLAMES,50,-0.0020674173326233774,-0.005576378978018417,0.0005243190333441577,0,0.0020674173326233774
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,50,-0.0020674173326233774,-0.005576378978018417,0.0005243190333441577,0,0.0020674173326233774
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,50,-0.0020674173326233774,-0.005576378978018417,0.0005243190333441577,0,0.0020674173326233774
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,50,-0.0020674173326233774,-0.005576378978018417,0.0005243190333441577,0,0.0020674173326233774
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,50,-0.0020674173326233774,-0.005576378978018417,0.0005243190333441577,0,0.0020674173326233774
