source,target,horizon,corr_mean,corr_min,corr_max,edge_mean,edge_min,same_sign_all_days,score
UV_VISOR_MAGENTA,UV_VISOR_RED,1,-0.053055034940509095,-0.055451456121134626,-0.050624828994146706,-0.11956195619561956,-0.12516251625162517,True,0.10611006988101819
UV_VISOR_RED,UV_VISOR_RED,1,-0.053055034940509095,-0.055451456121134626,-0.050624828994146706,-0.11956195619561956,-0.12516251625162517,True,0.10611006988101819
UV_VISOR_AMBER,UV_VISOR_RED,1,-0.053055034940509095,-0.055451456121134626,-0.050624828994146706,-0.11956195619561956,-0.12516251625162517,True,0.10611006988101819
UV_VISOR_MAGENTA,UV_VISOR_YELLOW,2,-0.04569765486342362,-0.04887775545769368,-0.04134184600915552,-0.1301927052077082,-0.1367773554710942,True,0.09139530972684724
UV_VISOR_ORANGE,UV_VISOR_YELLOW,2,-0.04569765486342362,-0.04887775545769368,-0.04134184600915552,-0.1301927052077082,-0.1367773554710942,True,0.09139530972684724
UV_VISOR_AMBER,UV_VISOR_YELLOW,2,-0.04569765486342362,-0.04887775545769368,-0.04134184600915552,-0.1301927052077082,-0.1367773554710942,True,0.09139530972684724
UV_VISOR_RED,UV_VISOR_YELLOW,2,-0.04569765486342362,-0.04887775545769368,-0.04134184600915552,-0.1301927052077082,-0.1367773554710942,True,0.09139530972684724
UV_VISOR_YELLOW,UV_VISOR_YELLOW,2,-0.04569765486342362,-0.04887775545769368,-0.04134184600915552,-0.1301927052077082,-0.1367773554710942,True,0.09139530972684724
UV_VISOR_RED,UV_VISOR_MAGENTA,2,-0.04533254796034691,-0.04803207065096972,-0.041905357284102024,-0.1391778355671134,-0.15793158631726345,True,0.09066509592069381
UV_VISOR_YELLOW,UV_VISOR_MAGENTA,2,-0.04533254796034691,-0.04803207065096972,-0.041905357284102024,-0.1391778355671134,-0.15793158631726345,True,0.09066509592069381
UV_VISOR_AMBER,UV_VISOR_MAGENTA,2,-0.04533254796034691,-0.04803207065096972,-0.041905357284102024,-0.1391778355671134,-0.15793158631726345,True,0.09066509592069381
UV_VISOR_ORANGE,UV_VISOR_MAGENTA,2,-0.04533254796034691,-0.04803207065096972,-0.041905357284102024,-0.1391778355671134,-0.15793158631726345,True,0.09066509592069381
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,2,-0.04533254796034691,-0.04803207065096972,-0.041905357284102024,-0.1391778355671134,-0.15793158631726345,True,0.09066509592069381
UV_VISOR_YELLOW,UV_VISOR_AMBER,2,-0.045085430519505275,-0.04965973026360674,-0.03990589379334107,-0.09433553377342135,-0.10097019403880776,True,0.09017086103901055
UV_VISOR_ORANGE,UV_VISOR_AMBER,2,-0.045085430519505275,-0.04965973026360674,-0.03990589379334107,-0.09433553377342135,-0.10097019403880776,True,0.09017086103901055
UV_VISOR_RED,UV_VISOR_AMBER,2,-0.045085430519505275,-0.04965973026360674,-0.03990589379334107,-0.09433553377342135,-0.10097019403880776,True,0.09017086103901055
UV_VISOR_AMBER,UV_VISOR_AMBER,2,-0.045085430519505275,-0.04965973026360674,-0.03990589379334107,-0.09433553377342135,-0.10097019403880776,True,0.09017086103901055
UV_VISOR_MAGENTA,UV_VISOR_AMBER,2,-0.045085430519505275,-0.04965973026360674,-0.03990589379334107,-0.09433553377342135,-0.10097019403880776,True,0.09017086103901055
UV_VISOR_AMBER,UV_VISOR_ORANGE,2,-0.03738472794367253,-0.04320988306820492,-0.032248026397871665,-0.10840501433620058,-0.11952390478095619,True,0.07476945588734506
UV_VISOR_YELLOW,UV_VISOR_ORANGE,2,-0.03738472794367253,-0.04320988306820492,-0.032248026397871665,-0.10840501433620058,-0.11952390478095619,True,0.07476945588734506
UV_VISOR_RED,UV_VISOR_ORANGE,2,-0.03738472794367253,-0.04320988306820492,-0.032248026397871665,-0.10840501433620058,-0.11952390478095619,True,0.07476945588734506
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,2,-0.03738472794367253,-0.04320988306820492,-0.032248026397871665,-0.10840501433620058,-0.11952390478095619,True,0.07476945588734506
UV_VISOR_ORANGE,UV_VISOR_ORANGE,2,-0.03738472794367253,-0.04320988306820492,-0.032248026397871665,-0.10840501433620058,-0.11952390478095619,True,0.07476945588734506
UV_VISOR_RED,UV_VISOR_RED,2,-0.03521211289849711,-0.039857146977132205,-0.028156005145662483,-0.11355604454224177,-0.128375675135027,True,0.07042422579699421
UV_VISOR_ORANGE,UV_VISOR_RED,2,-0.03521211289849711,-0.039857146977132205,-0.028156005145662483,-0.11355604454224177,-0.128375675135027,True,0.07042422579699421
UV_VISOR_MAGENTA,UV_VISOR_RED,2,-0.03521211289849711,-0.039857146977132205,-0.028156005145662483,-0.11355604454224177,-0.128375675135027,True,0.07042422579699421
UV_VISOR_AMBER,UV_VISOR_RED,2,-0.03521211289849711,-0.039857146977132205,-0.028156005145662483,-0.11355604454224177,-0.128375675135027,True,0.07042422579699421
UV_VISOR_YELLOW,UV_VISOR_RED,2,-0.03521211289849711,-0.039857146977132205,-0.028156005145662483,-0.11355604454224177,-0.128375675135027,True,0.07042422579699421
UV_VISOR_YELLOW,UV_VISOR_MAGENTA,5,-0.030520073768764717,-0.0336295042013872,-0.026095885498808098,-0.14647323661830916,-0.15052526263131566,True,0.061040147537529434
UV_VISOR_RED,UV_VISOR_MAGENTA,5,-0.030520073768764717,-0.0336295042013872,-0.026095885498808098,-0.14647323661830916,-0.15052526263131566,True,0.061040147537529434
UV_VISOR_AMBER,UV_VISOR_MAGENTA,5,-0.030520073768764717,-0.0336295042013872,-0.026095885498808098,-0.14647323661830916,-0.15052526263131566,True,0.061040147537529434
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,5,-0.030520073768764717,-0.0336295042013872,-0.026095885498808098,-0.14647323661830916,-0.15052526263131566,True,0.061040147537529434
UV_VISOR_ORANGE,UV_VISOR_MAGENTA,5,-0.030520073768764717,-0.0336295042013872,-0.026095885498808098,-0.14647323661830916,-0.15052526263131566,True,0.061040147537529434
UV_VISOR_AMBER,UV_VISOR_AMBER,5,-0.030300410939964013,-0.04066386084445998,-0.02363242941778234,-0.09953309988327497,-0.11235617808904452,True,0.060600821879928025
UV_VISOR_MAGENTA,UV_VISOR_AMBER,5,-0.030300410939964013,-0.04066386084445998,-0.02363242941778234,-0.09953309988327497,-0.11235617808904452,True,0.060600821879928025
UV_VISOR_RED,UV_VISOR_AMBER,5,-0.030300410939964013,-0.04066386084445998,-0.02363242941778234,-0.09953309988327497,-0.11235617808904452,True,0.060600821879928025
UV_VISOR_ORANGE,UV_VISOR_AMBER,5,-0.030300410939964013,-0.04066386084445998,-0.02363242941778234,-0.09953309988327497,-0.11235617808904452,True,0.060600821879928025
UV_VISOR_YELLOW,UV_VISOR_AMBER,5,-0.030300410939964013,-0.04066386084445998,-0.02363242941778234,-0.09953309988327497,-0.11235617808904452,True,0.060600821879928025
UV_VISOR_RED,UV_VISOR_RED,5,-0.028012470415092028,-0.03286295729896191,-0.024998225756131764,-0.1323828580957145,-0.14242121060530266,True,0.056024940830184056
UV_VISOR_YELLOW,UV_VISOR_RED,5,-0.028012470415092028,-0.03286295729896191,-0.024998225756131764,-0.1323828580957145,-0.14242121060530266,True,0.056024940830184056
UV_VISOR_AMBER,UV_VISOR_RED,5,-0.028012470415092028,-0.03286295729896191,-0.024998225756131764,-0.1323828580957145,-0.14242121060530266,True,0.056024940830184056
UV_VISOR_MAGENTA,UV_VISOR_RED,5,-0.028012470415092028,-0.03286295729896191,-0.024998225756131764,-0.1323828580957145,-0.14242121060530266,True,0.056024940830184056
UV_VISOR_ORANGE,UV_VISOR_RED,5,-0.028012470415092028,-0.03286295729896191,-0.024998225756131764,-0.1323828580957145,-0.14242121060530266,True,0.056024940830184056
UV_VISOR_RED,UV_VISOR_ORANGE,5,-0.026899932457174078,-0.03582027962434927,-0.02022076903706748,-0.12161080540270135,-0.17723861930965482,True,0.053799864914348156
UV_VISOR_ORANGE,UV_VISOR_ORANGE,5,-0.026899932457174078,-0.03582027962434927,-0.02022076903706748,-0.12161080540270135,-0.17723861930965482,True,0.053799864914348156
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,5,-0.026899932457174078,-0.03582027962434927,-0.02022076903706748,-0.12161080540270135,-0.17723861930965482,True,0.053799864914348156
UV_VISOR_YELLOW,UV_VISOR_ORANGE,5,-0.026899932457174078,-0.03582027962434927,-0.02022076903706748,-0.12161080540270135,-0.17723861930965482,True,0.053799864914348156
UV_VISOR_AMBER,UV_VISOR_ORANGE,5,-0.026899932457174078,-0.03582027962434927,-0.02022076903706748,-0.12161080540270135,-0.17723861930965482,True,0.053799864914348156
UV_VISOR_YELLOW,UV_VISOR_YELLOW,5,-0.024994236615812293,-0.0320290708618289,-0.013051196641195506,-0.1260630315157579,-0.1494247123561781,True,0.049988473231624586
UV_VISOR_MAGENTA,UV_VISOR_YELLOW,5,-0.024994236615812293,-0.0320290708618289,-0.013051196641195506,-0.1260630315157579,-0.1494247123561781,True,0.049988473231624586
UV_VISOR_AMBER,UV_VISOR_YELLOW,5,-0.024994236615812293,-0.0320290708618289,-0.013051196641195506,-0.1260630315157579,-0.1494247123561781,True,0.049988473231624586
UV_VISOR_RED,UV_VISOR_YELLOW,5,-0.024994236615812293,-0.0320290708618289,-0.013051196641195506,-0.1260630315157579,-0.1494247123561781,True,0.049988473231624586
UV_VISOR_ORANGE,UV_VISOR_YELLOW,5,-0.024994236615812293,-0.0320290708618289,-0.013051196641195506,-0.1260630315157579,-0.1494247123561781,True,0.049988473231624586
UV_VISOR_AMBER,UV_VISOR_MAGENTA,10,-0.02258123187185325,-0.037067032704991607,-0.01412270898538266,-0.15684017350684018,-0.22187187187187188,True,0.0451624637437065
UV_VISOR_YELLOW,UV_VISOR_MAGENTA,10,-0.02258123187185325,-0.037067032704991607,-0.01412270898538266,-0.15684017350684018,-0.22187187187187188,True,0.0451624637437065
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,10,-0.02258123187185325,-0.037067032704991607,-0.01412270898538266,-0.15684017350684018,-0.22187187187187188,True,0.0451624637437065
UV_VISOR_RED,UV_VISOR_MAGENTA,10,-0.02258123187185325,-0.037067032704991607,-0.01412270898538266,-0.15684017350684018,-0.22187187187187188,True,0.0451624637437065
UV_VISOR_ORANGE,UV_VISOR_MAGENTA,10,-0.02258123187185325,-0.037067032704991607,-0.01412270898538266,-0.15684017350684018,-0.22187187187187188,True,0.0451624637437065
UV_VISOR_AMBER,UV_VISOR_AMBER,10,-0.021540695072492108,-0.043288303049422376,-0.008903030849434062,-0.09688021354688021,-0.1781781781781782,True,0.043081390144984216
UV_VISOR_RED,UV_VISOR_AMBER,10,-0.021540695072492108,-0.043288303049422376,-0.008903030849434062,-0.09688021354688021,-0.1781781781781782,True,0.043081390144984216
UV_VISOR_YELLOW,UV_VISOR_AMBER,10,-0.021540695072492108,-0.043288303049422376,-0.008903030849434062,-0.09688021354688021,-0.1781781781781782,True,0.043081390144984216
UV_VISOR_ORANGE,UV_VISOR_AMBER,10,-0.021540695072492108,-0.043288303049422376,-0.008903030849434062,-0.09688021354688021,-0.1781781781781782,True,0.043081390144984216
UV_VISOR_MAGENTA,UV_VISOR_AMBER,10,-0.021540695072492108,-0.043288303049422376,-0.008903030849434062,-0.09688021354688021,-0.1781781781781782,True,0.043081390144984216
UV_VISOR_ORANGE,UV_VISOR_RED,10,-0.020153256629812388,-0.026936487781190253,-0.015248250985183455,-0.14736403069736403,-0.19234234234234235,True,0.040306513259624775
UV_VISOR_YELLOW,UV_VISOR_RED,10,-0.020153256629812388,-0.026936487781190253,-0.015248250985183455,-0.14736403069736403,-0.19234234234234235,True,0.040306513259624775
UV_VISOR_MAGENTA,UV_VISOR_RED,10,-0.020153256629812388,-0.026936487781190253,-0.015248250985183455,-0.14736403069736403,-0.19234234234234235,True,0.040306513259624775
UV_VISOR_RED,UV_VISOR_RED,10,-0.020153256629812388,-0.026936487781190253,-0.015248250985183455,-0.14736403069736403,-0.19234234234234235,True,0.040306513259624775
UV_VISOR_AMBER,UV_VISOR_RED,10,-0.020153256629812388,-0.026936487781190253,-0.015248250985183455,-0.14736403069736403,-0.19234234234234235,True,0.040306513259624775
UV_VISOR_AMBER,UV_VISOR_MAGENTA,20,-0.018406012622239534,-0.0323487349614022,-0.009870844022359928,-0.19615898463593853,-0.2935871743486974,True,0.03681202524447907
UV_VISOR_YELLOW,UV_VISOR_MAGENTA,20,-0.018406012622239534,-0.0323487349614022,-0.009870844022359928,-0.19615898463593853,-0.2935871743486974,True,0.03681202524447907
UV_VISOR_ORANGE,UV_VISOR_MAGENTA,20,-0.018406012622239534,-0.0323487349614022,-0.009870844022359928,-0.19615898463593853,-0.2935871743486974,True,0.03681202524447907
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,20,-0.018406012622239534,-0.0323487349614022,-0.009870844022359928,-0.19615898463593853,-0.2935871743486974,True,0.03681202524447907
UV_VISOR_RED,UV_VISOR_MAGENTA,20,-0.018406012622239534,-0.0323487349614022,-0.009870844022359928,-0.19615898463593853,-0.2935871743486974,True,0.03681202524447907
UV_VISOR_YELLOW,UV_VISOR_YELLOW,10,-0.017865654598242072,-0.024586950622226766,-0.00539235742343116,-0.13570236903570237,-0.17422422422422423,True,0.035731309196484144
UV_VISOR_MAGENTA,UV_VISOR_YELLOW,10,-0.017865654598242072,-0.024586950622226766,-0.00539235742343116,-0.13570236903570237,-0.17422422422422423,True,0.035731309196484144
UV_VISOR_AMBER,UV_VISOR_YELLOW,10,-0.017865654598242072,-0.024586950622226766,-0.00539235742343116,-0.13570236903570237,-0.17422422422422423,True,0.035731309196484144
UV_VISOR_RED,UV_VISOR_YELLOW,10,-0.017865654598242072,-0.024586950622226766,-0.00539235742343116,-0.13570236903570237,-0.17422422422422423,True,0.035731309196484144
UV_VISOR_ORANGE,UV_VISOR_YELLOW,10,-0.017865654598242072,-0.024586950622226766,-0.00539235742343116,-0.13570236903570237,-0.17422422422422423,True,0.035731309196484144
UV_VISOR_YELLOW,UV_VISOR_ORANGE,10,-0.017342118162528813,-0.026649399273031175,-0.008148313756526915,-0.11828495161828495,-0.1904904904904905,True,0.03468423632505763
UV_VISOR_RED,UV_VISOR_ORANGE,10,-0.017342118162528813,-0.026649399273031175,-0.008148313756526915,-0.11828495161828495,-0.1904904904904905,True,0.03468423632505763
UV_VISOR_ORANGE,UV_VISOR_ORANGE,10,-0.017342118162528813,-0.026649399273031175,-0.008148313756526915,-0.11828495161828495,-0.1904904904904905,True,0.03468423632505763
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,10,-0.017342118162528813,-0.026649399273031175,-0.008148313756526915,-0.11828495161828495,-0.1904904904904905,True,0.03468423632505763
UV_VISOR_AMBER,UV_VISOR_ORANGE,10,-0.017342118162528813,-0.026649399273031175,-0.008148313756526915,-0.11828495161828495,-0.1904904904904905,True,0.03468423632505763
UV_VISOR_YELLOW,UV_VISOR_AMBER,20,-0.01583486765301243,-0.03763100619246317,-0.00315636193926948,-0.10061790247160989,-0.2154308617234469,True,0.03166973530602486
UV_VISOR_MAGENTA,UV_VISOR_AMBER,20,-0.01583486765301243,-0.03763100619246317,-0.00315636193926948,-0.10061790247160989,-0.2154308617234469,True,0.03166973530602486
UV_VISOR_RED,UV_VISOR_AMBER,20,-0.01583486765301243,-0.03763100619246317,-0.00315636193926948,-0.10061790247160989,-0.2154308617234469,True,0.03166973530602486
UV_VISOR_AMBER,UV_VISOR_AMBER,20,-0.01583486765301243,-0.03763100619246317,-0.00315636193926948,-0.10061790247160989,-0.2154308617234469,True,0.03166973530602486
UV_VISOR_ORANGE,UV_VISOR_AMBER,20,-0.01583486765301243,-0.03763100619246317,-0.00315636193926948,-0.10061790247160989,-0.2154308617234469,True,0.03166973530602486
UV_VISOR_ORANGE,UV_VISOR_YELLOW,20,-0.014407866960662206,-0.018911531534839227,-0.009421097641788664,-0.1483299933199733,-0.156062124248497,True,0.028815733921324412
UV_VISOR_YELLOW,UV_VISOR_YELLOW,20,-0.014407866960662206,-0.018911531534839227,-0.009421097641788664,-0.1483299933199733,-0.156062124248497,True,0.028815733921324412
UV_VISOR_RED,UV_VISOR_YELLOW,20,-0.014407866960662206,-0.018911531534839227,-0.009421097641788664,-0.1483299933199733,-0.156062124248497,True,0.028815733921324412
UV_VISOR_AMBER,UV_VISOR_YELLOW,20,-0.014407866960662206,-0.018911531534839227,-0.009421097641788664,-0.1483299933199733,-0.156062124248497,True,0.028815733921324412
UV_VISOR_MAGENTA,UV_VISOR_YELLOW,20,-0.014407866960662206,-0.018911531534839227,-0.009421097641788664,-0.1483299933199733,-0.156062124248497,True,0.028815733921324412
UV_VISOR_RED,UV_VISOR_MAGENTA,50,-0.012947434744368172,-0.020091071503049816,-0.00811755416358294,-0.19802345058626467,-0.3208040201005025,True,0.025894869488736344
UV_VISOR_AMBER,UV_VISOR_MAGENTA,50,-0.012947434744368172,-0.020091071503049816,-0.00811755416358294,-0.19802345058626467,-0.3208040201005025,True,0.025894869488736344
UV_VISOR_ORANGE,UV_VISOR_MAGENTA,50,-0.012947434744368172,-0.020091071503049816,-0.00811755416358294,-0.19802345058626467,-0.3208040201005025,True,0.025894869488736344
UV_VISOR_YELLOW,UV_VISOR_MAGENTA,50,-0.012947434744368172,-0.020091071503049816,-0.00811755416358294,-0.19802345058626467,-0.3208040201005025,True,0.025894869488736344
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,50,-0.012947434744368172,-0.020091071503049816,-0.00811755416358294,-0.19802345058626467,-0.3208040201005025,True,0.025894869488736344
UV_VISOR_ORANGE,UV_VISOR_AMBER,50,-0.015871484965953548,-0.03452650634326046,0.001820093994138779,-0.16916247906197657,-0.31221105527638193,False,0.015871484965953548
UV_VISOR_RED,UV_VISOR_AMBER,50,-0.015871484965953548,-0.03452650634326046,0.001820093994138779,-0.16916247906197657,-0.31221105527638193,False,0.015871484965953548
UV_VISOR_MAGENTA,UV_VISOR_AMBER,50,-0.015871484965953548,-0.03452650634326046,0.001820093994138779,-0.16916247906197657,-0.31221105527638193,False,0.015871484965953548
UV_VISOR_AMBER,UV_VISOR_AMBER,50,-0.015871484965953548,-0.03452650634326046,0.001820093994138779,-0.16916247906197657,-0.31221105527638193,False,0.015871484965953548
UV_VISOR_YELLOW,UV_VISOR_AMBER,50,-0.015871484965953548,-0.03452650634326046,0.001820093994138779,-0.16916247906197657,-0.31221105527638193,False,0.015871484965953548
UV_VISOR_AMBER,UV_VISOR_AMBER,100,-0.015310193332800828,-0.02796559879566226,0.0030248139401985756,-0.24473063973063972,-0.4102020202020202,False,0.015310193332800828
UV_VISOR_MAGENTA,UV_VISOR_AMBER,100,-0.015310193332800828,-0.02796559879566226,0.0030248139401985756,-0.24473063973063972,-0.4102020202020202,False,0.015310193332800828
UV_VISOR_ORANGE,UV_VISOR_AMBER,100,-0.015310193332800828,-0.02796559879566226,0.0030248139401985756,-0.24473063973063972,-0.4102020202020202,False,0.015310193332800828
UV_VISOR_YELLOW,UV_VISOR_AMBER,100,-0.015310193332800828,-0.02796559879566226,0.0030248139401985756,-0.24473063973063972,-0.4102020202020202,False,0.015310193332800828
UV_VISOR_RED,UV_VISOR_AMBER,100,-0.015310193332800828,-0.02796559879566226,0.0030248139401985756,-0.24473063973063972,-0.4102020202020202,False,0.015310193332800828
UV_VISOR_RED,UV_VISOR_MAGENTA,100,-0.0075865322446239105,-0.010655265021743302,-0.00483283730275654,-0.16875420875420877,-0.2451010101010101,True,0.015173064489247821
UV_VISOR_ORANGE,UV_VISOR_MAGENTA,100,-0.0075865322446239105,-0.010655265021743302,-0.00483283730275654,-0.16875420875420877,-0.2451010101010101,True,0.015173064489247821
UV_VISOR_YELLOW,UV_VISOR_MAGENTA,100,-0.0075865322446239105,-0.010655265021743302,-0.00483283730275654,-0.16875420875420877,-0.2451010101010101,True,0.015173064489247821
UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,100,-0.0075865322446239105,-0.010655265021743302,-0.00483283730275654,-0.16875420875420877,-0.2451010101010101,True,0.015173064489247821
UV_VISOR_AMBER,UV_VISOR_MAGENTA,100,-0.0075865322446239105,-0.010655265021743302,-0.00483283730275654,-0.16875420875420877,-0.2451010101010101,True,0.015173064489247821
UV_VISOR_AMBER,UV_VISOR_ORANGE,50,-0.006905069456438727,-0.009746349239179726,-0.004571180648315837,-0.09490787269681743,-0.1285929648241206,True,0.013810138912877454
UV_VISOR_YELLOW,UV_VISOR_ORANGE,50,-0.006905069456438727,-0.009746349239179726,-0.004571180648315837,-0.09490787269681743,-0.1285929648241206,True,0.013810138912877454
UV_VISOR_RED,UV_VISOR_ORANGE,50,-0.006905069456438727,-0.009746349239179726,-0.004571180648315837,-0.09490787269681743,-0.1285929648241206,True,0.013810138912877454
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,50,-0.006905069456438727,-0.009746349239179726,-0.004571180648315837,-0.09490787269681743,-0.1285929648241206,True,0.013810138912877454
UV_VISOR_ORANGE,UV_VISOR_ORANGE,50,-0.006905069456438727,-0.009746349239179726,-0.004571180648315837,-0.09490787269681743,-0.1285929648241206,True,0.013810138912877454
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,20,-0.011829688161941729,-0.022015688809097836,0.0001486033032959906,-0.11341015364061456,-0.19964929859719438,False,0.011829688161941729
UV_VISOR_YELLOW,UV_VISOR_ORANGE,20,-0.011829688161941729,-0.022015688809097836,0.0001486033032959906,-0.11341015364061456,-0.19964929859719438,False,0.011829688161941729
UV_VISOR_AMBER,UV_VISOR_ORANGE,20,-0.011829688161941729,-0.022015688809097836,0.0001486033032959906,-0.11341015364061456,-0.19964929859719438,False,0.011829688161941729
UV_VISOR_ORANGE,UV_VISOR_ORANGE,20,-0.011829688161941729,-0.022015688809097836,0.0001486033032959906,-0.11341015364061456,-0.19964929859719438,False,0.011829688161941729
UV_VISOR_RED,UV_VISOR_ORANGE,20,-0.011829688161941729,-0.022015688809097836,0.0001486033032959906,-0.11341015364061456,-0.19964929859719438,False,0.011829688161941729
UV_VISOR_RED,UV_VISOR_ORANGE,100,-0.004429884513646587,-0.009366601904029798,-0.0008171714002561009,-0.11247474747474746,-0.2555050505050505,True,0.008859769027293175
UV_VISOR_YELLOW,UV_VISOR_ORANGE,100,-0.004429884513646587,-0.009366601904029798,-0.0008171714002561009,-0.11247474747474746,-0.2555050505050505,True,0.008859769027293175
UV_VISOR_ORANGE,UV_VISOR_ORANGE,100,-0.004429884513646587,-0.009366601904029798,-0.0008171714002561009,-0.11247474747474746,-0.2555050505050505,True,0.008859769027293175
UV_VISOR_AMBER,UV_VISOR_ORANGE,100,-0.004429884513646587,-0.009366601904029798,-0.0008171714002561009,-0.11247474747474746,-0.2555050505050505,True,0.008859769027293175
UV_VISOR_MAGENTA,UV_VISOR_ORANGE,100,-0.004429884513646587,-0.009366601904029798,-0.0008171714002561009,-0.11247474747474746,-0.2555050505050505,True,0.008859769027293175
UV_VISOR_RED,UV_VISOR_RED,20,-0.007622641889272717,-0.019839658776801754,0.002282435035582877,-0.07798931195724783,-0.1901302605210421,False,0.007622641889272717
UV_VISOR_YELLOW,UV_VISOR_RED,20,-0.007622641889272717,-0.019839658776801754,0.002282435035582877,-0.07798931195724783,-0.1901302605210421,False,0.007622641889272717
UV_VISOR_ORANGE,UV_VISOR_RED,20,-0.007622641889272717,-0.019839658776801754,0.002282435035582877,-0.07798931195724783,-0.1901302605210421,False,0.007622641889272717
UV_VISOR_MAGENTA,UV_VISOR_RED,20,-0.007622641889272717,-0.019839658776801754,0.002282435035582877,-0.07798931195724783,-0.1901302605210421,False,0.007622641889272717
