day,a,b,window,mean,std,min,max,positive_fraction
3,UV_VISOR_AMBER,UV_VISOR_ORANGE,100,0.00114697179947161,0.09503338399845977,-0.33570256796050163,0.25006523065314595,0.5297979797979798
3,UV_VISOR_AMBER,UV_VISOR_ORANGE,500,0.001152389603678967,0.03038435293031236,-0.09882247070993065,0.06985271090631298,0.5021052631578947
3,UV_VISOR_AMBER,UV_VISOR_ORANGE,1000,0.001787333425634929,0.015619574237046335,-0.041621941700918416,0.051510738559529035,0.5643333333333334
3,UV_VISOR_AMBER,UV_VISOR_RED,100,-0.005286967316796048,0.09613089729639056,-0.2823703177627268,0.29617563622986864,0.5005050505050505
3,UV_VISOR_AMBER,UV_VISOR_RED,500,-0.007694350048876192,0.03847061169105611,-0.10118912094046581,0.08351373657430808,0.4304210526315789
3,UV_VISOR_AMBER,UV_VISOR_RED,1000,-0.009353050663913788,0.02842933483224962,-0.08003080316275549,0.06217910070184868,0.37177777777777776
3,UV_VISOR_AMBER,UV_VISOR_MAGENTA,100,0.007672313900685258,0.09306854711098207,-0.2702405550532387,0.3269168513423749,0.5294949494949495
3,UV_VISOR_AMBER,UV_VISOR_MAGENTA,500,0.005905166703933135,0.03742955958128043,-0.11628115011390142,0.10057273993856264,0.5662105263157895
3,UV_VISOR_AMBER,UV_VISOR_MAGENTA,1000,0.0047225611381717676,0.02408500131024937,-0.05305672744582376,0.06925656664583443,0.5925555555555555
3,UV_VISOR_ORANGE,UV_VISOR_RED,100,0.029870823691530858,0.09080913763267012,-0.26290555474967797,0.29933561450637824,0.6303030303030303
3,UV_VISOR_ORANGE,UV_VISOR_RED,500,0.025889042121870105,0.03672845842461994,-0.08713831616258898,0.14444843235144572,0.7714736842105263
3,UV_VISOR_ORANGE,UV_VISOR_RED,1000,0.025702149940534415,0.023635376430791496,-0.04070502313470847,0.08768127754804793,0.8657777777777778
3,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,100,0.004114468581999398,0.10684791697680714,-0.4392212884414498,0.3086569952795585,0.503030303030303
3,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,500,0.0024220751371188723,0.04824391426396705,-0.11825501476369499,0.12808306926692536,0.5232631578947369
3,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,1000,0.003197574844780957,0.032283911222768316,-0.07391370884886882,0.08770250843323821,0.5371111111111111
3,UV_VISOR_RED,UV_VISOR_MAGENTA,100,0.012413496717077931,0.0907195669792603,-0.27134258689297674,0.2605710127866314,0.5578787878787879
3,UV_VISOR_RED,UV_VISOR_MAGENTA,500,0.01332337211019423,0.03852888808126745,-0.08107823922595506,0.14536997937787755,0.6133684210526316
3,UV_VISOR_RED,UV_VISOR_MAGENTA,1000,0.01388846740512769,0.028308711608935094,-0.05085323459985623,0.07615439644712015,0.6175555555555555
4,UV_VISOR_YELLOW,UV_VISOR_AMBER,100,0.004779728316043831,0.09630094093393946,-0.2671728433563055,0.2752491429417844,0.5195959595959596
4,UV_VISOR_YELLOW,UV_VISOR_AMBER,500,0.00548366121129148,0.04369532190096071,-0.10811659482541858,0.11476491198281916,0.49715789473684213
4,UV_VISOR_YELLOW,UV_VISOR_AMBER,1000,0.006490521940120957,0.03153143242116635,-0.08019769835941816,0.07509449681215156,0.5931111111111111
4,UV_VISOR_YELLOW,UV_VISOR_ORANGE,100,0.009732940961302648,0.0989909826887954,-0.3638602369573009,0.322617130345055,0.5230303030303031
4,UV_VISOR_YELLOW,UV_VISOR_ORANGE,500,0.011901432092491018,0.04462750349450266,-0.11955720151233454,0.1527470268701195,0.5282105263157895
4,UV_VISOR_YELLOW,UV_VISOR_ORANGE,1000,0.012495327922531501,0.03546804462726167,-0.060514399938621274,0.10026236379651408,0.5934444444444444
4,UV_VISOR_YELLOW,UV_VISOR_RED,100,-0.006850427341331529,0.1002135586202672,-0.35007694981249626,0.33553986083794973,0.46646464646464647
4,UV_VISOR_YELLOW,UV_VISOR_RED,500,-0.008039614477717446,0.04239196372274327,-0.11344879603716951,0.10763994571714504,0.4034736842105263
4,UV_VISOR_YELLOW,UV_VISOR_RED,1000,-0.009257690793640872,0.029482043067484785,-0.07942514313970081,0.06606497382910398,0.4023333333333333
4,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,100,-0.004669783150167772,0.10595623840049297,-0.3727117443718149,0.39035539869424757,0.4802020202020202
4,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,500,-0.005118617620194448,0.055286294997345095,-0.1856811786906994,0.1784628670477358,0.4782105263157895
4,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,1000,-0.005525847717107394,0.040036656592509594,-0.1067483759311075,0.10003718679644465,0.40055555555555555
4,UV_VISOR_AMBER,UV_VISOR_ORANGE,100,0.0032192895089171347,0.10570058444896074,-0.3216809475209522,0.3363574148594584,0.5263636363636364
4,UV_VISOR_AMBER,UV_VISOR_ORANGE,500,0.005737443913611576,0.04449036802200865,-0.11566173921836538,0.1329037420580951,0.5627368421052632
4,UV_VISOR_AMBER,UV_VISOR_ORANGE,1000,0.005324591829084858,0.023062276197290905,-0.05464161752761986,0.0603727189110465,0.6396666666666667
4,UV_VISOR_AMBER,UV_VISOR_RED,100,-0.009537169222422323,0.0985654001730857,-0.3112338182881213,0.3021207668494399,0.4484848484848485
4,UV_VISOR_AMBER,UV_VISOR_RED,500,-0.00901543121124225,0.037101680306034675,-0.12791145134447168,0.08939264938238885,0.3818947368421053
4,UV_VISOR_AMBER,UV_VISOR_RED,1000,-0.008280833739638064,0.028472798631396408,-0.07928098915025082,0.05737745740364257,0.37633333333333335
4,UV_VISOR_AMBER,UV_VISOR_MAGENTA,100,0.014691407864767213,0.10338632761863363,-0.3104491464043136,0.30665423813271986,0.5838383838383838
4,UV_VISOR_AMBER,UV_VISOR_MAGENTA,500,0.009865294226141819,0.05082141264768077,-0.11074745365854101,0.13276238498474915,0.5744210526315789
4,UV_VISOR_AMBER,UV_VISOR_MAGENTA,1000,0.006980739398076935,0.03240943970566129,-0.08479449771508259,0.07670295816643387,0.631
4,UV_VISOR_ORANGE,UV_VISOR_RED,100,0.023093577314456337,0.094592111455571,-0.2626301779521768,0.3039696190318383,0.5921212121212122
4,UV_VISOR_ORANGE,UV_VISOR_RED,500,0.02613925057816239,0.04742584409098111,-0.08183809659430738,0.16946830968861504,0.7021052631578948
4,UV_VISOR_ORANGE,UV_VISOR_RED,1000,0.025349054089176256,0.03334663438229259,-0.05738264544567633,0.0989270122273371,0.7107777777777777
4,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,100,-0.00024703273809505773,0.09361606193868119,-0.2694305198140452,0.27556050805648796,0.4893939393939394
4,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,500,0.001273488404155878,0.039117023227560443,-0.11585322911762608,0.11572209620841027,0.5163157894736842
4,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,1000,0.0024374398071660163,0.02592525593659892,-0.06417591675620392,0.06536358410151241,0.5401111111111111
4,UV_VISOR_RED,UV_VISOR_MAGENTA,100,-0.0117229866071321,0.10287532837543924,-0.31491248869511684,0.3661811170185149,0.42292929292929293
4,UV_VISOR_RED,UV_VISOR_MAGENTA,500,-0.01198830403005659,0.04140376028027302,-0.10183839634337886,0.1385303611138434,0.3625263157894737
4,UV_VISOR_RED,UV_VISOR_MAGENTA,1000,-0.01197202386958045,0.02733653113443078,-0.08077647330913752,0.05513597827005092,0.3283333333333333
