day,leader,follower,lag,horizon,corr,signed_edge_per_unit
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,9,100,0.0031930004749722244,0.7070569204327166
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,10,1,-5.8625371457870135e-05,0.04124536990689759
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,10,2,0.003010696108820612,0.1449239086904285
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,10,5,0.006098374853013191,0.39784677015523284
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,10,10,0.016224304350070502,0.8940380761523046
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,10,20,0.03277573529017876,1.2712637913741223
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,10,50,0.010070745113316364,1.3791750503018108
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,10,100,0.002574717000088086,0.754196157735086
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,11,1,0.0006035172293044107,0.011013215859030838
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,11,2,0.0045428206788774945,0.057524782216881946
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,11,5,0.006445898233749275,0.27819511217948717
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,11,10,0.018393823229416024,0.842168553963323
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,11,20,0.03554109659774971,1.4419199518507373
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,11,50,0.008962464380644679,1.680551363316229
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,11,100,0.0013355897317476795,0.23030640105167358
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,12,1,0.0022247974452598855,0.03264243516571543
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,12,2,0.002535564033350529,0.034998998598037255
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,12,5,0.006782431713481984,0.2876890714214164
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,12,10,0.01929889915434831,0.8408498697133694
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,12,20,0.03819344331991522,1.5419341894060996
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,12,50,0.008779917510097632,1.5440229422418998
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,12,100,-6.87089739836495e-05,0.5869235436893204
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,13,1,-0.001946224124660429,0.02518525936310835
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,13,2,0.0028039682757044822,0.21727591387080622
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,13,5,0.007058188499681012,0.4984472049689441
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,13,10,0.01911542009552529,0.8505061641776085
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,13,20,0.03984049450372729,1.7340222735025586
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,13,50,0.008381506335797307,1.2805172587299989
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,13,100,-0.0012320109957399648,0.06695660968949126
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,14,1,0.002575519075115017,0.06324486730095143
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,14,2,0.004867728461923198,0.14908854166666666
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,14,5,0.00938371394174527,0.3014227031359583
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,14,10,0.020276480775224513,0.7530072173215717
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,14,20,0.04162936774324399,1.828817981135862
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,14,50,0.008699607954648709,1.5352254428341385
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,14,100,-0.001979018449607375,0.7560691887517702
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,15,1,0.0011388831357816436,0.06305088141025642
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,15,2,0.004166661551304665,0.12190724231193029
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,15,5,0.010452701728703136,0.25561122244488976
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,15,10,0.021531508288241373,0.8705764411027569
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,15,20,0.0427426836633197,2.271500250878073
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,15,50,0.00889528844861538,1.7458480120785103
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,15,100,-0.0033243171500061657,1.0671219018715226
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,16,1,0.0016553486253273616,0.09285785835921066
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,16,2,0.005338493244819879,0.16219194550190344
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,16,5,0.013040657658679412,0.46237097905601765
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,16,10,0.02425109854299755,0.9929316222177662
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,16,20,0.043972784191262486,2.086963067041349
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,16,50,0.008371152461604317,1.430793235353332
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,16,100,-0.0040401996302405025,0.45199312019425336
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,17,1,0.002825079567959627,0.051693047485473854
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,17,2,0.006486226981562656,0.09798617373008717
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,17,5,0.014070405147175629,0.43109841651633596
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,17,10,0.02627531899451959,1.037551388749624
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,17,20,0.04395735624523572,1.9941282746160796
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,17,50,0.008343592461205676,0.9831370180207389
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,17,100,-0.004808812929473934,-0.2574117170899524
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,18,1,0.0033418342011562532,0.057960124236048495
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,18,2,0.00792338602948216,0.10896793587174348
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,18,5,0.013880012907396601,0.29628144732885636
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,18,10,0.02856640542629263,1.023014440433213
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,18,20,0.04358332792967544,1.9162818711102187
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,18,50,0.00801199360529634,0.9703483689085783
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,18,100,-0.005993156251180558,-0.21979356405585915
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,19,1,0.004888846644458194,0.037925851703406815
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,19,2,0.010388833328802107,0.11348832548351538
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,19,5,0.013553360286139276,0.23972534081796312
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,19,10,0.03077987142073496,0.9477484705646374
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,19,20,0.042824622298977204,1.7754743499648629
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,19,50,0.007819584109613177,1.2135736582418688
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,19,100,-0.007611327605175983,-0.021607124784940795
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,20,1,0.006841818295377305,0.03993386110832749
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,20,2,0.009876705250621336,0.045750651433152933
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,20,5,0.014369565637986192,0.15418546365914787
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,20,10,0.032819592072329776,0.8135907723169509
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,20,20,0.04157910088980932,1.465913654618474
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,20,50,0.007196668859242336,1.023816717019134
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,20,100,-0.009656604953369896,-0.2444331983805668
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,21,1,0.004292228967586927,-0.0640408899579074
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,21,2,0.006997901689749763,-0.0837426079983963
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,21,5,0.01562721776626414,0.16101864848606376
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,21,10,0.034101722219565284,0.769836493128699
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,21,20,0.03981647478460031,1.2774374937242694
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,21,50,0.006081084564981682,0.8362876422600464
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,21,100,-0.011549340930694638,-0.6604413402166212
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,22,1,0.0028831626842076605,-0.058735090708629846
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,22,2,0.006042895616056357,-0.03583600641539695
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,22,5,0.017347566615826742,0.20144389852602027
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,22,10,0.036197849790999916,0.8020164526484751
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,22,20,0.0385230651486813,1.2837919260895763
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,22,50,0.005394708608155767,0.9024979854955681
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,22,100,-0.012975397284567421,-0.04712492407369913
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,23,1,0.0029928073892914655,0.011878508420208501
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,23,2,0.008685533590111733,0.07353383458646616
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,23,5,0.02042230183186782,0.30229643000401124
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,23,10,0.038044390689887006,0.7309120096317849
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,23,20,0.03761908075634727,1.1797228080747213
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,23,50,0.004672870051195929,0.9273194318525234
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,23,100,-0.014107826889314138,-0.21464007289662854
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,24,1,0.00661277556668973,0.04656641604010025
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,24,2,0.013245937506106606,0.14728293563264488
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,24,5,0.02364619441661241,0.37348310099287935
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,24,10,0.03911300058040827,0.7606361629540438
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,24,20,0.03728639355839216,1.0747288067496987
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,24,50,0.0038513103608337424,0.2959399556719726
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,24,100,-0.014897577035868225,-1.055741190765492
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,25,1,0.00941915367063091,0.08361740525365952
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,25,2,0.014298367600891015,0.12654166248871954
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,25,5,0.02568593214693265,0.3987963891675025
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,25,10,0.03948632410591895,0.7626191670847968
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,25,20,0.03581356108367517,1.044952285283777
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,25,50,0.0025336613263374336,0.29516372795969775
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,25,100,-0.01595454131787671,-0.5901772151898734
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,26,1,0.008165014765266269,0.08367592499749323
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,26,2,0.014632278477102354,0.18085639791415964
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,26,5,0.02645834947761862,0.4985454910221687
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,26,10,0.03882276548631726,0.8194500200722601
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,26,20,0.03406547038859768,1.168474984930681
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,26,50,0.0009327988915633741,0.5294740024183797
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,26,100,-0.01709882028778297,-0.6452298966983998
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,27,1,0.009916682175788803,0.06633574007220217
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,27,2,0.01620500304213295,0.1849363153144118
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,27,5,0.027902894409906183,0.48098916532905295
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,27,10,0.03729790993382974,0.699437920305129
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,27,20,0.03324058233845533,0.9468501959208279
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,27,50,-0.0005303772378409043,0.7126373072659478
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,27,100,-0.01820849320514745,-0.7572672946419527
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,28,1,0.010412449502091607,0.11367967104603349
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,28,2,0.017153432382908406,0.20366098294884655
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,28,5,0.027763467992968572,0.4139660880906993
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,28,10,0.03503216284357194,0.6948905842200361
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,28,20,0.03143569402842598,0.8054159967845659
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,28,50,-0.0019258589808695931,0.27499496069340856
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,28,100,-0.019651827528216145,-0.7682840356564019
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,29,1,0.011257117881883076,0.008876629889669007
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,29,2,0.017659650763479095,0.06570368141237837
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,29,5,0.026379113592182958,0.18206903471804134
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,29,10,0.0323302114420371,0.3702439514105009
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,29,20,0.029313482601459606,0.4634207617324892
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,29,50,-0.0032121623833493112,0.0805362362665054
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,29,100,-0.021214683982029497,-1.0639752811265322
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,30,1,0.011148356360305445,0.019209549603771692
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,30,2,0.01768990693984391,0.0245284911717496
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,30,5,0.02505923183300384,0.1633216256899147
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,30,10,0.029102965124423657,0.3655120481927711
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,30,20,0.026965791050571845,0.5904020100502513
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,30,50,-0.004518191577509711,0.4608366935483871
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,30,100,-0.02252587713949004,-0.32467071935157044
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,31,1,0.011312797026626766,0.037219101123595506
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,31,2,0.016646647184558827,0.05839269589645831
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,31,5,0.023567304333075172,0.22541148133279806
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,31,10,0.025836018544682565,0.34757505773672054
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,31,20,0.024741803851826723,0.5364358226957483
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,31,50,-0.005895056063351051,0.5321605000504083
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,31,100,-0.023881964664414987,-0.4798865133245516
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,32,1,0.009750444204374268,-0.03677134543995184
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,32,2,0.013968910776767228,-0.006321493076459964
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,32,5,0.020270733936542634,0.1007226738934056
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,32,10,0.022394315586656954,0.18367141996384817
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,32,20,0.022100939843557932,0.3338359469240048
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,32,50,-0.007284559127044263,0.27066948981649525
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,32,100,-0.02496044650856638,-1.1233279286582893
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,33,1,0.0075941377461653595,-0.016004415011037526
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,33,2,0.013074276184656994,-0.03191169091821375
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,33,5,0.017456343995487775,0.018169042360971693
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,33,10,0.019628967522087003,0.1327206990057246
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,33,20,0.020372834632180203,0.5354378204483764
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,33,50,-0.008606253679407797,0.30578804073812643
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,33,100,-0.02576981792451873,-0.9773994121820209
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,34,1,0.008523909218997741,-0.01154039136979428
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,34,2,0.013328581120093944,0.019520272982737855
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,34,5,0.015257877731527768,0.11464712378275274
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,34,10,0.01816057129135727,0.24281840096424268
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,34,20,0.019133093087132076,0.6619243917152624
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,34,50,-0.009484721107085186,0.6197559499798305
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,34,100,-0.0262693361621329,-0.7810156091627812
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,35,1,0.007978860568697154,0.030509835407466882
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,35,2,0.010216577634693748,0.0546020275017565
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,35,5,0.012269331243533155,0.20948795180722893
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,35,10,0.01580339674313264,0.4768458061275741
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,35,20,0.017263694504612685,0.9462041226747109
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,35,50,-0.010314833758638202,0.9095814422592032
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,35,100,-0.027089221402514418,-0.31353269133299544
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,36,1,0.004264468992255899,0.011643079393756901
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,36,2,0.0071577632561540495,0.04753061634209998
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,36,5,0.009422621403420657,0.11351541319409579
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,36,10,0.014094133623372064,0.4631806309021499
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,36,20,0.01488744644785669,1.0077936444086886
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,36,50,-0.011195582278511525,0.9498184385717168
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,36,100,-0.02801976900391631,-0.3433698296836983
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,37,1,0.0036948881892116107,0.014153784380646456
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,37,2,0.006207340479022706,0.008131713683365124
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,37,5,0.008013429404962514,0.03359108254669613
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,37,10,0.014319710447083809,0.4061087109414247
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,37,20,0.01287149446459383,1.206275771899829
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,37,50,-0.01127578538293325,1.1312922425098355
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,37,100,-0.02835397044259457,0.1758592720267667
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,38,1,0.0029639920259375676,0.019475956229294246
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,38,2,0.0050729336264351685,0.016817269076305222
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,38,5,0.007085943488952833,0.1808777744300492
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,38,10,0.014015513940741497,0.43242564308681675
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,38,20,0.011249175620247446,1.016093341380004
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,38,50,-0.01111450554744036,0.846953188054883
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,38,100,-0.028411816165695183,-0.0013181910363009532
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,39,1,0.00211821243075192,0.051857429718875504
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,39,2,0.004217313639015707,0.07847173410985038
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,39,5,0.007293845994975133,0.2139915628766573
2,UV_VISOR_YELLOW,UV_VISOR_AMBER,39,10,0.013714208929746481,0.45392422872073157
