leader,follower,lag,horizon,corr_mean,corr_min,corr_max,corr_std,edge_mean,edge_min,aligned_days,same_sign_all_days,score
UV_VISOR_RED,UV_VISOR_YELLOW,400,50,-0.11169624184018863,-0.14037324539599322,-0.0806084291660915,0.029955255218443944,-7.103891797556719,-10.703560209424083,3,True,0.21689532875192505
UV_VISOR_RED,UV_VISOR_YELLOW,200,100,-0.11475318394209973,-0.16204431536247443,-0.04870185559373851,0.05895410959542606,-11.576907216494845,-12.907783505154638,3,True,0.21672928581568326
UV_VISOR_AMBER,UV_VISOR_MAGENTA,97,100,-0.11208759526362277,-0.15721317427057302,-0.08837160631325916,0.03909690882280447,-9.449556258288279,-12.944965826787717,3,True,0.21574040748635678
UV_VISOR_AMBER,UV_VISOR_MAGENTA,96,100,-0.11114584178659905,-0.15577069313661818,-0.08687911153971771,0.038695637026260686,-9.635029919760642,-13.00749694002448,3,True,0.21401041426303594
UV_VISOR_AMBER,UV_VISOR_MAGENTA,95,100,-0.11011982515316722,-0.15402147671347083,-0.08546197625605231,0.03811619382162264,-9.506221315655278,-13.005507394186639,3,True,0.2121531786298074
UV_VISOR_AMBER,UV_VISOR_MAGENTA,94,100,-0.10909377230453954,-0.15237186451929555,-0.08414140884055386,0.03762609495041029,-9.211486164933035,-12.877116051397104,3,True,0.2102756914758457
UV_VISOR_AMBER,UV_VISOR_MAGENTA,93,100,-0.10826737760432446,-0.15109290307232376,-0.0827880887632564,0.037310264784468646,-8.952211005744196,-12.921433669827675,3,True,0.20874637276788183
UV_VISOR_AMBER,UV_VISOR_MAGENTA,92,100,-0.10744016379982135,-0.14987187712759134,-0.08152775598794451,0.037045854216541475,-8.781334964654704,-12.583758156606851,3,True,0.20720426847661297
UV_VISOR_AMBER,UV_VISOR_ORANGE,200,100,-0.11313791853032158,-0.20129958187131025,-0.0039798801118621175,0.1003214932125951,-7.478556701030928,-16.109329896907216,3,True,0.20564520320328233
UV_VISOR_AMBER,UV_VISOR_MAGENTA,91,100,-0.10656248694583627,-0.14867068706933254,-0.08015600677854813,0.03685747361152809,-8.77405104156047,-12.197012947293302,3,True,0.2055489585751132
UV_VISOR_AMBER,UV_VISOR_MAGENTA,90,100,-0.1055886218610375,-0.14731765031347838,-0.07884607471382689,0.03661331906162987,-8.779748555895345,-12.435423037716616,3,True,0.20371843563927802
UV_VISOR_AMBER,UV_VISOR_MAGENTA,89,100,-0.10453770530182967,-0.14567661289557232,-0.07760719806916161,0.036190748670315374,-8.65110590153909,-12.398073590867394,3,True,0.2017730913656138
UV_VISOR_AMBER,UV_VISOR_MAGENTA,88,100,-0.10353007864468407,-0.14438248626090974,-0.07637953095050863,0.03601258400517404,-8.628855822802011,-12.237922951487974,3,True,0.19986258901304432
UV_VISOR_AMBER,UV_VISOR_MAGENTA,87,100,-0.10260048704174023,-0.14339892075148244,-0.07519919491337065,0.03601962247181265,-8.694130235402017,-12.233873433200856,3,True,0.19806668680067732
UV_VISOR_AMBER,UV_VISOR_MAGENTA,86,100,-0.10181014014182828,-0.14262609701878465,-0.07406950903455783,0.036100201481395054,-8.376146321581414,-11.880120236396984,3,True,0.1965256642094311
UV_VISOR_AMBER,UV_VISOR_YELLOW,100,100,-0.10410723906100383,-0.1579343379689806,-0.0395023451456835,0.059947100680012994,-8.432602040816327,-17.741020408163266,3,True,0.19643855621514214
UV_VISOR_AMBER,UV_VISOR_YELLOW,99,100,-0.10391187099805384,-0.15547280033149966,-0.040531736509700364,0.058374928231151445,-7.947777437676428,-16.924905621875318,3,True,0.19636117263609112
UV_VISOR_AMBER,UV_VISOR_YELLOW,98,100,-0.1036997205187122,-0.15321282462171149,-0.04137447737150999,0.05700936027601218,-8.066602054002585,-17.152723933891043,3,True,0.19621343843470515
UV_VISOR_AMBER,UV_VISOR_YELLOW,97,100,-0.10340478883408333,-0.15107634617144297,-0.042044975664251374,0.05578966032761386,-7.824526505491516,-17.42859328776905,3,True,0.19588141979340204
UV_VISOR_AMBER,UV_VISOR_YELLOW,96,100,-0.10298511126295096,-0.1485666615356288,-0.042773462660713614,0.054392831006450426,-7.670423636610907,-17.227407180742553,3,True,0.19534486243547106
UV_VISOR_AMBER,UV_VISOR_MAGENTA,85,100,-0.10104560835502809,-0.14177756777346268,-0.07301922625972956,0.03609710727004909,-8.382917303447105,-12.025471217524197,3,True,0.19505045935562387
UV_VISOR_AMBER,UV_VISOR_YELLOW,95,100,-0.1025321421572325,-0.146012609751278,-0.04352985174785013,0.05297522212912679,-7.450620431752507,-17.15996940336563,3,True,0.1947474926331342
UV_VISOR_AMBER,UV_VISOR_YELLOW,94,100,-0.10199394075499542,-0.14339362013575127,-0.04416915680818932,0.05161115747263313,-7.327537562036849,-16.661890679176015,3,True,0.19397652835886667
UV_VISOR_AMBER,UV_VISOR_MAGENTA,84,100,-0.10035572169504137,-0.14114317290691572,-0.07201824971640824,0.03620518248406563,-7.774314045096442,-11.18276283618582,3,True,0.1936985519691407
UV_VISOR_AMBER,UV_VISOR_YELLOW,93,100,-0.10150347299737746,-0.14084456955179311,-0.04482406311428516,0.05030355102715316,-7.306481764725876,-16.527582339145507,3,True,0.1932840708728658
UV_VISOR_AMBER,UV_VISOR_YELLOW,92,100,-0.10106943894694598,-0.13875325770279756,-0.04551204047268224,0.04912310847860928,-7.1976107939097345,-16.41394779771615,3,True,0.19267412590599076
UV_VISOR_AMBER,UV_VISOR_MAGENTA,83,100,-0.09961566018737206,-0.14024629881699008,-0.07132209606306944,0.036080313009010434,-7.522138467284641,-10.782418254049098,3,True,0.19229331729712296
UV_VISOR_AMBER,UV_VISOR_YELLOW,91,100,-0.10052251326785622,-0.13662497259994685,-0.04602473060264648,0.04801970327781967,-7.242328473850545,-16.16913039045774,3,True,0.19183325075560856
UV_VISOR_AMBER,UV_VISOR_YELLOW,90,100,-0.10009290355206958,-0.1345348113978448,-0.04671133005927259,0.04687509114361665,-6.977132178049609,-15.312691131498472,3,True,0.1912222468541631
UV_VISOR_AMBER,UV_VISOR_MAGENTA,82,100,-0.09884998747001707,-0.13945313765855505,-0.07040209782020136,0.03609465742686361,-7.439821416445985,-10.649877775514362,3,True,0.19081265743713138
UV_VISOR_AMBER,UV_VISOR_YELLOW,89,100,-0.09958509619402549,-0.1326150082853729,-0.04703338021860869,0.0460095575484653,-7.068953215778208,-15.186831107940067,3,True,0.1904095339767703
UV_VISOR_AMBER,UV_VISOR_YELLOW,88,100,-0.09914093134555346,-0.13075549758197502,-0.04745694575827163,0.04513034875548895,-6.945152194591657,-15.120057072971871,3,True,0.18971974445791878
UV_VISOR_AMBER,UV_VISOR_YELLOW,87,100,-0.09882411836234371,-0.12903675902648382,-0.04798044865534971,0.04429176991576106,-6.6533170284316725,-14.556557627636808,3,True,0.18926533983948848
UV_VISOR_AMBER,UV_VISOR_MAGENTA,81,100,-0.0980481138234461,-0.13859393056301236,-0.06926949449869947,0.03612920647008809,-6.915453033234885,-10.350595783684692,3,True,0.18925846933217716
UV_VISOR_AMBER,UV_VISOR_YELLOW,86,100,-0.09842972071172612,-0.12706291671998582,-0.048601175314574085,0.043312738806041105,-6.463198831601114,-13.95190544120644,3,True,0.18868689521488702
UV_VISOR_AMBER,UV_VISOR_YELLOW,85,100,-0.0979516386314478,-0.12504697807951184,-0.04905761128882882,0.04242620725159631,-6.501918831720157,-13.9206316861946,3,True,0.18793011524470726
UV_VISOR_AMBER,UV_VISOR_MAGENTA,80,100,-0.09707495069640588,-0.13766077931371898,-0.06796495778380163,0.03623738385319262,-6.856126951799049,-10.619093686354379,3,True,0.18736044888756653
UV_VISOR_AMBER,UV_VISOR_YELLOW,84,100,-0.09740258046870671,-0.12297040903708226,-0.049553102362898456,0.04147142581832122,-6.43493615865254,-13.73364914425428,3,True,0.18704801313617228
UV_VISOR_RED,UV_VISOR_YELLOW,300,50,-0.09842108499489345,-0.14152569282435012,-0.03724775928847676,0.05443648390478473,-6.138894645941278,-7.282746113989638,3,True,0.18667996886909852
UV_VISOR_AMBER,UV_VISOR_YELLOW,83,100,-0.09695033051813913,-0.1210404690365775,-0.05004484199314077,0.04062634504559903,-6.326321686869716,-13.361057349495773,3,True,0.18633072472115988
UV_VISOR_AMBER,UV_VISOR_MAGENTA,79,100,-0.09620399635107028,-0.13688545731270474,-0.06681522855086613,0.036374481835660014,-6.3544275871431966,-10.386060482639243,3,True,0.1856548921981766
UV_VISOR_AMBER,UV_VISOR_YELLOW,82,100,-0.09649758344594772,-0.11992137583113138,-0.050366688228866204,0.03995213424994919,-6.1896516602159295,-12.585964554899165,3,True,0.18558081717010033
UV_VISOR_AMBER,UV_VISOR_YELLOW,81,100,-0.09605303601203974,-0.11993799264448113,-0.050701934871801406,0.03929382195711784,-6.157449842142785,-12.804766269477543,3,True,0.18484288847432975
UV_VISOR_AMBER,UV_VISOR_YELLOW,80,100,-0.09571322700403255,-0.12015625673016012,-0.05128573185333251,0.038539868226706235,-6.0701289884589285,-12.511710794297352,3,True,0.18432268212767158
UV_VISOR_AMBER,UV_VISOR_MAGENTA,78,100,-0.09548834793523674,-0.13611413674960504,-0.06587481261898459,0.036391523173833616,-6.2571947329125095,-10.577071879454286,3,True,0.18427080075455327
UV_VISOR_AMBER,UV_VISOR_YELLOW,79,100,-0.09527658452089266,-0.12028955493346884,-0.05160719719312953,0.037952114371638666,-5.627719512609036,-11.937582730882802,3,True,0.1835857034282776
UV_VISOR_AMBER,UV_VISOR_MAGENTA,77,100,-0.09486747430942781,-0.1354139841717958,-0.06496035511654914,0.03641189279791818,-6.199429909396315,-10.140435712104246,3,True,0.18306905771473092
UV_VISOR_AMBER,UV_VISOR_YELLOW,78,100,-0.09485230329101119,-0.12039327872539175,-0.05192562496689432,0.03739855480531314,-5.5026810561324915,-11.541183058440236,3,True,0.18286569390645038
UV_VISOR_AMBER,UV_VISOR_YELLOW,77,100,-0.09460117529616624,-0.12063272879145064,-0.05241416076800013,0.03686722727140265,-5.007516373137874,-10.509314873256642,3,True,0.18247500317879012
UV_VISOR_AMBER,UV_VISOR_YELLOW,76,100,-0.09436582865654401,-0.12093938559141042,-0.05251604747007984,0.03668052031331222,-4.944710233441911,-10.408387622149837,3,True,0.1820538281707544
UV_VISOR_AMBER,UV_VISOR_MAGENTA,76,100,-0.09430677196693232,-0.13479388504364267,-0.06410036367045985,0.036450832077182665,-6.335504885993486,-10.753410016286646,3,True,0.1819802137221102
UV_VISOR_AMBER,UV_VISOR_YELLOW,75,100,-0.09405158077915067,-0.12140768162753562,-0.05226868885673106,0.03675798288618033,-4.66615776081425,-9.800203562340966,3,True,0.18143401320590757
UV_VISOR_AMBER,UV_VISOR_MAGENTA,75,100,-0.09362199877654594,-0.13400817155124736,-0.06327232180745831,0.03642030403203758,-6.273435114503816,-10.566564885496183,3,True,0.18066415413191655
UV_VISOR_AMBER,UV_VISOR_ORANGE,150,100,-0.0976891838627374,-0.17237437060223534,-0.010559070985208713,0.08162233112006055,-8.127760683760684,-14.242205128205129,3,True,0.18063455432096445
UV_VISOR_AMBER,UV_VISOR_YELLOW,74,100,-0.09350407184127969,-0.12155642241127765,-0.05184068550036848,0.03679695930814918,-4.63574530158084,-10.039792387543253,3,True,0.18037103793914408
UV_VISOR_AMBER,UV_VISOR_YELLOW,73,100,-0.09292231721552309,-0.1216595829353662,-0.051284495713658645,0.03691857906230303,-4.600997252467692,-10.363284827516027,3,True,0.17922779877192244
UV_VISOR_AMBER,UV_VISOR_MAGENTA,74,100,-0.09283748116771252,-0.13300593932084662,-0.06258068736294407,0.03624375595808898,-6.331263993486668,-10.909932831263994,3,True,0.17918077794712878
UV_VISOR_AMBER,UV_VISOR_YELLOW,72,100,-0.09242523892011136,-0.1215409617223909,-0.0508507478030099,0.036955273871719166,-4.362399945733279,-10.124084249084248,3,True,0.1782627298379413
UV_VISOR_AMBER,UV_VISOR_MAGENTA,73,100,-0.09204151732118815,-0.1319366534870185,-0.061855900998447434,0.03603517793807328,-6.219734744411656,-10.656049659102473,3,True,0.17768029364479695
UV_VISOR_AMBER,UV_VISOR_YELLOW,71,100,-0.09200478200476027,-0.12144003775506378,-0.050546366573666866,0.03694449119863928,-4.2825821548478995,-9.855885644521315,3,True,0.17745362994003436
UV_VISOR_AMBER,UV_VISOR_YELLOW,70,100,-0.0917194790102945,-0.12142992304573441,-0.0503796629884335,0.0369251483836076,-4.230179721939641,-9.733163784333673,3,True,0.1769066535868472
UV_VISOR_AMBER,UV_VISOR_YELLOW,69,100,-0.09146547636145101,-0.12153977822538464,-0.05027660933972766,0.03690880625123877,-4.257417014206761,-9.747584172515513,3,True,0.17641951888156554
UV_VISOR_AMBER,UV_VISOR_MAGENTA,72,100,-0.09127687740061112,-0.1310069750299992,-0.0608203279667551,0.03600056080946851,-6.500457875457876,-10.813492063492063,3,True,0.17621009264568904
UV_VISOR_AMBER,UV_VISOR_YELLOW,150,100,-0.09752018779361016,-0.21532348293400114,-0.0027089826560538622,0.10815594567167423,-8.691623931623932,-21.935846153846153,3,True,0.17600444806439464
UV_VISOR_AMBER,UV_VISOR_YELLOW,68,100,-0.09103402140307319,-0.12161778844069132,-0.04972498728143498,0.037127041764039935,-3.952027393544887,-9.244100895036615,3,True,0.1755503766409065
UV_VISOR_AMBER,UV_VISOR_MAGENTA,71,100,-0.09054015962766977,-0.13007519258834868,-0.059866193920954755,0.035933476844427166,-6.563841692949436,-10.659273578186998,3,True,0.17479917707354248
UV_VISOR_AMBER,UV_VISOR_YELLOW,67,100,-0.09057714488482883,-0.1214947971088061,-0.0488326083329674,0.03752152032648654,-4.112444489643717,-9.68809112173294,3,True,0.1746029226580786
UV_VISOR_AMBER,UV_VISOR_MAGENTA,70,100,-0.09011009171258111,-0.12952333394384047,-0.05914189263596686,0.03594267499166246,-7.010122075279756,-11.237487283825025,3,True,0.17396733214664864
UV_VISOR_AMBER,UV_VISOR_YELLOW,66,100,-0.09000575353614336,-0.12117808158199433,-0.04804115813017293,0.03774396864505136,-4.209087519490204,-9.804250559284116,3,True,0.1734642768459757
UV_VISOR_AMBER,UV_VISOR_MAGENTA,69,100,-0.08937383307171869,-0.1286961724725527,-0.0580370291595887,0.03600007244730918,-6.6329807072864755,-10.95320923608992,3,True,0.17253634521587205
UV_VISOR_AMBER,UV_VISOR_YELLOW,65,100,-0.08946894468509632,-0.12106205517528824,-0.047360369932043477,0.037959397300552734,-4.307185222843586,-9.78759532282664,3,True,0.17239392006620002
UV_VISOR_AMBER,UV_VISOR_YELLOW,64,100,-0.08889703648222651,-0.12088940576505217,-0.046660834045603304,0.03815982577449053,-4.346228141520943,-9.784516063440423,3,True,0.17125886453159042
UV_VISOR_AMBER,UV_VISOR_MAGENTA,68,100,-0.08862297298259142,-0.12764604859274184,-0.05706349161236696,0.035878311926645305,-6.8058719826417144,-11.201790073230269,3,True,0.1711069185679933
UV_VISOR_AMBER,UV_VISOR_YELLOW,63,100,-0.08827094356615801,-0.12058494175180443,-0.04589526111800867,0.038347949305579894,-4.2374199451052155,-9.072786418623565,3,True,0.1700218960805794
UV_VISOR_AMBER,UV_VISOR_MAGENTA,67,100,-0.08801782989876661,-0.1267216833665003,-0.05633310709246216,0.03571538973472337,-6.728448421980406,-11.170802400081358,3,True,0.16996528345747672
UV_VISOR_RED,UV_VISOR_YELLOW,150,100,-0.0901310189054458,-0.15907994139238657,-0.04123135837668646,0.061429242291460226,-4.905213675213676,-7.302205128205128,3,True,0.16982953797441455
UV_VISOR_AMBER,UV_VISOR_MAGENTA,66,100,-0.08760138743504238,-0.12596777112395122,-0.05569719070696767,0.03557820278305973,-6.581231780896211,-11.02104942037828,3,True,0.1691835289688764
UV_VISOR_AMBER,UV_VISOR_YELLOW,62,100,-0.08749073405566293,-0.12035654356916885,-0.044938496300026026,0.038630824901108834,-4.536321745612252,-9.699989835332385,3,True,0.1684732090711696
UV_VISOR_AMBER,UV_VISOR_MAGENTA,65,100,-0.08706623832784947,-0.12520263676264293,-0.054772708391926876,0.03557665016267512,-6.660023724792407,-10.920233858668022,3,True,0.16815025389800464
UV_VISOR_AMBER,UV_VISOR_MAGENTA,64,100,-0.08663519998642953,-0.12458600382947682,-0.054034155333999294,0.03557886695891815,-6.267537616917447,-10.240544936966247,3,True,0.16731743520576572
UV_VISOR_AMBER,UV_VISOR_YELLOW,61,100,-0.08675202991505705,-0.12017001656193046,-0.04413813674173978,0.038841153560113265,-4.614967645763458,-9.320306941762373,3,True,0.16701692961961984
UV_VISOR_AMBER,UV_VISOR_MAGENTA,63,100,-0.08609898070369215,-0.12383475026830429,-0.0532885631167044,0.03553006402308832,-6.200027108535799,-10.248907187150554,3,True,0.16628967848445295
UV_VISOR_AMBER,UV_VISOR_YELLOW,60,100,-0.08594259314768744,-0.11994241885220014,-0.04326450658636489,0.03906865387988062,-4.27735433604336,-8.88760162601626,3,True,0.16542235746748388
UV_VISOR_RED,UV_VISOR_ORANGE,300,100,0.09075638630185752,0.007624068774015669,0.19937139971675566,0.09838081913244222,6.865833333333334,1.7880729166666667,3,True,0.16525486374305332
UV_VISOR_AMBER,UV_VISOR_MAGENTA,62,100,-0.08552715639956628,-0.1230243437066351,-0.05261670547346905,0.03542721402205504,-6.228230670190418,-9.506810327302297,3,True,0.16520167760965285
UV_VISOR_AMBER,UV_VISOR_MAGENTA,61,100,-0.084907849709965,-0.12197018791789906,-0.05195348612948476,0.035188651920566485,-6.065707897144019,-9.959497916454925,3,True,0.16404323898342013
UV_VISOR_AMBER,UV_VISOR_YELLOW,59,100,-0.08517335080608783,-0.11976180931952068,-0.04258286854588638,0.03920677891344715,-4.634793212071944,-9.081495782948886,3,True,0.16391992918895634
UV_VISOR_RED,UV_VISOR_ORANGE,400,100,0.08812175888233181,0.03835253272979696,0.1802656252808299,0.07988453580844426,9.896807017543859,3.919263157894737,3,True,0.16320589092677465
UV_VISOR_AMBER,UV_VISOR_MAGENTA,60,100,-0.08412389850364159,-0.1205290901716756,-0.05132864028613358,0.03474117558068916,-6.220477642276424,-9.685010162601627,3,True,0.16259891939920507
UV_VISOR_AMBER,UV_VISOR_YELLOW,58,100,-0.08428962471769814,-0.11939127928231605,-0.0417466689113748,0.03935353990483162,-4.5710052157420575,-8.818990042674253,3,True,0.1621962527311277
UV_VISOR_AMBER,UV_VISOR_MAGENTA,59,100,-0.08357901067418572,-0.11920997277573063,-0.05106446909120445,0.03417947448017357,-6.040392236561325,-9.727923991464282,3,True,0.16163347414373389
UV_VISOR_AMBER,UV_VISOR_MAGENTA,58,100,-0.08290926815716337,-0.11806369094096503,-0.05044353011254358,0.033890165340927855,-6.170442999390367,-9.693100995732575,3,True,0.16038312566755838
UV_VISOR_AMBER,UV_VISOR_YELLOW,57,100,-0.08327161035282242,-0.1186260415321166,-0.04062804002173366,0.03950659086891824,-4.58022621829388,-8.747841105354059,3,True,0.16021372271091827
UV_VISOR_AMBER,UV_VISOR_MAGENTA,57,100,-0.08226331228268415,-0.11689743345998761,-0.049939977874640745,0.033538485598423574,-6.126909140167292,-9.456771309560093,3,True,0.15918770985108177
UV_VISOR_AMBER,UV_VISOR_YELLOW,56,100,-0.08233915631236317,-0.11784385085958692,-0.039828109984812184,0.03947696391583667,-4.535690098875796,-9.06374441284031,3,True,0.15842420596254775
UV_VISOR_AMBER,UV_VISOR_MAGENTA,56,100,-0.08169776586144424,-0.11584264875939396,-0.049527317367781105,0.03320172567514347,-6.1231884057971016,-9.108644859813085,3,True,0.15814484980279916
UV_VISOR_AMBER,UV_VISOR_MAGENTA,55,100,-0.0809282802750067,-0.11433085802689477,-0.04922799647961243,0.03258479705241219,-6.21288302014559,-9.367496190959878,3,True,0.1567489285258166
UV_VISOR_AMBER,UV_VISOR_YELLOW,55,100,-0.08135460278427475,-0.11707873417730756,-0.03899674708297252,0.03946142294442218,-4.249889961063145,-8.401625190452005,3,True,0.15653222137638603
UV_VISOR_AMBER,UV_VISOR_MAGENTA,54,100,-0.08034276217212187,-0.11286567958462312,-0.04900872012463751,0.03194507608918344,-6.496106710000677,-8.999035141174081,3,True,0.15571131455290443
UV_VISOR_AMBER,UV_VISOR_MAGENTA,62,50,-0.07823747490103027,-0.0886781766410614,-0.06847851567649298,0.010117072472506615,-5.230616235167206,-6.781098300970874,3,True,0.15490773700027674
UV_VISOR_AMBER,UV_VISOR_MAGENTA,63,50,-0.07823149221423965,-0.08858830064745392,-0.06793456531702224,0.010326997875648346,-5.061360035062877,-6.301861029634874,3,True,0.154863707252666
UV_VISOR_AMBER,UV_VISOR_MAGENTA,53,100,-0.07979373914143381,-0.11176731845251305,-0.048470627135037615,0.031653358648345495,-6.433059138146983,-9.06423276124708,3,True,0.15469098893058073
UV_VISOR_AMBER,UV_VISOR_MAGENTA,64,50,-0.0781372993748346,-0.08847686792547843,-0.06748984051284043,0.010496900839656067,-5.033920021579338,-6.22966821768157,3,True,0.15465124001846553
UV_VISOR_AMBER,UV_VISOR_YELLOW,54,100,-0.08030465624561142,-0.11610077244284205,-0.03785849337134105,0.039542773033523666,-4.148165075495972,-8.364056469632338,3,True,0.15449995580513112
UV_VISOR_AMBER,UV_VISOR_MAGENTA,61,50,-0.07795213281025914,-0.08817723409894322,-0.06881976344166707,0.009724888937603237,-5.208143728722149,-6.588381029426635,3,True,0.15440271635232766
UV_VISOR_AMBER,UV_VISOR_MAGENTA,65,50,-0.07785729444443698,-0.08811920216477197,-0.0668689168107709,0.01064375290054451,-5.213876243466532,-6.642235710672736,3,True,0.15407465631878053
UV_VISOR_AMBER,UV_VISOR_MAGENTA,66,50,-0.07768452749487821,-0.0879080380310139,-0.06634286730012479,0.01082597991672806,-5.432365439093484,-6.814498178874949,3,True,0.15370504723528747
UV_VISOR_AMBER,UV_VISOR_MAGENTA,52,100,-0.07918133662474208,-0.1106703462847356,-0.047811086430856325,0.03142979820492763,-6.526587462767398,-8.877335499593826,3,True,0.1535370352156727
UV_VISOR_AMBER,UV_VISOR_MAGENTA,60,50,-0.07747263887593998,-0.08734934588458101,-0.06920479457130617,0.009178644507239342,-5.27288506909336,-7.010313447927199,3,True,0.15353602515790105
UV_VISOR_AMBER,UV_VISOR_MAGENTA,59,50,-0.07715387593888962,-0.08642800433365375,-0.06980600358282092,0.008476766717630597,-5.196491760186028,-6.9230108179152765,3,True,0.15301071573519429
UV_VISOR_AMBER,UV_VISOR_MAGENTA,67,50,-0.07727933165385435,-0.08739191548711697,-0.06557041202779391,0.010997987055767872,-5.594910452291813,-6.647930790245876,3,True,0.1528773205155581
UV_VISOR_AMBER,UV_VISOR_MAGENTA,51,100,-0.0787054317686954,-0.10949888942926798,-0.04732720461965218,0.031089967264899748,-6.416285917352016,-8.614833993298813,3,True,0.15266452834852387
UV_VISOR_AMBER,UV_VISOR_YELLOW,53,100,-0.07935219865304009,-0.11529763060343683,-0.03693243422020004,0.03958173488953879,-4.337023120408923,-8.243068955011678,3,True,0.15266177923272514
UV_VISOR_AMBER,UV_VISOR_MAGENTA,58,50,-0.07678487708851532,-0.08523735408572196,-0.07072558024397342,0.007546083649208083,-5.15915217684324,-6.903052972098665,3,True,0.15241958325203336
UV_VISOR_AMBER,UV_VISOR_MAGENTA,50,100,-0.07843533900107688,-0.108683228256267,-0.04718856177685745,0.030759499902216516,-6.495820642978003,-8.799137055837564,3,True,0.15218940792399718
UV_VISOR_AMBER,UV_VISOR_MAGENTA,68,50,-0.07685268950976505,-0.08687568087613697,-0.06490156914868006,0.011113219948236408,-5.581478108345139,-6.828678405181138,3,True,0.1520159918662709
UV_VISOR_AMBER,UV_VISOR_MAGENTA,57,50,-0.07640019839990432,-0.08437508633257104,-0.07144734927386247,0.006973602747241672,-5.022692813100172,-6.537400181946831,3,True,0.15174220692869816
UV_VISOR_AMBER,UV_VISOR_MAGENTA,69,50,-0.07665196216107356,-0.08667558227248784,-0.06452599938297274,0.01122345263548624,-5.458084539351617,-6.841362210302601,3,True,0.15160242172251942
UV_VISOR_AMBER,UV_VISOR_MAGENTA,49,100,-0.07808214516221391,-0.10790858970339617,-0.04682265326228872,0.030568171784898342,-6.495685717186073,-8.782357121104456,3,True,0.15153222717324777
UV_VISOR_AMBER,UV_VISOR_MAGENTA,48,100,-0.07787984206346997,-0.10727145238821602,-0.04664807860116245,0.03035354979254422,-6.556993503857085,-9.219143321153066,3,True,0.15117110447991494
UV_VISOR_AMBER,UV_VISOR_MAGENTA,70,50,-0.07634163583477857,-0.0861186078281252,-0.06425525841308197,0.011113124087556884,-5.613748313090419,-6.9287449392712555,3,True,0.15100513288989376
UV_VISOR_AMBER,UV_VISOR_MAGENTA,56,50,-0.07599243591334466,-0.08361632791600461,-0.07203307778382026,0.00660412956313741,-5.0412876490802505,-6.504901960784314,3,True,0.15098772929994855
UV_VISOR_AMBER,UV_VISOR_MAGENTA,47,100,-0.07774265358726572,-0.10671529249411159,-0.046489022633682736,0.030177857592335117,-6.683598903887141,-9.281386379782807,3,True,0.15093054663193947
UV_VISOR_AMBER,UV_VISOR_YELLOW,52,100,-0.0783699846683939,-0.11450454238461034,-0.03605436517716701,0.03958865644941347,-4.0091219875440025,-7.423537774167344,3,True,0.15077114237867292
UV_VISOR_AMBER,UV_VISOR_MAGENTA,46,100,-0.07758225163722053,-0.10601835255925653,-0.04624419663078862,0.0299925562827038,-6.680552736621338,-9.3447331033083,3,True,0.1506462375169368
