product_a,product_b,category_a,category_b,same_category,target,hedge,intercept,beta,residual_mean,residual_std,loo_edge_mean,loo_edge_min,loo_positive_days,loo_mr_ic_mean,activation_mean,residual_std_mean,edge_efficiency,spread_score,day_edges,return_corr_mean,rolling_return_corr_mean,price_level_corr_mean,spread_corr_mean,relationship_score
PEBBLES_XL,OXYGEN_SHAKE_MINT,pebbles,oxygen_shakes,False,OXYGEN_SHAKE_MINT,PEBBLES_XL,10085.202102629435,-0.01866140051582271,8.381903171539306e-13,507.0399962302188,20.467305324989912,0.2100052420135354,3,0.07128114837029927,0.6073814295257182,298.39061089584743,0.06859232354376585,0.734816631353526,"[60.05086235536692,1.1410483775892801,0.2100052420135354]",-0.002511292302253462,-0.0023126250796101718,0.3198979272449599,0.07680578430433899,0.7847165675306093
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_DISHES,galaxy_sounds,robotics,False,ROBOT_DISHES,GALAXY_SOUNDS_SOLAR_FLAMES,11681.18471708953,-0.1499084127704608,1.272807518641154e-12,552.5243803009605,31.804645318616682,-2.0728681235157467,2,0.07817253616864213,0.6193720774883099,300.3237528033184,0.10590119836257339,0.761198424145828,"[1.2394986756796142,96.24730540368618,-2.0728681235157467]",0.000510030190133578,0.000482404131144935,0.10509882508278838,0.7769183868546174,0.7771524617409844
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,oxygen_shakes,oxygen_shakes,True,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,7963.547642705393,0.18747614483176805,5.820766091346741e-13,493.1642213866091,19.813782321923757,0.31503106532230457,3,0.07551245796883757,0.5411155644622578,347.9192736702685,0.05694936676805596,0.612497534324807,"[58.32567682917064,0.31503106532230457,0.8006390712783246]",0.007030213760135466,0.00638033062984376,0.014655605346926745,0.7716864698138023,0.6271826679324993
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,galaxy_sounds,uv_visors,False,GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,6144.544949131663,0.3725422304191237,-5.199884374936422e-13,211.76442712623975,8.551754077693063,3.1553172052052383,3,0.13131279055737888,0.32030728122912494,198.54460086002837,0.0430722066510484,0.48728138301861657,"[9.416469041727655,3.1553172052052383,13.0834759861463]",0.017369767452416918,0.017006726060270632,0.7220419084799397,0.8623143903017958,0.6203634749434813
TRANSLATOR_VOID_BLUE,SNACKPACK_CHOCOLATE,translators,snackpacks,False,TRANSLATOR_VOID_BLUE,SNACKPACK_CHOCOLATE,27214.730012183267,-1.6616410779176394,-1.0399768749872843e-12,473.57626016915424,16.379092598904247,2.3005362600687946,3,0.08978035467622832,0.5438543754175017,327.81124305127463,0.04996501171359247,0.5445088818664071,"[2.3005362600687946,3.573643537013204,43.26309799963074]",0.004563745430682511,0.0043797356411614564,-0.45823995804121287,0.825270748402427,0.6177026917090535
MICROCHIP_SQUARE,PANEL_1X4,microchips,panels,False,MICROCHIP_SQUARE,PANEL_1X4,27348.69097992568,-1.4635620848554338,9.623666604359945e-13,1363.7269644944745,39.06044184116967,4.618707496862074,3,0.07463332465864175,0.6386439545758184,747.682200205218,0.052242037901194735,0.5614103487670367,"[6.601329509353069,4.618707496862074,105.96128851729387]",-0.003261621072285815,-0.002901620007779345,-0.3473410518463858,-0.08838417729620385,0.6171150627264872
SLEEP_POD_SUEDE,ROBOT_IRONING,sleep_pods,robotics,False,SLEEP_POD_SUEDE,ROBOT_IRONING,17544.317516621853,-0.7064123939601568,-4.0357311566670734e-13,716.3983738269167,23.82438457994301,1.2698394619403717,3,0.04094312196492405,0.6314963259853039,437.21109851844113,0.054491719585060175,0.5672278070610973,"[2.1063776860082326,1.2698394619403717,68.09693659188042]",0.00983019429185046,0.008873049144378756,-0.062347973039103964,0.6241873149990015,0.5941026581923812
PANEL_1X2,SNACKPACK_STRAWBERRY,panels,snackpacks,False,SNACKPACK_STRAWBERRY,PANEL_1X2,11894.644823872513,-0.13314719315731696,1.3969838619232177e-13,354.98136968512694,17.62999547982069,-0.09556675620821477,2,0.09639911923912144,0.6484635938543755,238.3341527331019,0.07397175468831615,0.5406837779256146,"[1.5140045670953184,51.471548628574965,-0.09556675620821477]",0.013830170386549809,0.013989010832200574,-0.19493791578154165,0.8028207955649922,0.5933036463422593
MICROCHIP_OVAL,PEBBLES_L,microchips,pebbles,False,MICROCHIP_OVAL,PEBBLES_L,16365.505196083112,-0.8045820233983052,-2.483526865641276e-13,1468.890869126705,51.04466383905077,-6.905305920424189,2,0.06815870158695238,0.6668002672010688,634.00937894973,0.08051089705267286,0.5733227683958924,"[1.4216397251090218,158.61765771246746,-6.905305920424189]",-0.0009250524534457821,0.0004707568298766343,-0.06740071651654896,0.022452415361013483,0.584304824981397
SLEEP_POD_LAMB_WOOL,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,False,SNACKPACK_RASPBERRY,SLEEP_POD_LAMB_WOOL,8786.522767684843,0.12066498451052089,-1.3931033511956533e-12,162.32787748333735,6.969289799739648,3.8176161951834024,3,0.11216211334754667,0.39091516366065465,154.02173988036043,0.0452487408930271,0.5032393529790458,"[11.791965149956889,5.298288054078651,3.8176161951834024]",0.008203108099778636,0.008366574290945132,0.4062843942972243,0.8406124812482191,0.5777837689855991
MICROCHIP_CIRCLE,PANEL_2X2,microchips,panels,False,PANEL_2X2,MICROCHIP_CIRCLE,13895.781271659333,-0.46871802583782224,1.986821492513021e-12,626.9255507369743,15.930389607758052,0.8631003794821702,3,0.06138880735002077,0.5972611890447562,310.41147444368795,0.05132023433189162,0.5447072231045003,"[45.74540307522352,1.1826653685684647,0.8631003794821702]",0.005552793389605878,0.005403985526232241,0.1069880621740767,0.026428524894054308,0.5704662372456124
PEBBLES_XL,PANEL_2X4,pebbles,panels,False,PANEL_2X4,PEBBLES_XL,7173.995980017387,0.309353096134632,3.725290298461914e-13,302.20416728777116,10.410176953859757,4.308994728230503,3,0.11499278505998765,0.4214762859051436,264.95875228347296,0.039289802145211494,0.4380784591834524,"[18.938397924258208,7.983138209090561,4.308994728230503]",-0.006102290208361213,-0.007726128707295565,0.6530133376689006,0.1482542362922641,0.5418816042500602
PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,False,PEBBLES_S,TRANSLATOR_GRAPHITE_MIST,14844.716195646286,-0.586273743828863,0.0,780.1072712704721,29.003325949903182,-1.6504544016499387,2,0.09949612191931889,0.5506012024048096,434.46578496968414,0.0667562946341723,0.48932191375983924,"[3.337368575902774,85.32306367545671,-1.6504544016499387]",0.006962007276069386,0.006892914871294231,0.26360053849354176,0.05704353569401217,0.5363872522075438
TRANSLATOR_SPACE_GRAY,OXYGEN_SHAKE_MINT,translators,oxygen_shakes,False,OXYGEN_SHAKE_MINT,TRANSLATOR_SPACE_GRAY,7023.436740026173,0.298450660124162,6.20881716410319e-13,485.4682957968604,15.196710744794446,1.0939093217365443,3,0.0624133850922285,0.5185370741482965,318.242012995636,0.047752057001357755,0.5073242452392955,"[41.84533083960923,2.6508920730375585,1.0939093217365443]",0.009361209829626025,0.010296760318716324,-0.09732046118213476,0.7269689375348619,0.5349414065993067
SLEEP_POD_SUEDE,MICROCHIP_SQUARE,sleep_pods,microchips,False,MICROCHIP_SQUARE,SLEEP_POD_SUEDE,-7695.2104163287695,1.867962916772232,-5.587935447692871e-13,723.7548170335563,27.807798743953374,9.868394800373201,3,0.09976794259880395,0.3230794923179693,682.7789023612735,0.04072738429348781,0.4479067163187993,"[9.868394800373201,27.529842669585047,46.02515876190188]",-0.001712740317227288,-0.0022214891982151493,0.564197449618766,0.08372869038802995,0.5314434716040912
MICROCHIP_CIRCLE,OXYGEN_SHAKE_MINT,microchips,oxygen_shakes,False,OXYGEN_SHAKE_MINT,MICROCHIP_CIRCLE,10653.643354242624,-0.08847090830135523,6.05359673500061e-13,505.93396825762784,15.418215218819865,0.8158398806324071,3,0.0664661312779657,0.538376753507014,347.9412709428022,0.04431269442984375,0.4725798779509813,"[44.1031730556585,0.8158398806324071,1.3356327201686855]",0.0030331605244989686,0.004723232857872261,0.30492593665022927,0.06477996596168491,0.5217455865441524
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,False,SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,13285.06123846849,-0.32590390947686976,-1.280568540096283e-13,163.17150260948253,6.339770569656882,5.5388244457303495,3,0.11346811887825962,0.3374749498997996,165.25211994901102,0.03836423140358523,0.4271734857316031,"[5.893656565620285,5.5388244457303495,7.586830697620012]",0.013430285156834398,0.015443755786582984,-0.46158314023908087,0.7949246573243434,0.5179778580078885
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_STRAWBERRY,translators,snackpacks,False,SNACKPACK_STRAWBERRY,TRANSLATOR_ECLIPSE_CHARCOAL,7194.514194611562,0.35787514560098876,-1.862645149230957e-13,340.5627361376257,8.275241923131242,1.1875066260806604,3,0.10657561426993865,0.63874415497662,204.43775935923193,0.04047805038104646,0.44792023464856007,"[1.258516739763908,22.379702403549157,1.1875066260806604]",0.01707643698505684,0.018506933483482816,0.2555795607993216,0.834778292466036,0.5146340134835393
SLEEP_POD_NYLON,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,False,SNACKPACK_RASPBERRY,SLEEP_POD_NYLON,9830.914622233226,0.025621143289244617,-4.598405212163926e-13,169.31006108077733,6.374927315036462,3.862784313427658,3,0.10619148661830054,0.40541082164328657,162.2398753082449,0.03929322124369565,0.4346582682158548,"[9.535383712416348,5.726613919265381,3.862784313427658]",0.020300051681866247,0.02007745445203529,0.2845541018424867,0.8229077894252539,0.5126974684830002
SLEEP_POD_SUEDE,PANEL_1X4,sleep_pods,panels,False,SLEEP_POD_SUEDE,PANEL_1X4,16866.656430170275,-0.5819834082760853,7.916241884231567e-13,757.8110020332325,20.57469165823668,3.9332706658049994,3,0.05833617186236437,0.5598530394121576,445.7044370047785,0.04616218720303225,0.48855112489250974,"[3.9332706658049994,4.236996104883187,53.553808204021855]",-0.0027978081200740676,-0.0032280008477262086,-0.11049457834518088,0.6938233483878787,0.5084491886059068
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_RASPBERRY,translators,snackpacks,False,TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_RASPBERRY,14188.083342841044,-0.4340566613636569,-2.316664904356003e-12,347.9087759702447,12.574082140086356,1.6425549300227429,3,0.07733155450837531,0.39756179024716104,298.149807880397,0.042173705324440314,0.4543506351655743,"[1.6425549300227429,3.2507078547233026,32.828983635513026]",0.0007222174447913503,-0.0002646922951422247,-0.3651096817905967,0.8086866316980664,0.5072067174061222
OXYGEN_SHAKE_GARLIC,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,False,SNACKPACK_RASPBERRY,OXYGEN_SHAKE_GARLIC,10052.122183783058,0.002154172303226504,-1.3164632643262545e-12,169.79859896652914,7.050045385042334,3.6873746544903017,3,0.09985498330885982,0.39672678690714763,169.8899853275208,0.04149771024731664,0.4564146341141834,"[9.755784107708497,7.706977392928203,3.6873746544903017]",0.01993726396121287,0.019538411244217072,0.02861681730399011,0.8315824006136063,0.49660018938407663
PEBBLES_S,SNACKPACK_RASPBERRY,pebbles,snackpacks,False,SNACKPACK_RASPBERRY,PEBBLES_S,10142.40894061871,-0.007231783937936941,-8.498318493366242e-13,169.7040624027576,6.921595519675631,3.2002581821645486,3,0.10381471817841015,0.3874415497661991,164.25447552471704,0.04213946376538196,0.46514160320374415,"[9.686864888529083,7.877663488333263,3.2002581821645486]",0.0010616650744892766,0.001143486269335529,-0.1927758214901467,-0.012943055643228599,0.49476668722728673
ROBOT_IRONING,SNACKPACK_RASPBERRY,robotics,snackpacks,False,SNACKPACK_RASPBERRY,ROBOT_IRONING,10123.44333295527,-0.005244026640042555,-1.4745940764745076e-12,169.76287559689172,6.883619404012676,3.0668447292421024,3,0.10212403223019162,0.392251169004676,166.11849967171403,0.04143800610778566,0.45669822379092045,"[9.821151857931829,7.762861624864095,3.0668447292421024]",0.005618378246873878,0.0051918254422571005,-0.1818606391696296,0.6668096496193022,0.49113683228841093
SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,snackpacks,snackpacks,True,SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,9694.088713989988,0.038982918284577714,-4.462587336699168e-14,169.63062933045015,6.645844983278093,3.483348014772219,3,0.10158748331438244,0.39779559118236474,167.74681839886335,0.03961830720077088,0.43643031322473264,"[8.187697442535773,8.266489492526288,3.483348014772219]",0.030814580154882854,0.030345420431448777,0.00035146141420159226,0.9138026870218247,0.4892741077503461
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,oxygen_shakes,oxygen_shakes,True,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,11976.493254105384,-0.22372357554618424,1.1175870895385741e-12,492.4012908299388,14.938169448302816,1.387155873365838,3,0.06203468251424394,0.5132598530394121,348.26347219515765,0.04289329958765202,0.4555417180956037,"[41.61047101853637,1.387155873365838,1.81688145300624]",0.006824375492505415,0.007255318797986836,0.1353220489264665,0.8494500914487647,0.4881509491251259
PEBBLES_M,SNACKPACK_RASPBERRY,pebbles,snackpacks,False,SNACKPACK_RASPBERRY,PEBBLES_M,9677.030895085538,0.03905014861500751,-6.194265248874824e-13,167.67343325605154,6.271917940473397,2.793375229979046,3,0.10495258538497239,0.39729458917835664,162.10503777230278,0.038690456673426195,0.4275112013102753,"[8.183056155057068,7.839322436384078,2.793375229979046]",0.008814690708255855,0.009931039595075733,0.28771977229162066,0.016034924267281765,0.4861735087609469
UV_VISOR_YELLOW,SNACKPACK_RASPBERRY,uv_visors,snackpacks,False,SNACKPACK_RASPBERRY,UV_VISOR_YELLOW,10602.078849262474,-0.047845645497366356,-1.5211602052052817e-12,166.64828789418183,6.002202259228048,4.3866659099196506,3,0.10738352287182662,0.42922511690046766,160.83686955010822,0.037318571767887346,0.4132597147286818,"[8.76624709409426,4.853693773670235,4.3866659099196506]",0.014594791987439583,0.014783812827707346,-0.3076150244880591,0.7832429619939253,0.4859494510185365
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,False,SNACKPACK_RASPBERRY,OXYGEN_SHAKE_CHOCOLATE,9783.921955328997,0.030751682347076453,-8.537123600641886e-14,168.9336946884843,6.517981628427769,3.6940803323501346,3,0.10397819679194432,0.40203740814963257,164.3511521577144,0.03965887395893029,0.4378253215997886,"[9.604885389906086,6.254979163027088,3.6940803323501346]",0.010471514322191636,0.01397734901549076,0.1892615194481484,0.8822997943446701,0.4850482831398035
ROBOT_DISHES,SNACKPACK_RASPBERRY,robotics,snackpacks,False,SNACKPACK_RASPBERRY,ROBOT_DISHES,10158.718386420589,-0.008075841153078649,-1.3329554349184036e-12,169.75150766616684,6.96539686859225,3.7980889329538408,3,0.1012224565006579,0.39565798263193047,167.78357202387346,0.04151417677292722,0.4571634372548547,"[9.334323715188589,7.7637779576343195,3.7980889329538408]",0.012086759739730371,0.011274288835323049,0.036449485064958764,0.8206267253793876,0.48417019064607064
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_S,galaxy_sounds,pebbles,False,PEBBLES_S,GALAXY_SOUNDS_BLACK_HOLES,17755.334751112212,-0.7694319735721777,-2.584420144557953e-12,387.95597526959574,12.829118982503863,5.900959709198585,3,0.10925787971762385,0.354876419505678,354.32293456026514,0.03620741908345709,0.40163364922563044,"[11.725694964982114,20.860702273330887,5.900959709198585]",0.0027646698384524875,0.0034376261117993797,-0.5167015160592939,-0.08714205859282124,0.48074248474128706
PEBBLES_XS,ROBOT_IRONING,pebbles,robotics,False,PEBBLES_XS,ROBOT_IRONING,-5762.715356627849,1.5132159736427166,2.514570951461792e-12,860.1697385119973,22.037291999209913,1.8373542101840779,3,0.052576337310900854,0.5997661990647962,601.4608086144348,0.03663961422520029,0.38565990941645706,"[3.5457443364592702,1.8373542101840779,60.72877745098639]",0.005164715560794407,0.006212039193911399,0.5494336745136067,0.14004605049282265,0.4762702062928705
PEBBLES_XS,UV_VISOR_AMBER,pebbles,uv_visors,False,PEBBLES_XS,UV_VISOR_AMBER,-3619.4600436233295,1.3933927013805663,3.026798367500305e-13,414.23174458978593,12.956919801012136,5.339973306459585,3,0.10550004300918892,0.3614562458249833,400.4978420740426,0.03235203399327357,0.3576517497099867,"[26.776964710430462,5.339973306459585,6.753821386146364]",0.00422221845885742,0.004568670799946616,0.7307229399815393,0.1361710507371656,0.469834540625543
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_MINT,galaxy_sounds,oxygen_shakes,False,OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_DARK_MATTER,8060.017833175502,0.17389606521060105,4.967053731282552e-13,504.8580267294807,12.168753768705693,1.0080310524915606,3,0.07776788021210507,0.5432865731462926,308.3766538616748,0.03946068425194114,0.42529458017933797,"[34.44270613821632,1.0080310524915606,1.0555241154092]",0.008254105083261555,0.009056189880524894,-0.23156338241144062,0.8016413438006097,0.46947075549573036
SLEEP_POD_LAMB_WOOL,PANEL_1X2,sleep_pods,panels,False,SLEEP_POD_LAMB_WOOL,PANEL_1X2,6995.829406952767,0.4153003305146023,2.561137080192566e-13,332.691475704175,10.700889379725032,7.616180872514556,3,0.10987027582222604,0.3170340681362725,315.3333132389337,0.033935169328642344,0.37663635742854223,"[7.616180872514556,11.758784170949262,12.727703095711279]",0.007660544013300158,0.006827584484632836,0.55808499730448,0.7988712142543065,0.46870237647966567
SLEEP_POD_SUEDE,ROBOT_MOPPING,sleep_pods,robotics,False,SLEEP_POD_SUEDE,ROBOT_MOPPING,3328.96207423338,0.7268741770537176,9.468446175257364e-13,706.3544084298094,21.691144819945904,2.491401660176737,3,0.04802200735693618,0.533934535738143,553.2063234456697,0.03920986420553125,0.41092800592873735,"[2.491401660176737,5.107835454003488,57.474197345657494]",0.004807192546794258,0.005557229893292319,0.327243587341605,0.7249946318446634,0.4682415295764627
PANEL_2X4,SNACKPACK_RASPBERRY,panels,snackpacks,False,SNACKPACK_RASPBERRY,PANEL_2X4,10132.40212915168,-0.004845828235405695,-3.06560347477595e-13,169.78381804997724,6.72508355036377,3.496378697443647,3,0.10082073907208085,0.39879759519038077,168.67513494586694,0.03987003509747929,0.43889761502836944,"[8.896852105089767,7.782019848557899,3.496378697443647]",0.011527057712401005,0.010967955223042314,0.05497971274220109,0.8259686455663054,0.4674764960600106
PEBBLES_M,ROBOT_IRONING,pebbles,robotics,False,PEBBLES_M,ROBOT_IRONING,16601.803371835897,-0.7284386604086678,-2.491287887096405e-12,397.0377392686122,13.424303556251834,8.86584583361864,3,0.10945357806142142,0.3075150300601202,385.836243411728,0.03479274895885477,0.3860093982299422,"[12.423265364776354,8.86584583361864,18.983799470360513]",-0.004334739484152263,-0.004801854197904262,-0.5363157791008752,-0.13318429357921432,0.46710632067278723
SLEEP_POD_COTTON,SNACKPACK_PISTACHIO,sleep_pods,snackpacks,False,SLEEP_POD_COTTON,SNACKPACK_PISTACHIO,37628.54866826997,-2.748669305293882,5.587935447692871e-13,722.7609708610967,19.894956828698735,0.11614577656053622,3,0.07181651627604159,0.49832999331997324,515.8091582196498,0.038570383079989355,0.41340373624226573,"[2.760960386301537,56.80776432323414,0.11614577656053622]",0.017053237116814546,0.017384405539765696,-0.15700276920439307,0.801999845199445,0.4667541677682745
SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,snackpacks,snackpacks,True,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,9867.022007863485,0.020875878433774284,-6.325232485930125e-13,169.7701216638948,6.5169376441576,3.8166374469987407,3,0.10167608471335986,0.4028056112224449,167.21924830785963,0.03897241322458026,0.42934975613086745,"[8.212250369312997,7.521925116161059,3.8166374469987407]",0.01437774070248698,0.01435932298608932,0.08211764105890963,0.9165115669767147,0.46650104405015763
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,False,SNACKPACK_RASPBERRY,GALAXY_SOUNDS_SOLAR_FLAMES,10791.340387043801,-0.06432487791601424,-2.609643464287122e-13,167.3241378830822,6.341072544379629,2.7932727520182565,3,0.10358158607484817,0.3933199732798931,167.92510268802303,0.03776131407917189,0.41672690883763003,"[7.991841187683394,8.238103693437235,2.7932727520182565]",0.009627260418713665,0.009286660612842168,-0.22165818758002565,0.8379623608066747,0.46623981511222284
PANEL_2X2,SNACKPACK_RASPBERRY,panels,snackpacks,False,SNACKPACK_RASPBERRY,PANEL_2X2,9588.21186716481,0.051124645447981,1.4357889691988626e-13,166.26985607142885,6.501460651237498,4.479553453211752,3,0.10372827021854876,0.3782231128924516,165.7738648306387,0.03921885188524533,0.43286955551259293,"[6.583942001266638,8.440886499234109,4.479553453211752]",0.005238289348747295,0.00552541584124516,0.16469835621609724,0.8370395213351044,0.46429573232437554
PANEL_2X4,SNACKPACK_PISTACHIO,panels,snackpacks,False,SNACKPACK_PISTACHIO,PANEL_2X4,11778.310566625098,-0.20260906170929702,-2.0178655783335367e-13,137.861544617103,4.527225654811391,3.474950560884765,3,0.09621568989131246,0.33179692718770876,131.5777617501818,0.034407225009701434,0.3771773990125548,"[4.108335222479904,5.998391181069506,3.474950560884765]",0.012606267187099366,0.013490745411712428,-0.364335638578784,0.8107887759070734,0.453802793746371
SLEEP_POD_SUEDE,MICROCHIP_RECTANGLE,sleep_pods,microchips,False,SLEEP_POD_SUEDE,MICROCHIP_RECTANGLE,19913.75403422316,-0.9752525336336659,-2.499048908551534e-12,521.5421725350136,16.849185405971927,2.4224343661446164,3,0.07546083664191046,0.43540414161656643,435.0330680338929,0.03873081529668735,0.4165347502279868,"[2.4224343661446164,38.19058711219231,9.934534739578858]",-0.0005875028535783835,-0.0012181027273144723,-0.23436725864576724,-0.031084436603443594,0.45259281580418864
PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen_shakes,False,PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,19300.09501847688,-0.9036442168037857,-2.413677672545115e-12,353.6978667716995,10.726632852690939,8.178588819878199,3,0.1170045964530736,0.46499665998663997,326.9301449725761,0.03281016760810087,0.3664910802864442,"[15.822297852095067,8.17901188609955,8.178588819878199]",0.0057655987975131,0.005951794020584613,-0.505543246124496,-0.1253792252078633,0.45256344620896716
