product_a,product_b,category_a,category_b,same_category,return_corr_mean,return_corr_day1,return_corr_day2,return_corr_day3,return_corr_min,return_corr_max,return_corr_std,return_corr_stable_days,rolling_return_corr_mean,rolling_return_corr_std,price_level_corr_mean,spread_corr_mean,relationship_score
SLEEP_POD_NYLON,PANEL_1X2,sleep_pods,panels,False,0.0059250071087701695,-0.004846184344088858,0.015112741091608515,0.0075084645787908515,-0.004846184344088858,0.015112741091608515,0.008224766635248893,2,0.006678572073153107,0.07185118666813833,0.7190152138604612,0.8027107488886199,0.11247681290801316
PEBBLES_XS,UV_VISOR_AMBER,pebbles,uv_visors,False,0.00422221845885742,-0.004767718122842226,0.012431338320373462,0.005003035179041022,-0.004767718122842226,0.012431338320373462,0.007043159409295352,2,0.004568670799946616,0.0701708896529162,0.7307229399815393,0.1361710507371656,0.11218279091555627
PEBBLES_XS,PANEL_2X4,pebbles,panels,False,0.0014084380492237266,0.022942495610473564,-0.004517296053945441,-0.014199885408856945,-0.014199885408856945,0.022942495610473564,0.01573160005514119,1,0.002858807248803947,0.07056853888179378,-0.7769715931221204,-0.1499658672720874,0.11006270740995532
PEBBLES_XL,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,False,-0.00523843289501207,-0.007828185947438131,0.0031463366171100883,-0.01103344935470817,-0.01103344935470817,0.0031463366171100883,0.006071611439371267,2,-0.006239629187451937,0.07015051310045767,-0.6705303588907859,-0.14794694606334993,0.10566708178087802
PEBBLES_XL,PANEL_2X4,pebbles,panels,False,-0.006102290208361213,-0.01647930404154763,0.0017516617702153286,-0.0035792283537513367,-0.01647930404154763,0.0017516617702153286,0.007653600871444239,2,-0.007726128707295565,0.06829242661935013,0.6530133376689006,0.1482542362922641,0.10380314506660775
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_GRAPHITE_MIST,galaxy_sounds,translators,False,0.021631590342217663,0.008203390839460624,0.02899201192115939,0.027699368266032972,0.008203390839460624,0.02899201192115939,0.00950982433483633,3,0.02012092227848669,0.0681148521666441,0.4586673578884175,0.8164259700280881,0.10337444779772413
SLEEP_POD_COTTON,UV_VISOR_AMBER,sleep_pods,uv_visors,False,0.011124684420199196,0.0048548080652378355,0.0074494634122741965,0.021069781783085554,0.0048548080652378355,0.021069781783085554,0.007111576490035712,3,0.011445288681877117,0.07241717822726725,-0.5746326263395255,0.6712679913422651,0.10321757328231922
PANEL_1X2,SNACKPACK_VANILLA,panels,snackpacks,False,0.018339138878980688,0.02615188345528931,0.011708670510637776,0.017156862671014978,0.011708670510637776,0.02615188345528931,0.005955385955311307,3,0.019426692508194083,0.06520183806195819,0.47597842610683205,0.852491440935906,0.10264826445014637
SLEEP_POD_COTTON,ROBOT_MOPPING,sleep_pods,robotics,False,-0.003962068818413113,-0.0005957057653304998,-0.0008818663511031312,-0.010408634338805709,-0.010408634338805709,-0.0005957057653304998,0.004559906960070452,3,-0.003174716270060701,0.06930033023792308,0.649074764878148,0.7507679373659656,0.10208791175706268
SLEEP_POD_COTTON,MICROCHIP_SQUARE,sleep_pods,microchips,False,-0.004554303561499956,-0.014157311945299712,-0.0009108249142219388,0.0014052261750217819,-0.014157311945299712,0.0014052261750217819,0.0068558661342674534,2,-0.0048682559365321575,0.06519104839259209,0.6560239335230689,0.12191556101699806,0.1019268495802798
TRANSLATOR_ASTRO_BLACK,SNACKPACK_PISTACHIO,translators,snackpacks,False,0.022435612661235615,0.02231398050743011,0.01552702873073508,0.029465828745541663,0.01552702873073508,0.029465828745541663,0.005691141200662805,3,0.022887472053289837,0.06763560446062811,0.4050190637859579,0.8456346021416895,0.09958318397240584
MICROCHIP_OVAL,ROBOT_IRONING,microchips,robotics,False,0.015362842126827843,0.027114909260380723,0.009938452973889006,0.009035164146213802,0.009035164146213802,0.027114909260380723,0.008318144589197805,3,0.012943491473953775,0.07297337609147288,0.5061115664082062,0.0752652156903544,0.09935881521164718
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_PISTACHIO,translators,snackpacks,False,0.021156902813858486,0.01855471407154074,0.03492794038406017,0.009988053985974552,0.009988053985974552,0.03492794038406017,0.010346594385765715,3,0.02234374624232817,0.06986002708214985,0.429555393712113,0.8363216458274886,0.09887393210817444
TRANSLATOR_ECLIPSE_CHARCOAL,PANEL_1X2,translators,panels,False,0.007724336420457198,0.005962634794785912,0.005719117393030216,0.011491257073555467,0.005719117393030216,0.011491257073555467,0.002665469763011538,3,0.007981925242491429,0.06803822538814279,-0.5705921308898206,0.6933354871561918,0.09865419917456134
SLEEP_POD_POLYESTER,UV_VISOR_YELLOW,sleep_pods,uv_visors,False,-0.0018278960036360427,0.0025541460580146822,-0.015373724097859903,0.007335890028937093,-0.015373724097859903,0.007335890028937093,0.009775253207958743,1,-0.0035708933319635663,0.06951108585926695,0.6693875259041735,0.8234601943370766,0.09837307942059521
SLEEP_POD_NYLON,TRANSLATOR_ECLIPSE_CHARCOAL,sleep_pods,translators,False,-0.007579951486109993,-0.017781049289584506,0.0028477872972629296,-0.007806592466008404,-0.017781049289584506,0.0028477872972629296,0.00842321195000422,2,-0.006786884386060853,0.07565216720412282,-0.6005213872727797,0.6897833177689412,0.09720308348777577
GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_SPACE_GRAY,galaxy_sounds,translators,False,0.0028972938975689293,0.009349781534627113,-0.0019148913449800466,0.0012569915030597209,-0.0019148913449800466,0.009349781534627113,0.004742795078166021,2,0.003743295856564925,0.06958764781007547,-0.6298978594357268,0.6772242594991736,0.09687765436739736
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_SUEDE,galaxy_sounds,sleep_pods,False,-0.006032054471459436,-0.0032651790038321186,0.0005408231261056542,-0.015371807536651844,-0.015371807536651844,0.0005408231261056542,0.006784524230057254,2,-0.006715818991928703,0.0712613113128268,0.5996249063605936,0.8431610247010376,0.09607263392121394
PEBBLES_XL,TRANSLATOR_SPACE_GRAY,pebbles,translators,False,0.004106455872021918,-0.0054359635334869935,0.008985541134648924,0.008769790014903824,-0.0054359635334869935,0.008985541134648924,0.006748084331590835,2,0.00459961950001252,0.07248596248020327,-0.6117263816254415,-0.14719087266161643,0.09495583919937438
TRANSLATOR_ASTRO_BLACK,PANEL_2X4,translators,panels,False,0.012548046637379594,0.011313041698509853,0.012977663615435911,0.013353434598193015,0.011313041698509853,0.013353434598193015,0.00088665245244686,3,0.01163494627035439,0.07505112702282629,-0.47690773343416365,0.7155269759790096,0.09401367389321318
MICROCHIP_SQUARE,ROBOT_MOPPING,microchips,robotics,False,0.0029890080633579977,-0.0010285405920367361,0.009163882581364436,0.0008316822007462935,-0.0010285405920367361,0.009163882581364436,0.00443184789860402,2,0.002556988226540853,0.06880422226588266,0.6103032368462543,0.12246655023937499,0.093848007016719
SLEEP_POD_POLYESTER,MICROCHIP_CIRCLE,sleep_pods,microchips,False,-0.011195011984034236,-0.02794277514081536,0.003642808924259718,-0.00928506973554707,-0.02794277514081536,0.003642808924259718,0.012965291865268552,2,-0.011285665318149977,0.0686238775608064,-0.5525569520661803,-0.05307551006508762,0.09381282002438578
SLEEP_POD_POLYESTER,MICROCHIP_SQUARE,sleep_pods,microchips,False,0.007700851883342567,-0.0029876709890952055,0.003627913807324928,0.02246231283179798,-0.0029876709890952055,0.02246231283179798,0.010781683157072057,2,0.007305077154626989,0.07081953337910118,0.5815405449957254,0.10050638872358891,0.09371989488964026
SNACKPACK_VANILLA,SNACKPACK_PISTACHIO,snackpacks,snackpacks,True,0.039857085393578545,0.026169308507472348,0.03721407783892272,0.05618786983434056,0.026169308507472348,0.05618786983434056,0.01239670985205921,3,0.04024614708853586,0.07376976252658289,-0.16752132670401976,0.9116609770188663,0.09322176284737635
TRANSLATOR_VOID_BLUE,SNACKPACK_VANILLA,translators,snackpacks,False,0.016301371688119543,0.025155088067595553,0.00854119872922732,0.015207828267535748,0.00854119872922732,0.025155088067595553,0.006826527064640946,3,0.016841007103141785,0.06738986313966137,0.4394490048097986,0.8648911557042075,0.09308647406690027
ROBOT_IRONING,OXYGEN_SHAKE_GARLIC,robotics,oxygen_shakes,False,-0.00488757699621209,-0.00702007085710388,-0.011674474206107921,0.0040318140745755305,-0.011674474206107921,0.0040318140745755305,0.006586983145519627,2,-0.005004059363038988,0.07461948500500026,-0.5882620765017847,0.5240499812091978,0.0926417569563643
PEBBLES_L,ROBOT_DISHES,pebbles,robotics,False,0.009275227454895198,0.01160774253713318,0.01327326468212693,0.0029446751454254862,0.0029446751454254862,0.01327326468212693,0.00452772278384807,3,0.00860000939889179,0.06255709322766584,-0.5174166142619128,-0.026874018837447968,0.09244256507089754
TRANSLATOR_SPACE_GRAY,PANEL_4X4,translators,panels,False,0.008961904151011989,0.009004365943198724,0.009332913202821671,0.008548433307015576,0.008548433307015576,0.009332913202821671,0.000321666939113288,3,0.010292424533513313,0.06596221731314651,0.5033779429185739,0.7733644372937937,0.09240328084846097
SLEEP_POD_LAMB_WOOL,PANEL_1X2,sleep_pods,panels,False,0.007660544013300158,0.009704490440042589,0.014349743062625717,-0.00107260146276783,-0.00107260146276783,0.014349743062625717,0.006459900175262202,2,0.006827584484632836,0.07231138418967796,0.55808499730448,0.7988712142543065,0.09206601905112345
UV_VISOR_AMBER,PANEL_2X4,uv_visors,panels,False,0.008700167221620458,0.010579904060234114,0.009723553535879576,0.005797044068747687,0.005797044068747687,0.010579904060234114,0.0020823747798607295,3,0.007697248984306497,0.07226266597290176,-0.5151161422415468,0.6962883729239545,0.09205326235352557
PEBBLES_XS,TRANSLATOR_VOID_BLUE,pebbles,translators,False,-0.018007640090632566,-0.014705833940011655,-0.028151872747467426,-0.011165213584418621,-0.028151872747467426,-0.011165213584418621,0.0073172440291230795,3,-0.016795008808445765,0.07394601292192847,-0.41642848022183077,-0.07767074854087232,0.09198847466714785
PEBBLES_XL,OXYGEN_SHAKE_EVENING_BREATH,pebbles,oxygen_shakes,False,-0.003370793631810148,-0.0024800415509464834,-0.005239690954877851,-0.0023926483896061094,-0.005239690954877851,-0.0023926483896061094,0.0013219915013063905,3,-0.001298992730061136,0.07497853923783919,-0.5779577119864426,-0.05739839665827187,0.09159902901179545
PEBBLES_XL,TRANSLATOR_VOID_BLUE,pebbles,translators,False,0.009699515957829117,0.020652944330439977,-0.007609619229910055,0.016055222772957428,-0.007609619229910055,0.020652944330439977,0.012382497906066388,2,0.008240741075215637,0.07213053934421425,0.5529658051969369,0.1118625011452334,0.09148139141826322
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,False,0.013430285156834398,0.017453215698237615,0.021585004847180716,0.0012526349250848578,0.0012526349250848578,0.021585004847180716,0.008774557700836101,3,0.015443755786582984,0.07091992186714184,-0.46158314023908087,0.7949246573243434,0.09080437227628542
SLEEP_POD_COTTON,UV_VISOR_MAGENTA,sleep_pods,uv_visors,False,0.01163870869246928,-0.010195633546506778,0.03513431775860592,0.009977441865308696,-0.010195633546506778,0.03513431775860592,0.01854312050212046,2,0.01231451183727495,0.06891045756446894,0.5411028139048665,0.833948735566985,0.0906493825801875
PEBBLES_XS,ROBOT_IRONING,pebbles,robotics,False,0.005164715560794407,0.0032105471816066267,0.0017934747619386356,0.01049012473883796,0.0017934747619386356,0.01049012473883796,0.003809812834058807,3,0.006212039193911399,0.07289666267115534,0.5494336745136067,0.14004605049282265,0.09061029687641341
SLEEP_POD_LAMB_WOOL,TRANSLATOR_ECLIPSE_CHARCOAL,sleep_pods,translators,False,0.003798369537033852,0.011655789802629367,-0.010961978882232045,0.010701297690704234,-0.010961978882232045,0.011655789802629367,0.01044441406977994,2,0.003259019413766811,0.07457878933791079,-0.5956848930365454,0.6979129837179734,0.09021367689556652
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_NYLON,galaxy_sounds,sleep_pods,False,0.00483653618802746,0.005640837029856853,-0.001864251694690243,0.01073302322891577,-0.001864251694690243,0.01073302322891577,0.005174167163795787,2,0.005655678153934991,0.07334391607462361,0.5652004636147809,0.8112723600041858,0.09007194592389992
SLEEP_POD_SUEDE,UV_VISOR_AMBER,sleep_pods,uv_visors,False,0.014405073166095262,0.015730063796192136,0.017495894958961276,0.009989260743132378,0.009989260743132378,0.017495894958961276,0.003204589359023156,3,0.015106218606841068,0.0629066812808501,-0.4303394987939599,0.7121065684724295,0.09000358837276493
UV_VISOR_ORANGE,SNACKPACK_PISTACHIO,uv_visors,snackpacks,False,0.02192234988635822,0.021446150125914394,0.006052965265176731,0.03826793426798354,0.006052965265176731,0.03826793426798354,0.013156015902033462,3,0.021534625386492978,0.0685933573629914,0.36905228730776113,0.8764424620506205,0.08986702665243457
UV_VISOR_MAGENTA,SNACKPACK_PISTACHIO,uv_visors,snackpacks,False,0.023206885193449642,0.02183484556872061,0.02841500983740522,0.01937080017422309,0.01937080017422309,0.02841500983740522,0.003817617202459249,3,0.023101121732842154,0.06699872252468081,-0.3194023978784056,0.862910199019281,0.08910523175062847
PEBBLES_XS,OXYGEN_SHAKE_GARLIC,pebbles,oxygen_shakes,False,0.005578719462195296,0.00885546241343725,-0.0005692974415103463,0.008449993414658984,-0.0005692974415103463,0.00885546241343725,0.00435045477802266,2,0.006089484146727143,0.07045418078313037,-0.5487296961298967,-0.1575362875032865,0.08901304380150389
TRANSLATOR_GRAPHITE_MIST,PANEL_1X4,translators,panels,False,0.000577919486035016,0.0025441704658961156,0.0023942350429577764,-0.003204647050748844,-0.003204647050748844,0.0025441704658961156,0.002675378772144324,2,0.002092305772463996,0.0641921638637017,-0.591195651597871,0.6247608539758956,0.08889673201173129
SLEEP_POD_NYLON,MICROCHIP_OVAL,sleep_pods,microchips,False,0.005769580204911622,0.006249842780293733,0.00812779174688295,0.002931106087558184,0.002931106087558184,0.00812779174688295,0.0021485459527228194,3,0.006687856187757926,0.06397233694968167,-0.5236392196803473,-0.06861477255598708,0.088589311887582
ROBOT_LAUNDRY,PANEL_4X4,robotics,panels,False,-0.007177930120055749,-0.00355974835730889,-0.010875035995840006,-0.007099006007018353,-0.010875035995840006,-0.00355974835730889,0.002986975066331108,3,-0.007265893904293947,0.07252326393520964,-0.5070276691589849,0.660027942968343,0.08804910599927139
ROBOT_IRONING,SNACKPACK_PISTACHIO,robotics,snackpacks,False,0.004282033930599252,0.0030170663279926414,0.014750661781940446,-0.004921626318135329,-0.004921626318135329,0.014750661781940446,0.00808083481866525,2,0.006113927823086522,0.06425786882881773,0.5624681359178759,0.7006301773014841,0.08795216672200626
ROBOT_IRONING,UV_VISOR_AMBER,robotics,uv_visors,False,0.013695472105015183,0.020214608387909186,0.01546940963665035,0.005402398290486011,0.005402398290486011,0.020214608387909186,0.006175787818416863,3,0.014571055137163863,0.07225455064508714,0.43066648337950025,0.6671628984127215,0.08753991040105448
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,galaxy_sounds,oxygen_shakes,False,0.013083933657594955,0.005055903702729815,0.018493570181862085,0.015702327088192962,0.005055903702729815,0.018493570181862085,0.005789916995326034,3,0.013327708909753369,0.07361266290848799,-0.4380955409305962,0.6928008091661236,0.0874726333131664
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_POLYESTER,galaxy_sounds,sleep_pods,False,0.0018691333913068015,-0.011815279877049842,0.010232834746379767,0.00718984530459048,-0.011815279877049842,0.010232834746379767,0.009755761410916518,2,0.0025560929928472,0.0754517546704812,0.5895030316849822,0.8349321919567151,0.0872450342321544
MICROCHIP_SQUARE,UV_VISOR_AMBER,microchips,uv_visors,False,0.0028678416174711917,0.0075634982405712314,0.004473251135925475,-0.003433224524083132,-0.003433224524083132,0.0075634982405712314,0.004630693445703684,2,0.002063066540627159,0.07053303345712603,-0.5657838662605582,-0.10095798542105827,0.08692290188840536
TRANSLATOR_GRAPHITE_MIST,PANEL_4X4,translators,panels,False,-0.0008122354388142005,-0.0010079011299937361,-0.0023563121632129962,0.000927506976764131,-0.0023563121632129962,0.000927506976764131,0.0013477341065775558,2,-0.0015949436447842084,0.06767031300666752,0.5727671173134321,0.8114477307713672,0.0868357483857906
MICROCHIP_CIRCLE,MICROCHIP_SQUARE,microchips,microchips,True,0.008137842172056637,0.015927526898665608,-0.004091791429980447,0.012577791047484752,-0.004091791429980447,0.015927526898665608,0.008755117973628435,2,0.007809674640923111,0.06735417007733287,-0.5225835354341027,0.5179956904964996,0.08681470089908734
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_COTTON,galaxy_sounds,sleep_pods,False,0.008187157593633759,0.01161342562728395,-0.00665157737992468,0.019599624533542005,-0.00665157737992468,0.019599624533542005,0.010987443893044735,2,0.008140175767183554,0.07338059779744041,0.5260801193486231,0.8229178842812105,0.08655753308840124
PANEL_2X4,SNACKPACK_VANILLA,panels,snackpacks,False,0.011284774519733911,0.009754176557266713,0.010381165030646853,0.013718981971288164,0.009754176557266713,0.013718981971288164,0.001740172994147341,3,0.010990967000703677,0.07627911849668226,0.44207375801158716,0.8478680957065007,0.08633388446049527
PEBBLES_M,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen_shakes,False,0.0057655987975131,0.006462446016102659,0.004158017515529288,0.006676332860907352,0.004158017515529288,0.006676332860907352,0.001140080429687211,3,0.005951794020584613,0.06999830566568112,-0.505543246124496,-0.1253792252078633,0.08607236592252292
SLEEP_POD_COTTON,UV_VISOR_YELLOW,sleep_pods,uv_visors,False,0.005053410851172437,-0.0013203152094413285,-0.005347177055261086,0.021827724818219724,-0.005347177055261086,0.021827724818219724,0.011974615119218879,1,0.0053739173246737685,0.0712799176746426,0.5667983170863006,0.8162554309676437,0.08596481638581878
ROBOT_DISHES,PANEL_1X4,robotics,panels,False,-0.0016173959698205485,-0.011758426564305471,-0.005107510852836087,0.012013749507679913,-0.011758426564305471,0.012013749507679913,0.01001381596335295,2,-0.0026832548206706906,0.06873897378802761,0.5785793622844503,0.7296886924828637,0.0853401049675039
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,panels,oxygen_shakes,False,0.011974861503047503,0.007427511187851006,0.009824383473289056,0.018672689848002445,0.007427511187851006,0.018672689848002445,0.004836109151789735,3,0.010907977483394247,0.06969615253573136,-0.4363583318251451,0.6814796265261006,0.0851742737242564
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,False,0.013754096083417572,0.016157687531466416,0.009092717221353366,0.01601188349743293,0.009092717221353366,0.016157687531466416,0.003296630034430043,3,0.014412823415108286,0.0692640378837955,0.4043756330480553,0.8776496603686063,0.08493202987477115
UV_VISOR_MAGENTA,PANEL_2X4,uv_visors,panels,False,0.012635954315053528,0.003911690128457655,0.02037212106508834,0.01362405175161459,0.003911690128457655,0.02037212106508834,0.006756167506459119,3,0.011986548912944072,0.06425358339626497,0.42837476722234896,0.8368012428726708,0.08454929275348702
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,False,0.014389584613300468,0.019095409200504374,0.011179423092079602,0.012893921547317425,0.011179423092079602,0.019095409200504374,0.003400339691109585,3,0.012701351551668558,0.07351916822433256,0.3996528009917737,0.8369989600643635,0.08454043905960965
UV_VISOR_AMBER,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,False,0.015193756832836794,0.020905387491143422,0.02386061794295649,0.0008152650644104681,0.0008152650644104681,0.02386061794295649,0.010238460688562467,3,0.01605513716075094,0.07031053505180496,0.4029504597485937,0.8488891048429146,0.08452544974578088
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shakes,False,0.022215418269675654,0.015018052816310778,0.027863537113193837,0.023764664879522345,0.015018052816310778,0.027863537113193837,0.005357346389084707,3,0.023122316974667264,0.06853208042917704,-0.3014157256291399,0.8055543388272088,0.08436834494918515
ROBOT_MOPPING,PANEL_1X4,robotics,panels,False,-0.005995516902554773,-0.002340593186828318,0.001596964036641919,-0.01724292155747792,-0.01724292155747792,0.001596964036641919,0.008113945724315876,2,-0.0058906706493450115,0.0688989784168202,-0.5199276573697537,0.5251736803476945,0.0836519174622623
SLEEP_POD_SUEDE,MICROCHIP_SQUARE,sleep_pods,microchips,False,-0.001712740317227288,-0.006173208881123557,0.011183078049173149,-0.010148090119731456,-0.010148090119731456,0.011183078049173149,0.009261983902658307,2,-0.0022214891982151493,0.06539095056077458,0.564197449618766,0.08372869038802995,0.08353675528529196
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,False,0.011990446739849128,0.01549691892237114,0.010646503729459704,0.009827917567716535,0.009827917567716535,0.01549691892237114,0.0025018701273447257,3,0.01198791273473116,0.06648732321296892,-0.41530501373215706,0.7440772273507505,0.08343349281034204
TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,translators,translators,True,-0.0017566260270114765,-0.009623313248363529,0.00839138125352502,-0.004037946086195921,-0.009623313248363529,0.00839138125352502,0.007529303660074698,2,-0.001040349512193295,0.07230848159962129,0.5600363558608972,0.7947868649554595,0.08328363389246146
MICROCHIP_OVAL,PEBBLES_XS,microchips,pebbles,False,-0.0010402084110779002,-0.008359731374476724,-0.0018421895506444258,0.007081295691887449,-0.008359731374476724,0.007081295691887449,0.00632922899607912,2,-0.001802999444306754,0.07136535276747329,0.5599565956212001,0.1910572913140877,0.0832049981923884
PEBBLES_XS,PEBBLES_S,pebbles,pebbles,True,-0.006473849242389256,-0.01047327644415416,-0.01708735563708202,0.00813908435406841,-0.01708735563708202,0.00813908435406841,0.01067988396046328,2,-0.0072961408775310205,0.06665020908479614,0.5168384268753338,0.7252177760374229,0.08318994277688324
MICROCHIP_RECTANGLE,SNACKPACK_PISTACHIO,microchips,snackpacks,False,-0.006732832040923928,-0.000459193148515969,-0.013257912524908853,-0.006481390449346959,-0.013257912524908853,-0.000459193148515969,0.005228079416279923,3,-0.007627482184883085,0.07106768617112083,0.4819243199372798,0.03975106804793307,0.08289071852020623
PEBBLES_M,TRANSLATOR_ECLIPSE_CHARCOAL,pebbles,translators,False,0.0020062246912982786,0.017839177352157638,-0.009777871910166765,-0.0020426313680960363,-0.009777871910166765,0.017839177352157638,0.011632433939397887,1,0.0020196906530608057,0.07580918151051726,-0.5687181064709391,-0.07159159757777488,0.08286675154313718
PANEL_2X4,SNACKPACK_CHOCOLATE,panels,snackpacks,False,0.011108732568966542,0.011243591928341424,0.012585914404911053,0.009496691373647148,0.009496691373647148,0.012585914404911053,0.0012647700764252478,3,0.011506411853153417,0.07504115098917596,-0.4178896814878927,0.8075270642399844,0.08284986507432802
PEBBLES_XL,ROBOT_DISHES,pebbles,robotics,False,-0.0062352768325916776,-0.01800434262020663,-0.0010357894153156457,0.00033430153774724084,-0.01800434262020663,0.00033430153774724084,0.008340762133035674,2,-0.005838735858544674,0.06361583748564349,0.5120025963581006,0.07394529549827104,0.08267075128316806
UV_VISOR_ORANGE,OXYGEN_SHAKE_GARLIC,uv_visors,oxygen_shakes,False,0.009808296610857987,-0.005856832654449021,0.014890030371015288,0.020391692116007692,-0.005856832654449021,0.020391692116007692,0.011302338302704202,2,0.011004478160636821,0.07619468769337034,-0.4785118505807849,0.7295636606657855,0.08241400294517606
