trader,events,qty,notional,mean_edge,median_edge,edge_std,q_edge_sum,aggressive_rate,hit_rate,horizon,q_mean_edge,score,t_stat
Mark 22,1584,5889,5224815.0,-0.12026515151515152,-0.0,1.4517594458846583,-1101.5,0.9071969696969697,0.15467171717171718,10,-0.1870436406860248,-14.35369535052407,-3.2970287252067805
Mark 38,1478,5000,42038913.0,-0.039918809201623814,0.0,5.470926715537508,32.5,1.0,0.4688768606224628,10,0.0065,0.4596194077712559,-0.28051358417405015
Mark 49,122,1186,6226436.0,-2.1188524590163933,-2.0,2.9931418018230187,-2558.0,0.01639344262295082,0.18032786885245902,10,-2.1568296795952784,-74.27765693938335,-7.819038288709472
Mark 55,1198,6551,34376764.0,0.02671118530884808,0.0,2.988371397726859,356.0,1.0,0.4749582637729549,10,0.05434284842008854,4.398414946040393,0.3093762694136466
Mark 67,165,1510,7926450.0,2.242424242424242,2.5,2.8357506752342747,3332.5,0.9939393939393939,0.7575757575757576,10,2.206953642384106,85.75939023363583,10.157614061608811
Mark 01,1843,7428,14685430.0,0.006239826370048833,0.0,2.3311233029203815,69.5,0.0,0.22734671730873576,20,0.009356488960689283,0.8063969139126869,0.11491320219407437
Mark 14,2170,8712,59782021.0,-0.032027649769585255,0.0,6.563008932720117,-775.0,0.0,0.4447004608294931,20,-0.08895775941230487,-8.30314780938749,-0.2273274824276274
Mark 22,1584,5889,5224815.0,-0.12563131313131312,-0.0,1.8588028549304816,-1082.0,0.9071969696969697,0.18686868686868688,20,-0.1837323824078791,-14.09958998571679,-2.6899372989727737
Mark 38,1476,4994,42031152.0,-0.08672086720867209,-0.0,7.5637135408563525,-622.5,1.0,0.47899728997289975,20,-0.12464957949539447,-8.808766272065746,-0.44048560304321777
Mark 49,122,1186,6226436.0,-1.8647540983606556,-2.0,3.9699474803684613,-2190.0,0.01639344262295082,0.28688524590163933,20,-1.8465430016863407,-63.59189550322499,-5.188200178094375
Mark 55,1198,6551,34376764.0,0.2570951585976628,0.0,4.1155830655225865,1892.5,1.0,0.4991652754590985,20,0.28888719279499314,23.382023273543382,2.1621754698778477
Mark 67,165,1510,7926450.0,1.8454545454545455,1.5,3.9727034253192426,2707.5,0.9939393939393939,0.6484848484848484,20,1.7930463576158941,69.67548358816774,5.967043172323754
Mark 01,1839,7412,14685406.0,0.07259380097879282,0.0,3.6725727201741,303.0,0.0,0.265905383360522,50,0.040879654614139234,3.5194510009494646,0.847656696150985
Mark 14,2163,8687,59648808.0,0.20781322237632918,0.0,10.213501112511503,-134.0,0.0,0.48081368469717983,50,-0.015425348221480372,-1.4377053459170173,0.9462955456519628
Mark 22,1580,5873,5224791.0,-0.23196202531645568,-0.0,2.882129859231325,-1758.5,0.9069620253164556,0.1879746835443038,50,-0.2994210795164311,-22.94628441228872,-3.1991300166127976
Mark 38,1474,4990,42008610.0,-0.5298507462686567,-0.25,11.72963377943098,-2243.5,1.0,0.47218453188602444,50,-0.4495991983967936,-31.759656824392902,-1.7342745031375288
Mark 49,122,1186,6226436.0,-1.7868852459016393,-1.5,6.451317385096753,-2051.0,0.01639344262295082,0.38524590163934425,50,-1.7293423271500843,-59.55569756945866,-3.059342992930899
Mark 55,1193,6530,34266093.0,0.3906119027661358,0.5,6.551773342946274,2981.5,1.0,0.5155071248952221,50,0.4565849923430322,36.89590972819006,2.059239357519737
Mark 67,165,1510,7926450.0,1.9181818181818182,1.5,6.290064491577488,2902.5,0.9939393939393939,0.5878787878787879,50,1.9221854304635762,74.69366246155379,3.9172081010782853
Mark 01,1831,7372,14684976.0,-0.05161114145275805,0.0,5.0324831591439105,-1047.5,0.0,0.2719825232113599,100,-0.14209169831795984,-12.200043196155615,-0.4388390903244907
Mark 14,2155,8655,59447542.0,-0.001160092807424594,-0.5,13.921040885675664,-2882.0,0.0,0.46635730858468677,100,-0.33298671288272674,-30.978503942702247,-0.003868518360716433
Mark 22,1570,5819,5121945.0,-0.11178343949044586,-0.0,4.074093251639259,-343.5,0.9070063694267516,0.22356687898089173,100,-0.059030761299192304,-4.503006385324427,-1.0871671701894232
Mark 38,1468,4966,41820786.0,-0.3991825613079019,-0.0,16.000182749021818,-1490.0,1.0,0.49727520435967304,100,-0.3000402738622634,-21.143793606038923,-0.9558938009261888
Mark 49,120,1165,6115524.0,-2.0541666666666667,-1.25,8.746378802502367,-2318.0,0.016666666666666666,0.39166666666666666,100,-1.9896995708154506,-67.91261742231862,-2.5727525542036442
Mark 55,1190,6516,34192507.0,0.7247899159663865,1.0,9.085965420236228,5678.5,1.0,0.5210084033613446,100,0.8714702271332105,70.3465968244089,2.7517852815977135
Mark 67,164,1497,7857810.0,1.478658536585366,1.0,9.41434595953843,2402.5,0.9939024390243902,0.5426829268292683,100,1.604876419505678,62.0944087487947,2.011405647336322
