timestamp,cash,realized_pnl,unrealized_pnl,total_pnl,own_trade_count,positions
7700,271181.00,28.00,-10233.00,-10205.00,0,"{""EMERALDS"": 13, ""TOMATOES"": -80}"
7800,271181.00,28.00,-10447.00,-10419.00,0,"{""EMERALDS"": 13, ""TOMATOES"": -80}"
7900,271181.00,28.00,-10220.00,-10192.00,0,"{""EMERALDS"": 13, ""TOMATOES"": -80}"
8000,271181.00,28.00,-10140.00,-10112.00,0,"{""EMERALDS"": 13, ""TOMATOES"": -80}"
8100,271181.00,28.00,-9967.00,-9939.00,0,"{""EMERALDS"": 13, ""TOMATOES"": -80}"
8200,271181.00,28.00,-9807.00,-9779.00,0,"{""EMERALDS"": 13, ""TOMATOES"": -80}"
8300,271181.00,28.00,-9407.00,-9379.00,0,"{""EMERALDS"": 13, ""TOMATOES"": -80}"
8400,371181.00,37.23,-9334.73,-9297.50,1,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
8500,371181.00,37.23,-8533.23,-8496.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
8600,481192.00,43.00,-8863.00,-8820.00,1,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
8700,481192.00,43.00,-8627.00,-8584.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
8800,481192.00,43.00,-8699.00,-8656.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
8900,481192.00,43.00,-8291.00,-8248.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
9000,481192.00,43.00,-8451.00,-8408.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
9100,481192.00,43.00,-8931.00,-8888.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
9200,481192.00,43.00,-8931.00,-8888.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
9300,481192.00,43.00,-8867.00,-8824.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
9400,481192.00,43.00,-8147.00,-8104.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -80}"
9500,327936.00,-2785.13,-4636.88,-7422.00,4,"{""EMERALDS"": -8, ""TOMATOES"": -50}"
9600,179723.00,-5584.51,-1989.49,-7574.00,5,"{""EMERALDS"": -8, ""TOMATOES"": -21}"
9700,179723.00,-5584.51,-2073.49,-7658.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -21}"
9800,179723.00,-5584.51,-2044.49,-7629.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -21}"
9900,179723.00,-5584.51,-2136.49,-7721.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -21}"
10000,179723.00,-5584.51,-2157.49,-7742.00,0,"{""EMERALDS"": -8, ""TOMATOES"": -21}"
10100,138835.00,-6358.41,-1230.09,-7588.50,1,"{""EMERALDS"": -8, ""TOMATOES"": -13}"
10200,46845.00,-7608.00,-4.50,-7612.50,2,"{""EMERALDS"": -8, ""TOMATOES"": 5}"
10300,46845.00,-7608.00,5.00,-7603.00,0,"{""EMERALDS"": -8, ""TOMATOES"": 5}"
10400,-106354.00,-7608.00,-71.00,-7679.00,5,"{""EMERALDS"": -8, ""TOMATOES"": 35}"
10500,-244241.00,-7608.00,-131.00,-7739.00,5,"{""EMERALDS"": -8, ""TOMATOES"": 62}"
10600,-335955.00,-7608.00,-867.00,-8475.00,3,"{""EMERALDS"": -8, ""TOMATOES"": 80}"
10700,-335955.00,-7608.00,-1475.00,-9083.00,0,"{""EMERALDS"": -8, ""TOMATOES"": 80}"
10800,-335955.00,-7608.00,-1867.00,-9475.00,0,"{""EMERALDS"": -8, ""TOMATOES"": 80}"
10900,-335955.00,-7608.00,-2587.00,-10195.00,0,"{""EMERALDS"": -8, ""TOMATOES"": 80}"
11000,-435955.00,-7600.00,-2996.00,-10596.00,1,"{""EMERALDS"": 2, ""TOMATOES"": 80}"
11100,-435955.00,-7600.00,-3155.00,-10755.00,0,"{""EMERALDS"": 2, ""TOMATOES"": 80}"
11200,-435955.00,-7600.00,-3635.00,-11235.00,0,"{""EMERALDS"": 2, ""TOMATOES"": 80}"
11300,-515947.00,-7600.00,-3642.00,-11242.00,1,"{""EMERALDS"": 10, ""TOMATOES"": 80}"
11400,-515947.00,-7600.00,-3007.00,-10607.00,0,"{""EMERALDS"": 10, ""TOMATOES"": 80}"
11500,-515947.00,-7600.00,-3167.00,-10767.00,0,"{""EMERALDS"": 10, ""TOMATOES"": 80}"
11600,-635923.00,-7600.00,-4069.00,-11669.00,1,"{""EMERALDS"": 22, ""TOMATOES"": 80}"
11700,-635923.00,-7600.00,-3589.00,-11189.00,0,"{""EMERALDS"": 22, ""TOMATOES"": 80}"
11800,-635923.00,-7600.00,-4309.00,-11909.00,0,"{""EMERALDS"": 22, ""TOMATOES"": 80}"
11900,-635923.00,-7600.00,-4905.00,-12505.00,0,"{""EMERALDS"": 22, ""TOMATOES"": 80}"
12000,-635923.00,-7600.00,-4265.00,-11865.00,0,"{""EMERALDS"": 22, ""TOMATOES"": 80}"
12100,-395930.00,-7573.00,-4358.00,-11931.00,3,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12200,-395930.00,-7573.00,-4679.00,-12252.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12300,-395930.00,-7573.00,-5797.00,-13370.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12400,-395930.00,-7573.00,-6037.00,-13610.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12500,-395930.00,-7573.00,-6117.00,-13690.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12600,-395930.00,-7573.00,-6759.00,-14332.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12700,-395930.00,-7573.00,-6839.00,-14412.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12800,-395930.00,-7573.00,-6359.00,-13932.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
12900,-395930.00,-7573.00,-6919.00,-14492.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
13000,-395930.00,-7573.00,-7077.00,-14650.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
13100,-395930.00,-7573.00,-7237.00,-14810.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
13200,-395930.00,-7573.00,-7955.00,-15528.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
13300,-395930.00,-7573.00,-8037.00,-15610.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
13400,-395930.00,-7573.00,-8437.00,-16010.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
13500,-395930.00,-7573.00,-8839.00,-16412.00,0,"{""EMERALDS"": -2, ""TOMATOES"": 80}"
13600,-315922.00,-7573.00,-9564.00,-17137.00,1,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
13700,-315922.00,-7573.00,-9409.00,-16982.00,0,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
13800,-315922.00,-7573.00,-10289.00,-17862.00,0,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
13900,-195898.00,-7573.00,-10391.00,-17964.00,1,"{""EMERALDS"": -22, ""TOMATOES"": 80}"
14000,-195898.00,-7573.00,-11111.00,-18684.00,0,"{""EMERALDS"": -22, ""TOMATOES"": 80}"
14100,-195898.00,-7573.00,-10929.00,-18502.00,0,"{""EMERALDS"": -22, ""TOMATOES"": 80}"
14200,-195898.00,-7573.00,-10609.00,-18182.00,0,"{""EMERALDS"": -22, ""TOMATOES"": 80}"
14300,-195898.00,-7573.00,-10587.00,-18160.00,0,"{""EMERALDS"": -22, ""TOMATOES"": 80}"
14400,-195898.00,-7573.00,-10187.00,-17760.00,0,"{""EMERALDS"": -22, ""TOMATOES"": 80}"
14500,-195898.00,-7573.00,-10347.00,-17920.00,0,"{""EMERALDS"": -22, ""TOMATOES"": 80}"
14600,-315910.00,-7568.64,-10341.36,-17910.00,1,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
14700,-315910.00,-7568.64,-10341.36,-17910.00,0,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
14800,-435910.00,-7555.00,-10757.00,-18312.00,1,"{""EMERALDS"": 2, ""TOMATOES"": 80}"
14900,-435910.00,-7555.00,-10917.00,-18472.00,0,"{""EMERALDS"": 2, ""TOMATOES"": 80}"
15000,-435910.00,-7555.00,-12037.00,-19592.00,0,"{""EMERALDS"": 2, ""TOMATOES"": 80}"
15100,-555898.00,-7555.00,-12451.00,-20006.00,1,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15200,-555898.00,-7555.00,-12997.00,-20552.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15300,-555898.00,-7555.00,-13171.00,-20726.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15400,-555898.00,-7555.00,-13171.00,-20726.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15500,-555898.00,-7555.00,-13251.00,-20806.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15600,-555898.00,-7555.00,-13971.00,-21526.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15700,-555898.00,-7555.00,-14103.00,-21658.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15800,-555898.00,-7555.00,-14023.00,-21578.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
15900,-555898.00,-7555.00,-14037.00,-21592.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
16000,-555898.00,-7555.00,-14277.00,-21832.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
16100,-555898.00,-7555.00,-15077.00,-22632.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
16200,-555898.00,-7555.00,-14743.00,-22298.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
16300,-555898.00,-7555.00,-14437.00,-21992.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
16400,-555898.00,-7555.00,-14597.00,-22152.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
16500,-555898.00,-7555.00,-14823.00,-22378.00,0,"{""EMERALDS"": 14, ""TOMATOES"": 80}"
16600,-435898.00,-7544.71,-15231.29,-22776.00,1,"{""EMERALDS"": 2, ""TOMATOES"": 80}"
16700,-315886.00,-7541.00,-15485.00,-23026.00,1,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
16800,-315886.00,-7541.00,-16045.00,-23586.00,0,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
16900,-315886.00,-7541.00,-16265.00,-23806.00,0,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
17000,-315886.00,-7541.00,-16125.00,-23666.00,0,"{""EMERALDS"": -10, ""TOMATOES"": 80}"
17100,-225868.00,-7541.00,-16294.50,-23835.50,1,"{""EMERALDS"": -19, ""TOMATOES"": 80}"
17200,-225868.00,-7541.00,-16746.00,-24287.00,0,"{""EMERALDS"": -19, ""TOMATOES"": 80}"
17300,-225868.00,-7541.00,-16365.00,-23906.00,0,"{""EMERALDS"": -19, ""TOMATOES"": 80}"
17400,-225868.00,-7541.00,-15984.00,-23525.00,0,"{""EMERALDS"": -19, ""TOMATOES"": 80}"
17500,-225868.00,-7541.00,-15664.00,-23205.00,0,"{""EMERALDS"": -19, ""TOMATOES"": 80}"
17600,-225868.00,-7541.00,-15466.00,-23007.00,0,"{""EMERALDS"": -19, ""TOMATOES"": 80}"
17700,-345880.00,-7535.32,-15544.68,-23080.00,1,"{""EMERALDS"": -7, ""TOMATOES"": 80}"
17800,-345880.00,-7535.32,-15784.68,-23320.00,0,"{""EMERALDS"": -7, ""TOMATOES"": 80}"
17900,-455880.00,-7525.00,-16037.00,-23562.00,1,"{""EMERALDS"": 4, ""TOMATOES"": 80}"
18000,-455880.00,-7525.00,-16119.00,-23644.00,0,"{""EMERALDS"": 4, ""TOMATOES"": 80}"
18100,-695839.00,-7525.00,-16464.00,-23989.00,3,"{""EMERALDS"": 28, ""TOMATOES"": 80}"
18200,-695839.00,-7525.00,-17438.00,-24963.00,0,"{""EMERALDS"": 28, ""TOMATOES"": 80}"
18300,-695839.00,-7525.00,-16850.00,-24375.00,0,"{""EMERALDS"": 28, ""TOMATOES"": 80}"
18400,-695839.00,-7525.00,-16850.00,-24375.00,0,"{""EMERALDS"": 28, ""TOMATOES"": 80}"
18500,-335866.00,-7497.00,-16609.00,-24106.00,5,"{""EMERALDS"": -8, ""TOMATOES"": 80}"
18600,-335866.00,-7497.00,-16129.00,-23626.00,0,"{""EMERALDS"": -8, ""TOMATOES"": 80}"
18700,-445866.00,-7511.00,-16276.50,-23787.50,1,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
18800,-445866.00,-7511.00,-16195.00,-23706.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
18900,-445866.00,-7511.00,-16198.00,-23709.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19000,-445866.00,-7511.00,-16038.00,-23549.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19100,-445866.00,-7511.00,-15875.00,-23386.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19200,-445866.00,-7511.00,-15475.00,-22986.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19300,-445866.00,-7511.00,-16438.00,-23949.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19400,-445866.00,-7511.00,-15875.00,-23386.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19500,-445866.00,-7511.00,-16038.00,-23549.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19600,-445866.00,-7511.00,-15715.00,-23226.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19700,-445866.00,-7511.00,-16035.00,-23546.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19800,-445866.00,-7511.00,-15875.00,-23386.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
19900,-445866.00,-7511.00,-15798.00,-23309.00,0,"{""EMERALDS"": 3, ""TOMATOES"": 80}"
20000,-565854.00,-7511.00,-15333.00,-22844.00,1,"{""EMERALDS"": 15, ""TOMATOES"": 80}"
20100,-685830.00,-7511.00,-14720.00,-22231.00,1,"{""EMERALDS"": 27, ""TOMATOES"": 80}"
20200,-547622.00,-12227.25,-8543.75,-20771.00,3,"{""EMERALDS"": 27, ""TOMATOES"": 52}"
20300,-404275.00,-16908.94,-3685.06,-20594.00,4,"{""EMERALDS"": 27, ""TOMATOES"": 23}"
20400,-175967.00,-20594.33,-23.17,-20617.50,5,"{""EMERALDS"": 19, ""TOMATOES"": -7}"
20500,87520.00,-20590.33,-89.67,-20680.00,5,"{""EMERALDS"": 7, ""TOMATOES"": -36}"
20600,221145.00,-20590.33,-184.67,-20775.00,5,"{""EMERALDS"": 7, ""TOMATOES"": -63}"
20700,305271.00,-20590.33,-192.67,-20783.00,2,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
20800,305271.00,-20590.33,-472.67,-21063.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
20900,305271.00,-20590.33,-472.67,-21063.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21000,305271.00,-20590.33,-65.67,-20656.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21100,305271.00,-20590.33,-392.67,-20983.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21200,305271.00,-20590.33,-225.67,-20816.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21300,305271.00,-20590.33,-938.67,-21529.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21400,305271.00,-20590.33,-1178.67,-21769.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21500,305271.00,-20590.33,-1025.67,-21616.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21600,305271.00,-20590.33,-1665.67,-22256.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21700,305271.00,-20590.33,-1505.67,-22096.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21800,305271.00,-20590.33,-1825.67,-22416.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
21900,305271.00,-20590.33,-1818.67,-22409.00,0,"{""EMERALDS"": 7, ""TOMATOES"": -80}"
22000,425271.00,-20581.00,-2473.00,-23054.00,1,"{""EMERALDS"": -5, ""TOMATOES"": -80}"
22100,425271.00,-20581.00,-2953.00,-23534.00,0,"{""EMERALDS"": -5, ""TOMATOES"": -80}"
22200,545283.00,-20581.00,-2570.00,-23151.00,1,"{""EMERALDS"": -17, ""TOMATOES"": -80}"
22300,465275.00,-20583.35,-3026.15,-23609.50,1,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
22400,465275.00,-20583.35,-2541.65,-23125.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
22500,465275.00,-20583.35,-3430.65,-24014.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
22600,465275.00,-20583.35,-3110.65,-23694.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
22700,465275.00,-20583.35,-3670.65,-24254.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
22800,465275.00,-20583.35,-4301.65,-24885.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
22900,345275.00,-20577.00,-4311.00,-24888.00,1,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23000,345275.00,-20577.00,-4311.00,-24888.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23100,345275.00,-20577.00,-4471.00,-25048.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23200,345275.00,-20577.00,-4231.00,-24808.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23300,345275.00,-20577.00,-5271.00,-25848.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23400,345275.00,-20577.00,-5511.00,-26088.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23500,345275.00,-20577.00,-5825.00,-26402.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23600,345275.00,-20577.00,-6468.00,-27045.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23700,345275.00,-20577.00,-6311.00,-26888.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23800,345275.00,-20577.00,-6948.00,-27525.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
23900,345275.00,-20577.00,-6788.00,-27365.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
24000,345275.00,-20577.00,-6628.00,-27205.00,0,"{""EMERALDS"": 3, ""TOMATOES"": -80}"
24100,465287.00,-20574.00,-7197.00,-27771.00,1,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
24200,465287.00,-20574.00,-7437.00,-28011.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
24300,465287.00,-20574.00,-7437.00,-28011.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
24400,465287.00,-20574.00,-7988.00,-28562.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
24500,465287.00,-20574.00,-8548.00,-29122.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
24600,465287.00,-20574.00,-9348.00,-29922.00,0,"{""EMERALDS"": -9, ""TOMATOES"": -80}"
