timestamp,symbol,price,quantity,buyer,seller
17100,EMERALDS,10002,9,,SUBMISSION
17700,EMERALDS,10001,12,SUBMISSION,
17900,EMERALDS,10000,11,SUBMISSION,
18100,EMERALDS,9998,12,SUBMISSION,
18100,EMERALDS,9998,5,SUBMISSION,
18100,EMERALDS,9999,7,SUBMISSION,
18500,EMERALDS,10000,12,,SUBMISSION
18500,EMERALDS,10000,3,,SUBMISSION
18500,EMERALDS,9999,9,,SUBMISSION
18500,EMERALDS,9999,6,,SUBMISSION
18500,EMERALDS,9998,6,,SUBMISSION
18700,EMERALDS,10000,11,SUBMISSION,
20000,EMERALDS,9999,12,SUBMISSION,
20100,EMERALDS,9998,12,SUBMISSION,
20200,TOMATOES,4937,10,,SUBMISSION
20200,TOMATOES,4936,8,,SUBMISSION
20200,TOMATOES,4935,10,,SUBMISSION
20300,TOMATOES,4944,9,,SUBMISSION
20300,TOMATOES,4943,10,,SUBMISSION
20300,TOMATOES,4943,1,,SUBMISSION
20300,TOMATOES,4942,9,,SUBMISSION
20400,EMERALDS,9998,8,,SUBMISSION
20400,TOMATOES,4945,10,,SUBMISSION
20400,TOMATOES,4944,10,,SUBMISSION
20400,TOMATOES,4944,4,,SUBMISSION
20400,TOMATOES,4943,6,,SUBMISSION
20500,EMERALDS,9999,12,,SUBMISSION
20500,TOMATOES,4949,9,,SUBMISSION
20500,TOMATOES,4948,10,,SUBMISSION
20500,TOMATOES,4948,8,,SUBMISSION
20500,TOMATOES,4947,2,,SUBMISSION
20600,TOMATOES,4950,10,,SUBMISSION
20600,TOMATOES,4950,1,,SUBMISSION
20600,TOMATOES,4949,6,,SUBMISSION
20600,TOMATOES,4949,1,,SUBMISSION
20600,TOMATOES,4948,9,,SUBMISSION
20700,TOMATOES,4949,10,,SUBMISSION
20700,TOMATOES,4948,7,,SUBMISSION
22000,EMERALDS,10000,12,,SUBMISSION
22200,EMERALDS,10001,12,,SUBMISSION
22300,EMERALDS,10001,8,SUBMISSION,
22900,EMERALDS,10000,12,SUBMISSION,
24100,EMERALDS,10001,12,,SUBMISSION
24800,EMERALDS,10003,10,,SUBMISSION
24800,EMERALDS,10002,12,,SUBMISSION
25200,EMERALDS,10002,12,SUBMISSION,
26100,EMERALDS,10001,10,SUBMISSION,
26400,EMERALDS,10002,12,,SUBMISSION
26900,EMERALDS,10000,12,SUBMISSION,
26900,EMERALDS,10000,6,SUBMISSION,
26900,EMERALDS,10001,6,SUBMISSION,
27100,EMERALDS,10001,12,,SUBMISSION
28800,EMERALDS,10000,12,SUBMISSION,
29300,EMERALDS,9999,12,SUBMISSION,
30100,EMERALDS,9998,12,SUBMISSION,
30600,EMERALDS,9998,12,,SUBMISSION
30700,EMERALDS,9999,12,,SUBMISSION
32100,TOMATOES,5096,7,SUBMISSION,
32100,TOMATOES,5097,6,SUBMISSION,
32100,TOMATOES,5098,6,SUBMISSION,
32200,TOMATOES,5093,10,SUBMISSION,
32200,TOMATOES,5094,10,SUBMISSION,
32200,TOMATOES,5094,6,SUBMISSION,
32200,TOMATOES,5095,4,SUBMISSION,
32300,TOMATOES,5091,10,SUBMISSION,
32300,TOMATOES,5091,6,SUBMISSION,
32300,TOMATOES,5092,1,SUBMISSION,
32300,TOMATOES,5092,6,SUBMISSION,
32300,TOMATOES,5093,4,SUBMISSION,
32400,TOMATOES,5088,10,SUBMISSION,
32400,TOMATOES,5088,1,SUBMISSION,
32400,TOMATOES,5089,8,SUBMISSION,
32400,TOMATOES,5089,1,SUBMISSION,
32400,TOMATOES,5090,9,SUBMISSION,
32500,EMERALDS,9999,11,SUBMISSION,
32500,TOMATOES,5091,8,SUBMISSION,
32500,TOMATOES,5092,10,SUBMISSION,
32500,TOMATOES,5092,4,SUBMISSION,
32500,TOMATOES,5093,6,SUBMISSION,
32800,TOMATOES,5090,9,SUBMISSION,
32800,TOMATOES,5091,10,SUBMISSION,
32800,TOMATOES,5091,7,SUBMISSION,
32900,EMERALDS,10000,12,,SUBMISSION
32900,TOMATOES,5079,1,SUBMISSION,
34000,EMERALDS,9999,12,SUBMISSION,
34400,EMERALDS,10000,12,,SUBMISSION
34700,EMERALDS,10001,8,,SUBMISSION
35100,EMERALDS,10000,12,SUBMISSION,
35500,EMERALDS,9998,9,SUBMISSION,
35800,EMERALDS,9999,8,,SUBMISSION
35900,EMERALDS,10002,8,,SUBMISSION
35900,EMERALDS,10001,12,,SUBMISSION
35900,EMERALDS,10001,4,,SUBMISSION
35900,EMERALDS,10000,4,,SUBMISSION
36000,EMERALDS,10001,12,SUBMISSION,
37700,EMERALDS,9999,8,SUBMISSION,
37700,EMERALDS,10000,9,SUBMISSION,
37800,EMERALDS,9998,12,SUBMISSION,
38700,EMERALDS,9999,8,,SUBMISSION
38800,EMERALDS,10000,12,,SUBMISSION
40500,EMERALDS,9999,12,SUBMISSION,
41300,EMERALDS,10001,10,,SUBMISSION
41300,EMERALDS,10000,12,,SUBMISSION
41400,EMERALDS,10002,12,,SUBMISSION
41500,EMERALDS,10003,12,,SUBMISSION
41900,EMERALDS,10002,10,SUBMISSION,
42100,EMERALDS,10001,12,SUBMISSION,
42800,EMERALDS,10002,12,,SUBMISSION
42800,TOMATOES,4937,10,,SUBMISSION
42800,TOMATOES,4937,1,,SUBMISSION
42800,TOMATOES,4936,7,,SUBMISSION
42800,TOMATOES,4936,1,,SUBMISSION
42800,TOMATOES,4935,7,,SUBMISSION
42900,TOMATOES,4940,6,,SUBMISSION
42900,TOMATOES,4939,10,,SUBMISSION
42900,TOMATOES,4938,10,,SUBMISSION
43000,TOMATOES,4940,10,,SUBMISSION
43000,TOMATOES,4940,3,,SUBMISSION
43000,TOMATOES,4939,7,,SUBMISSION
43000,TOMATOES,4939,10,,SUBMISSION
43100,EMERALDS,10001,11,SUBMISSION,
43100,TOMATOES,4940,7,,SUBMISSION
43100,TOMATOES,4939,10,,SUBMISSION
43100,TOMATOES,4939,8,,SUBMISSION
43100,TOMATOES,4938,2,,SUBMISSION
43200,TOMATOES,4944,6,,SUBMISSION
43200,TOMATOES,4943,10,,SUBMISSION
43200,TOMATOES,4943,6,,SUBMISSION
43200,TOMATOES,4942,1,,SUBMISSION
43300,TOMATOES,4943,9,,SUBMISSION
43300,TOMATOES,4942,10,,SUBMISSION
43300,TOMATOES,4942,8,,SUBMISSION
43300,TOMATOES,4941,1,,SUBMISSION
43700,EMERALDS,10000,12,SUBMISSION,
44400,EMERALDS,9999,12,SUBMISSION,
44500,EMERALDS,9998,12,SUBMISSION,
45400,EMERALDS,9999,12,,SUBMISSION
46700,EMERALDS,10000,12,,SUBMISSION
47100,EMERALDS,9999,10,SUBMISSION,
47800,EMERALDS,9998,10,SUBMISSION,
48200,EMERALDS,9999,12,,SUBMISSION
48400,EMERALDS,10000,12,,SUBMISSION
48600,EMERALDS,10000,12,SUBMISSION,
49400,EMERALDS,10000,12,,SUBMISSION
49500,EMERALDS,10001,12,,SUBMISSION
51000,EMERALDS,10001,10,SUBMISSION,
51400,EMERALDS,10002,10,,SUBMISSION
51900,EMERALDS,10001,8,SUBMISSION,
52600,EMERALDS,10000,12,SUBMISSION,
52900,TOMATOES,5114,8,SUBMISSION,
52900,TOMATOES,5115,10,SUBMISSION,
52900,TOMATOES,5115,4,SUBMISSION,
52900,TOMATOES,5116,6,SUBMISSION,
53200,TOMATOES,5108,10,SUBMISSION,
53200,TOMATOES,5108,2,SUBMISSION,
53200,TOMATOES,5109,8,SUBMISSION,
53200,TOMATOES,5109,6,SUBMISSION,
53400,TOMATOES,5108,8,SUBMISSION,
53400,TOMATOES,5109,10,SUBMISSION,
53400,TOMATOES,5109,5,SUBMISSION,
53400,TOMATOES,5110,5,SUBMISSION,
53500,TOMATOES,5104,7,SUBMISSION,
53500,TOMATOES,5105,8,SUBMISSION,
53500,TOMATOES,5106,6,SUBMISSION,
53600,TOMATOES,5105,10,SUBMISSION,
53600,TOMATOES,5105,5,SUBMISSION,
53600,TOMATOES,5106,1,SUBMISSION,
53600,TOMATOES,5106,5,SUBMISSION,
53600,TOMATOES,5107,5,SUBMISSION,
53700,EMERALDS,10001,12,,SUBMISSION
53700,TOMATOES,5107,7,SUBMISSION,
53800,TOMATOES,5106,10,SUBMISSION,
53800,TOMATOES,5106,1,SUBMISSION,
53800,TOMATOES,5107,8,SUBMISSION,
53900,TOMATOES,5101,5,SUBMISSION,
56200,EMERALDS,10000,11,SUBMISSION,
56300,EMERALDS,9998,12,SUBMISSION,
56300,EMERALDS,9998,3,SUBMISSION,
56300,EMERALDS,9999,6,SUBMISSION,
56600,EMERALDS,9999,12,,SUBMISSION
57800,EMERALDS,10000,11,,SUBMISSION
58100,EMERALDS,9999,12,SUBMISSION,
59900,EMERALDS,10000,12,,SUBMISSION
60000,EMERALDS,10001,9,,SUBMISSION
60600,EMERALDS,10000,9,SUBMISSION,
61000,EMERALDS,10001,12,,SUBMISSION
61500,EMERALDS,10003,12,,SUBMISSION
61500,EMERALDS,10003,1,,SUBMISSION
61500,EMERALDS,10002,11,,SUBMISSION
62000,EMERALDS,10003,11,SUBMISSION,
62200,EMERALDS,10002,8,SUBMISSION,
62500,EMERALDS,10001,12,SUBMISSION,
62700,EMERALDS,10001,12,,SUBMISSION
63000,EMERALDS,10000,8,SUBMISSION,
63000,EMERALDS,10001,12,SUBMISSION,
63200,EMERALDS,9999,12,SUBMISSION,
63400,EMERALDS,9999,11,,SUBMISSION
63800,EMERALDS,10001,9,,SUBMISSION
63900,EMERALDS,10001,12,,SUBMISSION
64400,EMERALDS,10001,12,SUBMISSION,
64800,EMERALDS,10000,12,SUBMISSION,
64900,TOMATOES,4929,6,,SUBMISSION
64900,TOMATOES,4928,10,,SUBMISSION
64900,TOMATOES,4928,5,,SUBMISSION
64900,TOMATOES,4927,5,,SUBMISSION
65000,TOMATOES,4936,10,,SUBMISSION
65000,TOMATOES,4936,2,,SUBMISSION
65000,TOMATOES,4935,4,,SUBMISSION
65000,TOMATOES,4935,2,,SUBMISSION
65000,TOMATOES,4934,8,,SUBMISSION
65100,TOMATOES,4937,7,,SUBMISSION
65100,TOMATOES,4936,10,,SUBMISSION
65100,TOMATOES,4936,8,,SUBMISSION
65100,TOMATOES,4935,1,,SUBMISSION
65200,EMERALDS,9998,12,SUBMISSION,
65200,TOMATOES,4936,10,,SUBMISSION
65200,TOMATOES,4936,6,,SUBMISSION
65200,TOMATOES,4935,4,,SUBMISSION
65200,TOMATOES,4935,10,,SUBMISSION
65600,EMERALDS,9999,12,,SUBMISSION
65800,EMERALDS,9998,12,SUBMISSION,
65800,TOMATOES,4934,8,,SUBMISSION
65800,TOMATOES,4933,8,,SUBMISSION
65900,EMERALDS,9999,10,,SUBMISSION
66000,TOMATOES,4939,10,,SUBMISSION
66000,TOMATOES,4939,1,,SUBMISSION
66000,TOMATOES,4938,8,,SUBMISSION
66000,TOMATOES,4938,1,,SUBMISSION
66000,TOMATOES,4937,6,,SUBMISSION
66100,TOMATOES,4951,10,,SUBMISSION
68000,EMERALDS,9998,12,SUBMISSION,
68200,EMERALDS,9999,12,,SUBMISSION
69200,EMERALDS,9998,12,SUBMISSION,
69900,EMERALDS,9999,9,,SUBMISSION
70000,EMERALDS,10001,12,,SUBMISSION
70000,EMERALDS,10001,8,,SUBMISSION
70000,EMERALDS,10000,4,,SUBMISSION
70400,EMERALDS,10000,12,SUBMISSION,
71000,EMERALDS,10001,11,,SUBMISSION
71400,EMERALDS,10000,12,SUBMISSION,
74300,EMERALDS,10001,11,,SUBMISSION
74400,EMERALDS,10002,12,,SUBMISSION
74800,EMERALDS,10000,10,SUBMISSION,
74800,EMERALDS,10001,12,SUBMISSION,
75800,TOMATOES,5107,10,SUBMISSION,
75800,TOMATOES,5107,1,SUBMISSION,
75800,TOMATOES,5108,8,SUBMISSION,
75800,TOMATOES,5108,1,SUBMISSION,
75800,TOMATOES,5109,9,SUBMISSION,
76000,TOMATOES,5109,10,SUBMISSION,
76000,TOMATOES,5109,3,SUBMISSION,
76000,TOMATOES,5110,4,SUBMISSION,
76000,TOMATOES,5110,3,SUBMISSION,
76000,TOMATOES,5111,7,SUBMISSION,
76100,EMERALDS,9999,8,SUBMISSION,
76100,TOMATOES,5099,10,SUBMISSION,
76100,TOMATOES,5100,10,SUBMISSION,
76100,TOMATOES,5100,3,SUBMISSION,
76100,TOMATOES,5101,7,SUBMISSION,
76200,TOMATOES,5090,6,SUBMISSION,
76200,TOMATOES,5091,7,SUBMISSION,
76200,TOMATOES,5092,7,SUBMISSION,
76300,TOMATOES,5093,10,SUBMISSION,
76300,TOMATOES,5094,10,SUBMISSION,
76300,TOMATOES,5094,4,SUBMISSION,
76300,TOMATOES,5095,2,SUBMISSION,
76400,TOMATOES,5079,10,SUBMISSION,
76400,TOMATOES,5079,2,SUBMISSION,
76400,TOMATOES,5080,8,SUBMISSION,
76400,TOMATOES,5080,6,SUBMISSION,
76400,TOMATOES,5081,2,SUBMISSION,
77900,EMERALDS,9998,12,SUBMISSION,
78700,EMERALDS,9999,12,,SUBMISSION
78800,EMERALDS,10000,12,,SUBMISSION
79000,EMERALDS,10002,12,,SUBMISSION
79000,EMERALDS,10002,8,,SUBMISSION
79000,EMERALDS,10001,4,,SUBMISSION
79400,EMERALDS,10002,11,SUBMISSION,
79500,EMERALDS,10001,12,SUBMISSION,
80100,EMERALDS,10001,12,,SUBMISSION
80600,EMERALDS,10001,12,SUBMISSION,
80800,EMERALDS,10001,9,,SUBMISSION
81300,EMERALDS,10002,12,,SUBMISSION
83300,EMERALDS,10002,12,SUBMISSION,
83800,EMERALDS,10000,12,SUBMISSION,
84700,EMERALDS,9999,12,SUBMISSION,
85200,EMERALDS,10000,12,,SUBMISSION
85400,EMERALDS,10001,12,,SUBMISSION
85600,TOMATOES,4949,10,,SUBMISSION
85600,TOMATOES,4949,6,,SUBMISSION
85600,TOMATOES,4949,1,,SUBMISSION
85600,TOMATOES,4948,6,,SUBMISSION
85600,TOMATOES,4947,1,,SUBMISSION
85700,TOMATOES,4949,10,,SUBMISSION
85700,TOMATOES,4949,6,,SUBMISSION
85700,TOMATOES,4948,4,,SUBMISSION
85700,TOMATOES,4948,10,,SUBMISSION
85900,TOMATOES,4933,10,SUBMISSION,
85900,TOMATOES,4933,4,SUBMISSION,
85900,TOMATOES,4934,5,SUBMISSION,
85900,TOMATOES,4934,4,SUBMISSION,
85900,TOMATOES,4935,6,SUBMISSION,
86000,TOMATOES,4924,10,SUBMISSION,
86000,TOMATOES,4924,8,SUBMISSION,
86000,TOMATOES,4925,1,SUBMISSION,
86000,TOMATOES,4925,6,SUBMISSION,
86500,EMERALDS,9999,12,SUBMISSION,
86500,EMERALDS,9999,8,SUBMISSION,
86500,EMERALDS,10000,4,SUBMISSION,
86600,EMERALDS,9998,10,SUBMISSION,
86800,EMERALDS,9999,12,,SUBMISSION
87200,TOMATOES,4940,10,,SUBMISSION
87300,TOMATOES,4945,10,,SUBMISSION
87300,TOMATOES,4945,4,,SUBMISSION
87300,TOMATOES,4944,6,,SUBMISSION
87300,TOMATOES,4944,10,,SUBMISSION
87400,TOMATOES,4951,10,,SUBMISSION
87400,TOMATOES,4951,4,,SUBMISSION
87400,TOMATOES,4950,6,,SUBMISSION
87400,TOMATOES,4950,10,,SUBMISSION
87500,TOMATOES,4963,10,,SUBMISSION
87500,TOMATOES,4963,4,,SUBMISSION
87500,TOMATOES,4962,6,,SUBMISSION
87500,TOMATOES,4962,7,,SUBMISSION
87500,TOMATOES,4961,3,,SUBMISSION
87600,TOMATOES,4970,10,,SUBMISSION
87600,TOMATOES,4970,4,,SUBMISSION
87600,TOMATOES,4969,6,,SUBMISSION
87600,TOMATOES,4969,7,,SUBMISSION
87600,TOMATOES,4968,3,,SUBMISSION
87700,TOMATOES,4972,10,,SUBMISSION
87700,TOMATOES,4972,2,,SUBMISSION
87700,TOMATOES,4971,4,,SUBMISSION
87700,TOMATOES,4971,2,,SUBMISSION
87700,TOMATOES,4970,4,,SUBMISSION
87800,TOMATOES,4970,8,,SUBMISSION
88000,EMERALDS,9998,10,SUBMISSION,
88300,EMERALDS,9999,9,,SUBMISSION
89300,EMERALDS,10000,12,,SUBMISSION
89400,EMERALDS,10001,12,,SUBMISSION
89600,EMERALDS,10001,12,SUBMISSION,
89700,EMERALDS,10001,8,,SUBMISSION
90100,EMERALDS,10000,12,SUBMISSION,
90400,EMERALDS,9999,12,SUBMISSION,
91000,EMERALDS,10000,8,,SUBMISSION
92100,EMERALDS,10000,12,,SUBMISSION
92400,EMERALDS,10002,12,,SUBMISSION
92900,EMERALDS,10001,12,SUBMISSION,
93300,EMERALDS,10000,12,SUBMISSION,
93600,EMERALDS,10000,12,,SUBMISSION
94400,EMERALDS,10000,12,SUBMISSION,
94500,EMERALDS,9999,10,SUBMISSION,
95000,EMERALDS,10000,9,,SUBMISSION
95000,EMERALDS,9999,12,,SUBMISSION
95200,EMERALDS,10000,9,SUBMISSION,
95400,EMERALDS,10001,12,,SUBMISSION
95500,EMERALDS,10002,12,,SUBMISSION
95900,EMERALDS,10001,8,SUBMISSION,
96200,EMERALDS,10000,12,SUBMISSION,
97100,EMERALDS,10001,10,,SUBMISSION
97500,EMERALDS,10002,9,,SUBMISSION
98400,TOMATOES,5135,10,SUBMISSION,
98500,EMERALDS,10001,12,SUBMISSION,
98500,TOMATOES,5133,10,SUBMISSION,
98500,TOMATOES,5133,1,SUBMISSION,
98500,TOMATOES,5134,9,SUBMISSION,
98600,TOMATOES,5125,9,SUBMISSION,
98600,TOMATOES,5126,10,SUBMISSION,
98600,TOMATOES,5126,6,SUBMISSION,
98600,TOMATOES,5127,1,SUBMISSION,
98700,TOMATOES,5125,8,SUBMISSION,
98700,TOMATOES,5126,10,SUBMISSION,
98700,TOMATOES,5126,6,SUBMISSION,
98700,TOMATOES,5127,3,SUBMISSION,
98800,TOMATOES,5117,10,SUBMISSION,
98800,TOMATOES,5117,8,SUBMISSION,
98800,TOMATOES,5118,2,SUBMISSION,
98800,TOMATOES,5118,9,SUBMISSION,
98800,TOMATOES,5119,1,SUBMISSION,
98900,TOMATOES,5107,10,SUBMISSION,
98900,TOMATOES,5107,6,SUBMISSION,
98900,TOMATOES,5108,4,SUBMISSION,
98900,TOMATOES,5108,10,SUBMISSION,
99000,TOMATOES,5107,10,SUBMISSION,
99000,TOMATOES,5107,3,SUBMISSION,
99000,TOMATOES,5108,4,SUBMISSION,
99800,EMERALDS,10000,12,SUBMISSION,
