timestamp,symbol,price,quantity,buyer,seller
94800,TOMATOES,4988,3,SUBMISSION,
95400,TOMATOES,4989,3,SUBMISSION,
95800,TOMATOES,4977,3,,SUBMISSION
97400,TOMATOES,4991,3,SUBMISSION,
97700,TOMATOES,4978,3,,SUBMISSION
98200,TOMATOES,4977,3,,SUBMISSION
98800,TOMATOES,4993,4,SUBMISSION,
99400,TOMATOES,4980,3,,SUBMISSION
100200,TOMATOES,4977,3,,SUBMISSION
101000,TOMATOES,4993,3,SUBMISSION,
101500,TOMATOES,4994,5,SUBMISSION,
102100,TOMATOES,4981,3,,SUBMISSION
103400,TOMATOES,4982,3,,SUBMISSION
105400,TOMATOES,4994,3,SUBMISSION,
105600,TOMATOES,4981,4,,SUBMISSION
106000,TOMATOES,4979,3,,SUBMISSION
106100,TOMATOES,4980,4,,SUBMISSION
106600,TOMATOES,4993,3,SUBMISSION,
106800,TOMATOES,4993,3,SUBMISSION,
108200,TOMATOES,4993,3,SUBMISSION,
108600,TOMATOES,4995,3,SUBMISSION,
109900,TOMATOES,4999,4,SUBMISSION,
111000,TOMATOES,4986,3,,SUBMISSION
111800,TOMATOES,4986,3,,SUBMISSION
114400,TOMATOES,4986,3,,SUBMISSION
115700,TOMATOES,5001,3,SUBMISSION,
117200,TOMATOES,5004,3,SUBMISSION,
117600,TOMATOES,5004,5,SUBMISSION,
117800,TOMATOES,4991,3,,SUBMISSION
118000,TOMATOES,4991,3,,SUBMISSION
118400,TOMATOES,4990,3,,SUBMISSION
122500,TOMATOES,4989,6,,SUBMISSION
123000,TOMATOES,5003,3,SUBMISSION,
123800,TOMATOES,4987,3,,SUBMISSION
124600,TOMATOES,5001,3,SUBMISSION,
124800,TOMATOES,5002,3,SUBMISSION,
125300,TOMATOES,4986,3,,SUBMISSION
125900,TOMATOES,4986,4,,SUBMISSION
126100,TOMATOES,5000,3,SUBMISSION,
126400,TOMATOES,5001,3,SUBMISSION,
129400,TOMATOES,5000,4,SUBMISSION,
129500,TOMATOES,4986,3,,SUBMISSION
129700,TOMATOES,4987,5,,SUBMISSION
129900,TOMATOES,5001,3,SUBMISSION,
130500,TOMATOES,4985,3,,SUBMISSION
131500,TOMATOES,4999,3,SUBMISSION,
132200,TOMATOES,5000,3,SUBMISSION,
134000,TOMATOES,4987,5,,SUBMISSION
134600,TOMATOES,5000,4,SUBMISSION,
134900,TOMATOES,4985,3,,SUBMISSION
135900,TOMATOES,4986,5,,SUBMISSION
136000,TOMATOES,5000,3,SUBMISSION,
136100,TOMATOES,5000,3,SUBMISSION,
136300,TOMATOES,5001,6,SUBMISSION,
136300,TOMATOES,5001,1,SUBMISSION,
136500,TOMATOES,4986,3,,SUBMISSION
136700,TOMATOES,4985,3,,SUBMISSION
137800,TOMATOES,5001,3,SUBMISSION,
138600,TOMATOES,4987,5,,SUBMISSION
139700,TOMATOES,5001,3,SUBMISSION,
140200,TOMATOES,4986,6,,SUBMISSION
140800,TOMATOES,5000,4,SUBMISSION,
140900,TOMATOES,5002,3,SUBMISSION,
141200,TOMATOES,5002,3,SUBMISSION,
141300,TOMATOES,4989,4,,SUBMISSION
141500,TOMATOES,5002,3,SUBMISSION,
141700,TOMATOES,5003,5,SUBMISSION,
142000,TOMATOES,4988,5,,SUBMISSION
142100,TOMATOES,4987,3,,SUBMISSION
142900,TOMATOES,4987,3,,SUBMISSION
144300,TOMATOES,4987,3,,SUBMISSION
144500,TOMATOES,4999,3,SUBMISSION,
145700,TOMATOES,5000,3,SUBMISSION,
147000,TOMATOES,4985,3,,SUBMISSION
147300,TOMATOES,4999,4,SUBMISSION,
147600,TOMATOES,4985,3,,SUBMISSION
149100,TOMATOES,4999,4,SUBMISSION,
149300,TOMATOES,4984,3,,SUBMISSION
149700,TOMATOES,4984,3,,SUBMISSION
151200,TOMATOES,4997,3,SUBMISSION,
151600,TOMATOES,4997,4,SUBMISSION,
151900,TOMATOES,4983,4,,SUBMISSION
152900,TOMATOES,4996,3,SUBMISSION,
153100,TOMATOES,4983,3,,SUBMISSION
153500,TOMATOES,4982,3,,SUBMISSION
154200,TOMATOES,4995,3,SUBMISSION,
154300,TOMATOES,4996,4,SUBMISSION,
155900,TOMATOES,4984,4,,SUBMISSION
156600,TOMATOES,4983,6,,SUBMISSION
156900,TOMATOES,4997,3,SUBMISSION,
158400,TOMATOES,4980,3,,SUBMISSION
158600,TOMATOES,4977,3,,SUBMISSION
159300,TOMATOES,4991,3,SUBMISSION,
159400,TOMATOES,4991,4,SUBMISSION,
159600,TOMATOES,4977,3,,SUBMISSION
160300,TOMATOES,4992,4,SUBMISSION,
160700,TOMATOES,4978,3,,SUBMISSION
160900,TOMATOES,4990,4,SUBMISSION,
161700,TOMATOES,4976,3,,SUBMISSION
162600,TOMATOES,4975,3,,SUBMISSION
162800,TOMATOES,4989,3,SUBMISSION,
163200,TOMATOES,4989,5,SUBMISSION,
164900,TOMATOES,4978,3,,SUBMISSION
165100,TOMATOES,4992,3,SUBMISSION,
165200,TOMATOES,4978,3,,SUBMISSION
165300,TOMATOES,4992,3,SUBMISSION,
165500,TOMATOES,4991,3,SUBMISSION,
167800,TOMATOES,4981,3,,SUBMISSION
167900,TOMATOES,4981,5,,SUBMISSION
168100,TOMATOES,4995,3,SUBMISSION,
169400,TOMATOES,4996,3,SUBMISSION,
169900,TOMATOES,4981,3,,SUBMISSION
173100,TOMATOES,4997,3,SUBMISSION,
173600,TOMATOES,4999,3,SUBMISSION,
174500,TOMATOES,4985,3,,SUBMISSION
175000,TOMATOES,4984,3,,SUBMISSION
179500,TOMATOES,4983,3,,SUBMISSION
180400,TOMATOES,4980,3,,SUBMISSION
180500,TOMATOES,4980,4,,SUBMISSION
180700,TOMATOES,4994,3,SUBMISSION,
180900,TOMATOES,4995,3,SUBMISSION,
181100,TOMATOES,4996,4,SUBMISSION,
182200,TOMATOES,4997,3,SUBMISSION,
182300,TOMATOES,4997,5,SUBMISSION,
182400,TOMATOES,4982,3,,SUBMISSION
182600,TOMATOES,4981,4,,SUBMISSION
183700,TOMATOES,4996,4,SUBMISSION,
183900,TOMATOES,4982,3,,SUBMISSION
184400,TOMATOES,4981,4,,SUBMISSION
185200,TOMATOES,4997,3,SUBMISSION,
185800,TOMATOES,4998,3,SUBMISSION,
187000,TOMATOES,4985,5,,SUBMISSION
187100,TOMATOES,5000,3,SUBMISSION,
187300,TOMATOES,5001,3,SUBMISSION,
187800,TOMATOES,5002,3,SUBMISSION,
188400,TOMATOES,4988,3,,SUBMISSION
189000,TOMATOES,4987,4,,SUBMISSION
189200,TOMATOES,5001,4,SUBMISSION,
189300,TOMATOES,4986,4,,SUBMISSION
189500,TOMATOES,4986,3,,SUBMISSION
191300,TOMATOES,5000,3,SUBMISSION,
192300,TOMATOES,4985,3,,SUBMISSION
192800,TOMATOES,4984,3,,SUBMISSION
193200,TOMATOES,4999,3,SUBMISSION,
193800,TOMATOES,4998,4,SUBMISSION,
194100,TOMATOES,4984,3,,SUBMISSION
194400,TOMATOES,4983,3,,SUBMISSION
195600,TOMATOES,4997,6,SUBMISSION,
195700,TOMATOES,4998,4,SUBMISSION,
195900,TOMATOES,4984,4,,SUBMISSION
197000,TOMATOES,5000,3,SUBMISSION,
197300,TOMATOES,4985,3,,SUBMISSION
199200,TOMATOES,5002,4,SUBMISSION,
199400,TOMATOES,4988,3,,SUBMISSION
200900,TOMATOES,4988,5,,SUBMISSION
201400,TOMATOES,5003,3,SUBMISSION,
201600,TOMATOES,5005,3,SUBMISSION,
202100,TOMATOES,5005,4,SUBMISSION,
202300,TOMATOES,4992,3,,SUBMISSION
202700,TOMATOES,4989,4,,SUBMISSION
202900,TOMATOES,4989,4,,SUBMISSION
203100,TOMATOES,5002,3,SUBMISSION,
203300,TOMATOES,4988,4,,SUBMISSION
204500,TOMATOES,5002,4,SUBMISSION,
205700,TOMATOES,5004,3,SUBMISSION,
206300,TOMATOES,4989,3,,SUBMISSION
206800,TOMATOES,4989,4,,SUBMISSION
207300,TOMATOES,5003,4,SUBMISSION,
207800,TOMATOES,5004,3,SUBMISSION,
208900,TOMATOES,4990,3,,SUBMISSION
209800,TOMATOES,5006,4,SUBMISSION,
212700,TOMATOES,4994,3,,SUBMISSION
213000,TOMATOES,4992,3,,SUBMISSION
215200,TOMATOES,4990,6,,SUBMISSION
215400,TOMATOES,5003,3,SUBMISSION,
215600,TOMATOES,5003,3,SUBMISSION,
215700,TOMATOES,4988,4,,SUBMISSION
216400,TOMATOES,5002,3,SUBMISSION,
217300,TOMATOES,4987,3,,SUBMISSION
217800,TOMATOES,5000,5,SUBMISSION,
218100,TOMATOES,4986,3,,SUBMISSION
220300,TOMATOES,4981,3,,SUBMISSION
220500,TOMATOES,4979,3,,SUBMISSION
220800,TOMATOES,4979,3,,SUBMISSION
221000,TOMATOES,4992,7,SUBMISSION,
221500,TOMATOES,4994,3,SUBMISSION,
221600,TOMATOES,4980,3,,SUBMISSION
221800,TOMATOES,4993,3,SUBMISSION,
222300,TOMATOES,4994,3,SUBMISSION,
223700,TOMATOES,4996,5,SUBMISSION,
224100,TOMATOES,4982,3,,SUBMISSION
224200,TOMATOES,4982,4,,SUBMISSION
224400,TOMATOES,4996,3,SUBMISSION,
226600,TOMATOES,4998,3,SUBMISSION,
228000,TOMATOES,4984,3,,SUBMISSION
228500,TOMATOES,4983,5,,SUBMISSION
229200,TOMATOES,4980,3,,SUBMISSION
230700,TOMATOES,4992,3,SUBMISSION,
231500,TOMATOES,4975,3,,SUBMISSION
231600,TOMATOES,4988,3,SUBMISSION,
232600,TOMATOES,4990,3,SUBMISSION,
232900,TOMATOES,4975,3,,SUBMISSION
233300,TOMATOES,4990,3,SUBMISSION,
235200,TOMATOES,4975,4,,SUBMISSION
235400,TOMATOES,4989,4,SUBMISSION,
235800,TOMATOES,4990,3,SUBMISSION,
237600,TOMATOES,4993,5,SUBMISSION,
237800,TOMATOES,4978,3,,SUBMISSION
238000,TOMATOES,4977,3,,SUBMISSION
239000,TOMATOES,4977,3,,SUBMISSION
240300,TOMATOES,4991,6,SUBMISSION,
240500,TOMATOES,4977,3,,SUBMISSION
240800,TOMATOES,4976,3,,SUBMISSION
241400,TOMATOES,4993,4,SUBMISSION,
241800,TOMATOES,4994,3,SUBMISSION,
242300,TOMATOES,4979,3,,SUBMISSION
242600,TOMATOES,4978,3,,SUBMISSION
242800,TOMATOES,4979,3,,SUBMISSION
242900,TOMATOES,4993,3,SUBMISSION,
243700,TOMATOES,4994,3,SUBMISSION,
244100,TOMATOES,4995,3,SUBMISSION,
245300,TOMATOES,4983,3,,SUBMISSION
245700,TOMATOES,4996,4,SUBMISSION,
246100,TOMATOES,4983,3,,SUBMISSION
246400,TOMATOES,4981,4,,SUBMISSION
247100,TOMATOES,4980,3,,SUBMISSION
248200,TOMATOES,4994,3,SUBMISSION,
249600,TOMATOES,4978,4,,SUBMISSION
250000,TOMATOES,4977,5,,SUBMISSION
250200,TOMATOES,4991,3,SUBMISSION,
250400,TOMATOES,4991,3,SUBMISSION,
251100,TOMATOES,4992,3,SUBMISSION,
252400,TOMATOES,4992,4,SUBMISSION,
253000,TOMATOES,4978,3,,SUBMISSION
253300,TOMATOES,4992,4,SUBMISSION,
253500,TOMATOES,4979,6,,SUBMISSION
253700,TOMATOES,4993,4,SUBMISSION,
254200,TOMATOES,4995,3,SUBMISSION,
254700,TOMATOES,4980,3,,SUBMISSION
255400,TOMATOES,4980,6,,SUBMISSION
255600,TOMATOES,4994,3,SUBMISSION,
256700,TOMATOES,4979,4,,SUBMISSION
256900,TOMATOES,4993,3,SUBMISSION,
257200,TOMATOES,4993,3,SUBMISSION,
258700,TOMATOES,4994,3,SUBMISSION,
260100,TOMATOES,4981,3,,SUBMISSION
262500,TOMATOES,4981,3,,SUBMISSION
262700,TOMATOES,4980,3,,SUBMISSION
263200,TOMATOES,4995,3,SUBMISSION,
263800,TOMATOES,4996,3,SUBMISSION,
264800,TOMATOES,4980,3,,SUBMISSION
266100,TOMATOES,4993,4,SUBMISSION,
266600,TOMATOES,4979,4,,SUBMISSION
268300,TOMATOES,4994,3,SUBMISSION,
269700,TOMATOES,4980,4,,SUBMISSION
269900,TOMATOES,4993,6,SUBMISSION,
270200,TOMATOES,4979,3,,SUBMISSION
270500,TOMATOES,4978,3,,SUBMISSION
270700,TOMATOES,4976,3,,SUBMISSION
271400,TOMATOES,4991,3,SUBMISSION,
271600,TOMATOES,4992,6,SUBMISSION,
272100,TOMATOES,4978,3,,SUBMISSION
272600,TOMATOES,4976,3,,SUBMISSION
272800,TOMATOES,4991,4,SUBMISSION,
275000,TOMATOES,4992,3,SUBMISSION,
275200,TOMATOES,4979,3,,SUBMISSION
275500,TOMATOES,4979,4,,SUBMISSION
275700,TOMATOES,4992,3,SUBMISSION,
276200,TOMATOES,4995,3,SUBMISSION,
276500,TOMATOES,4995,3,SUBMISSION,
276900,TOMATOES,4981,3,,SUBMISSION
277400,TOMATOES,4980,3,,SUBMISSION
278400,TOMATOES,4996,5,SUBMISSION,
278800,TOMATOES,4981,3,,SUBMISSION
279200,TOMATOES,4980,7,,SUBMISSION
279400,TOMATOES,4993,4,SUBMISSION,
279600,TOMATOES,4978,3,,SUBMISSION
280100,TOMATOES,4977,7,,SUBMISSION
280300,TOMATOES,4990,3,SUBMISSION,
280700,TOMATOES,4990,3,SUBMISSION,
281000,TOMATOES,4991,3,SUBMISSION,
281800,TOMATOES,4976,4,,SUBMISSION
282000,TOMATOES,4990,3,SUBMISSION,
282500,TOMATOES,4990,5,SUBMISSION,
282700,TOMATOES,4976,3,,SUBMISSION
283300,TOMATOES,4976,3,,SUBMISSION
283500,TOMATOES,4990,3,SUBMISSION,
283900,TOMATOES,4990,4,SUBMISSION,
284100,TOMATOES,4976,3,,SUBMISSION
284400,TOMATOES,4975,4,,SUBMISSION
284700,TOMATOES,4974,4,,SUBMISSION
284900,TOMATOES,4988,3,SUBMISSION,
285800,TOMATOES,4986,5,SUBMISSION,
285900,TOMATOES,4973,5,,SUBMISSION
286200,TOMATOES,4988,4,SUBMISSION,
286800,TOMATOES,4989,4,SUBMISSION,
286900,TOMATOES,4975,3,,SUBMISSION
287100,TOMATOES,4988,5,SUBMISSION,
289300,TOMATOES,4978,3,,SUBMISSION
290300,TOMATOES,4977,3,,SUBMISSION
292800,TOMATOES,4993,3,SUBMISSION,
295100,TOMATOES,4979,3,,SUBMISSION
295400,TOMATOES,4979,4,,SUBMISSION
295900,TOMATOES,4992,3,SUBMISSION,
296200,TOMATOES,4992,3,SUBMISSION,
298800,TOMATOES,4996,3,SUBMISSION,
299200,TOMATOES,4981,3,,SUBMISSION
300200,TOMATOES,4979,4,,SUBMISSION
300400,TOMATOES,4993,3,SUBMISSION,
300700,TOMATOES,4978,3,,SUBMISSION
301600,TOMATOES,4978,5,,SUBMISSION
301800,TOMATOES,4991,3,SUBMISSION,
302100,TOMATOES,4992,3,SUBMISSION,
302500,TOMATOES,4977,3,,SUBMISSION
302800,TOMATOES,4991,3,SUBMISSION,
303800,TOMATOES,4975,3,,SUBMISSION
305000,TOMATOES,4989,3,SUBMISSION,
305300,TOMATOES,4990,3,SUBMISSION,
307500,TOMATOES,4975,3,,SUBMISSION
309700,TOMATOES,4989,3,SUBMISSION,
309900,TOMATOES,4990,3,SUBMISSION,
310600,TOMATOES,4975,4,,SUBMISSION
310700,TOMATOES,4975,3,,SUBMISSION
311000,TOMATOES,4989,3,SUBMISSION,
312800,TOMATOES,4990,3,SUBMISSION,
313300,TOMATOES,4975,3,,SUBMISSION
316400,TOMATOES,4974,5,,SUBMISSION
316500,TOMATOES,4988,3,SUBMISSION,
316800,TOMATOES,4989,4,SUBMISSION,
317100,TOMATOES,4990,3,SUBMISSION,
318100,TOMATOES,4978,3,,SUBMISSION
319100,TOMATOES,4991,3,SUBMISSION,
321000,TOMATOES,4978,5,,SUBMISSION
321200,TOMATOES,4976,4,,SUBMISSION
321500,TOMATOES,4976,5,,SUBMISSION
321500,TOMATOES,4976,1,,SUBMISSION
321700,TOMATOES,4990,4,SUBMISSION,
321900,TOMATOES,4991,4,SUBMISSION,
322300,TOMATOES,4992,3,SUBMISSION,
322900,TOMATOES,4976,3,,SUBMISSION
324100,TOMATOES,4991,3,SUBMISSION,
324300,TOMATOES,4992,3,SUBMISSION,
324700,TOMATOES,4978,3,,SUBMISSION
325100,TOMATOES,4976,3,,SUBMISSION
325800,TOMATOES,4992,3,SUBMISSION,
326500,TOMATOES,4993,3,SUBMISSION,
327000,TOMATOES,4980,4,,SUBMISSION
327500,TOMATOES,4994,3,SUBMISSION,
328100,TOMATOES,4994,3,SUBMISSION,
328500,TOMATOES,4981,3,,SUBMISSION
329000,TOMATOES,4979,3,,SUBMISSION
331500,TOMATOES,4978,3,,SUBMISSION
332100,TOMATOES,4992,4,SUBMISSION,
332400,TOMATOES,4978,3,,SUBMISSION
332500,TOMATOES,4978,4,,SUBMISSION
332600,TOMATOES,4993,3,SUBMISSION,
333100,TOMATOES,4992,3,SUBMISSION,
333500,TOMATOES,4994,3,SUBMISSION,
335800,TOMATOES,4997,6,SUBMISSION,
336000,TOMATOES,4983,3,,SUBMISSION
336500,TOMATOES,4981,3,,SUBMISSION
336700,TOMATOES,4982,3,,SUBMISSION
336900,TOMATOES,4982,4,,SUBMISSION
337100,TOMATOES,4997,4,SUBMISSION,
337600,TOMATOES,4981,6,,SUBMISSION
338300,TOMATOES,4994,3,SUBMISSION,
339000,TOMATOES,4980,3,,SUBMISSION
339200,TOMATOES,4993,3,SUBMISSION,
339400,TOMATOES,4994,3,SUBMISSION,
339800,TOMATOES,4993,3,SUBMISSION,
339900,TOMATOES,4980,4,,SUBMISSION
340300,TOMATOES,4995,3,SUBMISSION,
341100,TOMATOES,4996,5,SUBMISSION,
341300,TOMATOES,4982,3,,SUBMISSION
342400,TOMATOES,4983,3,,SUBMISSION
343700,TOMATOES,4997,3,SUBMISSION,
343900,TOMATOES,4984,3,,SUBMISSION
344200,TOMATOES,4983,3,,SUBMISSION
345200,TOMATOES,4998,5,SUBMISSION,
345800,TOMATOES,4984,6,,SUBMISSION
346100,TOMATOES,4998,3,SUBMISSION,
346600,TOMATOES,4999,3,SUBMISSION,
347000,TOMATOES,5001,3,SUBMISSION,
347700,TOMATOES,4987,3,,SUBMISSION
348200,TOMATOES,4985,4,,SUBMISSION
349100,TOMATOES,5001,3,SUBMISSION,
350000,TOMATOES,4986,3,,SUBMISSION
352300,TOMATOES,5001,3,SUBMISSION,
353500,TOMATOES,4989,3,,SUBMISSION
353800,TOMATOES,5002,3,SUBMISSION,
353900,TOMATOES,4989,3,,SUBMISSION
354000,TOMATOES,5002,3,SUBMISSION,
355900,TOMATOES,5004,5,SUBMISSION,
357000,TOMATOES,4991,4,,SUBMISSION
357100,TOMATOES,5006,4,SUBMISSION,
357300,TOMATOES,4992,7,,SUBMISSION
357600,TOMATOES,5006,3,SUBMISSION,
358100,TOMATOES,4990,4,,SUBMISSION
359700,TOMATOES,5005,4,SUBMISSION,
360000,TOMATOES,4991,3,,SUBMISSION
360700,TOMATOES,5007,3,SUBMISSION,
361300,TOMATOES,4991,3,,SUBMISSION
361800,TOMATOES,4990,3,,SUBMISSION
362400,TOMATOES,5005,5,SUBMISSION,
363300,TOMATOES,4991,3,,SUBMISSION
363600,TOMATOES,4989,3,,SUBMISSION
364300,TOMATOES,5004,3,SUBMISSION,
364800,TOMATOES,5006,4,SUBMISSION,
365200,TOMATOES,5007,6,SUBMISSION,
365400,TOMATOES,4992,3,,SUBMISSION
365900,TOMATOES,4993,3,,SUBMISSION
366300,TOMATOES,5007,3,SUBMISSION,
366500,TOMATOES,4993,4,,SUBMISSION
367900,TOMATOES,4993,3,,SUBMISSION
368300,TOMATOES,4991,4,,SUBMISSION
368800,TOMATOES,4989,3,,SUBMISSION
369200,TOMATOES,4989,3,,SUBMISSION
369300,TOMATOES,5003,3,SUBMISSION,
369600,TOMATOES,5002,3,SUBMISSION,
370100,TOMATOES,5002,3,SUBMISSION,
371600,TOMATOES,5002,3,SUBMISSION,
371800,TOMATOES,4986,4,,SUBMISSION
372300,TOMATOES,4985,3,,SUBMISSION
372900,TOMATOES,4999,3,SUBMISSION,
373200,TOMATOES,4984,3,,SUBMISSION
373700,TOMATOES,4999,3,SUBMISSION,
373900,TOMATOES,5000,3,SUBMISSION,
374700,TOMATOES,5001,3,SUBMISSION,
375400,TOMATOES,4987,4,,SUBMISSION
375500,TOMATOES,5000,3,SUBMISSION,
375700,TOMATOES,4985,3,,SUBMISSION
376200,TOMATOES,5002,3,SUBMISSION,
378000,TOMATOES,4987,3,,SUBMISSION
378200,TOMATOES,5002,5,SUBMISSION,
