timestamp,cash,realized_pnl,unrealized_pnl,total_pnl,own_trade_count,positions
7800,-301.00,-301.00,0.00,-301.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
7900,-301.00,-301.00,0.00,-301.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
8000,-301.00,-301.00,0.00,-301.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
8100,-301.00,-301.00,0.00,-301.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 0}"
8200,-20305.00,-301.00,-14.00,-315.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
8300,-5344.00,-343.00,-7.50,-350.50,1,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
8400,-5344.00,-343.00,-7.00,-350.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
8500,-5344.00,-343.00,-6.00,-349.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
8600,-5344.00,-343.00,-6.00,-349.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
8700,-5344.00,-343.00,-7.00,-350.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
8800,-5344.00,-343.00,-6.50,-349.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
8900,-5344.00,-343.00,-8.00,-351.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
9000,9617.00,-357.00,-13.00,-370.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -2}"
9100,9617.00,-357.00,-15.00,-372.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -2}"
9200,9617.00,-357.00,-14.00,-371.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -2}"
9300,-10387.00,-385.00,-8.00,-393.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
9400,-10387.00,-385.00,-15.00,-400.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
9500,4571.00,-415.00,-7.00,-422.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
9600,4571.00,-415.00,-10.00,-425.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
9700,4571.00,-415.00,-7.00,-422.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
9800,4571.00,-415.00,-7.00,-422.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
9900,4571.00,-415.00,-8.00,-423.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
10000,4571.00,-415.00,-8.00,-423.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
10100,-10432.00,-430.00,-9.00,-439.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
10200,-10432.00,-430.00,-14.00,-444.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
10300,-10432.00,-430.00,-14.00,-444.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
10400,4526.00,-460.00,-7.00,-467.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
10500,4526.00,-460.00,-7.50,-467.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
10600,4526.00,-460.00,-7.00,-467.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
10700,4526.00,-460.00,-6.50,-466.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
10800,19481.00,-460.00,-27.00,-487.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
10900,19481.00,-460.00,-25.00,-485.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11000,19481.00,-460.00,-27.00,-487.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11100,19481.00,-460.00,-25.00,-485.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11200,19481.00,-460.00,-25.00,-485.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11300,19481.00,-460.00,-27.00,-487.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11400,19481.00,-460.00,-25.00,-485.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11500,19481.00,-460.00,-23.00,-483.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11600,19481.00,-460.00,-29.00,-489.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11700,19481.00,-460.00,-27.00,-487.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11800,19481.00,-460.00,-29.00,-489.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
11900,4484.00,-501.25,-7.25,-508.50,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
12000,4484.00,-501.25,-7.75,-509.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
12100,4484.00,-501.25,-7.25,-508.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
12200,4484.00,-501.25,-8.25,-509.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
12300,4484.00,-501.25,-8.25,-509.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
12400,-10516.00,-516.00,-13.00,-529.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
12500,-10516.00,-516.00,-13.00,-529.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
12600,-10516.00,-516.00,-16.00,-532.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
12700,-10516.00,-516.00,-15.00,-531.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
12800,-10516.00,-516.00,-14.00,-530.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
12900,-10516.00,-516.00,-15.00,-531.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
13000,-10516.00,-516.00,-14.00,-530.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
13100,-10516.00,-516.00,-8.00,-524.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
13200,-10516.00,-516.00,-15.00,-531.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
13300,-10516.00,-516.00,-15.00,-531.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
13400,-10516.00,-516.00,-15.00,-531.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
13500,4439.00,-546.00,-7.00,-553.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
13600,4439.00,-546.00,-10.00,-556.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
13700,4439.00,-546.00,-7.00,-553.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
13800,4439.00,-546.00,-7.00,-553.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
13900,4439.00,-546.00,-7.00,-553.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
14000,4439.00,-546.00,-6.50,-552.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
14100,4439.00,-546.00,-6.50,-552.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
14200,4439.00,-546.00,-6.00,-552.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
14300,19388.00,-546.00,-26.00,-572.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
14400,19388.00,-546.00,-26.00,-572.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
14500,19388.00,-546.00,-26.00,-572.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -4}"
14600,4397.00,-586.50,-10.50,-597.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
14700,4397.00,-586.50,-6.50,-593.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
14800,4397.00,-586.50,-7.50,-594.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
14900,4397.00,-586.50,-7.00,-593.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15000,4397.00,-586.50,-7.50,-594.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15100,4397.00,-586.50,-8.00,-594.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15200,4397.00,-586.50,-7.50,-594.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15300,4397.00,-586.50,-8.00,-594.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15400,4397.00,-586.50,-8.50,-595.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15500,4397.00,-586.50,-9.00,-595.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15600,4397.00,-586.50,-8.50,-595.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15700,4397.00,-586.50,-8.50,-595.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15800,4397.00,-586.50,-9.00,-595.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
15900,4397.00,-586.50,-8.00,-594.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
16000,4397.00,-586.50,-8.50,-595.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
16100,4397.00,-586.50,-8.00,-594.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
16200,-15599.00,-602.00,-12.00,-614.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 3}"
16300,-15599.00,-602.00,-19.50,-621.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 3}"
16400,9326.00,-644.00,-7.00,-651.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -2}"
16500,9326.00,-644.00,-15.00,-659.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -2}"
16600,-5674.00,-674.00,-7.00,-681.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
16700,-5674.00,-674.00,-7.00,-681.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
16800,-5674.00,-674.00,-7.50,-681.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
16900,-5674.00,-674.00,-7.50,-681.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
17000,-5674.00,-674.00,-7.00,-681.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
17100,-5674.00,-674.00,-7.00,-681.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
17200,-5674.00,-674.00,-7.00,-681.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
17300,-5674.00,-674.00,-7.00,-681.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
17400,-5674.00,-674.00,-6.00,-680.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
17500,-20677.00,-674.00,-25.00,-699.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
17600,-20677.00,-674.00,-27.00,-701.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
17700,-20677.00,-674.00,-31.00,-705.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 4}"
17800,-5719.00,-718.25,-8.25,-726.50,1,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
17900,-5719.00,-718.25,-9.25,-727.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18000,-5719.00,-718.25,-6.25,-724.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18100,-5719.00,-718.25,-7.75,-726.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18200,-5719.00,-718.25,-7.75,-726.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18300,-5719.00,-718.25,-7.75,-726.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18400,-5719.00,-718.25,-7.25,-725.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18500,-5719.00,-718.25,-6.75,-725.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18600,-5719.00,-718.25,-6.75,-725.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 1}"
18700,-25723.00,-718.25,-19.75,-738.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
18800,-25723.00,-718.25,-32.25,-750.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
18900,-25723.00,-718.25,-32.25,-750.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
19000,-25723.00,-718.25,-32.25,-750.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
19100,-25723.00,-718.25,-32.25,-750.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
19200,-10762.00,-760.10,-13.90,-774.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
19300,-10762.00,-760.10,-15.90,-776.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
19400,-10762.00,-760.10,-14.90,-775.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
19500,4196.00,-790.00,-6.50,-796.50,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
19600,4196.00,-790.00,-7.00,-797.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
19700,4196.00,-790.00,-7.00,-797.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
19800,4196.00,-790.00,-7.00,-797.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
19900,4196.00,-790.00,-7.50,-797.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
20000,4196.00,-790.00,-8.00,-798.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
20100,4196.00,-790.00,-8.00,-798.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
20200,4196.00,-790.00,-8.50,-798.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
20300,4196.00,-790.00,-8.00,-798.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
20400,-10810.00,-806.00,-14.00,-820.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
20500,-10810.00,-806.00,-14.00,-820.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
20600,-10810.00,-806.00,-15.00,-821.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
20700,-10810.00,-806.00,-16.00,-822.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
20800,-10810.00,-806.00,-16.00,-822.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
20900,-10810.00,-806.00,-17.00,-823.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
21000,-10810.00,-806.00,-17.00,-823.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
21100,4151.00,-836.00,-6.50,-842.50,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21200,4151.00,-836.00,-6.50,-842.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21300,4151.00,-836.00,-7.00,-843.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21400,4151.00,-836.00,-6.50,-842.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21500,4151.00,-836.00,-7.00,-843.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21600,4151.00,-836.00,-6.50,-842.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21700,4151.00,-836.00,-7.50,-843.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21800,4151.00,-836.00,-7.00,-843.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
21900,4151.00,-836.00,-6.50,-842.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22000,4151.00,-836.00,-6.00,-842.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22100,4151.00,-836.00,-6.50,-842.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22200,4151.00,-836.00,-7.00,-843.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22300,4151.00,-836.00,-3.50,-839.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22400,24103.00,-836.00,-13.50,-849.50,1,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
22500,24103.00,-836.00,-31.00,-867.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -5}"
22600,4103.00,-884.80,-5.70,-890.50,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22700,4103.00,-884.80,-5.70,-890.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22800,4103.00,-884.80,-5.70,-890.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
22900,-10903.00,-899.00,-14.00,-913.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
23000,-10903.00,-899.00,-16.00,-915.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
23100,-10903.00,-899.00,-16.00,-915.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
23200,-10903.00,-899.00,-15.00,-914.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
23300,-25909.00,-899.00,-22.50,-921.50,1,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
23400,-25909.00,-899.00,-32.50,-931.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
23500,-25909.00,-899.00,-35.00,-934.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
23600,-25909.00,-899.00,-32.50,-931.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
23700,-25909.00,-899.00,-32.50,-931.50,0,"{""EMERALDS"": 0, ""TOMATOES"": 5}"
23800,-10945.00,-941.00,-15.00,-956.00,1,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
23900,-10945.00,-941.00,-15.00,-956.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
24000,-10945.00,-941.00,-16.00,-957.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
24100,-10945.00,-941.00,-16.00,-957.00,0,"{""EMERALDS"": 0, ""TOMATOES"": 2}"
24200,4016.00,-971.00,-7.00,-978.00,1,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
24300,4016.00,-971.00,-6.50,-977.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
24400,4016.00,-971.00,-6.50,-977.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
24500,4016.00,-971.00,-7.00,-978.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
24600,4016.00,-971.00,-7.50,-978.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
24700,4016.00,-971.00,-8.00,-979.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
24800,4016.00,-971.00,-7.50,-978.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
24900,4016.00,-971.00,-8.00,-979.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
25000,4016.00,-971.00,-8.00,-979.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
25100,4016.00,-971.00,-7.50,-978.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
25200,4016.00,-971.00,-7.50,-978.50,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
25300,4016.00,-971.00,-8.00,-979.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
25400,4016.00,-971.00,-8.00,-979.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
25500,4016.00,-971.00,-8.00,-979.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
25600,4016.00,-971.00,-8.00,-979.00,0,"{""EMERALDS"": 0, ""TOMATOES"": -1}"
