day,timestamp,cash,equity,gross_exposure,drawdown,stopped,open_positions,max_abs_position
3,169000,-3908.0,-3164.0,744.0,57608.0,1,4,62
3,176500,-3908.0,-3908.0,0.0,58352.0,1,4,62
3,177200,-3908.0,-3908.0,0.0,58352.0,1,4,62
3,179200,-3908.0,-3908.0,0.0,58352.0,1,4,62
3,180300,4221.0,-3249.0,7470.0,57693.0,1,4,62
3,180900,4221.0,4221.0,0.0,50223.0,1,4,62
3,181700,4221.0,4221.0,0.0,50223.0,1,4,62
3,188700,4221.0,4221.0,0.0,50223.0,1,4,62
3,190400,4221.0,4221.0,0.0,50223.0,1,4,62
3,197100,4221.0,4221.0,0.0,50223.0,1,4,62
3,197800,-3309.0,-3309.0,0.0,57753.0,1,3,62
3,198700,-3309.0,-3309.0,0.0,57753.0,1,3,62
3,199700,-3309.0,-3309.0,0.0,57753.0,1,3,62
3,204700,-3309.0,-3309.0,0.0,57753.0,1,3,62
3,205200,-3309.0,-3309.0,0.0,57753.0,1,3,62
3,208200,-2937.0,-3129.0,192.0,57573.0,1,3,62
3,209500,-3333.0,-3138.0,195.0,57582.0,1,3,62
3,212600,-3333.0,-3333.0,0.0,57777.0,1,3,62
3,215300,-3333.0,-3333.0,0.0,57777.0,1,3,62
3,226100,-3333.0,-3333.0,0.0,57777.0,1,3,62
3,226400,-2181.0,5703.0,7884.0,48741.0,1,3,54
3,229200,-2181.0,-2181.0,0.0,56625.0,1,3,54
3,229500,-2181.0,-2181.0,0.0,56625.0,1,3,54
3,231300,-381.0,6003.0,6384.0,48441.0,1,3,42
3,240300,-9.0,-201.0,192.0,54645.0,1,3,42
3,241600,992.0,6067.0,5075.0,48377.0,1,3,35
3,242900,608.0,794.0,186.0,53650.0,1,3,35
3,245000,968.0,785.0,183.0,53659.0,1,3,35
3,246300,968.0,968.0,0.0,53476.0,1,3,35
3,247600,572.0,764.0,192.0,53680.0,1,3,35
3,248300,572.0,572.0,0.0,53872.0,1,3,35
3,248900,572.0,572.0,0.0,53872.0,1,3,35
3,249700,572.0,572.0,0.0,53872.0,1,3,35
3,252500,572.0,572.0,0.0,53872.0,1,3,35
3,253200,572.0,572.0,0.0,53872.0,1,3,35
3,258300,-14404.0,-9452.0,4952.0,63896.0,1,3,35
3,259400,-14404.0,-14404.0,0.0,68848.0,1,3,35
3,261000,-14404.0,-14404.0,0.0,68848.0,1,3,35
3,263500,-14404.0,-14404.0,0.0,68848.0,1,3,35
3,265000,308.0,-9584.0,9892.0,64028.0,1,3,35
3,270800,308.0,308.0,0.0,54136.0,1,3,35
3,270900,2012.0,5324.0,3312.0,49120.0,1,3,23
3,275400,2012.0,2012.0,0.0,52432.0,1,3,23
3,277600,2012.0,2012.0,0.0,52432.0,1,3,23
3,281300,-10478.0,-8001.0,2477.0,62445.0,1,3,23
3,282000,-10478.0,-10478.0,0.0,64922.0,1,3,23
3,282700,-10478.0,-10478.0,0.0,64922.0,1,3,23
3,285000,1852.0,-8096.0,9948.0,62540.0,1,3,23
3,286100,1852.0,1852.0,0.0,52592.0,1,3,23
3,290400,2200.0,2020.0,180.0,52424.0,1,3,23
3,292000,2200.0,2200.0,0.0,52244.0,1,3,23
3,294300,2200.0,2200.0,0.0,52244.0,1,3,23
3,294700,2200.0,2200.0,0.0,52244.0,1,3,23
3,294900,2200.0,2200.0,0.0,52244.0,1,3,23
3,297400,2200.0,2200.0,0.0,52244.0,1,3,23
3,312900,2200.0,2200.0,0.0,52244.0,1,3,23
3,313200,2200.0,2200.0,0.0,52244.0,1,3,23
3,318600,2200.0,2200.0,0.0,52244.0,1,3,23
3,323400,1840.0,2014.0,174.0,52430.0,1,3,23
3,325900,1840.0,1840.0,0.0,52604.0,1,3,23
3,329900,1840.0,1840.0,0.0,52604.0,1,3,23
3,333200,-13124.0,-8178.0,4946.0,62622.0,1,3,23
3,333500,-13124.0,-13124.0,0.0,67568.0,1,3,23
3,334500,-13124.0,-13124.0,0.0,67568.0,1,3,23
3,335300,-13124.0,-13124.0,0.0,67568.0,1,3,23
3,337000,-13124.0,-13124.0,0.0,67568.0,1,3,23
3,337300,-13124.0,-13124.0,0.0,67568.0,1,3,23
3,341800,-13124.0,-13124.0,0.0,67568.0,1,3,23
3,342500,-4570.0,-8267.5,3697.5,62711.5,1,3,23
3,344600,-4570.0,-4570.0,0.0,59014.0,1,3,23
3,349000,-4570.0,-4570.0,0.0,59014.0,1,3,23
3,349400,-2974.0,-1489.0,1485.0,55933.0,1,3,11
3,351500,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,352500,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,353900,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,354700,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,355100,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,355500,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,357800,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,360600,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,360800,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,361400,-2974.0,-2974.0,0.0,57418.0,1,3,11
3,362900,-17758.0,-6760.0,10998.0,61204.0,1,3,11
3,367200,-17758.0,-17758.0,0.0,72202.0,1,3,11
3,369100,-3142.0,-6827.5,3685.5,61271.5,1,3,11
3,374900,-3142.0,-3142.0,0.0,57586.0,1,3,11
3,376300,-2770.0,-2959.0,189.0,57403.0,1,3,11
3,377300,-3178.0,-2980.0,198.0,57424.0,1,3,11
3,377900,-1378.0,-1530.0,152.0,55974.0,1,3,6
3,378300,-1378.0,-1378.0,0.0,55822.0,1,3,6
3,382500,-1126.0,-1162.5,36.5,55606.5,1,3,3
3,383200,-1582.0,-1175.0,407.0,55619.0,1,3,11
3,384000,-3490.0,-1763.0,1727.0,56207.0,1,3,11
3,386900,-3094.0,-3128.0,34.0,57572.0,1,3,11
3,387900,-3094.0,-3094.0,0.0,57538.0,1,3,11
3,390800,-3094.0,-3094.0,0.0,57538.0,1,3,11
3,396200,-3094.0,-3094.0,0.0,57538.0,1,3,11
3,396400,-3094.0,-3094.0,0.0,57538.0,1,3,11
3,399200,-3094.0,-3094.0,0.0,57538.0,1,3,11
3,400700,-3550.0,-3143.0,407.0,57587.0,1,3,11
3,406900,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,409800,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,410000,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,411700,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,414700,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,418100,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,420000,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,421400,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,424300,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,425500,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,426000,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,426900,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,427800,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,431000,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,431300,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,431500,-3550.0,-3550.0,0.0,57994.0,1,3,11
3,433800,-2770.0,-2112.5,657.5,56556.5,1,3,11
3,434400,-2770.0,-2770.0,0.0,57214.0,1,3,11
3,436400,-2770.0,-2770.0,0.0,57214.0,1,3,11
3,437100,-2770.0,-2770.0,0.0,57214.0,1,3,11
3,438900,-2770.0,-2770.0,0.0,57214.0,1,3,11
3,443200,-2770.0,-2770.0,0.0,57214.0,1,3,11
3,446100,-2494.0,-2517.5,23.5,56961.5,1,3,5
3,446600,-2494.0,-2494.0,0.0,56938.0,1,3,5
3,449000,-2494.0,-2494.0,0.0,56938.0,1,3,5
3,449200,-1018.0,-1893.0,875.0,56337.0,1,3,7
3,450200,-1018.0,-1018.0,0.0,55462.0,1,3,7
3,450800,-1018.0,-1018.0,0.0,55462.0,1,3,7
3,451700,-1018.0,-1018.0,0.0,55462.0,1,3,7
3,454900,-1318.0,-1054.0,264.0,55498.0,1,3,11
3,456000,-1318.0,-1318.0,0.0,55762.0,1,3,11
3,456100,-1042.0,-1065.5,23.5,55509.5,1,3,7
3,458700,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,460000,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,460400,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,462300,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,462800,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,464000,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,464100,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,464200,-1042.0,-1042.0,0.0,55486.0,1,3,7
3,466400,-14495.0,-4791.0,9704.0,59235.0,1,3,8
3,466500,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,469300,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,472500,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,473100,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,476200,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,479500,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,480000,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,484000,-14495.0,-14495.0,0.0,68939.0,1,3,8
3,485400,-14795.0,-14525.5,269.5,68969.5,1,3,11
3,491200,-14795.0,-14795.0,0.0,69239.0,1,3,11
3,491400,-14795.0,-14795.0,0.0,69239.0,1,3,11
3,496600,-14795.0,-14795.0,0.0,69239.0,1,3,11
3,497800,-14795.0,-14795.0,0.0,69239.0,1,3,11
3,498300,-14795.0,-14795.0,0.0,69239.0,1,3,11
3,498800,-14795.0,-14795.0,0.0,69239.0,1,3,11
3,499500,-14795.0,-14795.0,0.0,69239.0,1,3,11
3,500700,-14555.0,-14575.5,20.5,69019.5,1,3,8
3,501900,-15983.0,-15398.0,585.0,69842.0,1,3,8
3,505600,-15983.0,-15983.0,0.0,70427.0,1,3,8
3,507000,-15983.0,-15983.0,0.0,70427.0,1,3,8
3,508900,-15983.0,-15983.0,0.0,70427.0,1,3,8
3,511500,-15983.0,-15983.0,0.0,70427.0,1,3,8
3,511700,-15983.0,-15983.0,0.0,70427.0,1,3,8
3,512900,-15983.0,-15983.0,0.0,70427.0,1,3,8
3,513100,-15983.0,-15983.0,0.0,70427.0,1,3,8
3,530500,-16235.0,-16009.5,225.5,70453.5,1,3,11
3,532700,-16235.0,-16235.0,0.0,70679.0,1,3,11
3,533700,-6747.0,-6747.0,0.0,61191.0,1,2,11
3,534100,-6747.0,-6747.0,0.0,61191.0,1,2,11
3,539800,-6747.0,-6747.0,0.0,61191.0,1,2,11
3,542000,-6747.0,-6747.0,0.0,61191.0,1,2,11
3,544600,-6747.0,-6747.0,0.0,61191.0,1,2,11
3,545200,-6747.0,-6747.0,0.0,61191.0,1,2,11
3,547700,-6747.0,-6747.0,0.0,61191.0,1,2,11
3,548700,-5527.0,-6144.5,617.5,60588.5,1,2,11
3,553800,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,557200,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,558000,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,560400,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,560800,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,564900,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,565400,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,565500,-5527.0,-5527.0,0.0,59971.0,1,2,11
3,565800,-5215.0,-5242.0,27.0,59686.0,1,2,5
3,567900,-5215.0,-5215.0,0.0,59659.0,1,2,5
3,569500,-5215.0,-5215.0,0.0,59659.0,1,2,5
3,570700,-5215.0,-5215.0,0.0,59659.0,1,2,5
3,571100,-5215.0,-5215.0,0.0,59659.0,1,2,5
3,573000,-5215.0,-5215.0,0.0,59659.0,1,2,5
3,574000,-6859.0,-5914.0,945.0,60358.0,1,2,7
3,575300,-5385.0,-5927.0,542.0,60371.0,1,2,4
3,576300,-5385.0,-5385.0,0.0,59829.0,1,2,4
3,577300,-5385.0,-5385.0,0.0,59829.0,1,2,4
3,577800,-5385.0,-5385.0,0.0,59829.0,1,2,4
3,578000,-5385.0,-5385.0,0.0,59829.0,1,2,4
3,580600,-5385.0,-5385.0,0.0,59829.0,1,2,4
3,587800,-5385.0,-5385.0,0.0,59829.0,1,2,4
3,589000,-5515.0,-5413.0,102.0,59857.0,1,2,4
3,595000,-5515.0,-5515.0,0.0,59959.0,1,2,4
3,597200,-5215.0,-5419.0,204.0,59863.0,1,2,8
3,601800,-5215.0,-5215.0,0.0,59659.0,1,2,8
3,606000,-5215.0,-5215.0,0.0,59659.0,1,2,8
3,606500,-5397.0,-5422.5,25.5,59866.5,1,2,4
3,610200,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,612400,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,612900,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,613600,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,616000,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,616500,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,616900,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,619300,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,619700,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,620200,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,621100,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,621300,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,626300,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,627200,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,627400,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,627900,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,628800,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,629100,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,629300,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,629800,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,643100,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,643600,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,645300,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,645600,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,648600,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,649800,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,650800,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,654100,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,654200,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,659000,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,660300,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,662100,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,663100,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,663800,-5397.0,-5397.0,0.0,59841.0,1,2,4
3,665300,-5865.0,-5447.0,418.0,59891.0,1,2,11
3,666300,-5865.0,-5865.0,0.0,60309.0,1,2,11
3,667100,-7869.0,-6549.0,1320.0,60993.0,1,2,11
3,668800,-7869.0,-7869.0,0.0,62313.0,1,2,11
3,670900,-7869.0,-7869.0,0.0,62313.0,1,2,11
3,671000,-7869.0,-7869.0,0.0,62313.0,1,2,11
3,672800,-7869.0,-7869.0,0.0,62313.0,1,2,11
3,673800,-7437.0,-7474.0,37.0,61918.0,1,2,8
3,674300,-7437.0,-7437.0,0.0,61881.0,1,2,8
3,675700,-7437.0,-7437.0,0.0,61881.0,1,2,8
3,677800,-7437.0,-7437.0,0.0,61881.0,1,2,8
3,679200,-7869.0,-7478.5,390.5,61922.5,1,2,11
3,680000,-7869.0,-7869.0,0.0,62313.0,1,2,11
3,680300,-7869.0,-7869.0,0.0,62313.0,1,2,11
3,681200,-7869.0,-7869.0,0.0,62313.0,1,2,11
3,689600,-6081.0,-6685.0,604.0,61129.0,1,2,11
3,691800,-6081.0,-6081.0,0.0,60525.0,1,2,11
3,692100,-6081.0,-6081.0,0.0,60525.0,1,2,11
3,694200,-6081.0,-6081.0,0.0,60525.0,1,2,11
3,694800,-7503.0,-6723.0,780.0,61167.0,1,2,11
3,697100,-7503.0,-7503.0,0.0,61947.0,1,2,11
3,697200,-7503.0,-7503.0,0.0,61947.0,1,2,11
3,697300,-7503.0,-7503.0,0.0,61947.0,1,2,11
3,699300,-7503.0,-7503.0,0.0,61947.0,1,2,11
3,701200,-7503.0,-7503.0,0.0,61947.0,1,2,11
3,703400,-7503.0,-7503.0,0.0,61947.0,1,2,11
3,703900,-7503.0,-7503.0,0.0,61947.0,1,2,11
3,710600,-7059.0,-7097.0,38.0,61541.0,1,2,5
3,711400,-5715.0,-6225.0,510.0,60669.0,1,2,3
3,713500,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,714200,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,715600,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,720600,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,723600,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,728600,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,729100,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,730600,-5715.0,-5715.0,0.0,60159.0,1,2,3
3,730900,-5890.0,-5752.0,138.0,60196.0,1,2,4
3,735000,-5584.0,-5756.5,172.5,60200.5,1,2,5
3,735800,-5584.0,-5584.0,0.0,60028.0,1,2,5
3,737300,-5584.0,-5584.0,0.0,60028.0,1,2,5
3,744300,-5584.0,-5584.0,0.0,60028.0,1,2,5
3,747100,-5968.0,-5751.0,217.0,60195.0,1,2,7
3,748000,-5620.0,-5770.0,150.0,60214.0,1,2,5
3,749000,-5620.0,-5620.0,0.0,60064.0,1,2,5
3,749700,-7396.0,-6082.0,1314.0,60526.0,1,2,9
3,750400,-7396.0,-7396.0,0.0,61840.0,1,2,9
3,752100,-7396.0,-7396.0,0.0,61840.0,1,2,9
3,754200,-7396.0,-7396.0,0.0,61840.0,1,2,9
3,754500,-7396.0,-7396.0,0.0,61840.0,1,2,9
3,759000,-7744.0,-7544.5,199.5,61988.5,1,2,9
3,759200,-7744.0,-7744.0,0.0,62188.0,1,2,9
3,762500,-7744.0,-7744.0,0.0,62188.0,1,2,9
3,763900,-7744.0,-7744.0,0.0,62188.0,1,2,9
3,764100,-7744.0,-7744.0,0.0,62188.0,1,2,9
3,769100,-7744.0,-7744.0,0.0,62188.0,1,2,9
3,769300,-7408.0,-7553.0,145.0,61997.0,1,2,9
3,769600,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,770900,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,771100,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,771800,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,772000,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,774200,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,776600,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,777500,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,778200,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,778600,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,784300,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,785500,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,785600,-7408.0,-7408.0,0.0,61852.0,1,2,9
3,787600,-5560.0,-6029.5,469.5,60473.5,1,2,5
3,788400,-5560.0,-5560.0,0.0,60004.0,1,2,5
3,788900,-5560.0,-5560.0,0.0,60004.0,1,2,5
3,789700,-5560.0,-5560.0,0.0,60004.0,1,2,5
3,792300,-5560.0,-5560.0,0.0,60004.0,1,2,5
3,794000,-5560.0,-5560.0,0.0,60004.0,1,2,5
3,795400,-7444.0,-6049.0,1395.0,60493.0,1,2,9
3,797400,-7444.0,-7444.0,0.0,61888.0,1,2,9
3,799100,-7444.0,-7444.0,0.0,61888.0,1,2,9
3,800100,-7444.0,-7444.0,0.0,61888.0,1,2,9
3,800600,-5632.0,-6091.0,459.0,60535.0,1,2,5
3,802100,-5632.0,-5632.0,0.0,60076.0,1,2,5
3,805600,-5632.0,-5632.0,0.0,60076.0,1,2,5
3,806600,-5632.0,-5632.0,0.0,60076.0,1,2,5
3,806900,-5632.0,-5632.0,0.0,60076.0,1,2,5
3,807000,-5632.0,-5632.0,0.0,60076.0,1,2,5
3,808700,-5854.0,-5817.5,36.5,60261.5,1,2,3
3,809700,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,810100,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,818500,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,821500,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,822900,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,828700,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,830000,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,831600,-5494.0,-5835.0,341.0,60279.0,1,2,11
3,835100,-5842.0,-5813.5,28.5,60257.5,1,2,3
3,836100,-5842.0,-5842.0,0.0,60286.0,1,2,3
3,837300,-5842.0,-5842.0,0.0,60286.0,1,2,3
3,837400,-5842.0,-5842.0,0.0,60286.0,1,2,3
3,837900,-5842.0,-5842.0,0.0,60286.0,1,2,3
3,838800,-7666.0,-6316.0,1350.0,60760.0,1,2,9
3,839000,-7666.0,-7666.0,0.0,62110.0,1,2,9
3,841800,-7666.0,-7666.0,0.0,62110.0,1,2,9
3,846200,-7666.0,-7666.0,0.0,62110.0,1,2,9
3,847500,-7666.0,-7666.0,0.0,62110.0,1,2,9
3,848900,-7666.0,-7666.0,0.0,62110.0,1,2,9
3,849500,-5854.0,-6314.5,460.5,60758.5,1,2,3
3,852400,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,853100,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,853700,-5854.0,-5854.0,0.0,60298.0,1,2,3
3,856800,-5470.0,-5833.0,363.0,60277.0,1,2,11
3,857300,-5470.0,-5470.0,0.0,59914.0,1,2,11
3,857400,-5470.0,-5470.0,0.0,59914.0,1,2,11
3,857900,-5470.0,-5470.0,0.0,59914.0,1,2,11
3,861900,-5470.0,-5470.0,0.0,59914.0,1,2,11
3,862300,-5470.0,-5470.0,0.0,59914.0,1,2,11
3,866600,-5470.0,-5470.0,0.0,59914.0,1,2,11
