day,timestamp,product,side,quantity,price,cash_after,position_after,signal_edge,dynamic_threshold,gross_exposure_after,stopped
3,167600,VEV_6000,-1,12,0.0,2860.0,0,237.7113037109375,20.961476894470554,0.0,1
3,169000,VEV_4500,1,9,752.0,-3908.0,1,-298.56060791015625,28.13723514950517,744.0,1
3,180300,VEV_4500,-1,11,739.0,4221.0,-10,-301.57098388671875,28.318178813290128,7470.0,1
3,197800,VEV_4500,1,10,753.0,-3309.0,0,-296.6097412109375,28.352639777766562,0.0,1
3,208200,VEV_5300,-1,12,31.0,-2937.0,-6,246.86767578125,21.161081440785473,192.0,1
3,209500,VEV_5300,1,12,33.0,-3333.0,6,233.00991821289062,20.876197215583183,195.0,1
3,226400,VEV_5100,-1,8,144.0,-2181.0,54,154.63421630859375,22.361550322163755,7884.0,1
3,231300,VEV_5100,-1,12,150.0,-381.0,42,198.99368286132812,22.10770990662222,6384.0,1
3,240300,VEV_5300,-1,12,31.0,-9.0,-6,229.36163330078125,21.26607440773993,192.0,1
3,241600,VEV_5100,-1,7,143.0,992.0,35,181.4107666015625,22.12403557670997,5075.0,1
3,242900,VEV_5300,1,12,32.0,608.0,6,229.050537109375,20.851893651051473,186.0,1
3,245000,VEV_5300,-1,12,30.0,968.0,-6,259.22576904296875,19.81983918459856,183.0,1
3,247600,VEV_5300,1,12,33.0,572.0,6,249.92092895507812,20.82844115146532,192.0,1
3,258300,VEV_4000,1,12,1248.0,-14404.0,4,-765.337646484375,30.098625218241086,4952.0,1
3,265000,VEV_4000,-1,12,1226.0,308.0,-8,-712.9667358398438,30.765780191341378,9892.0,1
3,270900,VEV_5100,-1,12,142.0,2012.0,23,178.93313598632812,22.079629385587285,3312.0,1
3,281300,VEV_4000,1,10,1249.0,-10478.0,2,-751.1751708984375,30.306887510254906,2477.0,1
3,285000,VEV_4000,-1,10,1233.0,1852.0,-8,-769.2351684570312,30.54498201078437,9948.0,1
3,290400,VEV_5300,-1,12,29.0,2200.0,-6,252.24234008789062,20.25711726737416,180.0,1
3,323400,VEV_5300,1,12,30.0,1840.0,6,236.87557983398438,20.665056733136463,174.0,1
3,333200,VEV_4000,1,12,1247.0,-13124.0,4,-789.3786010742188,29.679589207512418,4946.0,1
3,342500,VEV_4000,-1,7,1222.0,-4570.0,-3,-758.9996032714844,29.770230320784318,3697.5,1
3,349400,VEV_5100,-1,12,133.0,-2974.0,11,183.61447143554688,21.885863002612364,1485.0,1
3,362900,VEV_4000,1,12,1232.0,-17758.0,9,-785.9696044921875,28.926847393122024,10998.0,1
3,369100,VEV_4000,-1,12,1218.0,-3142.0,-3,-754.366455078125,29.826673411415467,3685.5,1
3,376300,VEV_5300,-1,12,31.0,-2770.0,-6,251.35064697265625,20.095402045545047,189.0,1
3,377300,VEV_5300,1,12,34.0,-3178.0,6,225.39935302734375,20.38545446502715,198.0,1
3,377900,VEV_5100,-1,12,150.0,-1378.0,-1,177.56613159179688,21.362362380777274,152.0,1
3,382500,VEV_5300,-1,7,36.0,-1126.0,-1,234.76541137695312,19.603873556664794,36.5,1
3,383200,VEV_5300,1,12,38.0,-1582.0,11,251.01394653320312,20.403990074787124,407.0,1
3,384000,VEV_5100,1,12,159.0,-3490.0,11,188.42330932617188,21.729578127706443,1727.0,1
3,386900,VEV_5300,-1,12,33.0,-3094.0,-1,214.25157165527344,20.359558446877106,34.0,1
3,400700,VEV_5300,1,12,38.0,-3550.0,11,247.86679077148438,20.437400784176308,407.0,1
3,433800,VEV_5100,-1,6,130.0,-2770.0,5,178.81036376953125,20.479429532780074,657.5,1
3,446100,VEV_5300,-1,12,23.0,-2494.0,-1,271.1517333984375,19.478824674883136,23.5,1
3,449200,VEV_5100,-1,12,123.0,-1018.0,-7,197.42440795898438,21.33707507527603,875.0,1
3,454900,VEV_5300,1,12,25.0,-1318.0,11,242.72503662109375,20.02145863527488,264.0,1
3,456100,VEV_5300,-1,12,23.0,-1042.0,-1,262.9483337402344,19.35400178379636,23.5,1
3,466400,VEV_4000,1,11,1223.0,-14495.0,8,-707.0164794921875,28.60327156390186,9704.0,1
3,485400,VEV_5300,1,12,25.0,-14795.0,11,230.43174743652344,19.123962723452372,269.5,1
3,500700,VEV_5300,-1,12,20.0,-14555.0,-1,258.6555480957031,19.269469487875252,20.5,1
3,501900,VEV_5100,1,12,119.0,-15983.0,5,203.9559326171875,21.115940737344935,585.0,1
3,530500,VEV_5300,1,12,21.0,-16235.0,11,251.21444702148438,18.82100290665759,225.5,1
3,533700,VEV_4000,-1,8,1186.0,-6747.0,0,-746.4667663574219,28.131516890361663,0.0,1
3,548700,VEV_5100,-1,10,122.0,-5527.0,-5,201.09149169921875,20.105536439562503,617.5,1
3,565800,VEV_5300,-1,12,26.0,-5215.0,-1,251.3209228515625,19.445737118780272,27.0,1
3,574000,VEV_5100,1,12,137.0,-6859.0,7,175.6365966796875,20.830743087191625,945.0,1
3,575300,VEV_5100,-1,11,134.0,-5385.0,-4,220.62893676757812,19.894647620180773,542.0,1
3,589000,VEV_5300,1,5,26.0,-5515.0,4,247.35516357421875,18.728508224488404,102.0,1
3,597200,VEV_5300,-1,12,25.0,-5215.0,-8,237.42578125,18.718272530507452,204.0,1
3,606500,VEV_5300,1,7,26.0,-5397.0,-1,260.87994384765625,18.600424550118746,25.5,1
3,665300,VEV_5300,1,12,39.0,-5865.0,11,242.91415405273438,19.218288868576444,418.0,1
3,667100,VEV_5100,1,12,167.0,-7869.0,8,169.72921752929688,20.31492186823497,1320.0,1
3,673800,VEV_5300,-1,12,36.0,-7437.0,-1,202.637939453125,19.408984101022014,37.0,1
3,679200,VEV_5300,1,12,36.0,-7869.0,11,215.94400024414062,18.702197659999396,390.5,1
3,689600,VEV_5100,-1,12,149.0,-6081.0,-4,210.63400268554688,19.865878755176166,604.0,1
3,694800,VEV_5100,1,9,158.0,-7503.0,5,194.13290405273438,20.167557638330894,780.0,1
3,710600,VEV_5300,-1,12,37.0,-7059.0,-1,194.3037109375,19.281023584476117,38.0,1
3,711400,VEV_5100,-1,8,168.0,-5715.0,-3,198.0565185546875,19.958588292358126,510.0,1
3,730900,VEV_5300,1,5,35.0,-5890.0,4,266.95855712890625,17.578944725694722,138.0,1
3,735000,VEV_5300,-1,9,34.0,-5584.0,-5,222.17373657226562,18.622880960466873,172.5,1
3,747100,VEV_5300,1,12,32.0,-5968.0,7,254.91671752929688,18.644399050550355,217.0,1
3,748000,VEV_5300,-1,12,29.0,-5620.0,-5,228.08877563476562,18.472708749492774,150.0,1
3,749700,VEV_5100,1,12,148.0,-7396.0,9,187.19476318359375,19.73293090416256,1314.0,1
3,759000,VEV_5300,1,12,29.0,-7744.0,7,240.80136108398438,18.236496492590465,199.5,1
3,769300,VEV_5300,-1,12,28.0,-7408.0,-5,256.3685607910156,18.61037090224563,145.0,1
3,787600,VEV_5100,-1,12,154.0,-5560.0,-3,175.77001953125,20.301928119692267,469.5,1
3,795400,VEV_5100,1,12,157.0,-7444.0,9,181.095703125,19.60588842341682,1395.0,1
3,800600,VEV_5100,-1,12,151.0,-5632.0,-3,208.5447998046875,19.448190036109494,459.0,1
3,808700,VEV_5300,1,6,37.0,-5854.0,1,259.35101318359375,17.954766652793385,36.5,1
3,831600,VEV_5300,-1,12,30.0,-5494.0,-11,247.38787841796875,18.55435751686926,341.0,1
3,835100,VEV_5300,1,12,29.0,-5842.0,1,188.21530151367188,17.676924666974948,28.5,1
3,838800,VEV_5100,1,12,152.0,-7666.0,9,179.84268188476562,19.552213157846317,1350.0,1
3,849500,VEV_5100,-1,12,151.0,-5854.0,-3,169.7239990234375,20.161272514789577,460.5,1
3,856800,VEV_5300,-1,12,32.0,-5470.0,-11,251.79534912109375,18.407901018829662,363.0,1
3,872700,VEV_5100,1,12,148.0,-7246.0,9,188.94058227539062,19.288570265158004,1314.0,1
3,925500,VEV_5300,1,12,36.0,-7678.0,1,251.4771728515625,17.93277355704863,35.0,1
3,963500,VEV_5100,-1,12,182.0,-5494.0,-3,192.4945068359375,19.00618778244249,552.0,1
3,969100,VEV_5100,1,12,172.0,-7558.0,9,222.17532348632812,18.7073110002048,1530.0,1
3,976000,VEV_5300,-1,12,31.0,-7186.0,-11,250.74627685546875,17.80480890482525,352.0,1
3,989400,VEV_5300,1,12,29.0,-7534.0,1,256.3017883300781,17.664477873443886,28.0,1
3,989700,VEV_5100,-1,12,143.0,-5818.0,-3,216.20758056640625,18.60054438262944,435.0,1
3,996900,VEV_5100,1,12,147.0,-7582.0,9,192.04574584960938,18.75023800820007,1305.0,1
