product,avg_spread,med_spread,p90_spread,avg_best_bid_depth,avg_best_ask_depth,avg_top_depth,avg_abs_imb1,avg_abs_imb3,quote_stability,mid_ret1_sigma,mid_ret10_sigma,inventory_risk_10lot_10t,trade_tick_rate,avg_trade_qty_when_trade,join_best_fill_prob,inside1_fill_prob,inside1_markout10,inside1_uncond_edge10,cross_oracle_rate10,imb1_corr10,imb1_slope10,imb1_qspread10,imb3_corr10,imb3_slope10,imb3_qspread10,micro_edge_corr10,micro_edge_slope10,micro_edge_qspread10,spread_chg_corr10,spread_chg_slope10,spread_chg_qspread10,depth_chg_corr10,depth_chg_slope10,depth_chg_qspread10,abs_book_chg_corr10,abs_book_chg_slope10,abs_book_chg_qspread10,imb_cross_markout10,imb_cross_positive_rate10,mm_score,passive_mm_suitable
OXYGEN_SHAKE_CHOCOLATE,12.185466666666667,12.0,14.0,18.253466666666668,18.259333333333334,36.5128,0.02115758686221107,0.0013050843307864872,0.15783333333333333,10.890280858021287,30.950724074548344,309.50724074548344,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,5.186783804430863,0.06294166666666667,0.8320333333333333,0.027981794285668153,7.3028732316369185,0.16246627750300752,-0.02707553127205045,-109.76941766289254,-0.16246627750300752,0.027851491535313386,2.332323693755524,0.16246627750300752,-0.00028487667248202784,-0.0053585051404060405,-0.3932750194125037,0.0007692621007508831,0.002011170920048248,-0.7157465898434253,-0.0036666325788340757,-0.006710778225866773,0.6726624091061278,-6.061930165347478,0.4164364763367602,63.616276185175714,False
OXYGEN_SHAKE_EVENING_BREATH,11.860466666666667,12.0,12.0,18.253466666666668,18.259333333333334,36.5128,0.02115758686221107,0.0013050843307864872,0.39176666666666665,10.983313583575043,30.222372194654554,302.22372194654554,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,6.232174688057041,0.07571666666666667,0.8394666666666667,0.018534032527927582,4.723303576804034,0.10311789670222299,-0.017219271042467534,-68.16742225640675,-0.10311789670222299,0.01883655640119447,1.5935853933043151,0.10311789670222299,0.00028194242977496093,0.005560486977152653,-0.035404412705051264,0.002046648274445535,0.005224871261104746,0.6675917670407526,0.0023165991900226295,0.003948717777624025,-0.27583631452186796,-5.927997653962623,0.419639125179336,76.88020988944024,False
OXYGEN_SHAKE_GARLIC,15.0546,15.0,17.0,18.253466666666668,18.259333333333334,36.5128,0.02115758686221107,0.0013050843307864872,0.0217,12.014562508420997,38.14851132745556,381.4851132745556,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,6.582187420422715,0.08049166666666667,0.8369666666666666,0.023306378800260416,7.497211882328883,0.14373036853495336,-0.015354167541032455,-76.72509414042494,-0.14373036853495336,0.023197174975169706,1.9289496487402016,0.14373036853495336,-0.0033232869318824063,-0.0619998200772012,0.35836208720585017,0.0011140116077721007,0.0035898073459975067,0.7563464894735539,-0.014907843611912623,-0.035233678666100755,-1.411991406555097,-7.5171863302206905,0.4188284003605439,80.69267110678423,False
OXYGEN_SHAKE_MINT,12.593566666666666,13.0,14.0,18.253466666666668,18.259333333333334,36.5128,0.02115758686221107,0.0013050843307864872,0.0244,9.883569991545107,31.39539622445631,313.9539622445631,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,5.0102813852813854,0.06129166666666667,0.8381,0.0233996365589278,6.194731243445258,0.1264883950846422,-0.01772345895849944,-72.8866537344541,-0.1264883950846422,0.02254510929675211,1.8528572792580575,0.1264883950846422,-0.003979746862800808,-0.07200382964425772,-0.25641008623979694,-0.002739464432193412,-0.007264997434794616,0.19463301022461166,-0.0037036211498180215,-0.008503407427150405,0.38365979115708465,-6.285659990678786,0.4191991963328952,61.68235407551087,False
OXYGEN_SHAKE_MORNING_BREATH,12.7829,13.0,14.0,18.253466666666668,18.259333333333334,36.5128,0.02115758686221107,0.0013050843307864872,0.024133333333333333,10.100781128890068,31.202733736162624,312.0273373616262,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,4.6735739750445635,0.05695,0.8314333333333334,0.007811768012207785,2.0553669625724442,0.04624466617966348,-0.007465603826343087,-30.513438097900757,-0.04624466617966348,0.008795613551152843,0.7079513953359174,0.04624466617966348,0.0007935234877464818,0.014055298717884454,-0.050023356690023356,-0.0011055408785471525,-0.0029138774433606473,0.433952022392225,-0.002440546498888904,-0.005391040859196232,-0.4977334522191026,-6.421323362837969,0.41533515020809053,57.34022065861008,False
PANEL_1X2,11.509766666666666,12.0,13.0,18.253466666666668,18.259333333333334,36.5128,0.02115758686221107,0.0013050843307864872,0.0262,9.054314775969502,28.85703926740036,288.5703926740036,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,3.117169595110772,0.03799166666666667,0.8325333333333333,0.022620254988572775,5.5042310458913475,0.1162204398566331,-0.01843465537538504,-69.68195924640989,-0.1162204398566331,0.022789007190350954,1.8739302007553014,0.1162204398566331,-0.005087273025742887,-0.09180712042442939,-0.0412644064307815,-0.0014576662958943095,-0.0035531514007833232,-0.09018845732990854,-0.0001324487944320034,-0.00029545938557017657,0.03272676189448434,-5.74438468743821,0.41633388291721984,38.45839721465199,False
PANEL_1X4,8.376633333333332,8.0,9.0,12.156333333333333,12.219566666666667,24.3759,0.07648542191949564,0.002133300860574176,0.027866666666666668,9.483080758364386,29.74231296959138,297.4231296959138,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,3.230614973262032,0.039191666666666666,0.8777333333333334,0.006375770100288796,0.9794525542670441,0.05791231078676651,-0.012810040671562219,-30.62940184722036,-0.09478385225693489,0.0020536291940214933,0.08439061308473857,0.05791231078676651,-6.661960634637293e-07,-1.6212624949098524e-05,-0.08879286494771443,0.0021857321641047035,0.005618877873783264,0.5856664718747033,0.0022339866482622905,0.0048753223400848835,0.19893347293467978,-4.202815340067476,0.43903417695893315,39.70668774060817,False
PANEL_2X2,8.515466666666667,9.0,9.0,11.8622,11.801233333333334,23.663433333333334,0.05834400758107755,0.002133300860574176,0.0281,9.596168133627376,29.887844106909032,298.87844106909034,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,3.8315189712248534,0.04699166666666667,0.8792,0.007219167986325338,1.2736409235846462,0.09402085240007221,-0.012957366064185159,-31.133259063135835,-0.06942077477246081,0.004626202374697816,0.22056488903058233,0.09402085240007221,-0.0007803845489844476,-0.019068275566551673,-0.033692378302041415,0.002920713869560204,0.007993125535099014,-0.14749833861913586,0.005750128222477171,0.012783035685119569,1.0632823135682952,-4.251647720350297,0.4394114870474417,47.501467117861814,False
PANEL_2X4,9.8405,10.0,11.0,10.868533333333334,10.8678,21.736333333333334,0.015261578143505388,0.002133300860574176,0.0211,11.289150694291232,35.32427179834878,353.2427179834878,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,4.272568118156354,0.052066666666666664,0.8817333333333334,0.00974939294295871,3.8438560634943917,0.06549190338508892,-0.009428205953556564,-26.774141013060245,-0.06549190338508892,0.009862255931547248,1.5414501925942907,0.06549190338508892,-0.002008276359942619,-0.050334398008141726,-0.012632020825260493,-0.000715852266689403,-0.0034165358443048353,-0.6035323406118187,-0.0009985713976194085,-0.0024771961289670663,-0.34183567267227377,-4.9283428759917856,0.4409453423541181,52.42723789736635,False
PANEL_4X4,8.750466666666666,9.0,10.0,11.314033333333333,11.328033333333334,22.64206666666667,0.03780353063935569,0.002133300860574176,0.024533333333333334,9.957093872356968,31.406649459792128,314.0664945979213,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,3.6074929971988796,0.04450833333333333,0.8816,0.004428052899135711,1.0123925822274935,0.02109867187248393,0.002850259347280693,7.1964655979548935,9.176239783253992e-05,0.0044114276570573875,0.2741828144715144,0.02109867187248393,-0.0003036107235369891,-0.007432985858074819,-0.06975304629691881,-0.0015279074529868481,-0.005191197423546577,0.46157985758154796,0.005396116125077595,0.012662999318930761,0.009211150385669817,-4.3989852252471815,0.4405890473518506,44.97592434413749,False
PEBBLES_L,13.0205,13.0,14.0,12.410933333333332,12.4027,24.813633333333332,0.011459297345752116,0.0019259166213248756,0.017033333333333334,15.02554281038398,47.70648204288518,477.06482042885176,0.021466666666666665,3.5450310559006213,0.0,0.010733333333333334,4.382152811936383,0.04700833333333333,0.8871333333333333,0.009570030619445896,6.341758813654909,0.06987700523655122,-0.005604671337842157,-22.415460582373832,-0.06987700523655122,0.009202590380205867,1.8394127010250276,0.06987700523655122,-0.0017365228441445712,-0.04986388715003124,-0.0006679416474526523,-0.0003025464647870254,-0.002833006841310128,-0.23216227625148134,-0.010235875734824991,-0.026636980494885314,-2.550168770218672,-6.521770149515207,0.4434029749674603,46.90119369247563,False
PEBBLES_M,13.1209,13.0,14.0,12.410933333333332,12.4027,24.813633333333332,0.011459297345752116,0.0019259166213248756,0.016466666666666668,15.133575807756875,47.92873216215379,479.2873216215379,0.021466666666666665,3.5450310559006213,0.0,0.010733333333333334,0.7103117193754039,0.0077083333333333335,0.8867666666666667,0.006342920706363961,4.222836093607918,0.06357676030988052,-0.009426657371443076,-37.87684420691719,-0.06357676030988052,0.005219850050274641,1.0412384397757914,0.06357676030988052,-0.0002191238386394248,-0.006243216632417853,-0.3574236013527434,-0.001642518725334243,-0.015451990015564783,-0.5493828762189502,0.002673027055770637,0.006934499003741211,-0.12314999221756849,-6.575362740697553,0.44333694070896523,7.593607356756924,False
PEBBLES_S,11.551533333333333,12.0,13.0,12.410933333333332,12.4027,24.813633333333332,0.011459297345752116,0.0019259166213248756,0.018133333333333335,15.020329732243344,47.265895370080685,472.6589537008068,0.021466666666666665,3.5450310559006213,0.0,0.010733333333333334,5.378977267247283,0.057716666666666666,0.9001666666666667,0.0122534476271317,8.044984095568063,0.10948133238026403,-0.013450836285901692,-53.29878397244255,-0.10948133238026403,0.011597064811683662,2.576822658226501,0.10948133238026403,-0.00015426179440116206,-0.004820735727413287,0.12004533435446019,-0.00032807123737011476,-0.003043646387216029,0.04924365061538105,-0.002235557785630922,-0.00576675523863122,-0.2993883121913346,-5.762405669162825,0.4501358195253953,57.649918092598384,False
PEBBLES_XL,16.630766666666666,17.0,20.0,12.410933333333332,12.4027,24.813633333333332,0.011459297345752116,0.0019259166213248756,0.007633333333333333,30.314215952644926,97.14546400547607,971.4546400547607,0.021466666666666665,3.5450310559006213,0.0,0.010733333333333334,14.388354407183435,0.15449166666666667,0.9291666666666667,0.010516355991042224,14.190797662209533,0.18438398917386167,-0.010816244146193353,-88.08848345845286,-0.18438398917386167,0.01050766352201909,3.3394890447075722,0.18438398917386167,-0.0027474466937128226,-0.12669815001116116,-1.3820241260222956,0.0002796756782928075,0.005332800972915031,0.34286889943999954,0.0033714261549101132,0.008936108138831866,-1.8027307109813206,-8.281998047870168,0.46479001267016684,153.3047420532238,False
PEBBLES_XS,9.744866666666667,9.0,12.0,13.4032,13.392133333333334,26.795333333333332,0.045667800901404085,0.0019259166213248756,0.0169,15.052447626596651,47.70795917441173,477.07959174411724,0.021466666666666665,3.5450310559006213,0.0,0.010733333333333334,2.3293645052708736,0.0249,0.9128,0.0006240247038943795,0.19752475976984635,0.007185973308275306,-0.00493975182436023,-19.756776812652582,-0.043650096265432925,0.00011992532895481459,0.009904316978574154,0.007185973308275306,-0.003369747899835351,-0.12205984708531933,-0.26183008410391617,-0.0011365790041361283,-0.005059280267029458,-0.7340562800972946,-0.0013987687479391005,-0.0033553363607773134,-0.11396268395934805,-4.92977940906413,0.4559063167846079,24.858076816511765,False
ROBOT_DISHES,7.350266666666666,7.0,8.0,7.624333333333333,7.6094333333333335,15.233766666666666,0.10915798295000709,0.003696350320306239,0.2728333333333333,17.779549455771743,38.177405930148225,381.7740593014822,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,1.0702826585179528,0.013183333333333333,0.7126666666666667,0.007941406290966945,1.339150715789919,0.6954429813961587,-0.012162495733511776,-21.647346442174875,-0.09108210149665413,0.006235076539098223,0.289250560375393,0.5090201204456357,-0.001346279739012767,-0.04804447552953803,-0.06736737435056034,0.0020558379084081313,0.009479850520531295,0.8718458830987821,-0.012458020523481711,-0.014783949476859683,-0.8416004347748453,-3.2891800692804036,0.44772118150906204,14.04011321473037,False
ROBOT_IRONING,6.392933333333334,6.0,8.0,8.3528,8.350133333333334,16.702933333333334,0.010713114662322767,0.003696350320306239,0.40386666666666665,10.443724191983174,28.67515331128212,286.7515331128212,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,1.9251018589253883,0.023183333333333334,0.8417333333333333,0.005234815712572162,2.10405568697208,0.012505215937038794,-0.006695411569529409,-8.950732496634696,-0.03574521704072886,0.003911649246047264,0.8787738151928568,0.012505215937038794,0.0008303795691588357,0.028395881463166562,-0.000751653751135839,0.009393461591814804,0.05450399454268901,0.7721425616445794,0.007780889672514699,0.013651935810517452,0.5654310487376502,-3.214189116200169,0.42095220487490226,24.511371600441024,False
ROBOT_LAUNDRY,7.165066666666666,7.0,8.0,8.015533333333334,8.0796,16.095133333333333,0.1868407509079357,0.003696350320306239,0.022533333333333332,9.822310405959934,31.3250170492765,313.250170492765,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,4.520849248790425,0.05495833333333333,0.903,0.008894241285069078,0.938033252214953,1.811661788030482,0.0026479123964694225,3.8669671238919947,0.02029257811123003,0.009468658056368415,0.27051358528930125,1.6776130847744,-0.002335033245858486,-0.0649950518192348,-0.09998444559099245,-0.0018602341680890278,-0.0069272240444786136,-0.14615764374509854,0.01055247914022736,0.025846953057188156,0.3132315118730522,-2.7665257445092815,0.4618805808060494,55.45526499234779,False
ROBOT_MOPPING,7.970666666666666,8.0,9.0,7.061266666666667,7.068066666666667,14.129333333333333,0.10029652003760187,0.003696350320306239,0.020466666666666668,11.145837544926557,34.26479131039581,342.6479131039581,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,0.7596447669977081,0.009358333333333333,0.8989666666666667,0.006072238932497629,0.9604428335578158,0.9007848884166809,0.0016664042528406308,2.6619752138741184,0.011923739089819696,0.007285445474020264,0.28823398467912476,0.9745924774552628,-0.00028775841911785836,-0.008117137212946742,0.2052848709222349,0.0006749789725792761,0.003169466647433438,-0.13860176468294805,0.0063438327622084454,0.015255782648306317,0.8856830445073407,-3.5485730251545338,0.4499002100620123,9.776224173792084,False
ROBOT_VACUUMING,6.7533,7.0,7.0,8.604266666666666,8.5412,17.145466666666668,0.17177491774089085,0.003696350320306239,0.0249,9.235648845638504,29.2110319822884,292.110319822884,0.024433333333333335,2.4624829467939975,0.0,0.0122,3.057479120350898,0.03715,0.8976333333333333,0.012977229447116935,1.332087067522353,1.515044389053146,-0.012042481744998135,-16.399796076279,-0.08375498939185377,0.010667796939873303,0.31483968365481746,0.8686487244436687,0.0001378964841385385,0.0037331315224910055,0.08252287959045744,0.0018589828210475378,0.005343609852211868,0.24507402240453086,0.005011948340683781,0.01139608084605277,-0.15207861800099665,-2.711181936619928,0.4583117337677781,37.70051336035423,False
SLEEP_POD_COTTON,10.0502,10.0,11.0,10.869766666666667,10.8696,21.739366666666665,0.015345582010009256,0.002133300860574176,0.021233333333333333,11.676551884168802,36.53367687724139,365.3367687724139,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,5.937229437229437,0.072625,0.8847666666666667,0.017727143241720606,7.209287401693224,0.14885150038099276,-0.02289388274103014,-67.2397523491108,-0.1478756509834756,0.016600137486266518,2.5868172014552653,0.14885150038099276,-0.002559346340522773,-0.06523187865647807,-0.18216017419998043,-0.0008082393548675202,-0.0039879047216765315,-0.47204023830189745,-0.007567909636957555,-0.018683352500256673,-0.12854841678939616,-4.992262190409345,0.442863970668783,72.9574557957885,False
SLEEP_POD_LAMB_WOOL,9.4001,10.0,10.0,10.873966666666666,10.871533333333334,21.7455,0.015476977176851007,0.002133300860574176,0.023766666666666665,10.712462882120464,34.57579460303627,345.75794603036275,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,3.9719569646040234,0.04845833333333333,0.8855333333333333,0.016825635078713323,6.451821652947854,0.12192863756376524,-0.019116131761890153,-53.13558333658711,-0.1213602394011443,0.01696540965029853,2.6748773733939233,0.12192863756376524,-0.003095468380257262,-0.0785138111799807,-0.14544229818932863,0.0019078124580567209,0.008878521442403725,0.14133753700238694,0.002752031206832926,0.006949781017109656,0.24311986993358103,-4.678289108254807,0.44286277166420834,48.84801544127261,False
SLEEP_POD_NYLON,8.564666666666668,9.0,9.0,11.681666666666667,11.683766666666667,23.365433333333332,0.05346197358591347,0.002133300860574176,0.0251,9.62098172780119,30.233282276692545,302.33282276692546,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,4.787687802393685,0.05821666666666667,0.8802666666666666,0.013809102426272033,2.5645202136544247,0.13445921885182757,-0.017246603034570276,-41.918152569520224,-0.11548147980669662,0.009067966235532441,0.43903466230949384,0.13445921885182757,-0.0009525169351702232,-0.02292234110342779,-0.08355105655393946,-0.0018176429473058355,-0.005243170964034196,-0.3554299649581141,-8.403296225786283e-05,-0.00018817788233841125,0.09491991474127492,-4.246807241878179,0.44098122604806483,58.71257435446615,False
SLEEP_POD_POLYESTER,10.2957,11.0,12.0,10.877433333333334,10.8747,21.752133333333333,0.01568318000315761,0.002133300860574176,0.019966666666666667,11.890822208857307,37.60692228766264,376.06922287662644,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,5.230901451489687,0.06379166666666666,0.886,0.011969560850017338,4.962256586525254,0.07681868822793658,-0.006915162086177158,-20.906600696105187,-0.06314503821008954,0.013601668475519529,2.071070530406658,0.07681868822793658,2.041916380434071e-05,0.0005228507812369294,-0.14570372537024856,-0.00022338465919977143,-0.0011301487808603608,0.6789520368548806,-0.004382170175017496,-0.010970518488440124,-1.1187842260040242,-5.152047764528595,0.4430794248993535,64.0952142209134,False
SLEEP_POD_SUEDE,9.949466666666666,10.0,11.0,10.913133333333333,10.906266666666667,21.8194,0.017338536138129027,0.002133300860574176,0.023433333333333334,11.421701898123061,35.923068305940056,359.2306830594006,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,7.498885918003565,0.09153333333333333,0.8838666666666667,0.01640842785511744,6.204411309817591,0.13292796275563729,-0.017995501427741662,-51.96975198396566,-0.11624065758751989,0.016271435770840857,2.1670033403259255,0.13292796275563729,-0.005499700695285362,-0.13978432856577178,-0.5225997039742716,-0.00026665516387951556,-0.0012600411461829485,0.40091796108795186,0.009648217882278603,0.023856077868809205,1.381476897534575,-4.950378131648103,0.4426369125991493,91.88441596721454,False
SNACKPACK_CHOCOLATE,16.471166666666665,17.0,17.0,29.491933333333332,29.499366666666667,58.9913,0.025245808775009114,0.000824433515188051,0.0399,6.575629448170933,20.141236231757567,201.41236231757568,0.024433333333333335,2.4624829467939975,0.0,0.012216666666666667,6.17032722179781,0.07528333333333333,0.6782666666666667,0.04062482249374233,5.865399046745939,0.1523241740662894,-0.03712894306364902,-155.28724053659064,-0.1523241740662894,0.040191301713039806,1.3792878588164346,0.1523241740662894,-0.0016233078625392764,-0.01482496024482499,0.04271342143077089,0.0027551739393498,0.0030540032476220544,0.7284721597842142,-0.005428202354825909,-0.008096797344060378,0.03152816058886712,-8.22767316793043,0.3393891899564334,75.85255194203151,False
