horizon,leader,target,lag,mean_corr,min_corr,max_corr,positive_days,abs_mean_corr
100,PEBBLES_XL,PEBBLES_M,82,0.14509062132628972,0.03139273001907862,0.2339234521712753,3,0.14509062132628972
100,PEBBLES_XL,PEBBLES_M,81,0.14400271855319013,0.032060625772924956,0.23174371611155295,3,0.14400271855319013
100,PEBBLES_XL,PEBBLES_M,500,0.14397348145008063,0.0819957024719611,0.22942116056007442,3,0.14397348145008063
100,PEBBLES_XL,PEBBLES_M,80,0.14274596330794542,0.032397361458146666,0.22941169321034294,3,0.14274596330794542
100,PEBBLES_XL,PEBBLES_M,79,0.14153999647265694,0.03270716144937104,0.22724339337866192,3,0.14153999647265694
100,PEBBLES_XL,PEBBLES_M,78,0.14050287987792337,0.033215970310291776,0.22507909518980831,3,0.14050287987792337
100,PEBBLES_XL,PEBBLES_M,77,0.1395267638304472,0.0337150025302382,0.22296904137377915,3,0.1395267638304472
100,PEBBLES_XL,PEBBLES_M,76,0.1384815933742335,0.03396434289822875,0.22071199505376102,3,0.1384815933742335
100,PEBBLES_XL,PEBBLES_M,75,0.1374043229985065,0.034187633989744046,0.21852666318612496,3,0.1374043229985065
100,PEBBLES_XL,PEBBLES_M,74,0.13621603845773203,0.034308669758997115,0.21624511132902474,3,0.13621603845773203
100,PEBBLES_XL,PEBBLES_M,73,0.1349323141568328,0.03447161084442453,0.21369146503338782,3,0.1349323141568328
100,PEBBLES_XL,PEBBLES_M,72,0.13378411783493324,0.03477255255528922,0.2111612294942037,3,0.13378411783493324
100,PEBBLES_XL,PEBBLES_M,71,0.13263043905424096,0.03525683271449235,0.20864525596153363,3,0.13263043905424096
100,PEBBLES_XL,PEBBLES_M,70,0.1314881683631983,0.035683542406737954,0.20630416131244977,3,0.1314881683631983
100,PEBBLES_XL,PEBBLES_M,69,0.13007097408893584,0.036101853473018225,0.20355583855804224,3,0.13007097408893584
100,PEBBLES_XL,PEBBLES_M,68,0.1286311221651162,0.03636953630605338,0.20078103586693388,3,0.1286311221651162
100,PEBBLES_XL,PEBBLES_M,67,0.12708664207320988,0.0365525699107852,0.19775199178371514,3,0.12708664207320988
100,PEBBLES_XL,PEBBLES_M,66,0.12546215683108838,0.036601776693046706,0.19495277242725792,3,0.12546215683108838
100,PEBBLES_XL,PEBBLES_M,65,0.12375763789221207,0.036742959927214665,0.19195530249846215,3,0.12375763789221207
100,PEBBLES_XL,PEBBLES_M,64,0.12201485872483431,0.03670645105655039,0.18887679249810718,3,0.12201485872483431
100,PEBBLES_XL,PEBBLES_M,63,0.12026757137520332,0.0365932620927433,0.18598729881301487,3,0.12026757137520332
100,PEBBLES_XL,PEBBLES_M,62,0.11860804140635861,0.03631064748201357,0.1835566858491448,3,0.11860804140635861
100,PEBBLES_XL,PEBBLES_M,61,0.11703151381536799,0.03609968489279045,0.18111449949015926,3,0.11703151381536799
100,PEBBLES_XL,PEBBLES_M,60,0.11547453089356115,0.03576814692110095,0.17891159518907246,3,0.11547453089356115
100,PEBBLES_XL,PEBBLES_M,59,0.11399171692026662,0.035629304621037125,0.17669004497721472,3,0.11399171692026662
100,PEBBLES_XL,PEBBLES_M,58,0.11255227082616477,0.03545988739585532,0.17439388206529874,3,0.11255227082616477
100,PEBBLES_XL,PEBBLES_M,57,0.11105334575990629,0.035134750625520045,0.17202279772773332,3,0.11105334575990629
100,PEBBLES_XL,PEBBLES_M,56,0.10954022400208234,0.03476156791961232,0.16965916710723505,3,0.10954022400208234
100,PEBBLES_XL,PEBBLES_XS,150,0.10944259489931701,0.08652187571950921,0.1250760153020717,3,0.10944259489931701
100,PEBBLES_XL,PEBBLES_M,55,0.10793578388091131,0.034182802170018074,0.16717236050672424,3,0.10793578388091131
100,PEBBLES_XL,PEBBLES_M,54,0.10654049135057712,0.034002922029508796,0.16504045764441763,3,0.10654049135057712
100,PEBBLES_XL,PEBBLES_M,53,0.10514281080291508,0.033649671964235496,0.16306492137744563,3,0.10514281080291508
100,PEBBLES_XL,PEBBLES_M,52,0.10370155580314584,0.03351922714040896,0.16062890189983545,3,0.10370155580314584
20,PEBBLES_XL,PEBBLES_M,150,0.10262070557166596,0.03646279802463494,0.14493994525086107,3,0.10262070557166596
100,PEBBLES_XL,PEBBLES_XS,100,0.10237727833164639,0.025102690984059383,0.16338394391384398,3,0.10237727833164639
100,PEBBLES_XL,PEBBLES_M,51,0.1023414113789826,0.033386585451029245,0.15828200576867438,3,0.1023414113789826
100,PEBBLES_XL,PEBBLES_XS,99,0.10204282527187246,0.023364372637456547,0.16400204788747075,3,0.10204282527187246
100,PEBBLES_XL,PEBBLES_XS,98,0.10168308927705527,0.021734510279852466,0.16458071647925437,3,0.10168308927705527
100,PEBBLES_XL,PEBBLES_XS,97,0.10132912595452924,0.020193226905595035,0.16514194003352994,3,0.10132912595452924
100,PEBBLES_XL,PEBBLES_XS,96,0.10109948760046172,0.018952317665397487,0.1657406269093269,3,0.10109948760046172
100,PEBBLES_XL,PEBBLES_M,50,0.10101875088397594,0.03322448782905402,0.15592326847017182,3,0.10101875088397594
100,PEBBLES_XL,PEBBLES_XS,95,0.10090693296987234,0.017770080624031123,0.16641594354081823,3,0.10090693296987234
100,PEBBLES_M,PEBBLES_XL,100,0.10087720492160279,0.0027790940456265804,0.18518407072272225,3,0.10087720492160279
100,PEBBLES_XL,PEBBLES_XS,200,0.10086607248116024,0.0627584745067113,0.14485274729141037,3,0.10086607248116024
100,PEBBLES_M,PEBBLES_XL,93,0.10083311333504602,0.007494847640744054,0.18232076300774896,3,0.10083311333504602
100,PEBBLES_XL,PEBBLES_XS,94,0.10078646322137941,0.016726614012430738,0.16724865999005395,3,0.10078646322137941
100,PEBBLES_XL,PEBBLES_XS,93,0.10077687090755456,0.015929696334851962,0.16823822701433205,3,0.10077687090755456
100,PEBBLES_M,PEBBLES_XL,92,0.10075493756808997,0.008536020568320013,0.1819322116780506,3,0.10075493756808997
100,PEBBLES_M,PEBBLES_XL,99,0.10075279161941675,0.002959561211809337,0.1847010205818884,3,0.10075279161941675
100,PEBBLES_M,PEBBLES_XL,94,0.10074919512456532,0.006512953446300165,0.18240945109391649,3,0.10074919512456532
100,PEBBLES_M,PEBBLES_XL,95,0.10071590429057035,0.005639124730176063,0.18273152076409882,3,0.10071590429057035
100,PEBBLES_M,PEBBLES_XL,96,0.10070734708205557,0.004818636905500159,0.18331373819549537,3,0.10070734708205557
100,PEBBLES_M,PEBBLES_XL,91,0.10069428643546792,0.009520434171656444,0.18172564092229704,3,0.10069428643546792
100,PEBBLES_M,PEBBLES_XL,97,0.1006702339060453,0.0042538626694901245,0.18363985296786228,3,0.1006702339060453
100,PEBBLES_M,PEBBLES_XL,98,0.10066473399598808,0.0034853920453338364,0.1841215070179268,3,0.10066473399598808
100,PEBBLES_XL,PEBBLES_XS,92,0.10062215038819285,0.015219256048823737,0.16904234727445344,3,0.10062215038819285
100,PEBBLES_M,PEBBLES_XL,90,0.10059521532954918,0.010345263375517859,0.18154620724695622,3,0.10059521532954918
100,PEBBLES_XL,PEBBLES_XS,91,0.1004782013512349,0.014464111018054723,0.16998788677159318,3,0.1004782013512349
100,PEBBLES_M,PEBBLES_XL,89,0.10047135044989874,0.01132235527799166,0.18130265496127715,3,0.10047135044989874
100,PEBBLES_M,PEBBLES_XL,88,0.10028558075462153,0.012493292211617692,0.18085902756005956,3,0.10028558075462153
100,PEBBLES_XL,PEBBLES_XS,90,0.10018428868055164,0.013381619262860635,0.17089137477953373,3,0.10018428868055164
100,PEBBLES_M,PEBBLES_XL,87,0.10009431231625189,0.013621157766920201,0.1806390239151463,3,0.10009431231625189
100,PEBBLES_M,PEBBLES_XL,83,0.10001805204584106,0.01835288255273496,0.18103967500282148,3,0.10001805204584106
100,PEBBLES_M,PEBBLES_XL,86,0.10000098187689077,0.01476118739028221,0.18047717377604464,3,0.10000098187689077
100,PEBBLES_M,PEBBLES_XL,84,0.0999949351284109,0.017195188646675172,0.18072362373330184,3,0.0999949351284109
100,PEBBLES_M,PEBBLES_XL,85,0.09996413936111676,0.015958788936560813,0.180492534674332,3,0.09996413936111676
100,PEBBLES_M,PEBBLES_XL,82,0.09991480029321519,0.01934735248671562,0.18112951975686387,3,0.09991480029321519
100,PEBBLES_XL,PEBBLES_XS,89,0.09990227809969572,0.012297286058214275,0.17179789578170893,3,0.09990227809969572
100,PEBBLES_M,PEBBLES_XL,81,0.09975830668399922,0.020178088382466403,0.18100129306885354,3,0.09975830668399922
100,PEBBLES_XL,PEBBLES_M,49,0.09975302570392845,0.03304618351635497,0.15363804250720123,3,0.09975302570392845
100,PEBBLES_M,PEBBLES_XL,80,0.09958418555012437,0.02105129971327723,0.1807587818374093,3,0.09958418555012437
100,PEBBLES_XL,PEBBLES_XS,88,0.09951382675824023,0.011143266589862236,0.17263986433505735,3,0.09951382675824023
100,PEBBLES_M,PEBBLES_XL,79,0.09944021011970104,0.021980667803730234,0.18045471398518542,3,0.09944021011970104
100,PEBBLES_M,PEBBLES_XL,78,0.09929935517593437,0.022795319483025316,0.18019691863417459,3,0.09929935517593437
100,PEBBLES_M,PEBBLES_XL,77,0.09922355717163951,0.023553380372509376,0.180000667550521,3,0.09922355717163951
100,PEBBLES_XL,PEBBLES_XS,87,0.0991251663952697,0.009960201057695238,0.17363331125003026,3,0.0991251663952697
100,PEBBLES_M,PEBBLES_XL,76,0.09904944302252498,0.024141537812045987,0.1796918023030316,3,0.09904944302252498
100,PEBBLES_M,PEBBLES_XL,75,0.09897732061539656,0.02489975808718454,0.17954870550814944,3,0.09897732061539656
100,PEBBLES_M,PEBBLES_XL,74,0.09897326809326042,0.025757685937725955,0.17959646559733503,3,0.09897326809326042
100,PEBBLES_XL,PEBBLES_XS,86,0.09889856965279549,0.008733005771306462,0.17483521307869318,3,0.09889856965279549
100,PEBBLES_M,PEBBLES_XL,300,0.09886913506192356,0.05858515166802645,0.11958729205069639,3,0.09886913506192356
100,PEBBLES_XL,PEBBLES_XS,85,0.0987816937827463,0.007523630980036178,0.17634880902995154,3,0.0987816937827463
100,PEBBLES_M,PEBBLES_XL,73,0.09876997694893626,0.02631129110192559,0.17948501238481335,3,0.09876997694893626
100,PEBBLES_XL,PEBBLES_XS,84,0.09861970820215088,0.0061969571390376186,0.1778344732640012,3,0.09861970820215088
100,PEBBLES_M,PEBBLES_XL,72,0.0985836312269344,0.02675017367764611,0.17939190483000325,3,0.0985836312269344
100,PEBBLES_XL,PEBBLES_M,48,0.09857508443450873,0.03296645886117174,0.15171352221847953,3,0.09857508443450873
100,PEBBLES_XL,PEBBLES_XS,83,0.09855279445904074,0.0049905863444152255,0.17946736027712107,3,0.09855279445904074
100,PEBBLES_XL,PEBBLES_XS,82,0.09843383730623262,0.0035051974690684185,0.1812527826996339,3,0.09843383730623262
100,PEBBLES_M,PEBBLES_XL,71,0.09840499008049201,0.027050776876327978,0.17916682628012665,3,0.09840499008049201
100,PEBBLES_XL,PEBBLES_XS,81,0.09830907720200556,0.0018343151873569995,0.18305663570364106,3,0.09830907720200556
100,PEBBLES_M,PEBBLES_XL,70,0.09821755740976461,0.027258455650514712,0.1790039585937367,3,0.09821755740976461
100,PEBBLES_XL,PEBBLES_XS,80,0.09815150454881272,0.0004230872303752761,0.18459949252373303,3,0.09815150454881272
100,PEBBLES_M,PEBBLES_XL,69,0.0978505924792849,0.027250841334021024,0.17862536954547273,3,0.0978505924792849
100,PEBBLES_XL,PEBBLES_M,47,0.09742233069784952,0.032871761885249186,0.14997168722784965,3,0.09742233069784952
100,PEBBLES_M,PEBBLES_XL,68,0.09740507464989669,0.027375687451360674,0.1781394982109666,3,0.09740507464989669
100,PEBBLES_M,PEBBLES_XL,67,0.09680263382919646,0.027236546623393587,0.1775918567580724,3,0.09680263382919646
100,PEBBLES_XL,PEBBLES_M,46,0.09619687820486768,0.03264606119832964,0.14812393726991177,3,0.09619687820486768
100,PEBBLES_M,PEBBLES_XL,66,0.09619552609914861,0.02727071908821946,0.17694035970552177,3,0.09619552609914861
100,PEBBLES_M,PEBBLES_XL,65,0.09572109446438766,0.027557172902945223,0.1763945077013737,3,0.09572109446438766
100,PEBBLES_M,PEBBLES_XL,64,0.09529853776593472,0.027524952657602474,0.17600113233708586,3,0.09529853776593472
100,PEBBLES_XL,PEBBLES_M,45,0.0949021946337258,0.032603132745967746,0.1461807371195253,3,0.0949021946337258
100,PEBBLES_M,PEBBLES_XL,63,0.09473563556456628,0.027506903231584764,0.17529985969836392,3,0.09473563556456628
100,PEBBLES_M,PEBBLES_XL,62,0.09414687199999223,0.027773182028691352,0.1744374711019341,3,0.09414687199999223
100,PEBBLES_XL,PEBBLES_M,44,0.0935292494530573,0.03273255300226242,0.14390600430345235,3,0.0935292494530573
100,PEBBLES_M,PEBBLES_XL,61,0.09345858895391357,0.02802034473996104,0.17341056911481184,3,0.09345858895391357
100,PEBBLES_M,PEBBLES_XL,60,0.09273541749616375,0.028200554308661554,0.17258343430637285,3,0.09273541749616375
100,PEBBLES_XL,PEBBLES_M,43,0.09222350284136237,0.032862854223271384,0.14184298711722723,3,0.09222350284136237
100,PEBBLES_M,PEBBLES_XL,59,0.09186187730356728,0.028216432724641843,0.17157763076316315,3,0.09186187730356728
20,PEBBLES_XL,PEBBLES_M,200,0.09121649240156415,0.020954059403651807,0.15764551888440528,3,0.09121649240156415
100,PEBBLES_XL,PEBBLES_M,42,0.09085032042642448,0.03255394120905267,0.13966433760006594,3,0.09085032042642448
100,PEBBLES_M,PEBBLES_XL,58,0.09075525656516652,0.028062015240670545,0.1703391520635916,3,0.09075525656516652
100,PEBBLES_M,PEBBLES_XL,57,0.08956701340874308,0.02792222995927044,0.16909590953793657,3,0.08956701340874308
100,PEBBLES_XL,PEBBLES_M,41,0.0895352983834401,0.03255600330880067,0.1375853434830618,3,0.0895352983834401
100,PEBBLES_M,PEBBLES_XL,200,0.0892725674307569,0.002468428726009194,0.18649361909625417,3,0.0892725674307569
100,PEBBLES_M,PEBBLES_XL,56,0.08832234947830064,0.027961603395454133,0.16769248392415764,3,0.08832234947830064
100,PEBBLES_XL,PEBBLES_M,40,0.08827343234945928,0.03246336372939316,0.13534237968237492,3,0.08827343234945928
100,PEBBLES_M,PEBBLES_XL,55,0.08704644359429035,0.027774579925409534,0.16619629992291282,3,0.08704644359429035
100,PEBBLES_XL,PEBBLES_M,39,0.08697249675724554,0.03221495556309799,0.132757032560444,3,0.08697249675724554
100,PEBBLES_M,PEBBLES_XL,54,0.08598961514472653,0.027610553870656505,0.1649058704198051,3,0.08598961514472653
100,PEBBLES_XL,PEBBLES_M,38,0.08586698709182539,0.03214130666629301,0.13050786567297348,3,0.08586698709182539
100,PEBBLES_XL,PEBBLES_XS,500,0.08525546250127138,0.056236749029426145,0.10986739691542163,3,0.08525546250127138
100,PEBBLES_M,PEBBLES_XL,53,0.08477285753641357,0.026981981818198008,0.16369184183077767,3,0.08477285753641357
100,PEBBLES_L,PEBBLES_XL,150,0.08471868539752925,0.00960647973791233,0.13164478671127786,3,0.08471868539752925
100,PEBBLES_XL,PEBBLES_M,37,0.08466530753918823,0.031837031635323185,0.12830797472750627,3,0.08466530753918823
100,PEBBLES_M,PEBBLES_XL,52,0.08357600544193385,0.026218074175808972,0.16255338206068148,3,0.08357600544193385
100,PEBBLES_XL,PEBBLES_M,36,0.08328099584004517,0.03143521450384853,0.1259668757943208,3,0.08328099584004517
100,PEBBLES_M,PEBBLES_XL,51,0.08258370524860248,0.02568600309182415,0.16152955294331395,3,0.08258370524860248
100,PEBBLES_L,PEBBLES_XL,100,0.08221929399530407,0.025146450579152806,0.11741665214972777,3,0.08221929399530407
100,PEBBLES_XL,PEBBLES_M,35,0.0820337303341032,0.03144699173572286,0.12369588381636852,3,0.0820337303341032
100,PEBBLES_L,PEBBLES_XL,99,0.08180765485776746,0.024976428085014615,0.11710433525802333,3,0.08180765485776746
100,PEBBLES_M,PEBBLES_XL,50,0.08142780465083316,0.02513937811375845,0.15978342006948848,3,0.08142780465083316
100,PEBBLES_L,PEBBLES_XL,98,0.08137139922047432,0.02466682370994702,0.11674272989112748,3,0.08137139922047432
100,PEBBLES_XL,PEBBLES_XS,300,0.08109287150584321,0.024598247253050265,0.13538419849139416,3,0.08109287150584321
100,PEBBLES_L,PEBBLES_XL,97,0.08095609629487739,0.024362162047224814,0.11630487649472394,3,0.08095609629487739
100,PEBBLES_XL,PEBBLES_M,34,0.08087133508806117,0.03167978996087166,0.12153532287302239,3,0.08087133508806117
100,PEBBLES_L,PEBBLES_XL,96,0.0805175311929635,0.024095945804034083,0.11598941340742694,3,0.0805175311929635
100,PEBBLES_M,PEBBLES_XL,49,0.08043549667881435,0.024667259972045365,0.1581212258196657,3,0.08043549667881435
100,PEBBLES_L,PEBBLES_XL,95,0.08011965047583598,0.023804563061021525,0.11578470011096507,3,0.08011965047583598
100,PEBBLES_XL,PEBBLES_M,33,0.0797390945982992,0.03193929328245749,0.11923906127448565,3,0.0797390945982992
100,PEBBLES_L,PEBBLES_XL,94,0.07952915090041923,0.023284994297274986,0.11527327518879714,3,0.07952915090041923
100,PEBBLES_M,PEBBLES_XL,48,0.07927703409723787,0.02410813222174867,0.15579316244782976,3,0.07927703409723787
100,PEBBLES_L,PEBBLES_XL,93,0.07894493115491787,0.02293131084023246,0.11477536366480076,3,0.07894493115491787
100,PEBBLES_XL,PEBBLES_M,32,0.07845441988332415,0.03233001781621016,0.11690144542185107,3,0.07845441988332415
100,PEBBLES_L,PEBBLES_XL,92,0.0784218871531671,0.022739913866449732,0.1143224818866435,3,0.0784218871531671
100,PEBBLES_M,PEBBLES_XL,47,0.07831590200692336,0.023820090913857474,0.15364383188512828,3,0.07831590200692336
20,PEBBLES_XL,PEBBLES_M,500,0.07808284268165215,0.029182654048590866,0.12178371367639279,3,0.07808284268165215
100,PEBBLES_L,PEBBLES_XL,91,0.07787326097832717,0.02249618804067801,0.1137423056060447,3,0.07787326097832717
100,PEBBLES_M,PEBBLES_XL,46,0.07747749661828023,0.02330374930685988,0.15179055906235506,3,0.07747749661828023
100,PEBBLES_L,PEBBLES_XL,90,0.07730462123236441,0.022203637109902242,0.11286265478794767,3,0.07730462123236441
100,PEBBLES_XL,PEBBLES_M,31,0.07720420183789603,0.0328730075279802,0.11462676813299987,3,0.07720420183789603
100,PEBBLES_L,PEBBLES_XL,89,0.0767321826142058,0.021966882334055065,0.11219493536896237,3,0.0767321826142058
100,PEBBLES_M,PEBBLES_XL,45,0.07659349337828572,0.022336319278711332,0.15021402253048338,3,0.07659349337828572
100,PEBBLES_L,PEBBLES_XL,88,0.0761630140641894,0.021679149219435246,0.1115028045530436,3,0.0761630140641894
100,PEBBLES_XL,PEBBLES_M,30,0.0761242698586199,0.033805274366800725,0.1122974915518113,3,0.0761242698586199
100,PEBBLES_M,PEBBLES_XL,44,0.07558779238731117,0.021308855689186182,0.14842063545146622,3,0.07558779238731117
100,PEBBLES_L,PEBBLES_XL,87,0.07554780518992954,0.021219581483224996,0.1107284522028873,3,0.07554780518992954
100,PEBBLES_XL,PEBBLES_M,29,0.07511129900322437,0.034888867998372104,0.10973873098306951,3,0.07511129900322437
100,PEBBLES_L,PEBBLES_XL,86,0.07489690020298721,0.02089435359867352,0.11004039937581683,3,0.07489690020298721
100,PEBBLES_M,PEBBLES_XL,43,0.07469836036947299,0.020323320086996343,0.14680524377609616,3,0.07469836036947299
100,PEBBLES_L,PEBBLES_S,500,0.0743455960483163,0.03143758039468608,0.14122362219044965,3,0.0743455960483163
100,PEBBLES_L,PEBBLES_XL,85,0.07417806765595268,0.020593100826008088,0.10918424698917906,3,0.07417806765595268
100,PEBBLES_XL,PEBBLES_M,28,0.07412955858312413,0.03575438694419705,0.10731772912840624,3,0.07412955858312413
100,PEBBLES_M,PEBBLES_XL,42,0.07374383191779645,0.019059373495927952,0.14508001223612021,3,0.07374383191779645
100,PEBBLES_L,PEBBLES_XL,84,0.07330051720870774,0.019951237417010513,0.1081252454214177,3,0.07330051720870774
100,PEBBLES_XL,PEBBLES_M,27,0.07284494845928065,0.03616066049140314,0.10467433826644156,3,0.07284494845928065
100,PEBBLES_M,PEBBLES_XL,41,0.07278285127824086,0.01800169504152771,0.14331531077622717,3,0.07278285127824086
100,PEBBLES_L,PEBBLES_XL,83,0.07246962965798626,0.01909014040596542,0.10689120328834105,3,0.07246962965798626
100,PEBBLES_M,PEBBLES_XL,40,0.07186603833067788,0.016937255484307308,0.14139572275736279,3,0.07186603833067788
100,PEBBLES_L,PEBBLES_XL,82,0.0717176148397775,0.018055999902959467,0.10553553920632866,3,0.0717176148397775
100,PEBBLES_XL,PEBBLES_M,26,0.07139686393695444,0.03668494647095911,0.1016071190932884,3,0.07139686393695444
100,PEBBLES_L,PEBBLES_XL,81,0.07107293041504971,0.0168825640846839,0.10464570606632384,3,0.07107293041504971
100,PEBBLES_M,PEBBLES_XL,39,0.07098963876908426,0.015828059613632678,0.13969104761893306,3,0.07098963876908426
100,PEBBLES_L,PEBBLES_XL,80,0.07034700739122059,0.015640436426586902,0.10377646929859011,3,0.07034700739122059
100,PEBBLES_M,PEBBLES_XL,38,0.07023698130487849,0.01519266077215354,0.13798593078462973,3,0.07023698130487849
100,PEBBLES_XL,PEBBLES_M,25,0.06999194875731629,0.03689561023665488,0.09892094976607597,3,0.06999194875731629
100,PEBBLES_L,PEBBLES_XL,79,0.06953970604695874,0.014319145209482317,0.10264859842502518,3,0.06953970604695874
100,PEBBLES_M,PEBBLES_XL,37,0.06935897489492401,0.014458538762576485,0.13619001215816917,3,0.06935897489492401
100,PEBBLES_L,PEBBLES_XL,78,0.06873694317485157,0.01304032552841217,0.10143329467718457,3,0.06873694317485157
100,PEBBLES_M,PEBBLES_XL,36,0.06840588092731675,0.013723019399649747,0.13435247127266414,3,0.06840588092731675
100,PEBBLES_XL,PEBBLES_M,24,0.06829795444082098,0.03652710733847012,0.09622939600046729,3,0.06829795444082098
100,PEBBLES_L,PEBBLES_XL,77,0.06801313943323341,0.011916841021313802,0.10020004351016444,3,0.06801313943323341
100,PEBBLES_M,PEBBLES_XL,500,0.0677013971279885,0.031725113274222554,0.09092842605817544,3,0.0677013971279885
100,PEBBLES_M,PEBBLES_XL,35,0.06748377896447083,0.013144950995100742,0.132515881790775,3,0.06748377896447083
100,PEBBLES_L,PEBBLES_XL,76,0.06713442597512984,0.010697683385562672,0.0989637047910552,3,0.06713442597512984
20,PEBBLES_XL,PEBBLES_XS,200,0.06712415040249316,0.059956009846494955,0.07728260018419932,3,0.06712415040249316
100,PEBBLES_M,PEBBLES_XL,34,0.06654996877375037,0.012707137697856474,0.13088100994426272,3,0.06654996877375037
100,PEBBLES_XL,PEBBLES_M,23,0.06642197316983706,0.03574061784117051,0.09348550459094271,3,0.06642197316983706
100,PEBBLES_L,PEBBLES_XL,75,0.06617268935494934,0.009649334883931455,0.0976990161353137,3,0.06617268935494934
100,PEBBLES_M,PEBBLES_XL,33,0.06551826181968799,0.012120386341659795,0.12916756668210014,3,0.06551826181968799
100,PEBBLES_L,PEBBLES_XL,74,0.06513229001703853,0.008341109451850931,0.09657431504040005,3,0.06513229001703853
100,PEBBLES_M,PEBBLES_XL,32,0.06474371930683098,0.011561008273506809,0.12792445273955286,3,0.06474371930683098
100,PEBBLES_XL,PEBBLES_M,22,0.06442996495448632,0.03458504636103643,0.090640227233304,3,0.06442996495448632
100,PEBBLES_L,PEBBLES_XL,73,0.06410295149680277,0.0071815426851364285,0.09548237706954424,3,0.06410295149680277
100,PEBBLES_M,PEBBLES_XL,31,0.06394412603421933,0.011084309391461242,0.1266197165639492,3,0.06394412603421933
100,PEBBLES_M,PEBBLES_XL,30,0.0631419844645633,0.010814920231865734,0.12505358540132114,3,0.0631419844645633
100,PEBBLES_L,PEBBLES_XL,72,0.06306307563566062,0.00599041879756902,0.09451052978081617,3,0.06306307563566062
100,PEBBLES_S,PEBBLES_XL,500,0.06288618667223132,0.05102203742531874,0.08176509162070567,3,0.06288618667223132
100,PEBBLES_XL,PEBBLES_M,21,0.06257250211876667,0.03357321604671751,0.08748060711449578,3,0.06257250211876667
20,PEBBLES_XL,PEBBLES_M,100,0.06252910452109663,0.03145516252212797,0.08905581711880704,3,0.06252910452109663
100,PEBBLES_M,PEBBLES_XL,29,0.06238437433453478,0.010806636214802951,0.12302318606766828,3,0.06238437433453478
20,PEBBLES_XL,PEBBLES_XS,150,0.06237414131812313,0.03168283043653487,0.09084608098906545,3,0.06237414131812313
100,PEBBLES_L,PEBBLES_XL,71,0.06203927664535543,0.005070813442028031,0.09342284305194781,3,0.06203927664535543
20,PEBBLES_M,PEBBLES_XL,150,0.061766853118168374,0.008747408144604105,0.09412512932834384,3,0.061766853118168374
100,PEBBLES_M,PEBBLES_XL,28,0.06169057019357599,0.010936358406024053,0.12094654216306808,3,0.06169057019357599
20,PEBBLES_XL,PEBBLES_M,35,0.061615313236603096,0.05680149019493423,0.06795000822762061,3,0.061615313236603096
20,PEBBLES_XL,PEBBLES_M,34,0.061586580863237594,0.05560529094774589,0.06879848462941585,3,0.061586580863237594
20,PEBBLES_XL,PEBBLES_M,33,0.0615107341046757,0.054664240863471686,0.06925919038736653,3,0.0615107341046757
20,PEBBLES_XL,PEBBLES_M,99,0.061338516535809205,0.03080644547196317,0.08688377351857882,3,0.061338516535809205
