day,source_product,trader,events,qty,notional,mean_edge,median_edge,edge_std,q_edge_sum,aggressive_rate,hit_rate,horizon,q_mean_edge,score,t_stat
1,VEV_4000,Mark 49,3,28,147178.0,-1.8333333333333333,-1.5,0.5773502691896257,-52.0,0.0,0.0,1,-1.8571428571428572,-9.827076298239907,-5.5
1,VEV_4000,Mark 55,44,244,1280039.0,-0.25,0.0,1.1638948246257896,-72.0,1.0,0.29545454545454547,1,-0.29508196721311475,-4.609327677584255,-1.4247957462229228
1,VEV_4000,Mark 67,11,102,535856.0,1.8636363636363635,1.5,0.9244162777371754,180.5,1.0,1.0,1,1.7696078431372548,17.872163150728973,6.686362748797782
1,VEV_4500,Mark 14,1,3,15807.0,0.5,0.5,,1.5,0.0,1.0,1,0.5,0.8660254037844387,
1,VEV_4500,Mark 38,1,2,20172.0,-1.5,-1.5,,-3.0,1.0,0.0,1,-1.5,-2.1213203435596424,
1,VEV_5000,Mark 14,1,6,60228.0,1.0,1.0,,6.0,0.0,1.0,1,1.0,2.4494897427831783,
1,VEV_5000,Mark 67,1,12,63048.0,2.0,2.0,,24.0,1.0,1.0,1,2.0,6.92820323027551,
1,VEV_5100,Mark 01,2,10,100.0,1.0,1.0,0.0,10.0,0.0,1.0,1,1.0,3.162277660168379,
1,VEV_5200,Mark 01,2,10,0.0,1.0,1.0,0.0,10.0,0.0,1.0,1,1.0,3.162277660168379,
1,VEV_5200,Mark 14,3,13,106023.0,0.16666666666666666,0.5,0.5773502691896258,1.5,0.0,0.6666666666666666,1,0.11538461538461539,0.41602514716892186,0.49999999999999994
1,VEV_5200,Mark 49,1,9,47133.0,-1.5,-1.5,,-13.5,0.0,0.0,1,-1.5,-4.5,
1,VEV_5200,Mark 55,2,12,62757.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
1,VEV_5300,Mark 01,13,69,236350.0,0.19230769230769232,0.0,0.9022763235852774,10.0,0.0,0.46153846153846156,1,0.14492753623188406,1.203858530857692,0.7684732793678399
1,VEV_5300,Mark 14,24,103,662991.0,-0.10416666666666667,0.0,1.0212861314630883,-8.5,0.0,0.2916666666666667,1,-0.0825242718446602,-0.8375298864396492,-0.4996742316952461
1,VEV_5300,Mark 22,19,86,121328.0,0.18421052631578946,-0.0,1.169170246083728,13.0,0.8947368421052632,0.47368421052631576,1,0.1511627906976744,1.4018260516446994,0.6867734371761152
1,VEV_5300,Mark 38,19,51,385939.0,-0.42105263157894735,-0.5,0.9168660070336347,-22.0,1.0,0.15789473684210525,1,-0.43137254901960786,-3.0806161848616216,-2.0017383749479176
1,VEV_5300,Mark 49,1,12,62880.0,-2.0,-2.0,,-24.0,0.0,0.0,1,-2.0,-6.92820323027551,
1,VEV_5300,Mark 55,8,45,236114.0,0.3125,0.75,0.8838834764831844,11.5,1.0,0.625,1,0.25555555555555554,1.7143187827498387,1.0
1,VEV_5400,Mark 01,24,90,189039.0,0.0,0.0,0.7939992333804204,4.5,0.0,0.20833333333333334,1,0.05,0.4743416490252569,0.0
1,VEV_5400,Mark 14,50,198,1325864.0,-0.05,0.0,1.4258903412626522,-18.0,0.0,0.34,1,-0.09090909090909091,-1.2792042981336627,-0.24795272144153507
1,VEV_5400,Mark 22,25,105,79516.0,0.08,-0.0,1.304479461956633,8.0,0.96,0.44,1,0.0761904761904762,0.7807200583588266,0.3066357207341743
1,VEV_5400,Mark 38,28,94,772490.0,0.05357142857142857,0.0,1.1967493449795552,10.5,1.0,0.4642857142857143,1,0.11170212765957446,1.082992308571733,0.23686944634322166
1,VEV_5400,Mark 49,2,19,99733.0,-2.0,-2.0,0.0,-38.0,0.0,0.0,1,-2.0,-8.717797887081346,
1,VEV_5400,Mark 55,20,112,588004.0,0.1,0.0,1.2096106376585989,5.5,1.0,0.45,1,0.049107142857142856,0.5197011503876874,0.36971698295049205
1,VEV_5400,Mark 67,7,66,346277.0,2.5,2.5,1.1547005383792515,172.5,1.0,1.0,1,2.6136363636363638,21.233282193934894,5.7282196186948005
1,VEV_5500,Mark 01,38,150,357026.0,-0.11842105263157894,0.0,0.8732837262721865,-3.5,0.0,0.23684210526315788,1,-0.023333333333333334,-0.2857738033247041,-0.8359212168129935
1,VEV_5500,Mark 14,48,188,1427848.0,0.03125,0.0,1.0639461372544776,-6.0,0.0,0.3125,1,-0.031914893617021274,-0.4375949744936837,0.20349371398142974
1,VEV_5500,Mark 22,28,123,189691.0,-0.5357142857142857,-0.5,1.4525110532413719,-80.5,0.8214285714285714,0.2857142857142857,1,-0.6544715447154471,-7.25844055907283,-1.9516089335384499
1,VEV_5500,Mark 38,38,126,1128525.0,0.09210526315789473,0.25,1.3845443350240634,24.5,1.0,0.5,1,0.19444444444444445,2.1826334756181325,0.4100807461306762
1,VEV_5500,Mark 49,5,59,309852.0,-1.9,-1.5,1.2449899597988732,-119.5,0.0,0.0,1,-2.0254237288135593,-15.557574862208453,-3.4125007385087236
1,VEV_5500,Mark 55,24,117,613987.0,0.125,0.0,1.408437308570713,0.0,1.0,0.375,1,0.0,0.0,0.4347885645810052
1,VEV_5500,Mark 67,1,6,31626.0,2.0,2.0,,12.0,1.0,1.0,1,2.0,4.898979485566357,
1,VEV_6000,Mark 01,36,132,158361.0,0.1388888888888889,0.0,1.0529625628341013,28.0,0.0,0.3888888888888889,1,0.21212121212121213,2.4370871833797696,0.7914178174486803
1,VEV_6000,Mark 14,52,199,1443127.0,0.10576923076923077,0.0,1.2380271246574657,32.5,0.0,0.4423076923076923,1,0.16331658291457288,2.3038639162770918,0.616071130122222
1,VEV_6000,Mark 22,37,146,83990.0,-0.22972972972972974,-0.0,1.1878703784656117,-40.0,0.9459459459459459,0.32432432432432434,1,-0.273972602739726,-3.310423554409472,-1.1763837346466761
1,VEV_6000,Mark 38,40,141,1181983.0,-0.15,-0.25,1.2719861311935432,-12.5,1.0,0.3,1,-0.08865248226950355,-1.0526899013331488,-0.7458283347479076
1,VEV_6000,Mark 49,2,19,99550.0,-2.25,-2.25,1.0606601717798212,-46.5,0.0,0.0,1,-2.4473684210526314,-10.66783162498112,-3.0000000000000004
1,VEV_6000,Mark 55,22,129,676330.0,-0.11363636363636363,0.0,0.7548544196102948,-11.5,1.0,0.22727272727272727,1,-0.08914728682170543,-1.0125185422744674,-0.7060987881136027
1,VEV_6000,Mark 67,3,24,125635.0,1.8333333333333333,2.0,0.28867513459481287,44.0,1.0,1.0,1,1.8333333333333333,8.981462390204987,11.0
1,VEV_6500,Mark 01,31,148,419687.0,0.16129032258064516,0.0,1.2068353710855617,40.5,0.0,0.4838709677419355,1,0.27364864864864863,3.3290794929334853,0.7441168295606796
1,VEV_6500,Mark 14,54,234,1685963.0,0.2777777777777778,0.0,1.017148560913573,63.5,0.0,0.3888888888888889,1,0.27136752136752135,4.151124860424895,2.006827252929436
1,VEV_6500,Mark 22,31,121,168132.0,-0.4032258064516129,-0.5,0.9867400437696318,-54.0,0.8709677419354839,0.25806451612903225,1,-0.4462809917355372,-4.909090909090909,-2.2752358024894628
1,VEV_6500,Mark 38,38,136,1172980.0,-0.34210526315789475,0.0,1.2142468645541806,-45.5,1.0,0.3157894736842105,1,-0.33455882352941174,-3.9015928119920757,-1.7367790160810526
1,VEV_6500,Mark 49,2,24,126214.0,-2.75,-2.75,0.3535533905932738,-65.5,0.0,0.0,1,-2.7291666666666665,-13.370131512691515,-11.0
1,VEV_6500,Mark 55,29,161,844646.0,0.20689655172413793,-0.0,1.3984509375128402,53.0,1.0,0.4482758620689655,1,0.32919254658385094,4.176985153067234,0.7967187115222488
1,VEV_6500,Mark 67,6,57,299066.0,2.1666666666666665,2.75,1.4719601443879746,134.5,1.0,0.8333333333333334,1,2.3596491228070176,17.81496020252484,3.6055512754639882
2,HYDROGEL_PACK,Mark 01,153,668,1517661.0,0.006535947712418301,-0.0,1.126806923323273,34.5,0.0,0.39215686274509803,1,0.051646706586826345,1.3348450761213861,0.07174717040875903
2,HYDROGEL_PACK,Mark 14,163,643,4460266.0,-0.34355828220858897,-0.0,1.1297348541662413,-229.5,0.0,0.27607361963190186,1,-0.3569206842923795,-9.05059650217051,-3.882555719828327
2,HYDROGEL_PACK,Mark 22,109,403,533628.0,-0.3302752293577982,-0.0,1.1631299238879966,-176.0,0.8623853211009175,0.28440366972477066,1,-0.43672456575682383,-8.767184472406235,-2.964565312935915
2,HYDROGEL_PACK,Mark 38,116,420,3707544.0,0.17672413793103448,0.0,1.0979314747462068,84.5,1.0,0.3620689655172414,1,0.2011904761904762,4.1231778082075525,1.7336029252233234
2,HYDROGEL_PACK,Mark 49,12,124,652506.0,-1.8333333333333333,-2.0,0.937436866561092,-231.5,0.0,0.0,1,-1.8669354838709677,-20.789313709599195,-6.774699382565837
2,HYDROGEL_PACK,Mark 55,96,544,2860546.0,0.09375,-0.0,1.1971732056016484,49.5,1.0,0.40625,1,0.09099264705882353,2.122294991138547,0.7672729804222966
2,HYDROGEL_PACK,Mark 67,15,127,667261.0,1.9666666666666666,2.0,0.9722335600245937,254.5,1.0,0.9333333333333333,1,2.0039370078740157,22.583223164640096,7.834400663302114
2,VELVETFRUIT_EXTRACT,Mark 01,199,846,1894804.0,-0.10301507537688442,-0.0,1.3202735233803875,-69.0,0.0,0.3768844221105528,1,-0.08156028368794327,-2.372268866395225,-1.1006859143447365
2,VELVETFRUIT_EXTRACT,Mark 14,199,809,5424492.0,-0.04020100502512563,-0.0,1.0746819871638023,-80.5,0.0,0.37185929648241206,1,-0.09950556242274412,-2.8302292795868857,-0.5276956074264517
2,VELVETFRUIT_EXTRACT,Mark 22,131,520,624806.0,-0.10687022900763359,-0.0,1.381202978437757,-36.0,0.8778625954198473,0.44274809160305345,1,-0.06923076923076923,-1.5787044347526527,-0.8855944408033111
2,VELVETFRUIT_EXTRACT,Mark 38,125,409,3332562.0,0.124,0.0,1.1702908378524075,80.5,1.0,0.464,1,0.19682151589242053,3.9804688202948975,1.1846304364767763
2,VELVETFRUIT_EXTRACT,Mark 49,13,129,677437.0,-1.6153846153846154,-2.0,0.9822136171646115,-210.0,0.0,0.0,1,-1.627906976744186,-18.4894690328381,-5.929822147221146
2,VELVETFRUIT_EXTRACT,Mark 55,123,699,3675128.0,0.10975609756097561,0.0,1.1024127514004087,101.0,1.0,0.4146341463414634,1,0.14449213161659513,3.8201708460847805,1.1041726479077285
2,VELVETFRUIT_EXTRACT,Mark 67,16,168,882730.0,1.53125,1.5,1.1614466553971963,248.5,1.0,0.8125,1,1.4791666666666667,19.17219123278992,5.2735956245061875
2,VEV_4000,Mark 01,56,232,474104.0,0.05357142857142857,0.0,1.3707283114812008,-36.0,0.0,0.48214285714285715,1,-0.15517241379310345,-2.363515791475006,0.29246631846061105
2,VEV_4000,Mark 14,69,306,1867910.0,-0.45652173913043476,-0.5,1.0280590308168056,-163.0,0.0,0.21739130434782608,1,-0.5326797385620915,-9.318089792742981,-3.688654307320092
2,VEV_4000,Mark 22,42,171,126832.0,0.30952380952380953,0.25,1.533974516246098,64.0,0.9285714285714286,0.5,1,0.3742690058479532,4.894202322571984,1.3076772320938466
2,VEV_4000,Mark 38,56,191,1592833.0,0.017857142857142856,0.0,1.246683913115421,-18.0,1.0,0.39285714285714285,1,-0.09424083769633508,-1.302434289526359,0.10718885480945509
2,VEV_4000,Mark 49,6,59,310391.0,-1.4166666666666667,-2.0,1.5625833311112296,-93.0,0.16666666666666666,0.16666666666666666,1,-1.576271186440678,-12.10756872121662,-2.2207522631609478
2,VEV_4000,Mark 55,51,272,1430051.0,0.22549019607843138,0.0,1.1327564852614884,18.0,1.0,0.4117647058823529,1,0.0661764705882353,1.0914103126634984,1.4215960072481777
2,VEV_4000,Mark 67,8,74,389154.0,2.25,2.5,0.7071067811865476,172.5,1.0,1.0,1,2.331081081081081,20.052717683308828,9.0
2,VEV_4500,Mark 14,1,6,31590.0,-0.5,-0.5,,-3.0,0.0,0.0,1,-0.5,-1.2247448713915892,
2,VEV_4500,Mark 22,1,2,32.0,-1.0,-1.0,,-2.0,1.0,0.0,1,-1.0,-1.414213562373095,
2,VEV_4500,Mark 55,2,7,36856.0,-0.5,-0.5,0.7071067811865476,-4.0,1.0,0.0,1,-0.5714285714285714,-1.5118578920369088,-1.0
2,VEV_5000,Mark 14,2,10,99546.0,2.75,2.75,1.7677669529663689,30.0,0.0,1.0,1,3.0,9.486832980505138,2.2
2,VEV_5000,Mark 22,2,4,12.0,-1.0,-1.0,0.0,-4.0,1.0,0.0,1,-1.0,-2.0,
2,VEV_5100,Mark 22,3,12,330.0,1.0,2.0,1.7320508075688772,18.0,1.0,0.6666666666666666,1,1.5,5.196152422706632,1.0
2,VEV_5100,Mark 38,1,5,49985.0,1.0,1.0,,5.0,1.0,1.0,1,1.0,2.23606797749979,
2,VEV_5200,Mark 01,6,25,94819.0,-1.0833333333333333,-1.5,1.3197221929886103,-27.0,0.0,0.16666666666666666,1,-1.08,-5.4,-2.010736730891674
2,VEV_5200,Mark 14,9,38,221017.0,-0.16666666666666666,-0.0,1.75,-3.0,0.0,0.4444444444444444,1,-0.07894736842105263,-0.48666426339228763,-0.2857142857142857
2,VEV_5200,Mark 22,9,39,89348.0,0.05555555555555555,-0.0,1.488380924957646,-0.5,0.6666666666666666,0.3333333333333333,1,-0.01282051282051282,-0.08006407690254357,0.11197850219117084
2,VEV_5200,Mark 38,6,17,143760.0,0.4166666666666667,0.25,0.7359800721939873,7.0,1.0,0.5,1,0.4117647058823529,1.697749375254331,1.3867504905630725
2,VEV_5200,Mark 49,1,9,47205.0,-1.0,-1.0,,-9.0,0.0,0.0,1,-1.0,-3.0,
2,VEV_5200,Mark 55,6,34,178297.0,0.8333333333333334,1.25,1.7511900715418263,26.5,1.0,0.6666666666666666,1,0.7794117647058824,4.544712506276484,1.1656310103003922
2,VEV_5200,Mark 67,1,7,36925.0,1.0,1.0,,7.0,1.0,1.0,1,1.0,2.6457513110645903,
2,VEV_5300,Mark 01,19,78,258113.0,0.10526315789473684,0.0,1.1735386582708471,14.5,0.0,0.3157894736842105,1,0.1858974358974359,1.6418016995096636,0.39098112747064484
2,VEV_5300,Mark 14,30,121,897462.0,-0.26666666666666666,-0.0,1.2157964136894919,-31.5,0.0,0.3333333333333333,1,-0.2603305785123967,-2.8636363636363638,-1.2013470925186254
2,VEV_5300,Mark 22,18,83,226622.0,-0.8333333333333334,-0.75,1.4552137502179978,-93.0,0.6666666666666666,0.16666666666666666,1,-1.1204819277108433,-10.208076179041202,-2.429563289518875
2,VEV_5300,Mark 38,25,80,605943.0,0.0,0.0,0.9354143466934853,2.5,1.0,0.44,1,0.03125,0.2795084971874737,0.0
2,VEV_5300,Mark 49,1,8,41952.0,-1.0,-1.0,,-8.0,0.0,0.0,1,-1.0,-2.82842712474619,
2,VEV_5300,Mark 55,15,83,435914.0,0.23333333333333334,0.5,1.0153582525160176,28.5,1.0,0.5333333333333333,1,0.3433734939759036,3.1282814097061746,0.8900268569007449
2,VEV_5300,Mark 67,1,14,73766.0,2.0,2.0,,28.0,1.0,1.0,1,2.0,7.483314773547883,
2,VEV_5400,Mark 01,30,138,363202.0,0.16666666666666666,0.0,1.1012010162367811,-13.5,0.0,0.36666666666666664,1,-0.09782608695652174,-1.1491963165243106,0.8289775578803049
2,VEV_5400,Mark 14,58,235,1521513.0,0.08620689655172414,0.0,1.26052735773593,16.5,0.0,0.41379310344827586,1,0.07021276595744681,1.0763413205381795,0.5208392822808935
2,VEV_5400,Mark 22,22,87,116844.0,-0.3409090909090909,-0.25,1.3486003647200098,-45.5,0.8181818181818182,0.36363636363636365,1,-0.5229885057471264,-4.878112033511966,-1.1856776955559079
2,VEV_5400,Mark 38,23,81,660046.0,0.32608695652173914,-0.0,0.9487874516763478,26.0,1.0,0.43478260869565216,1,0.32098765432098764,2.888888888888889,1.6482702239210547
2,VEV_5400,Mark 49,1,14,73850.0,-2.0,-2.0,,-28.0,0.0,0.0,1,-2.0,-7.483314773547883,
2,VEV_5400,Mark 55,30,154,809530.0,0.38333333333333336,0.5,1.2225138976245045,60.5,1.0,0.5666666666666667,1,0.39285714285714285,4.875228932353551,1.7174472545325867
2,VEV_5400,Mark 67,2,22,115550.0,1.75,1.75,0.3535533905932738,40.0,1.0,1.0,1,1.8181818181818181,8.528028654224418,7.0
2,VEV_5500,Mark 01,37,145,331698.0,0.22972972972972974,0.0,0.9249218780418597,37.0,0.0,0.4594594594594595,1,0.25517241379310346,3.072682754588379,1.5108209950162887
2,VEV_5500,Mark 14,52,224,1595466.0,0.04807692307692308,0.0,1.0676142331523886,9.0,0.0,0.3076923076923077,1,0.04017857142857143,0.6013377943029549,0.32473117337251056
2,VEV_5500,Mark 22,39,137,32791.0,0.20512820512820512,-0.0,1.2015228753432077,9.5,0.9743589743589743,0.48717948717948717,1,0.06934306569343066,0.8116397748309229,1.066167991245926
2,VEV_5500,Mark 38,25,89,828040.0,0.0,-0.0,1.2583057392117916,3.5,1.0,0.36,1,0.03932584269662921,0.370999258002226,0.0
2,VEV_5500,Mark 49,3,38,199545.0,-2.8333333333333335,-3.0,0.7637626158259733,-107.0,0.0,0.0,1,-2.8157894736842106,-17.357692060991592,-6.425396041156863
2,VEV_5500,Mark 55,28,153,804619.0,-0.07142857142857142,0.0,1.5074769558725505,-31.5,1.0,0.42857142857142855,1,-0.20588235294117646,-2.5466240628814965,-0.2507265345163805
2,VEV_5500,Mark 67,6,50,262849.0,2.0833333333333335,2.0,0.8612007121842542,104.0,1.0,1.0,1,2.08,14.707821048680188,5.925568289249715
2,VEV_6000,Mark 01,34,137,347824.0,0.014705882352941176,0.0,0.8209869717864816,-2.0,0.0,0.35294117647058826,1,-0.014598540145985401,-0.1708715315433522,0.1044465935734187
2,VEV_6000,Mark 14,43,167,1153537.0,-0.1511627906976744,-0.5,1.1471231289047472,-32.0,0.0,0.37209302325581395,1,-0.19161676646706588,-2.476234344109238,-0.864110122257189
2,VEV_6000,Mark 22,49,174,28182.0,0.09183673469387756,0.0,1.0833660382295152,15.0,0.9795918367346939,0.3877551020408163,1,0.08620689655172414,1.137147065368355,0.5933886795156774
2,VEV_6000,Mark 38,32,112,978572.0,-0.234375,-0.5,1.2507054460996105,-31.0,1.0,0.25,1,-0.2767857142857143,-2.929224665821511,-1.0600619185431959
2,VEV_6000,Mark 49,4,43,225657.0,-1.625,-1.75,1.25,-77.5,0.0,0.0,1,-1.802325581395349,-11.818639200776863,-2.6
2,VEV_6000,Mark 55,31,179,941114.0,0.22580645161290322,0.0,1.2638480240744887,31.0,1.0,0.41935483870967744,1,0.17318435754189945,2.317048787531001,0.9947692208547735
2,VEV_6000,Mark 67,3,28,147372.0,1.6666666666666667,1.5,1.2583057392117916,56.5,1.0,1.0,1,2.017857142857143,10.677496362510668,2.2941573387056176
2,VEV_6500,Mark 01,39,145,158783.0,0.32051282051282054,0.5,1.0605806471182826,48.0,0.0,0.5384615384615384,1,0.3310344827586207,3.9861830329795183,1.8872698912639674
2,VEV_6500,Mark 14,42,177,1303423.0,-0.047619047619047616,0.0,1.1251532351440707,-12.0,0.0,0.38095238095238093,1,-0.06779661016949153,-0.9019752336033946,-0.2742797072299829
2,VEV_6500,Mark 22,46,172,90354.0,0.07608695652173914,-0.0,1.2245969464111122,40.0,0.9565217391304348,0.43478260869565216,1,0.23255813953488372,3.0499714066520935,0.4214013827606726
2,VEV_6500,Mark 38,30,96,845694.0,-0.08333333333333333,0.0,0.7437478870828675,-7.5,1.0,0.26666666666666666,1,-0.078125,-0.7654655446197433,-0.6136964857512031
2,VEV_6500,Mark 49,2,16,84264.0,-1.5,-1.5,1.4142135623730951,-24.0,0.0,0.0,1,-1.5,-6.0,-1.5
2,VEV_6500,Mark 55,29,164,862462.0,0.08620689655172414,0.0,0.8563728068058054,17.0,1.0,0.3793103448275862,1,0.10365853658536585,1.3274769760531515,0.5420984199325496
2,VEV_6500,Mark 67,9,77,405155.0,1.9444444444444444,2.0,0.3004626062886658,151.0,1.0,1.0,1,1.9610389610389611,17.20804704540533,19.414506867883016
3,HYDROGEL_PACK,Mark 01,164,646,976922.0,0.06402439024390244,0.0,1.0641328850042546,76.0,0.0,0.4024390243902439,1,0.11764705882352941,2.990180006385608,0.7704979908706643
3,HYDROGEL_PACK,Mark 14,164,663,4616145.0,-0.10975609756097561,-0.0,1.1723407193442232,-111.5,0.0,0.32926829268292684,1,-0.16817496229260936,-4.330301178396942,-1.1989380167428547
3,HYDROGEL_PACK,Mark 22,120,428,254689.0,-0.35833333333333334,-0.0,1.3599668392727702,-209.5,0.9583333333333334,0.20833333333333334,1,-0.4894859813084112,-10.126564722753326,-2.8863534625246694
3,HYDROGEL_PACK,Mark 38,99,382,3374330.0,-0.12626262626262627,-0.0,1.1525115306507037,-40.0,1.0,0.3434343434343434,1,-0.10471204188481675,-2.046578040386603,-1.0900518004923685
3,HYDROGEL_PACK,Mark 49,7,55,288025.0,-2.7142857142857144,-3.0,0.9511897312113419,-162.0,0.0,0.0,1,-2.9454545454545453,-21.844075543809044,-7.549834435270751
3,HYDROGEL_PACK,Mark 55,91,488,2557458.0,0.027472527472527472,0.0,0.987034383512993,30.5,1.0,0.38461538461538464,1,0.0625,1.3806701271484076,0.26551375874843547
3,HYDROGEL_PACK,Mark 67,7,72,377658.0,2.0714285714285716,2.0,1.3671311638052945,155.0,1.0,0.8571428571428571,1,2.1527777777777777,18.26692518065248,4.0087483949815965
3,VELVETFRUIT_EXTRACT,Mark 01,237,880,1271790.0,-0.04008438818565401,0.0,1.0880109326006926,19.0,0.0,0.3881856540084388,1,0.02159090909090909,0.64048986934008,-0.5671738158581777
3,VELVETFRUIT_EXTRACT,Mark 14,220,874,5902605.0,0.03636363636363636,0.0,1.072080491144935,50.5,0.0,0.4,1,0.057780320366132724,1.7081879810166394,0.5030964507101335
3,VELVETFRUIT_EXTRACT,Mark 22,218,770,458571.0,0.04128440366972477,-0.0,1.2212187769725327,-10.0,0.9220183486238532,0.42660550458715596,1,-0.012987012987012988,-0.3603749850782236,0.49913817804362726
3,VELVETFRUIT_EXTRACT,Mark 38,159,542,4593205.0,0.14465408805031446,0.0,1.1142715051469945,54.5,1.0,0.4276729559748428,1,0.10055350553505535,2.34097544875219,1.6369606857272252
3,VELVETFRUIT_EXTRACT,Mark 49,9,85,445613.0,-2.1666666666666665,-2.0,0.7499999999999999,-198.5,0.0,0.0,1,-2.335294117647059,-21.530347938501624,-8.666666666666668
3,VELVETFRUIT_EXTRACT,Mark 55,134,729,3817943.0,-0.026119402985074626,-0.0,1.129437221258247,5.5,1.0,0.3880597014925373,1,0.0075445816186556925,0.2037037037037037,-0.26770319169810897
3,VELVETFRUIT_EXTRACT,Mark 67,22,199,1041992.0,1.8636363636363635,2.0,1.0371873387954442,383.0,0.9545454545454546,0.9545454545454546,1,1.9246231155778895,27.150150151819265,8.427821130878641
3,VEV_4000,Mark 01,71,276,398854.0,0.3028169014084507,0.0,1.3482233633284018,111.0,0.0,0.4507042253521127,1,0.40217391304347827,6.681414846260191,1.892550325502161
3,VEV_4000,Mark 14,72,275,2036340.0,-0.0625,0.0,0.8838834764831844,-19.5,0.0,0.3472222222222222,1,-0.07090909090909091,-1.175894243853278,-0.5999999999999999
3,VEV_4000,Mark 22,55,174,98204.0,-0.00909090909090909,-0.0,0.9452165590140408,-26.5,0.8909090909090909,0.38181818181818183,1,-0.15229885057471265,-2.008959815484094,-0.0713275551548211
3,VEV_4000,Mark 38,41,109,783020.0,0.18292682926829268,0.0,0.9984744460987448,11.0,1.0,0.4634146341463415,1,0.10091743119266056,1.0536089137432665,1.1730928305086623
3,VEV_4000,Mark 49,4,40,209871.0,-1.75,-2.0,1.707825127659933,-73.0,0.0,0.25,1,-1.825,-11.542313459614585,-2.04939015319192
3,VEV_4000,Mark 55,36,196,1026291.0,-0.1111111111111111,0.0,1.309913361972087,-17.5,1.0,0.4166666666666667,1,-0.08928571428571429,-1.25,-0.508939511589525
3,VEV_4000,Mark 67,7,68,356517.0,2.642857142857143,3.0,1.0293317295817757,188.0,1.0,1.0,1,2.764705882352941,22.7983487534153,6.79308968111936
