product,buyer,seller,events,qty,notional,mean_edge,median_edge,edge_std,q_edge_sum,aggressive_rate,hit_rate,horizon,q_mean_edge,score,t_stat
VELVETFRUIT_EXTRACT,Mark 67,Mark 55,1,1,5241.0,0.0,0.0,,0.0,0.0,0.0,1,0.0,0.0,
VEV_4000,Mark 14,Mark 38,232,458,567138.0,-0.036637931034482756,0.0,1.3256356436368735,-23.0,0.0,0.3620689655172414,1,-0.05021834061135371,-1.074719421086795,-0.4209696248984431
VEV_4000,Mark 22,Mark 38,1,3,3678.0,-6.0,-6.0,,-18.0,0.0,0.0,1,-6.0,-10.392304845413264,
VEV_4000,Mark 38,Mark 14,207,412,517930.0,-0.03140096618357488,0.0,1.2695957114312018,3.0,1.0,0.3671497584541063,1,0.007281553398058253,0.14779939172464399,-0.35584653160785107
VEV_4000,Mark 38,Mark 22,2,3,3711.0,7.5,7.5,4.242640687119285,19.5,1.0,1.0,1,6.5,11.258330249197703,2.5000000000000004
VEV_4500,Mark 22,Mark 38,1,3,2178.0,-4.5,-4.5,,-13.5,0.0,0.0,1,-4.5,-7.794228634059948,
VEV_4500,Mark 38,Mark 22,2,3,2211.0,5.5,5.5,2.8284271247461903,14.5,1.0,1.0,1,4.833333333333333,8.371578903249574,2.75
VEV_5000,Mark 22,Mark 38,1,3,687.0,-1.5,-1.5,,-4.5,0.0,0.0,1,-1.5,-2.598076211353316,
VEV_5000,Mark 38,Mark 22,2,3,722.0,1.75,1.75,1.7677669529663689,4.0,1.0,1.0,1,1.3333333333333333,2.3094010767585034,1.4
VEV_5100,Mark 22,Mark 38,1,3,417.0,-1.5,-1.5,,-4.5,0.0,0.0,1,-1.5,-2.598076211353316,
VEV_5100,Mark 38,Mark 22,2,3,454.0,1.25,1.25,1.0606601717798212,3.0,1.0,1.0,1,1.0,1.7320508075688774,1.666666666666667
VEV_5200,Mark 01,Mark 22,11,34,2225.0,0.0,0.0,0.4472135954999579,1.0,0.0,0.18181818181818182,1,0.029411764705882353,0.17149858514250882,0.0
VEV_5200,Mark 14,Mark 22,33,122,9523.0,0.12121212121212122,0.0,0.6734972047814933,11.5,0.0,0.42424242424242425,1,0.0942622950819672,1.041161079488963,1.0338730716019817
VEV_5200,Mark 22,Mark 38,1,3,207.0,-1.0,-1.0,,-3.0,0.0,0.0,1,-1.0,-1.7320508075688774,
VEV_5200,Mark 38,Mark 22,2,3,245.0,0.5,0.5,0.7071067811865476,1.0,1.0,0.5,1,0.3333333333333333,0.5773502691896258,1.0
VEV_5300,Mark 01,Mark 22,132,439,15943.0,-0.11742424242424243,0.0,0.41378834655376223,-49.0,0.0,0.10606060606060606,1,-0.11161731207289294,-2.3386424035264035,-3.260366911955491
VEV_5300,Mark 14,Mark 22,30,105,4242.0,-0.25,-0.25,0.5373947370865069,-26.5,0.0,0.16666666666666666,1,-0.2523809523809524,-2.586135193313613,-2.548045783229343
VEV_5300,Mark 22,Mark 38,1,3,84.0,-0.5,-0.5,,-1.5,0.0,0.0,1,-0.5,-0.8660254037844387,
VEV_5300,Mark 38,Mark 22,1,1,41.0,1.0,1.0,,1.0,1.0,1.0,1,1.0,1.0,
VEV_5400,Mark 01,Mark 22,263,911,10201.0,-0.030418250950570342,0.0,0.2373248972215178,-27.0,0.0,0.07604562737642585,1,-0.029637760702524697,-0.8945499085954717,-2.078589893255579
VEV_5400,Mark 14,Mark 22,13,48,668.0,-0.3076923076923077,-0.5,0.25318484177091666,-15.5,0.0,0.0,1,-0.3229166666666667,-2.2372322931098,-4.381780460041329
VEV_5500,Mark 01,Mark 22,299,1042,4058.0,-0.015050167224080268,0.0,0.12534883202315547,-21.0,0.0,0.016722408026755852,1,-0.02015355086372361,-0.6505571213492293,-2.0761399622513763
VEV_5500,Mark 14,Mark 22,7,27,144.0,-0.21428571428571427,0.0,0.2672612419124244,-6.5,0.0,0.0,1,-0.24074074074074073,-1.2509255832441892,-2.1213203435596424
VEV_6000,Mark 01,Mark 22,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
VEV_6500,Mark 01,Mark 22,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
HYDROGEL_PACK,Mark 14,Mark 38,496,1989,19867206.0,0.1350806451612903,0.0,2.76940339152648,245.0,0.0,0.46774193548387094,2,0.1231774761186526,5.493494484303218,1.0862949103598345
HYDROGEL_PACK,Mark 22,Mark 38,11,42,419827.0,-3.4545454545454546,-3.0,1.8364986449021063,-146.5,0.0,0.0,2,-3.488095238095238,-22.605440769446464,-6.238736481379625
HYDROGEL_PACK,Mark 38,Mark 14,507,2033,20332421.0,-0.26627218934911245,0.0,2.7716282989865046,-734.5,1.0,0.39644970414201186,2,-0.36128873585833743,-16.290076012344105,-2.163190673847141
HYDROGEL_PACK,Mark 38,Mark 22,8,32,319756.0,3.9375,3.5,2.718159829212193,133.0,1.0,1.0,2,4.15625,23.511300474452703,4.097232136241213
VELVETFRUIT_EXTRACT,Mark 01,Mark 55,260,1417,7432924.0,0.20192307692307693,0.0,1.5285557804616665,273.0,0.0,0.46153846153846156,2,0.1926605504587156,7.252332747139321,2.1300575514380937
VELVETFRUIT_EXTRACT,Mark 14,Mark 55,316,1761,9235831.0,-0.09177215189873418,0.0,1.4663837471658572,-148.0,0.0,0.34810126582278483,2,-0.08404315729699034,-3.5268097878896976,-1.112517415373546
VELVETFRUIT_EXTRACT,Mark 22,Mark 49,7,54,283215.0,1.6428571428571428,2.0,1.6761634196950517,96.0,0.8571428571428571,0.8571428571428571,2,1.7777777777777777,13.063945294843617,2.5931787966097595
VELVETFRUIT_EXTRACT,Mark 22,Mark 55,18,92,482557.0,-1.3888888888888888,-1.0,1.5676467522593478,-130.0,0.0,0.1111111111111111,2,-1.4130434782608696,-13.553436913709861,-3.7588547939102575
VELVETFRUIT_EXTRACT,Mark 49,Mark 22,12,89,467190.0,-1.4166666666666667,-2.0,1.3455876265060036,-121.0,0.08333333333333333,0.08333333333333333,2,-1.3595505617977528,-12.825974348076956,-3.647088596418454
VELVETFRUIT_EXTRACT,Mark 49,Mark 55,5,26,136283.0,-0.8,-1.0,1.036822067666386,-21.5,0.0,0.2,2,-0.8269230769230769,-4.216496905470957,-1.725324371255015
VELVETFRUIT_EXTRACT,Mark 55,Mark 01,244,1375,7220079.0,-0.14344262295081966,0.0,1.393665132973903,-225.5,1.0,0.3770491803278688,2,-0.164,-6.0812827594184435,-1.6077358511828654
VELVETFRUIT_EXTRACT,Mark 55,Mark 14,331,1763,9254679.0,0.15861027190332327,0.0,1.5109930115606354,290.0,1.0,0.41389728096676737,2,0.1644923425978446,6.906719869328344,1.909777844801827
VELVETFRUIT_EXTRACT,Mark 55,Mark 22,14,62,325980.0,1.3928571428571428,1.5,1.2117782773290637,86.5,1.0,0.7857142857142857,2,1.3951612903225807,10.985510985516479,4.300782011688962
VELVETFRUIT_EXTRACT,Mark 55,Mark 49,9,54,283190.0,1.5555555555555556,1.5,1.6287350238076719,88.5,1.0,0.7777777777777778,2,1.6388888888888888,12.043324568683959,2.8652092565412453
VELVETFRUIT_EXTRACT,Mark 67,Mark 22,75,546,2864651.0,1.9333333333333333,2.0,1.242092103184298,1056.5,1.0,0.9066666666666666,2,1.934981684981685,45.21402603377795,13.479803763002307
VELVETFRUIT_EXTRACT,Mark 67,Mark 49,89,963,5056558.0,1.9719101123595506,2.0,1.2910521399974644,1919.5,1.0,0.898876404494382,2,1.9932502596053998,61.855023024105044,14.409149110080213
VELVETFRUIT_EXTRACT,Mark 67,Mark 55,1,1,5241.0,0.5,0.5,,0.5,0.0,1.0,2,0.5,0.5,
VEV_4000,Mark 14,Mark 38,232,458,567138.0,-0.25,0.0,1.6690459207925603,-144.0,0.0,0.3275862068965517,2,-0.314410480349345,-6.728678114630368,-2.2814750064658185
VEV_4000,Mark 22,Mark 38,1,3,3678.0,-3.5,-3.5,,-10.5,0.0,0.0,2,-3.5,-6.062177826491071,
VEV_4000,Mark 38,Mark 14,207,412,517930.0,-0.007246376811594203,0.0,1.500386892555821,8.0,1.0,0.41545893719806765,2,0.019417475728155338,0.3941317112657173,-0.06948688204743067
VEV_4000,Mark 38,Mark 22,2,3,3711.0,4.75,4.75,0.3535533905932738,14.0,1.0,1.0,2,4.666666666666667,8.082903768654761,19.0
VEV_4500,Mark 22,Mark 38,1,3,2178.0,-2.0,-2.0,,-6.0,0.0,0.0,2,-2.0,-3.464101615137755,
VEV_4500,Mark 38,Mark 22,2,3,2211.0,3.5,3.5,0.0,10.5,1.0,1.0,2,3.5,6.062177826491071,
VEV_5000,Mark 22,Mark 38,1,3,687.0,0.5,0.5,,1.5,0.0,1.0,2,0.5,0.8660254037844387,
VEV_5000,Mark 38,Mark 22,2,3,722.0,1.25,1.25,0.3535533905932738,3.5,1.0,1.0,2,1.1666666666666667,2.0207259421636903,5.0
VEV_5100,Mark 22,Mark 38,1,3,417.0,0.5,0.5,,1.5,0.0,1.0,2,0.5,0.8660254037844387,
VEV_5100,Mark 38,Mark 22,2,3,454.0,0.75,0.75,0.3535533905932738,2.0,1.0,1.0,2,0.6666666666666666,1.1547005383792517,3.0
VEV_5200,Mark 01,Mark 22,11,34,2225.0,0.09090909090909091,0.0,0.6640098575390962,7.0,0.0,0.36363636363636365,2,0.20588235294117646,1.2004900959975617,0.45407660918649984
VEV_5200,Mark 14,Mark 22,33,122,9523.0,-0.09090909090909091,0.0,0.7442964951733098,-18.5,0.0,0.3939393939393939,2,-0.15163934426229508,-1.6749113017865929,-0.7016464154456235
VEV_5200,Mark 22,Mark 38,1,3,207.0,0.5,0.5,,1.5,0.0,1.0,2,0.5,0.8660254037844387,
VEV_5200,Mark 38,Mark 22,2,3,245.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
VEV_5300,Mark 01,Mark 22,132,439,15943.0,-0.16666666666666666,0.0,0.5374049415913656,-71.0,0.0,0.15151515151515152,2,-0.16173120728929385,-3.388645115313768,-3.563149623898884
VEV_5300,Mark 14,Mark 22,30,105,4242.0,-0.18333333333333332,0.0,0.7007795331079443,-23.5,0.0,0.3,2,-0.22380952380952382,-2.2933651714290533,-1.4329157383341125
VEV_5300,Mark 22,Mark 38,1,3,84.0,0.5,0.5,,1.5,0.0,1.0,2,0.5,0.8660254037844387,
VEV_5300,Mark 38,Mark 22,1,1,41.0,0.5,0.5,,0.5,1.0,1.0,2,0.5,0.5,
VEV_5400,Mark 01,Mark 22,263,911,10201.0,-0.026615969581749048,0.0,0.31388776263221635,-20.5,0.0,0.1444866920152091,2,-0.022502744237102086,-0.679195300970636,-1.3751364104324701
VEV_5400,Mark 14,Mark 22,13,48,668.0,-0.38461538461538464,-0.5,0.3625055260409921,-19.0,0.0,0.0,2,-0.3958333333333333,-2.7424137786507226,-3.8254602783800298
VEV_5500,Mark 01,Mark 22,299,1042,4058.0,-0.013377926421404682,0.0,0.14126095959518659,-17.5,0.0,0.023411371237458192,2,-0.016794625719769675,-0.542130934457691,-1.637578942189052
VEV_5500,Mark 14,Mark 22,7,27,144.0,-0.21428571428571427,0.0,0.2672612419124244,-5.5,0.0,0.0,2,-0.2037037037037037,-1.058475493514314,-2.1213203435596424
VEV_6000,Mark 01,Mark 22,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
VEV_6500,Mark 01,Mark 22,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
HYDROGEL_PACK,Mark 14,Mark 38,496,1989,19867206.0,0.07358870967741936,0.0,3.2363353798864223,131.0,0.0,0.46774193548387094,3,0.06586224233283057,2.937337867117231,0.5064056065326077
HYDROGEL_PACK,Mark 22,Mark 38,11,42,419827.0,-3.090909090909091,-2.5,2.922483377353769,-121.0,0.0,0.09090909090909091,3,-2.880952380952381,-18.670705345413122,-3.507765277668173
HYDROGEL_PACK,Mark 38,Mark 14,507,2033,20332421.0,-0.28994082840236685,0.0,3.3016580749560704,-817.5,1.0,0.42011834319526625,3,-0.40211510083620267,-18.13088786942315,-1.9773395819754829
HYDROGEL_PACK,Mark 38,Mark 22,8,32,319756.0,4.125,3.5,3.6228441865473595,147.0,1.0,0.875,3,4.59375,25.986174208605618,3.2204702407301595
VELVETFRUIT_EXTRACT,Mark 01,Mark 55,260,1417,7432924.0,0.19230769230769232,0.0,1.7524220584616796,261.0,0.0,0.4576923076923077,3,0.18419195483415668,6.933548890122208,1.7694757662730132
VELVETFRUIT_EXTRACT,Mark 14,Mark 55,316,1761,9235831.0,-0.03481012658227848,0.0,1.6885394163770744,-6.5,0.0,0.38924050632911394,3,-0.0036910846110164677,-0.15489367311677726,-0.3664695887508538
VELVETFRUIT_EXTRACT,Mark 22,Mark 49,7,54,283215.0,2.0714285714285716,2.5,2.5727509827124,119.5,0.8571428571428571,0.8571428571428571,3,2.212962962962963,16.261890236810544,2.1302041649036045
VELVETFRUIT_EXTRACT,Mark 22,Mark 55,18,92,482557.0,-1.25,-1.0,2.0739986953311456,-126.0,0.0,0.2222222222222222,3,-1.3695652173913044,-13.136408085595711,-2.557041559783794
VELVETFRUIT_EXTRACT,Mark 49,Mark 22,12,89,467190.0,-1.6666666666666667,-1.75,2.5346089292516947,-143.0,0.08333333333333333,0.16666666666666666,3,-1.6067415730337078,-15.157969684090949,-2.2778672580471016
VELVETFRUIT_EXTRACT,Mark 49,Mark 55,5,26,136283.0,-0.6,0.0,1.08397416943394,-18.5,0.0,0.2,3,-0.7115384615384616,-3.6281485000564047,-1.2377054955105522
VELVETFRUIT_EXTRACT,Mark 55,Mark 01,244,1375,7220079.0,-0.14754098360655737,0.0,1.6638105460937718,-219.0,1.0,0.3975409836065574,3,-0.15927272727272726,-5.905990795178001,-1.3851720342817428
VELVETFRUIT_EXTRACT,Mark 55,Mark 14,331,1763,9254679.0,0.2039274924471299,0.0,1.8010812360826893,382.5,1.0,0.4501510574018127,3,0.21695972773681224,9.10972534488997,2.059949028225024
VELVETFRUIT_EXTRACT,Mark 55,Mark 22,14,62,325980.0,1.6071428571428572,1.5,1.0224136493267637,100.0,1.0,1.0,3,1.6129032258064515,12.70001270001905,5.881550923140768
VELVETFRUIT_EXTRACT,Mark 55,Mark 49,9,54,283190.0,0.9444444444444444,1.5,1.7037540250217393,55.5,1.0,0.6666666666666666,3,1.0277777777777777,7.552593373581465,1.6629943593513627
VELVETFRUIT_EXTRACT,Mark 67,Mark 22,75,546,2864651.0,1.94,2.0,1.5464868643546967,1056.0,1.0,0.8933333333333333,3,1.934065934065934,45.1926280091524,10.863909174184048
VELVETFRUIT_EXTRACT,Mark 67,Mark 49,89,963,5056558.0,2.0168539325842696,2.0,1.5855337468854986,1960.0,1.0,0.9101123595505618,3,2.035306334371755,63.16011728431669,12.000351290844026
VELVETFRUIT_EXTRACT,Mark 67,Mark 55,1,1,5241.0,1.0,1.0,,1.0,0.0,1.0,3,1.0,1.0,
VEV_4000,Mark 14,Mark 38,232,458,567138.0,-0.22844827586206898,0.0,1.659802629192942,-124.0,0.0,0.40948275862068967,3,-0.27074235807860264,-5.794139487598373,-2.0964061687711446
VEV_4000,Mark 22,Mark 38,1,3,3678.0,-3.0,-3.0,,-9.0,0.0,0.0,3,-3.0,-5.196152422706632,
VEV_4000,Mark 38,Mark 14,207,412,517930.0,0.0,0.0,1.837447575369978,16.5,1.0,0.4444444444444444,3,0.04004854368932039,0.8128966544855418,0.0
VEV_4000,Mark 38,Mark 22,2,3,3711.0,4.75,4.75,0.3535533905932738,14.5,1.0,1.0,3,4.833333333333333,8.371578903249574,19.0
VEV_4500,Mark 22,Mark 38,1,3,2178.0,-1.5,-1.5,,-4.5,0.0,0.0,3,-1.5,-2.598076211353316,
VEV_4500,Mark 38,Mark 22,2,3,2211.0,3.0,3.0,0.7071067811865476,9.5,1.0,1.0,3,3.1666666666666665,5.484827557301445,6.0
VEV_5000,Mark 22,Mark 38,1,3,687.0,1.5,1.5,,4.5,0.0,1.0,3,1.5,2.598076211353316,
VEV_5000,Mark 38,Mark 22,2,3,722.0,1.0,1.0,0.0,3.0,1.0,1.0,3,1.0,1.7320508075688774,
VEV_5100,Mark 22,Mark 38,1,3,417.0,1.5,1.5,,4.5,0.0,1.0,3,1.5,2.598076211353316,
VEV_5100,Mark 38,Mark 22,2,3,454.0,0.75,0.75,0.3535533905932738,2.0,1.0,1.0,3,0.6666666666666666,1.1547005383792517,3.0
VEV_5200,Mark 01,Mark 22,11,34,2225.0,0.3181818181818182,0.0,1.0787197799411874,18.5,0.0,0.36363636363636365,3,0.5441176470588235,3.1727238251364134,0.9782797401561579
VEV_5200,Mark 14,Mark 22,33,122,9523.0,-0.07575757575757576,0.0,0.8760815826131375,-24.0,0.0,0.3333333333333333,3,-0.19672131147540983,-2.172857905020445,-0.4967507005354076
VEV_5200,Mark 22,Mark 38,1,3,207.0,1.0,1.0,,3.0,0.0,1.0,3,1.0,1.7320508075688774,
VEV_5200,Mark 38,Mark 22,2,3,245.0,0.25,0.25,0.3535533905932738,1.0,1.0,0.5,3,0.3333333333333333,0.5773502691896258,1.0
VEV_5300,Mark 01,Mark 22,132,439,15943.0,-0.14393939393939395,0.0,0.6038372936602184,-55.5,0.0,0.21212121212121213,3,-0.1264236902050114,-2.6488704774635794,-2.738714135317542
VEV_5300,Mark 14,Mark 22,30,105,4242.0,-0.15,0.0,0.7328498928957017,-20.5,0.0,0.26666666666666666,3,-0.19523809523809524,-2.000595149544493,-1.1210806526987867
VEV_5300,Mark 22,Mark 38,1,3,84.0,0.5,0.5,,1.5,0.0,1.0,3,0.5,0.8660254037844387,
VEV_5300,Mark 38,Mark 22,1,1,41.0,0.5,0.5,,0.5,1.0,1.0,3,0.5,0.5,
VEV_5400,Mark 01,Mark 22,263,911,10201.0,-0.03231939163498099,0.0,0.35206742268876917,-30.0,0.0,0.155893536121673,3,-0.03293084522502744,-0.9939443428838575,-1.4887274987802952
VEV_5400,Mark 14,Mark 22,13,48,668.0,-0.38461538461538464,-0.5,0.41602514716892186,-19.0,0.0,0.0,3,-0.3958333333333333,-2.7424137786507226,-3.3333333333333335
VEV_5500,Mark 01,Mark 22,299,1042,4058.0,-0.026755852842809364,0.0,0.19460813471738436,-29.5,0.0,0.033444816053511704,3,-0.02831094049904031,-0.9138778609429649,-2.3773515235879987
VEV_5500,Mark 14,Mark 22,7,27,144.0,-0.21428571428571427,0.0,0.3933978962347216,-7.0,0.0,0.0,3,-0.25925925925925924,-1.3471506281091268,-1.441153384245784
VEV_6000,Mark 01,Mark 22,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
VEV_6500,Mark 01,Mark 22,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
HYDROGEL_PACK,Mark 14,Mark 38,496,1989,19867206.0,0.0715725806451613,0.0,4.516235397812962,124.5,0.0,0.46774193548387094,5,0.06259426847662142,2.7915920950846966,0.35294817809088036
HYDROGEL_PACK,Mark 22,Mark 38,11,42,419827.0,-2.6818181818181817,-2.0,3.2192602199319587,-104.5,0.0,0.2727272727272727,5,-2.488095238095238,-16.124700071038603,-2.762928144165997
HYDROGEL_PACK,Mark 38,Mark 14,507,2033,20332421.0,-0.17159763313609466,0.0,4.186032441420729,-518.5,1.0,0.4536489151873767,5,-0.25504181013280863,-11.499529492716704,-0.9230233405315613
HYDROGEL_PACK,Mark 38,Mark 22,8,32,319756.0,3.1875,3.5,5.43097925923914,113.0,1.0,0.75,5,3.53125,19.975766568519965,1.6600342276747224
VELVETFRUIT_EXTRACT,Mark 01,Mark 55,260,1417,7432924.0,0.2903846153846154,0.25,2.215970430313759,441.5,0.0,0.5,5,0.31157374735356386,11.728589406087949,2.112984526639036
VELVETFRUIT_EXTRACT,Mark 14,Mark 55,316,1761,9235831.0,-0.03322784810126582,0.0,2.1032107787063246,-24.5,0.0,0.41455696202531644,5,-0.013912549687677456,-0.5838299986709297,-0.28084258314303695
VELVETFRUIT_EXTRACT,Mark 22,Mark 49,7,54,283215.0,2.142857142857143,2.0,2.211980366743146,124.0,0.8571428571428571,0.7142857142857143,5,2.2962962962962963,16.874262672506337,2.5630729731502826
VELVETFRUIT_EXTRACT,Mark 22,Mark 55,18,92,482557.0,-1.3888888888888888,-2.0,2.7947195774066262,-144.5,0.0,0.2777777777777778,5,-1.5706521739130435,-15.065166415623652,-2.10846074057846
VELVETFRUIT_EXTRACT,Mark 49,Mark 22,12,89,467190.0,-1.875,-2.25,3.2761188234639085,-157.0,0.08333333333333333,0.25,5,-1.7640449438202248,-16.64196671609985,-1.9825869812364711
VELVETFRUIT_EXTRACT,Mark 49,Mark 55,5,26,136283.0,-1.7,-1.0,1.8234582528810468,-49.0,0.0,0.0,5,-1.8846153846153846,-9.609690621771017,-2.084673754248884
VELVETFRUIT_EXTRACT,Mark 55,Mark 01,244,1375,7220079.0,-0.0020491803278688526,0.0,2.113788726307421,2.0,1.0,0.4180327868852459,5,0.0014545454545454545,0.05393598899705937,-0.01514305549312912
VELVETFRUIT_EXTRACT,Mark 55,Mark 14,331,1763,9254679.0,0.26132930513595165,0.0,2.209240247238266,482.5,1.0,0.48036253776435045,5,0.27368122518434485,11.491352886037676,2.1520837296133988
VELVETFRUIT_EXTRACT,Mark 55,Mark 22,14,62,325980.0,1.7142857142857142,1.5,1.6374732612530445,98.0,1.0,0.8571428571428571,5,1.5806451612903225,12.446012446018669,3.917175295424238
VELVETFRUIT_EXTRACT,Mark 55,Mark 49,9,54,283190.0,1.0,0.5,1.620185174601965,65.5,1.0,0.5555555555555556,5,1.212962962962963,8.91342100846101,1.8516401995451028
VELVETFRUIT_EXTRACT,Mark 67,Mark 22,75,546,2864651.0,2.06,2.0,1.9171346862976022,1131.0,1.0,0.8666666666666667,5,2.0714285714285716,48.40233170298425,9.305618142256106
VELVETFRUIT_EXTRACT,Mark 67,Mark 49,89,963,5056558.0,1.8764044943820224,2.0,1.9427617684807577,1821.5,1.0,0.8089887640449438,5,1.8914849428868121,58.69701715988921,9.11175260049984
VELVETFRUIT_EXTRACT,Mark 67,Mark 55,1,1,5241.0,-0.5,-0.5,,-0.5,0.0,0.0,5,-0.5,-0.5,
VEV_4000,Mark 14,Mark 38,232,458,567138.0,-0.16379310344827586,0.0,2.2280928327370524,-92.0,0.0,0.4267241379310345,5,-0.20087336244541484,-4.29887768434718,-1.1197119741505646
VEV_4000,Mark 22,Mark 38,1,3,3678.0,-1.5,-1.5,,-4.5,0.0,0.0,5,-1.5,-2.598076211353316,
VEV_4000,Mark 38,Mark 14,207,412,517930.0,0.13043478260869565,0.0,2.21532423372559,51.0,1.0,0.47342995169082125,5,0.12378640776699029,2.5125896593189476,0.8471128956855574
VEV_4000,Mark 38,Mark 22,2,3,3711.0,4.75,4.75,1.0606601717798212,15.0,1.0,1.0,5,5.0,8.660254037844387,6.333333333333334
VEV_4500,Mark 22,Mark 38,1,3,2178.0,0.0,0.0,,0.0,0.0,0.0,5,0.0,0.0,
VEV_4500,Mark 38,Mark 22,2,3,2211.0,3.0,3.0,0.7071067811865476,9.5,1.0,1.0,5,3.1666666666666665,5.484827557301445,6.0
VEV_5000,Mark 22,Mark 38,1,3,687.0,2.5,2.5,,7.5,0.0,1.0,5,2.5,4.330127018922194,
VEV_5000,Mark 38,Mark 22,2,3,722.0,0.75,0.75,0.3535533905932738,2.5,1.0,1.0,5,0.8333333333333334,1.4433756729740645,3.0
VEV_5100,Mark 22,Mark 38,1,3,417.0,2.5,2.5,,7.5,0.0,1.0,5,2.5,4.330127018922194,
VEV_5100,Mark 38,Mark 22,2,3,454.0,0.25,0.25,0.3535533905932738,1.0,1.0,0.5,5,0.3333333333333333,0.5773502691896258,1.0
VEV_5200,Mark 01,Mark 22,11,34,2225.0,-0.18181818181818182,0.0,1.1241158141563368,2.5,0.0,0.2727272727272727,5,0.07352941176470588,0.42874646285627205,-0.53644178078582
VEV_5200,Mark 14,Mark 22,33,122,9523.0,-0.24242424242424243,-0.5,0.9772507044734937,-36.0,0.0,0.3333333333333333,5,-0.29508196721311475,-3.259286857530667,-1.425039901501913
VEV_5200,Mark 22,Mark 38,1,3,207.0,2.0,2.0,,6.0,0.0,1.0,5,2.0,3.464101615137755,
