day,product,trader,events,qty,notional,mean_edge,median_edge,edge_std,q_edge_sum,aggressive_rate,hit_rate,horizon,q_mean_edge,score,t_stat
1,VEV_5000,Mark 22,1,1,238.0,-3.0,-3.0,,-3.0,0.0,0.0,1,-3.0,-3.0,
1,VEV_5000,Mark 38,1,1,238.0,3.0,3.0,,3.0,1.0,1.0,1,3.0,3.0,
1,VEV_5100,Mark 22,1,1,152.0,-2.0,-2.0,,-2.0,0.0,0.0,1,-2.0,-2.0,
1,VEV_5100,Mark 38,1,1,152.0,2.0,2.0,,2.0,1.0,1.0,1,2.0,2.0,
1,VEV_5200,Mark 14,6,21,1818.0,0.4166666666666667,0.5,0.5845225972250061,8.0,0.0,0.6666666666666666,1,0.38095238095238093,1.7457431218879391,1.7460757394239452
1,VEV_5200,Mark 22,7,22,1905.0,-0.5,-0.5,0.5773502691896257,-9.0,0.8571428571428571,0.14285714285714285,1,-0.4090909090909091,-1.9188064472004938,-2.2912878474779204
1,VEV_5200,Mark 38,1,1,87.0,1.0,1.0,,1.0,1.0,1.0,1,1.0,1.0,
1,VEV_5300,Mark 01,32,110,4784.0,-0.171875,0.0,0.4327216008832558,-18.0,0.0,0.0625,1,-0.16363636363636364,-1.7162326606420661,-2.2468761026649386
1,VEV_5300,Mark 14,6,19,922.0,-0.16666666666666666,0.0,0.408248290463863,-2.0,0.0,0.0,1,-0.10526315789473684,-0.4588314677411235,-0.9999999999999999
1,VEV_5300,Mark 22,39,130,5747.0,0.14102564102564102,-0.0,0.45809557076751484,19.0,0.9743589743589743,0.28205128205128205,1,0.14615384615384616,1.6664102366833555,1.9225351697952568
1,VEV_5300,Mark 38,1,1,41.0,1.0,1.0,,1.0,1.0,1.0,1,1.0,1.0,
1,VEV_5400,Mark 01,76,267,3890.0,-0.039473684210526314,0.0,0.2800375914615374,-12.0,0.0,0.10526315789473684,1,-0.0449438202247191,-0.7343880736345255,-1.228847880778561
1,VEV_5400,Mark 14,5,19,360.0,-0.4,-0.5,0.22360679774997896,-7.5,0.0,0.0,1,-0.39473684210526316,-1.7206180040292132,-4.000000000000001
1,VEV_5400,Mark 22,81,286,4250.0,0.06172839506172839,-0.0,0.2892092241071193,19.5,1.0,0.20987654320987653,1,0.06818181818181818,1.1530591721787111,1.9209468759882466
1,VEV_5500,Mark 01,89,310,1846.0,-0.028089887640449437,0.0,0.15738543022331558,-12.5,0.0,0.02247191011235955,1,-0.04032258064516129,-0.709952292808831,-1.6837611310372242
1,VEV_5500,Mark 14,3,11,77.0,-0.16666666666666666,0.0,0.2886751345948129,-2.0,0.0,0.0,1,-0.18181818181818182,-0.6030226891555273,-0.9999999999999999
1,VEV_5500,Mark 22,92,321,1923.0,0.03260869565217391,-0.0,0.16247312247861279,14.5,1.0,0.08695652173913043,1,0.045171339563862926,0.809311079669624,1.9250668437592433
1,VEV_6000,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
1,VEV_6000,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
1,VEV_6500,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
1,VEV_6500,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
2,HYDROGEL_PACK,Mark 14,303,1212,12104367.0,0.07590759075907591,0.0,2.0729686661331854,153.0,0.0,0.40924092409240925,1,0.12623762376237624,4.394810170603909,0.6374025317970665
2,HYDROGEL_PACK,Mark 22,8,32,319409.0,-3.9375,-4.0,1.6569658156660065,-132.5,0.0,0.0,1,-4.140625,-23.422912126804384,-6.721280365830424
2,HYDROGEL_PACK,Mark 38,311,1244,12423776.0,0.027331189710610933,-0.0,2.157146924638114,-20.5,1.0,0.41479099678456594,1,-0.01647909967845659,-0.5812241765518363,0.2234390133792304
2,VELVETFRUIT_EXTRACT,Mark 01,183,1033,5431283.0,0.13114754098360656,-0.0,1.0827124541316742,144.5,0.0,0.4371584699453552,1,0.1398838334946757,4.495910802048973,1.6385985434274997
2,VELVETFRUIT_EXTRACT,Mark 14,210,1169,6145978.0,-0.29523809523809524,0.0,1.18239728525086,-331.0,0.0,0.2904761904761905,1,-0.2831479897348161,-9.681011548501743,-3.6184170255557384
2,VELVETFRUIT_EXTRACT,Mark 22,46,292,1535973.0,-1.358695652173913,-1.5,1.2981313213755503,-384.0,0.08695652173913043,0.08695652173913043,1,-1.3150684931506849,-22.47190026165707,-7.098759661631437
2,VELVETFRUIT_EXTRACT,Mark 49,43,440,2312807.0,-1.7093023255813953,-2.0,1.0591582357361886,-788.0,0.023255813953488372,0.023255813953488372,1,-1.790909090909091,-37.56642601627634,-10.582597142961982
2,VELVETFRUIT_EXTRACT,Mark 55,411,2289,12034517.0,0.14720194647201945,0.0,1.1685349199395596,296.5,1.0,0.4282238442822384,1,0.12953254696373961,6.1972897442953885,2.553834611412079
2,VELVETFRUIT_EXTRACT,Mark 67,61,567,2980762.0,1.860655737704918,2.0,0.9043005931887524,1062.0,1.0,0.9344262295081968,1,1.873015873015873,44.59980781508881,16.07008331282873
2,VEV_4000,Mark 14,128,256,321203.0,-0.14453125,0.0,1.2830701734051377,-59.5,0.0,0.3203125,1,-0.232421875,-3.71875,-1.2744310213012575
2,VEV_4000,Mark 38,128,256,321203.0,0.14453125,0.0,1.2830701734051375,59.5,1.0,0.4140625,1,0.232421875,3.71875,1.2744310213012577
2,VEV_5200,Mark 14,8,26,2150.0,0.3125,0.5,0.6512350903146596,6.5,0.0,0.625,1,0.25,1.2747548783981963,1.3572417850765923
2,VEV_5200,Mark 22,8,26,2150.0,-0.3125,-0.5,0.6512350903146596,-6.5,1.0,0.25,1,-0.25,-1.2747548783981963,-1.3572417850765923
2,VEV_5300,Mark 01,31,107,4647.0,-0.14516129032258066,0.0,0.4689269379319976,-15.5,0.0,0.0967741935483871,1,-0.14485981308411214,-1.4984415580207784,-1.7235603113031084
2,VEV_5300,Mark 14,14,55,2355.0,-0.42857142857142855,-0.5,0.5836602955995385,-23.0,0.0,0.07142857142857142,1,-0.41818181818181815,-3.1013193673309134,-2.747432819337753
2,VEV_5300,Mark 22,45,162,7002.0,0.23333333333333334,-0.0,0.5178627406773132,38.5,0.9777777777777777,0.37777777777777777,1,0.23765432098765432,3.024845675075787,3.0225143871186098
2,VEV_5400,Mark 01,78,276,3533.0,-0.03205128205128205,0.0,0.2591161749895057,-9.5,0.0,0.08974358974358974,1,-0.034420289855072464,-0.5718328021574037,-1.0924414832366731
2,VEV_5400,Mark 14,2,7,107.0,-0.5,-0.5,0.0,-3.5,0.0,0.0,1,-0.5,-1.3228756555322951,
2,VEV_5400,Mark 22,80,283,3640.0,0.04375,-0.0,0.26617009408898995,13.0,1.0,0.1625,1,0.045936395759717315,0.7727697877610932,1.4701572594088423
2,VEV_5500,Mark 01,91,324,1545.0,-0.02197802197802198,0.0,0.14742395237484895,-8.0,0.0,0.02197802197802198,1,-0.024691358024691357,-0.4444444444444444,-1.4221363894199317
2,VEV_5500,Mark 14,3,11,62.0,-0.16666666666666666,0.0,0.2886751345948129,-2.0,0.0,0.0,1,-0.18181818181818182,-0.6030226891555273,-0.9999999999999999
2,VEV_5500,Mark 22,94,335,1607.0,0.026595744680851064,-0.0,0.15322731157974293,10.0,1.0,0.07446808510638298,1,0.029850746268656716,0.546358364708153,1.6828286609368897
2,VEV_6000,Mark 01,95,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
2,VEV_6000,Mark 22,95,337,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
2,VEV_6500,Mark 01,95,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
2,VEV_6500,Mark 22,95,337,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
3,HYDROGEL_PACK,Mark 14,330,1343,13433705.0,0.09545454545454546,0.0,2.0519419090782165,88.5,0.0,0.4484848484848485,1,0.06589724497393894,2.414933990856395,0.8450619008278759
3,HYDROGEL_PACK,Mark 22,6,24,240205.0,-2.6666666666666665,-2.75,2.48327740429189,-52.0,0.0,0.16666666666666666,1,-2.1666666666666665,-10.61445555206044,-2.630383796885716
3,HYDROGEL_PACK,Mark 38,336,1367,13673910.0,-0.046130952380952384,0.0,2.0883721935089,-36.5,1.0,0.37797619047619047,1,-0.026700804681784932,-0.9872078660976876,-0.4049059488977853
3,VELVETFRUIT_EXTRACT,Mark 01,164,875,4583445.0,0.13109756097560976,0.0,1.1389140302663643,117.5,0.0,0.4329268292682927,1,0.13428571428571429,3.972224997224028,1.4740954064020695
3,VELVETFRUIT_EXTRACT,Mark 14,226,1212,6347536.0,-0.084070796460177,0.0,1.128229005255103,-118.5,0.0,0.3230088495575221,1,-0.09777227722772278,-3.403823563506949,-1.1202169010589602
3,VELVETFRUIT_EXTRACT,Mark 22,30,216,1131161.0,-1.0,-1.5,1.907336109468585,-220.0,0.2,0.16666666666666666,1,-1.0185185185185186,-14.969103983674977,-2.871662497166116
3,VELVETFRUIT_EXTRACT,Mark 49,39,366,1918555.0,-2.051282051282051,-2.0,1.0990119473685622,-778.0,0.0,0.05128205128205128,1,-2.1256830601092895,-40.666711457468836,-11.65615381623413
3,VELVETFRUIT_EXTRACT,Mark 55,403,2153,11276653.0,0.028535980148883373,0.0,1.1448802716392559,86.0,1.0,0.40198511166253104,1,0.03994426381792847,1.853431058427005,0.5003630665890525
3,VELVETFRUIT_EXTRACT,Mark 67,46,424,2221932.0,2.0869565217391304,2.0,1.081687713334465,913.0,0.9782608695652174,0.9565217391304348,1,2.1533018867924527,44.33919961660911,13.085502975010204
3,VEV_4000,Mark 14,148,282,349485.0,-0.14189189189189189,0.0,1.2536213401277145,-41.0,0.0,0.32432432432432434,1,-0.1453900709219858,-2.441514470119196,-1.3769623342008468
3,VEV_4000,Mark 22,2,5,6156.0,-5.25,-5.25,1.0606601717798212,-27.0,0.0,0.0,1,-5.4,-12.074767078498864,-7.000000000000001
3,VEV_4000,Mark 38,150,287,355641.0,0.21,0.0,1.3797067094230009,68.0,1.0,0.4266666666666667,1,0.23693379790940766,4.013913085486496,1.864138379814028
3,VEV_4500,Mark 22,2,5,3656.0,-4.0,-4.0,0.7071067811865476,-20.5,0.0,0.0,1,-4.1,-9.167878707749137,-8.0
3,VEV_4500,Mark 38,2,5,3656.0,4.0,4.0,0.7071067811865476,20.5,1.0,1.0,1,4.1,9.167878707749137,8.0
3,VEV_5000,Mark 22,2,5,1171.0,-1.0,-1.0,0.7071067811865476,-5.5,0.0,0.0,1,-1.1,-2.4596747752497685,-2.0
3,VEV_5000,Mark 38,2,5,1171.0,1.0,1.0,0.7071067811865476,5.5,1.0,1.0,1,1.1,2.4596747752497685,2.0
3,VEV_5100,Mark 22,2,5,719.0,-1.0,-1.0,0.7071067811865476,-5.5,0.0,0.0,1,-1.1,-2.4596747752497685,-2.0
3,VEV_5100,Mark 38,2,5,719.0,1.0,1.0,0.7071067811865476,5.5,1.0,1.0,1,1.1,2.4596747752497685,2.0
3,VEV_5200,Mark 01,11,34,2225.0,0.0,0.0,0.4472135954999579,1.0,0.0,0.18181818181818182,1,0.029411764705882353,0.17149858514250882,0.0
3,VEV_5200,Mark 14,19,75,5555.0,-0.05263157894736842,0.0,0.6850534618655942,-3.0,0.0,0.2631578947368421,1,-0.04,-0.3464101615137754,-0.33488734331156855
3,VEV_5200,Mark 22,32,114,8145.0,0.0,-0.0,0.6090712125322324,-1.0,0.9375,0.3125,1,-0.008771929824561403,-0.0936585811581694,0.0
3,VEV_5200,Mark 38,2,5,365.0,0.5,0.5,0.7071067811865476,3.0,1.0,0.5,1,0.6,1.3416407864998738,1.0
3,VEV_5300,Mark 01,69,222,6512.0,-0.07971014492753623,0.0,0.37985280049333026,-15.5,0.0,0.13043478260869565,1,-0.06981981981981981,-1.0402918855817378,-1.743102041400789
3,VEV_5300,Mark 14,10,31,965.0,-0.05,-0.25,0.49721446300587663,-1.5,0.0,0.4,1,-0.04838709677419355,-0.26940795304016235,-0.317999364001908
3,VEV_5300,Mark 22,80,256,7561.0,0.06875,-0.0,0.3957347756493329,15.5,0.9875,0.275,1,0.060546875,0.96875,1.553865699074503
3,VEV_5300,Mark 38,1,3,84.0,0.5,0.5,,1.5,1.0,1.0,1,0.5,0.8660254037844387,
3,VEV_5400,Mark 01,109,368,2778.0,-0.022935779816513763,0.0,0.1849089002539798,-5.5,0.0,0.045871559633027525,1,-0.014945652173913044,-0.2867073193284778,-1.2949975419051472
3,VEV_5400,Mark 14,6,22,201.0,-0.16666666666666666,0.0,0.25819888974716115,-4.5,0.0,0.0,1,-0.20454545454545456,-0.9594032236002469,-1.581138830084189
3,VEV_5400,Mark 22,115,390,2979.0,0.030434782608695653,-0.0,0.19064705750140376,10.0,0.991304347826087,0.10434782608695652,1,0.02564102564102564,0.5063696835418333,1.7119418844516217
3,VEV_5500,Mark 01,119,408,667.0,0.0,0.0,0.06509445549041193,-0.5,0.0,0.008403361344537815,1,-0.0012254901960784314,-0.02475368857441686,0.0
3,VEV_5500,Mark 14,1,5,5.0,-0.5,-0.5,,-2.5,0.0,0.0,1,-0.5,-1.118033988749895,
3,VEV_5500,Mark 22,120,413,672.0,0.004166666666666667,-0.0,0.0792780802340864,3.0,1.0,0.016666666666666666,1,0.007263922518159807,0.14762034939153687,0.5757398050506645
3,VEV_6000,Mark 01,124,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
3,VEV_6000,Mark 22,124,423,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
3,VEV_6500,Mark 01,124,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
3,VEV_6500,Mark 22,124,423,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
1,HYDROGEL_PACK,Mark 14,370,1467,14661555.0,0.3824324324324324,0.5,2.6854701943605614,616.0,0.0,0.5027027027027027,2,0.41990456714383095,16.08294790641939,2.7392725232717057
1,HYDROGEL_PACK,Mark 22,5,18,179969.0,-2.6,-2.5,1.1937336386313322,-47.5,0.0,0.0,2,-2.638888888888889,-11.195857368787003,-4.870246220224809
1,HYDROGEL_PACK,Mark 38,375,1485,14841524.0,-0.3426666666666667,-0.0,2.6921937724424474,-568.5,1.0,0.3893333333333333,2,-0.38282828282828285,-14.752554991860862,-2.4647971236044808
1,VELVETFRUIT_EXTRACT,Mark 01,157,884,4638275.0,0.46496815286624205,0.5,1.4786023477681258,457.0,0.0,0.5414012738853503,2,0.5169683257918553,15.370573342815739,3.9402306275299375
1,VELVETFRUIT_EXTRACT,Mark 14,211,1143,5996996.0,-0.035545023696682464,0.0,1.4099703008055484,-22.0,0.0,0.3791469194312796,2,-0.019247594050743656,-0.6507281069051501,-0.366193027485153
1,VELVETFRUIT_EXTRACT,Mark 22,50,335,1756459.0,-1.25,-1.5,1.6970863386452462,-415.0,0.14,0.2,2,-1.2388059701492538,-22.673872135388354,-5.208241067975203
1,VELVETFRUIT_EXTRACT,Mark 49,40,380,1995074.0,-1.7125,-2.0,1.2854586131625731,-703.5,0.025,0.075,2,-1.8513157894736842,-36.088788534595295,-8.425631813559537
1,VELVETFRUIT_EXTRACT,Mark 55,384,2109,11065594.0,-0.11197916666666667,0.0,1.495148722339924,-314.5,1.0,0.3567708333333333,2,-0.14912280701754385,-6.848293422964406,-1.4676363150075842
1,VELVETFRUIT_EXTRACT,Mark 67,58,519,2723756.0,1.8706896551724137,2.0,1.1260875633102359,998.0,1.0,0.9137931034482759,2,1.9229287090558767,43.80733787435348,12.65154542991337
1,VEV_4000,Mark 14,163,332,414380.0,0.10122699386503067,0.0,1.4176570712314434,35.5,0.0,0.36809815950920244,2,0.10692771084337349,1.9483156148170035,0.9116307241761281
1,VEV_4000,Mark 22,1,1,1233.0,-5.0,-5.0,,-5.0,0.0,0.0,2,-5.0,-5.0,
1,VEV_4000,Mark 38,164,333,415613.0,-0.0701219512195122,0.0,1.4683649718507088,-30.5,1.0,0.40853658536585363,2,-0.0915915915915916,-1.6713897042711325,-0.6115639831203942
1,VEV_4500,Mark 22,1,1,733.0,-3.5,-3.5,,-3.5,0.0,0.0,2,-3.5,-3.5,
1,VEV_4500,Mark 38,1,1,733.0,3.5,3.5,,3.5,1.0,1.0,2,3.5,3.5,
1,VEV_5000,Mark 22,1,1,238.0,-1.5,-1.5,,-1.5,0.0,0.0,2,-1.5,-1.5,
1,VEV_5000,Mark 38,1,1,238.0,1.5,1.5,,1.5,1.0,1.0,2,1.5,1.5,
1,VEV_5100,Mark 22,1,1,152.0,-1.0,-1.0,,-1.0,0.0,0.0,2,-1.0,-1.0,
1,VEV_5100,Mark 38,1,1,152.0,1.0,1.0,,1.0,1.0,1.0,2,1.0,1.0,
1,VEV_5200,Mark 14,6,21,1818.0,-0.25,-0.25,0.758287544405155,-8.5,0.0,0.3333333333333333,2,-0.40476190476190477,-1.8548520670059354,-0.8075728530872482
1,VEV_5200,Mark 22,7,22,1905.0,0.21428571428571427,-0.0,0.6986381310057719,8.5,0.8571428571428571,0.42857142857142855,2,0.38636363636363635,1.8122060890226885,0.8115026712006892
1,VEV_5200,Mark 38,1,1,87.0,0.0,0.0,,0.0,1.0,0.0,2,0.0,0.0,
1,VEV_5300,Mark 01,32,110,4784.0,-0.234375,0.0,0.52339424171275,-28.0,0.0,0.09375,2,-0.2545454545454545,-2.6696952498876585,-2.533129157833605
1,VEV_5300,Mark 14,6,19,922.0,0.16666666666666666,0.0,0.25819888974716115,5.0,0.0,0.3333333333333333,2,0.2631578947368421,1.1470786693528088,1.581138830084189
1,VEV_5300,Mark 22,39,130,5747.0,0.15384615384615385,-0.0,0.5149584315600801,22.5,0.9743589743589743,0.28205128205128205,2,0.17307692307692307,1.9733805434408158,1.8657213164174205
1,VEV_5300,Mark 38,1,1,41.0,0.5,0.5,,0.5,1.0,1.0,2,0.5,0.5,
1,VEV_5400,Mark 01,76,267,3890.0,-0.02631578947368421,0.0,0.3043543641010728,-5.0,0.0,0.15789473684210525,2,-0.018726591760299626,-0.30599503068105227,-0.7537783614444092
1,VEV_5400,Mark 14,5,19,360.0,-0.5,-0.5,0.3535533905932738,-9.5,0.0,0.0,2,-0.5,-2.1794494717703365,-3.162277660168379
1,VEV_5400,Mark 22,81,286,4250.0,0.05555555555555555,-0.0,0.32596012026013244,14.5,1.0,0.24691358024691357,2,0.050699300699300696,0.8574029741841698,1.5339299776947408
1,VEV_5500,Mark 01,89,310,1846.0,-0.0056179775280898875,0.0,0.15980069302514827,-4.5,0.0,0.0449438202247191,2,-0.014516129032258065,-0.25558282541117916,-0.33166247903553997
1,VEV_5500,Mark 14,3,11,77.0,-0.3333333333333333,-0.5,0.2886751345948129,-3.0,0.0,0.0,2,-0.2727272727272727,-0.9045340337332909,-1.9999999999999998
1,VEV_5500,Mark 22,92,321,1923.0,0.016304347826086956,-0.0,0.17306365081563468,7.5,1.0,0.07608695652173914,2,0.02336448598130841,0.41860917913946066,0.9036317551708442
1,VEV_6000,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
1,VEV_6000,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
1,VEV_6500,Mark 01,98,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
1,VEV_6500,Mark 22,98,345,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
2,HYDROGEL_PACK,Mark 14,303,1212,12104367.0,0.3118811881188119,0.0,2.8000574897851465,536.0,0.0,0.49504950495049505,2,0.44224422442244227,15.396197721854218,1.93884703143686
2,HYDROGEL_PACK,Mark 22,8,32,319409.0,-3.9375,-3.25,2.7830802565297525,-135.5,0.0,0.0,2,-4.234375,-23.953242212694295,-4.001656717429652
2,HYDROGEL_PACK,Mark 38,311,1244,12423776.0,-0.20257234726688103,-0.0,2.8752211371459615,-400.5,1.0,0.40192926045016075,2,-0.32194533762057875,-11.355135741902949,-1.2424791295968498
2,VELVETFRUIT_EXTRACT,Mark 01,183,1033,5431283.0,0.06830601092896176,0.0,1.3493917532151247,44.0,0.0,0.4426229508196721,2,0.04259438528557599,1.3689970608315212,0.684772666270997
2,VELVETFRUIT_EXTRACT,Mark 14,210,1169,6145978.0,-0.3119047619047619,0.0,1.5854002529891853,-361.0,0.0,0.30952380952380953,2,-0.3088109495295124,-10.558444619362929,-2.850970538935099
2,VELVETFRUIT_EXTRACT,Mark 22,46,292,1535973.0,-1.6630434782608696,-1.5,1.6126387892935912,-474.0,0.08695652173913043,0.13043478260869565,2,-1.6232876712328768,-27.738751885482944,-6.99431870344039
2,VELVETFRUIT_EXTRACT,Mark 49,43,440,2312807.0,-1.686046511627907,-1.5,1.2911016697358442,-782.0,0.023255813953488372,0.023255813953488372,2,-1.7772727272727273,-37.28038723950266,-8.563342925097366
2,VELVETFRUIT_EXTRACT,Mark 55,411,2289,12034517.0,0.19343065693430658,0.0,1.5080048705796696,447.5,1.0,0.45742092457420924,2,0.19550021843599824,9.353413695015805,2.6004198558358684
2,VELVETFRUIT_EXTRACT,Mark 67,61,567,2980762.0,2.0081967213114753,1.5,1.2196030887092204,1125.5,1.0,0.9344262295081968,2,1.9850088183421517,47.266557152431695,12.860346072409204
2,VEV_4000,Mark 14,128,256,321203.0,-0.33984375,-0.0,1.5458015194708619,-120.0,0.0,0.328125,2,-0.46875,-7.5,-2.4873135873342815
2,VEV_4000,Mark 38,128,256,321203.0,0.33984375,0.0,1.5458015194708619,120.0,1.0,0.46875,2,0.46875,7.5,2.4873135873342815
2,VEV_5200,Mark 14,8,26,2150.0,0.0625,0.25,0.6781013409302687,0.0,0.0,0.5,2,0.0,0.0,0.2606936229533505
2,VEV_5200,Mark 22,8,26,2150.0,-0.0625,-0.25,0.6781013409302687,0.0,1.0,0.375,2,0.0,0.0,-0.2606936229533505
2,VEV_5300,Mark 01,31,107,4647.0,-0.25806451612903225,0.0,0.6566451063542046,-29.0,0.0,0.12903225806451613,2,-0.27102803738317754,-2.803535818232424,-2.1881567414577576
2,VEV_5300,Mark 14,14,55,2355.0,-0.39285714285714285,-0.5,0.8588581737617467,-25.0,0.0,0.21428571428571427,2,-0.45454545454545453,-3.3709993123162105,-1.7115012413284723
2,VEV_5300,Mark 22,45,162,7002.0,0.3,-0.0,0.7182681190955721,54.0,0.9777777777777777,0.4222222222222222,2,0.3333333333333333,4.242640687119286,2.8018244528016347
2,VEV_5400,Mark 01,78,276,3533.0,-0.04487179487179487,0.0,0.3620459308944875,-15.0,0.0,0.1794871794871795,2,-0.05434782608695652,-0.902893898143269,-1.0946041044336525
2,VEV_5400,Mark 14,2,7,107.0,-0.75,-0.75,0.3535533905932738,-6.0,0.0,0.0,2,-0.8571428571428571,-2.2677868380553634,-3.0
2,VEV_5400,Mark 22,80,283,3640.0,0.0625,-0.0,0.3763162553632688,21.0,1.0,0.25,2,0.07420494699646643,1.2483204263833045,1.4854978662436797
2,VEV_5500,Mark 01,91,324,1545.0,-0.04945054945054945,0.0,0.18340824310423903,-15.5,0.0,0.01098901098901099,2,-0.047839506172839504,-0.8611111111111112,-2.5720118602126254
2,VEV_5500,Mark 14,3,11,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
2,VEV_5500,Mark 22,94,335,1607.0,0.047872340425531915,-0.0,0.1806372967860249,15.5,1.0,0.09574468085106383,2,0.04626865671641791,0.8468554652976372,2.5694558603047337
2,VEV_6000,Mark 01,95,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
2,VEV_6000,Mark 22,95,337,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
2,VEV_6500,Mark 01,95,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
2,VEV_6500,Mark 22,95,337,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
3,HYDROGEL_PACK,Mark 14,330,1343,13433705.0,-0.10303030303030303,0.0,2.8179283654193865,-172.5,0.0,0.4303030303030303,2,-0.12844378257632166,-4.707074727940432,-0.6641894888751939
3,HYDROGEL_PACK,Mark 22,6,24,240205.0,-4.166666666666667,-4.0,1.9407902170679516,-96.5,0.0,0.0,2,-4.020833333333333,-19.69798001488139,-5.25878952389589
3,HYDROGEL_PACK,Mark 38,336,1367,13673910.0,0.17559523809523808,0.0,2.8539785693807738,269.0,1.0,0.46130952380952384,2,0.196781272860278,7.275586739185698,1.1277988964294325
3,VELVETFRUIT_EXTRACT,Mark 01,164,875,4583445.0,0.012195121951219513,0.0,1.5378169726753739,-2.5,0.0,0.40853658536585363,2,-0.002857142857142857,-0.08451542547285167,0.10155549370540966
3,VELVETFRUIT_EXTRACT,Mark 14,226,1212,6347536.0,-0.03761061946902655,0.0,1.4574411514470045,-55.0,0.0,0.3805309734513274,2,-0.04537953795379538,-1.5798337214589215,-0.38794814383463494
