product,trader,events,qty,notional,mean_edge,median_edge,edge_std,q_edge_sum,aggressive_rate,hit_rate,horizon,q_mean_edge,score,t_stat
VEV_4500,Mark 38,3,6,4389.0,5.166666666666667,4.5,2.081665999466133,28.0,1.0,1.0,1,4.666666666666667,11.430952132988166,4.298926520745525
VEV_5000,Mark 22,3,6,1409.0,-1.6666666666666667,-1.5,1.2583057392117916,-8.5,0.0,0.0,1,-1.4166666666666667,-3.470110468942836,-2.2941573387056176
VEV_5000,Mark 38,3,6,1409.0,1.6666666666666667,1.5,1.2583057392117916,8.5,1.0,1.0,1,1.4166666666666667,3.470110468942836,2.2941573387056176
VEV_5100,Mark 22,3,6,871.0,-1.3333333333333333,-1.5,0.7637626158259733,-7.5,0.0,0.0,1,-1.25,-3.061862178478973,-3.0237157840738176
VEV_5100,Mark 38,3,6,871.0,1.3333333333333333,1.5,0.7637626158259734,7.5,1.0,1.0,1,1.25,3.061862178478973,3.023715784073817
VEV_5200,Mark 01,11,34,2225.0,0.0,0.0,0.4472135954999579,1.0,0.0,0.18181818181818182,1,0.029411764705882353,0.17149858514250882,0.0
VEV_5200,Mark 14,33,122,9523.0,0.12121212121212122,0.0,0.6734972047814933,11.5,0.0,0.42424242424242425,1,0.0942622950819672,1.041161079488963,1.0338730716019817
VEV_5200,Mark 22,47,162,12200.0,-0.1276595744680851,-0.0,0.6295968785002085,-16.5,0.9361702127659575,0.2765957446808511,1,-0.10185185185185185,-1.296362432175337,-1.39007987312802
VEV_5200,Mark 38,3,6,452.0,0.6666666666666666,1.0,0.5773502691896258,4.0,1.0,0.6666666666666666,1,0.6666666666666666,1.6329931618554523,1.9999999999999998
VEV_5300,Mark 01,132,439,15943.0,-0.11742424242424243,0.0,0.41378834655376223,-49.0,0.0,0.10606060606060606,1,-0.11161731207289294,-2.3386424035264035,-3.260366911955491
VEV_5300,Mark 14,30,105,4242.0,-0.25,-0.25,0.5373947370865069,-26.5,0.0,0.16666666666666666,1,-0.2523809523809524,-2.586135193313613,-2.548045783229343
VEV_5300,Mark 22,164,548,20310.0,0.13109756097560976,-0.0,0.4494809715635309,73.0,0.9817073170731707,0.3048780487804878,1,0.1332116788321168,3.1184054506661774,3.7351257261515003
VEV_5300,Mark 38,2,4,125.0,0.75,0.75,0.3535533905932738,2.5,1.0,1.0,1,0.625,1.25,3.0
VEV_5400,Mark 01,263,911,10201.0,-0.030418250950570342,0.0,0.2373248972215178,-27.0,0.0,0.07604562737642585,1,-0.029637760702524697,-0.8945499085954717,-2.078589893255579
VEV_5400,Mark 14,13,48,668.0,-0.3076923076923077,-0.5,0.25318484177091666,-15.5,0.0,0.0,1,-0.3229166666666667,-2.2372322931098,-4.381780460041329
VEV_5400,Mark 22,276,959,10869.0,0.043478260869565216,-0.0,0.2447875581327629,42.5,0.9963768115942029,0.15217391304347827,1,0.0443169968717414,1.3723965779063314,2.950783626522638
VEV_5500,Mark 01,299,1042,4058.0,-0.015050167224080268,0.0,0.12534883202315547,-21.0,0.0,0.016722408026755852,1,-0.02015355086372361,-0.6505571213492293,-2.0761399622513763
VEV_5500,Mark 14,7,27,144.0,-0.21428571428571427,0.0,0.2672612419124244,-6.5,0.0,0.0,1,-0.24074074074074073,-1.2509255832441892,-2.1213203435596424
VEV_5500,Mark 22,306,1069,4202.0,0.0196078431372549,-0.0,0.13284223283101435,27.5,1.0,0.05555555555555555,1,0.025724976613657625,0.841092656534097,2.58198889747161
VEV_6000,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
VEV_6000,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
VEV_6500,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,
VEV_6500,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,
HYDROGEL_PACK,Mark 14,1003,4022,40199627.0,0.20139581256231306,0.0,2.7699229411055986,979.5,0.0,0.4765702891326022,2,0.24353555445052213,15.444839772049642,2.302678021344506
HYDROGEL_PACK,Mark 22,19,74,739583.0,-3.6578947368421053,-3.5,2.1924911730403043,-279.5,0.0,0.0,2,-3.777027027027027,-32.49121502889749,-7.272272609378
HYDROGEL_PACK,Mark 38,1022,4096,40939210.0,-0.12964774951076322,0.0,2.8082834784242867,-700.0,1.0,0.41682974559686886,2,-0.1708984375,-10.9375,-1.4758746913598055
VELVETFRUIT_EXTRACT,Mark 01,504,2792,14653003.0,0.1736111111111111,0.0,1.4636476586744154,498.5,0.0,0.4623015873015873,2,0.1785458452722063,9.43425163265189,2.6629084908450116
VELVETFRUIT_EXTRACT,Mark 14,647,3524,18490510.0,-0.12596599690880989,-0.0,1.4885963692501698,-438.0,0.0,0.357032457496136,2,-0.12429057888762769,-7.378297469794839,-2.1524274055194472
VELVETFRUIT_EXTRACT,Mark 22,126,843,4423593.0,-1.2777777777777777,-1.5,1.769243403893942,-1056.0,0.1349206349206349,0.19047619047619047,2,-1.2526690391459074,-36.37057196880575,-8.106866444190649
VELVETFRUIT_EXTRACT,Mark 49,122,1186,6226436.0,-1.819672131147541,-2.0,1.3454323919713207,-2246.5,0.01639344262295082,0.040983606557377046,2,-1.8941821247892074,-65.23250833241778,-14.938644068164775
VELVETFRUIT_EXTRACT,Mark 55,1198,6551,34376764.0,0.04674457429048414,-0.0,1.503374734449208,265.5,1.0,0.4065108514190317,2,0.04052816363913906,3.280278562285743,1.076198471056737
VELVETFRUIT_EXTRACT,Mark 67,165,1510,7926450.0,1.9454545454545455,2.0,1.2663782882527133,2976.5,0.9939393939393939,0.9030303030303031,2,1.9711920529801326,76.5979970083772,19.73329481356208
VEV_4000,Mark 14,439,870,1085068.0,-0.12870159453302962,-0.0,1.595139850089791,-152.0,0.0,0.34851936218678814,2,-0.17471264367816092,-5.153282627518159,-1.6905087496260107
VEV_4000,Mark 22,3,6,7389.0,-4.333333333333333,-4.5,0.7637626158259734,-24.5,0.0,0.0,2,-4.083333333333333,-10.002083116364645,-9.827076298239906
VEV_4000,Mark 38,442,876,1092457.0,0.15723981900452488,0.0,1.6276534816073809,176.5,1.0,0.4411764705882353,2,0.2014840182648402,5.963382364375463,2.0310083944336417
VEV_4500,Mark 22,3,6,4389.0,-3.0,-3.5,0.8660254037844386,-16.5,0.0,0.0,2,-2.75,-6.736096792653741,-6.0
VEV_4500,Mark 38,3,6,4389.0,3.0,3.5,0.8660254037844386,16.5,1.0,1.0,2,2.75,6.736096792653741,6.0
VEV_5000,Mark 22,3,6,1409.0,-0.6666666666666666,-1.0,1.0408329997330663,-2.0,0.0,0.3333333333333333,2,-0.3333333333333333,-0.8164965809277261,-1.109400392450458
VEV_5000,Mark 38,3,6,1409.0,0.6666666666666666,1.0,1.0408329997330663,2.0,1.0,0.6666666666666666,2,0.3333333333333333,0.8164965809277261,1.109400392450458
VEV_5100,Mark 22,3,6,871.0,-0.3333333333333333,-0.5,0.7637626158259734,-0.5,0.0,0.3333333333333333,2,-0.08333333333333333,-0.20412414523193154,-0.7559289460184543
VEV_5100,Mark 38,3,6,871.0,0.3333333333333333,0.5,0.7637626158259733,0.5,1.0,0.6666666666666666,2,0.08333333333333333,0.20412414523193154,0.7559289460184544
VEV_5200,Mark 01,11,34,2225.0,0.09090909090909091,0.0,0.6640098575390962,7.0,0.0,0.36363636363636365,2,0.20588235294117646,1.2004900959975617,0.45407660918649984
VEV_5200,Mark 14,33,122,9523.0,-0.09090909090909091,0.0,0.7442964951733098,-18.5,0.0,0.3939393939393939,2,-0.15163934426229508,-1.6749113017865929,-0.7016464154456235
VEV_5200,Mark 22,47,162,12200.0,0.05319148936170213,-0.0,0.7011949626018205,13.0,0.9361702127659575,0.3404255319148936,2,0.08024691358024691,1.021376461713902,0.5200586116472332
VEV_5200,Mark 38,3,6,452.0,-0.16666666666666666,0.0,0.2886751345948129,-1.5,1.0,0.0,2,-0.25,-0.6123724356957946,-0.9999999999999999
VEV_5300,Mark 01,132,439,15943.0,-0.16666666666666666,0.0,0.5374049415913656,-71.0,0.0,0.15151515151515152,2,-0.16173120728929385,-3.388645115313768,-3.563149623898884
VEV_5300,Mark 14,30,105,4242.0,-0.18333333333333332,0.0,0.7007795331079443,-23.5,0.0,0.3,2,-0.22380952380952382,-2.2933651714290533,-1.4329157383341125
VEV_5300,Mark 22,164,548,20310.0,0.1676829268292683,-0.0,0.5682753993643133,95.5,0.9817073170731707,0.3353658536585366,2,0.17427007299270073,4.079557815597533,3.7787826613125532
VEV_5300,Mark 38,2,4,125.0,0.0,0.0,0.7071067811865476,-1.0,1.0,0.5,2,-0.25,-0.5,0.0
VEV_5400,Mark 01,263,911,10201.0,-0.026615969581749048,0.0,0.31388776263221635,-20.5,0.0,0.1444866920152091,2,-0.022502744237102086,-0.679195300970636,-1.3751364104324701
VEV_5400,Mark 14,13,48,668.0,-0.38461538461538464,-0.5,0.3625055260409921,-19.0,0.0,0.0,2,-0.3958333333333333,-2.7424137786507226,-3.8254602783800298
VEV_5400,Mark 22,276,959,10869.0,0.043478260869565216,-0.0,0.32461591777229026,39.5,0.9963768115942029,0.2028985507246377,2,0.04118873826903024,1.2755215253482375,2.2251377057279758
VEV_5500,Mark 01,299,1042,4058.0,-0.013377926421404682,0.0,0.14126095959518659,-17.5,0.0,0.023411371237458192,2,-0.016794625719769675,-0.542130934457691,-1.637578942189052
VEV_5500,Mark 14,7,27,144.0,-0.21428571428571427,0.0,0.2672612419124244,-5.5,0.0,0.0,2,-0.2037037037037037,-1.058475493514314,-2.1213203435596424
VEV_5500,Mark 22,306,1069,4202.0,0.017973856209150325,-0.0,0.14767203128032733,23.0,1.0,0.05555555555555555,2,0.021515434985968196,0.7034593127376084,2.129137589801353
VEV_6000,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
VEV_6000,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
VEV_6500,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,
VEV_6500,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,
HYDROGEL_PACK,Mark 14,1003,4022,40199627.0,0.18295114656031905,-0.0,3.2696784048074896,948.5,0.0,0.4675972083748754,3,0.23582794629537543,14.956029120764763,1.7720687343985329
HYDROGEL_PACK,Mark 22,19,74,739583.0,-3.526315789473684,-3.5,3.181865648616854,-268.0,0.0,0.10526315789473684,3,-3.6216216216216215,-31.154367183343567,-4.830767815733922
HYDROGEL_PACK,Mark 38,1022,4096,40939210.0,-0.11399217221135029,0.0,3.3047868276837935,-680.5,1.0,0.4315068493150685,3,-0.1661376953125,-10.6328125,-1.102699116255096
VELVETFRUIT_EXTRACT,Mark 01,504,2792,14653003.0,0.17063492063492064,0.0,1.7085479149804643,480.0,0.0,0.4503968253968254,3,0.17191977077363896,9.084133969253575,2.242105377217482
VELVETFRUIT_EXTRACT,Mark 14,647,3524,18490510.0,-0.1213292117465224,0.0,1.7477210534338536,-389.0,0.0,0.3786707882534776,3,-0.11038592508513054,-6.552871497146558,-1.7658158003942597
VELVETFRUIT_EXTRACT,Mark 22,126,843,4423593.0,-1.2380952380952381,-1.5,2.1741336534024636,-1019.5,0.1349206349206349,0.1984126984126984,3,-1.2093712930011862,-35.11344519147487,-6.3922402183953615
VELVETFRUIT_EXTRACT,Mark 49,122,1186,6226436.0,-1.848360655737705,-2.0,1.7673453785364863,-2296.5,0.01639344262295082,0.10655737704918032,3,-1.9363406408094435,-66.68437809276539,-11.5516813977209
VELVETFRUIT_EXTRACT,Mark 55,1198,6551,34376764.0,0.04006677796327212,0.0,1.7470769942796802,208.0,1.0,0.42237061769616024,3,0.03175087772859105,2.569860417911241,0.7937811536168425
VELVETFRUIT_EXTRACT,Mark 67,165,1510,7926450.0,1.9757575757575758,2.0,1.5605717962067744,3017.0,0.9939393939393939,0.9030303030303031,3,1.9980132450331125,77.64023415900354,16.262670926998442
VEV_4000,Mark 14,439,870,1085068.0,-0.12072892938496584,-0.0,1.7475366659832057,-140.5,0.0,0.3940774487471526,3,-0.16149425287356323,-4.763396112936193,-1.4474958017916932
VEV_4000,Mark 22,3,6,7389.0,-4.166666666666667,-4.5,1.0408329997330663,-23.5,0.0,0.0,3,-3.9166666666666665,-9.593834825900782,-6.933752452815364
VEV_4000,Mark 38,442,876,1092457.0,0.14819004524886878,0.0,1.7744364836615607,164.0,1.0,0.4457013574660634,3,0.1872146118721461,5.541046502875784,1.7557784205851352
VEV_4500,Mark 22,3,6,4389.0,-2.5,-2.5,1.0,-14.0,0.0,0.0,3,-2.3333333333333335,-5.715476066494083,-4.330127018922193
VEV_4500,Mark 38,3,6,4389.0,2.5,2.5,1.0,14.0,1.0,1.0,3,2.3333333333333335,5.715476066494083,4.330127018922193
VEV_5000,Mark 22,3,6,1409.0,-0.16666666666666666,-1.0,1.4433756729740645,1.5,0.0,0.3333333333333333,3,0.25,0.6123724356957946,-0.19999999999999996
VEV_5000,Mark 38,3,6,1409.0,0.16666666666666666,1.0,1.4433756729740643,-1.5,1.0,0.6666666666666666,3,-0.25,-0.6123724356957946,0.19999999999999998
VEV_5100,Mark 22,3,6,871.0,0.0,-0.5,1.3228756555322954,2.5,0.0,0.3333333333333333,3,0.4166666666666667,1.0206207261596576,0.0
VEV_5100,Mark 38,3,6,871.0,0.0,0.5,1.3228756555322954,-2.5,1.0,0.6666666666666666,3,-0.4166666666666667,-1.0206207261596576,0.0
VEV_5200,Mark 01,11,34,2225.0,0.3181818181818182,0.0,1.0787197799411874,18.5,0.0,0.36363636363636365,3,0.5441176470588235,3.1727238251364134,0.9782797401561579
VEV_5200,Mark 14,33,122,9523.0,-0.07575757575757576,0.0,0.8760815826131375,-24.0,0.0,0.3333333333333333,3,-0.19672131147540983,-2.172857905020445,-0.4967507005354076
VEV_5200,Mark 22,47,162,12200.0,-0.010638297872340425,-0.0,0.9177557794289833,7.5,0.9361702127659575,0.3404255319148936,3,0.046296296296296294,0.5892556509887896,-0.07946830451378362
VEV_5200,Mark 38,3,6,452.0,-0.16666666666666666,0.0,0.7637626158259733,-2.0,1.0,0.3333333333333333,3,-0.3333333333333333,-0.8164965809277261,-0.3779644730092272
VEV_5300,Mark 01,132,439,15943.0,-0.14393939393939395,0.0,0.6038372936602184,-55.5,0.0,0.21212121212121213,3,-0.1264236902050114,-2.6488704774635794,-2.738714135317542
VEV_5300,Mark 14,30,105,4242.0,-0.15,0.0,0.7328498928957017,-20.5,0.0,0.26666666666666666,3,-0.19523809523809524,-2.000595149544493,-1.1210806526987867
VEV_5300,Mark 22,164,548,20310.0,0.14329268292682926,-0.0,0.6260334863895872,77.0,0.9817073170731707,0.3475609756097561,3,0.14051094890510948,3.2892769822095294,2.9312197224050016
VEV_5300,Mark 38,2,4,125.0,0.0,0.0,0.7071067811865476,-1.0,1.0,0.5,3,-0.25,-0.5,0.0
VEV_5400,Mark 01,263,911,10201.0,-0.03231939163498099,0.0,0.35206742268876917,-30.0,0.0,0.155893536121673,3,-0.03293084522502744,-0.9939443428838575,-1.4887274987802952
VEV_5400,Mark 14,13,48,668.0,-0.38461538461538464,-0.5,0.41602514716892186,-19.0,0.0,0.0,3,-0.3958333333333333,-2.7424137786507226,-3.3333333333333335
VEV_5400,Mark 22,276,959,10869.0,0.04891304347826087,-0.0,0.3622639615882493,49.0,0.9963768115942029,0.2318840579710145,3,0.051094890510948905,1.582292525115535,2.2431282006807836
VEV_5500,Mark 01,299,1042,4058.0,-0.026755852842809364,0.0,0.19460813471738436,-29.5,0.0,0.033444816053511704,3,-0.02831094049904031,-0.9138778609429649,-2.3773515235879987
VEV_5500,Mark 14,7,27,144.0,-0.21428571428571427,0.0,0.3933978962347216,-7.0,0.0,0.0,3,-0.25925925925925924,-1.3471506281091268,-1.441153384245784
VEV_5500,Mark 22,306,1069,4202.0,0.03104575163398693,-0.0,0.20207988486521386,36.5,1.0,0.08496732026143791,3,0.034144059869036486,1.1163593441270743,2.6874463696053095
VEV_6000,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
VEV_6000,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
VEV_6500,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,
VEV_6500,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,
HYDROGEL_PACK,Mark 14,1003,4022,40199627.0,0.12213359920239282,-0.0,4.3505670626442,643.0,0.0,0.45663010967098705,5,0.15987071108901044,10.138878992779908,0.8890777763570366
HYDROGEL_PACK,Mark 22,19,74,739583.0,-2.8947368421052633,-2.5,4.158588660726474,-217.5,0.0,0.2631578947368421,5,-2.939189189189189,-25.283861426780692,-3.034170097668821
HYDROGEL_PACK,Mark 38,1022,4096,40939210.0,-0.06604696673189824,-0.0,4.364208877684069,-425.5,1.0,0.4608610567514677,5,-0.1038818359375,-6.6484375,-0.4838077227982552
VELVETFRUIT_EXTRACT,Mark 01,504,2792,14653003.0,0.15079365079365079,0.0,2.1697539885559016,439.5,0.0,0.49007936507936506,5,0.15741404011461319,8.317660165597804,1.5602271419153668
VELVETFRUIT_EXTRACT,Mark 14,647,3524,18490510.0,-0.14992272024729522,0.0,2.159455231775682,-507.0,0.0,0.38794435857805254,5,-0.14387060158910328,-8.540632002707726,-1.7659377437625325
VELVETFRUIT_EXTRACT,Mark 22,126,843,4423593.0,-1.3174603174603174,-1.5,2.587356314544385,-1092.5,0.1349206349206349,0.2222222222222222,5,-1.2959667852906287,-37.62769874613663,-5.715662470874236
VELVETFRUIT_EXTRACT,Mark 49,122,1186,6226436.0,-1.819672131147541,-2.0,2.075103874498988,-2217.0,0.01639344262295082,0.13934426229508196,5,-1.869308600337268,-64.3759051738127,-9.685749165829971
VELVETFRUIT_EXTRACT,Mark 55,1198,6551,34376764.0,0.07345575959933222,0.0,2.1824728819997685,425.0,1.0,0.44156928213689484,5,0.06487559151274615,5.250916719289795,1.164944960489555
VELVETFRUIT_EXTRACT,Mark 67,165,1510,7926450.0,1.9454545454545455,2.0,1.9309878220635868,2952.0,0.9939393939393939,0.8303030303030303,5,1.9549668874172186,75.96750786787486,12.941467482109259
VEV_4000,Mark 14,439,870,1085068.0,-0.1480637813211845,-0.0,2.2196074430858497,-143.0,0.0,0.39863325740318906,5,-0.16436781609195403,-4.848154050888795,-1.3976709030398444
VEV_4000,Mark 22,3,6,7389.0,-3.6666666666666665,-4.0,2.0207259421636903,-19.5,0.0,0.0,5,-3.25,-7.960841664045329,-3.1428571428571423
VEV_4000,Mark 38,442,876,1092457.0,0.17194570135746606,0.0,2.2350192269622147,162.5,1.0,0.4751131221719457,5,0.18550228310502284,5.490366199495823,1.6174139855107696
VEV_4500,Mark 22,3,6,4389.0,-2.0,-2.5,1.8027756377319946,-9.5,0.0,0.0,5,-1.5833333333333333,-3.878358759406699,-1.9215378456610457
VEV_4500,Mark 38,3,6,4389.0,2.0,2.5,1.8027756377319946,9.5,1.0,0.6666666666666666,5,1.5833333333333333,3.878358759406699,1.9215378456610457
VEV_5000,Mark 22,3,6,1409.0,0.3333333333333333,-0.5,1.8929694486000912,5.0,0.0,0.3333333333333333,5,0.8333333333333334,2.041241452319315,0.30499714066520933
VEV_5000,Mark 38,3,6,1409.0,-0.3333333333333333,0.5,1.8929694486000914,-5.0,1.0,0.6666666666666666,5,-0.8333333333333334,-2.041241452319315,-0.3049971406652093
VEV_5100,Mark 22,3,6,871.0,0.6666666666666666,-0.0,1.607275126832159,6.5,0.0,0.3333333333333333,5,1.0833333333333333,2.65361388801511,0.7184212081070995
VEV_5100,Mark 38,3,6,871.0,-0.6666666666666666,0.0,1.6072751268321592,-6.5,1.0,0.3333333333333333,5,-1.0833333333333333,-2.65361388801511,-0.7184212081070994
VEV_5200,Mark 01,11,34,2225.0,-0.18181818181818182,0.0,1.1241158141563368,2.5,0.0,0.2727272727272727,5,0.07352941176470588,0.42874646285627205,-0.53644178078582
VEV_5200,Mark 14,33,122,9523.0,-0.24242424242424243,-0.5,0.9772507044734937,-36.0,0.0,0.3333333333333333,5,-0.29508196721311475,-3.259286857530667,-1.425039901501913
VEV_5200,Mark 22,47,162,12200.0,0.24468085106382978,0.5,1.0101245103275522,38.5,0.9361702127659575,0.5319148936170213,5,0.23765432098765432,3.024845675075787,1.660634293174257
VEV_5200,Mark 38,3,6,452.0,-0.5,0.0,1.3228756555322954,-5.0,1.0,0.3333333333333333,5,-0.8333333333333334,-2.041241452319315,-0.6546536707079771
VEV_5300,Mark 01,132,439,15943.0,-0.14772727272727273,0.0,0.74068937448807,-57.5,0.0,0.25,5,-0.13097949886104784,-2.744325269444249,-2.291456046255718
VEV_5300,Mark 14,30,105,4242.0,-0.4166666666666667,0.0,0.9009892392228679,-48.5,0.0,0.2,5,-0.46190476190476193,-4.733115353800386,-2.532968456878179
VEV_5300,Mark 22,164,548,20310.0,0.1951219512195122,-0.0,0.774422791428097,107.0,0.9817073170731707,0.3902439024390244,5,0.19525547445255476,4.570813468784671,3.2266356541621772
VEV_5300,Mark 38,2,4,125.0,0.0,0.0,0.7071067811865476,-1.0,1.0,0.5,5,-0.25,-0.5,0.0
VEV_5400,Mark 01,263,911,10201.0,-0.013307984790874524,0.0,0.37934969492919063,-9.0,0.0,0.17110266159695817,5,-0.009879253567508232,-0.2981833028651572,-0.5689189907814672
VEV_5400,Mark 14,13,48,668.0,-0.38461538461538464,-0.5,0.41602514716892186,-19.5,0.0,0.0,5,-0.40625,-2.814582562299426,-3.3333333333333335
VEV_5400,Mark 22,276,959,10869.0,0.030797101449275364,-0.0,0.38841507618751053,28.5,0.9963768115942029,0.21739130434782608,5,0.029718456725755994,0.9203129993018929,1.3172502999536528
VEV_5500,Mark 01,299,1042,4058.0,-0.020066889632107024,0.0,0.22717700474281566,-16.0,0.0,0.056856187290969896,5,-0.015355086372360844,-0.4956625686470318,-1.5273947271756936
VEV_5500,Mark 14,7,27,144.0,-0.2857142857142857,0.0,0.4879500364742666,-9.0,0.0,0.0,5,-0.3333333333333333,-1.7320508075688772,-1.5491933384829666
VEV_5500,Mark 22,306,1069,4202.0,0.026143790849673203,-0.0,0.23809937086003188,25.0,1.0,0.09477124183006536,5,0.023386342376052385,0.76462968775827,1.9207508139484646
VEV_6000,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,
VEV_6000,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,5,0.0,0.0,
VEV_6500,Mark 01,317,1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,
VEV_6500,Mark 22,317,1105,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,5,0.0,0.0,
HYDROGEL_PACK,Mark 14,1003,4022,40199627.0,0.17098703888334996,0.0,6.214192894991207,272.5,0.0,0.48255234297108673,10,0.06775236200895077,4.296803305649339,0.8714228182861518
HYDROGEL_PACK,Mark 22,19,74,739583.0,-4.342105263157895,-3.5,6.666776314887769,-274.0,0.0,0.2631578947368421,10,-3.7027027027027026,-31.851853015806483,-2.838973013397101
HYDROGEL_PACK,Mark 38,1022,4096,40939210.0,-0.08708414872798434,0.0,6.249250651318141,1.5,1.0,0.46966731898238745,10,0.0003662109375,0.0234375,-0.4454886201376217
VELVETFRUIT_EXTRACT,Mark 01,504,2792,14653003.0,0.2728174603174603,0.0,3.0609246381721467,792.0,0.0,0.49206349206349204,10,0.2836676217765043,14.988821049268399,2.0009433481132106
VELVETFRUIT_EXTRACT,Mark 14,647,3524,18490510.0,-0.21020092735703247,-0.0,2.8980116686087247,-964.5,0.0,0.401854714064915,10,-0.273694665153235,-16.247415318760556,-1.8449586552451513
VELVETFRUIT_EXTRACT,Mark 22,126,843,4423593.0,-1.1507936507936507,-1.5,3.448054431861447,-958.0,0.1349206349206349,0.3253968253968254,10,-1.1364175563463819,-32.995272676246124,-3.746352311921076
VELVETFRUIT_EXTRACT,Mark 49,122,1186,6226436.0,-2.1188524590163933,-2.0,2.9931418018230187,-2558.0,0.01639344262295082,0.18032786885245902,10,-2.1568296795952784,-74.27765693938335,-7.819038288709472
VELVETFRUIT_EXTRACT,Mark 55,1198,6551,34376764.0,0.02671118530884808,0.0,2.988371397726859,356.0,1.0,0.4749582637729549,10,0.05434284842008854,4.398414946040393,0.3093762694136466
VELVETFRUIT_EXTRACT,Mark 67,165,1510,7926450.0,2.242424242424242,2.5,2.8357506752342747,3332.5,0.9939393939393939,0.7575757575757576,10,2.206953642384106,85.75939023363583,10.157614061608811
VEV_4000,Mark 14,439,870,1085068.0,-0.07972665148063782,0.0,3.1136060108599843,-60.0,0.0,0.4214123006833713,10,-0.06896551724137931,-2.034190510862431,-0.5365029659614297
