split,test_day,category,target,features,resid_std_train,extreme_count,reversion_edge_mean,reversion_win_rate,coef_json,intercept
train_d2_test_d3d4,4,microchip,MICROCHIP_RECTANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",273.38599346804904,5058,1.1300909450375642,0.5083036773428232,"{""MICROCHIP_CIRCLE"":0.4431223156800453,""MICROCHIP_OVAL"":0.12751823571132367,""MICROCHIP_SQUARE"":-0.2734529485161668,""MICROCHIP_TRIANGLE"":-0.040867747018443035}",341.12548433695173
train_d2_test_d3d4,3,microchip,MICROCHIP_TRIANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE",244.1021706775269,4492,-0.14214158504007124,0.47974176313446126,"{""MICROCHIP_CIRCLE"":-0.3232016863371131,""MICROCHIP_OVAL"":0.08693880808759016,""MICROCHIP_SQUARE"":-0.03377100095486289,""MICROCHIP_RECTANGLE"":-0.03255892196277152}",4.851125236138813
train_d2_test_d3d4,4,microchip,MICROCHIP_TRIANGLE,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE",244.1021706775269,965,2.926943005181347,0.538860103626943,"{""MICROCHIP_CIRCLE"":-0.3232016863371131,""MICROCHIP_OVAL"":0.08693880808759016,""MICROCHIP_SQUARE"":-0.03377100095486289,""MICROCHIP_RECTANGLE"":-0.03255892196277152}",4.851125236138813
train_d2_test_d3d4,3,pebbles,PEBBLES_XS,"PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL",4.6538261617116214,4974,1.4025934861278648,0.5074386811419381,"{""PEBBLES_S"":-0.9816477578247248,""PEBBLES_M"":-0.9907222174461917,""PEBBLES_L"":-0.9867594538795594,""PEBBLES_XL"":-0.9905932777312638}",-4.0961272430627105
train_d2_test_d3d4,4,pebbles,PEBBLES_XS,"PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL",4.6538261617116214,5295,-0.033616619452313506,0.49461756373937676,"{""PEBBLES_S"":-0.9816477578247248,""PEBBLES_M"":-0.9907222174461917,""PEBBLES_L"":-0.9867594538795594,""PEBBLES_XL"":-0.9905932777312638}",-4.0961272430627105
train_d2_test_d3d4,3,pebbles,PEBBLES_S,"PEBBLES_XS,PEBBLES_M,PEBBLES_L,PEBBLES_XL",5.5913214156758615,4773,1.3857112926880368,0.5047140163419234,"{""PEBBLES_XS"":-0.9745306284089734,""PEBBLES_M"":-0.9822971250780094,""PEBBLES_L"":-0.9859010843152857,""PEBBLES_XL"":-0.9839934523773983}",2.152068439257846
train_d2_test_d3d4,4,pebbles,PEBBLES_S,"PEBBLES_XS,PEBBLES_M,PEBBLES_L,PEBBLES_XL",5.5913214156758615,6445,1.5112490302560124,0.5140418929402638,"{""PEBBLES_XS"":-0.9745306284089734,""PEBBLES_M"":-0.9822971250780094,""PEBBLES_L"":-0.9859010843152857,""PEBBLES_XL"":-0.9839934523773983}",2.152068439257846
train_d2_test_d3d4,3,pebbles,PEBBLES_M,"PEBBLES_XS,PEBBLES_S,PEBBLES_L,PEBBLES_XL",5.752593886548339,7883,-0.951541291386528,0.49359380946340226,"{""PEBBLES_XS"":-0.9824253913473038,""PEBBLES_S"":-0.9811846267387601,""PEBBLES_L"":-0.977584647137981,""PEBBLES_XL"":-0.9827489684613722}",-2.929672546652739
train_d2_test_d3d4,4,pebbles,PEBBLES_M,"PEBBLES_XS,PEBBLES_S,PEBBLES_L,PEBBLES_XL",5.752593886548339,3858,2.0119232763089685,0.5254017625712805,"{""PEBBLES_XS"":-0.9824253913473038,""PEBBLES_S"":-0.9811846267387601,""PEBBLES_L"":-0.977584647137981,""PEBBLES_XL"":-0.9827489684613722}",-2.929672546652739
train_d2_test_d3d4,3,pebbles,PEBBLES_L,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_XL",4.508984819618398,1784,1.1617152466367713,0.5168161434977578,"{""PEBBLES_XS"":-0.9873691483585293,""PEBBLES_S"":-0.9937148666350385,""PEBBLES_M"":-0.9864497186880904,""PEBBLES_XL"":-0.9914498648575621}",2.5147405711704494
train_d2_test_d3d4,4,pebbles,PEBBLES_L,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_XL",4.508984819618398,3315,-0.9105580693815988,0.48868778280542985,"{""PEBBLES_XS"":-0.9873691483585293,""PEBBLES_S"":-0.9937148666350385,""PEBBLES_M"":-0.9864497186880904,""PEBBLES_XL"":-0.9914498648575621}",2.5147405711704494
train_d2_test_d3d4,3,pebbles,PEBBLES_XL,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L",2.835166556411369,279,4.596774193548387,0.5089605734767025,"{""PEBBLES_XS"":-0.9994905252373079,""PEBBLES_S"":-1.0000822045876805,""PEBBLES_M"":-0.9999498636863654,""PEBBLES_L"":-0.9997370929591524}",0.3409754143931423
train_d2_test_d3d4,4,pebbles,PEBBLES_XL,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L",2.835166556411369,288,9.85763888888889,0.5416666666666666,"{""PEBBLES_XS"":-0.9994905252373079,""PEBBLES_S"":-1.0000822045876805,""PEBBLES_M"":-0.9999498636863654,""PEBBLES_L"":-0.9997370929591524}",0.3409754143931423
train_d2_test_d3d4,3,robot,ROBOT_VACUUMING,"ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",180.9079743312245,8278,-0.18694129016670694,0.48550374486590964,"{""ROBOT_MOPPING"":-0.07653330018625497,""ROBOT_DISHES"":0.2646827527861483,""ROBOT_LAUNDRY"":0.35527059452313997,""ROBOT_IRONING"":-0.14600161929853567}",-263.48504635648595
train_d2_test_d3d4,4,robot,ROBOT_VACUUMING,"ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",180.9079743312245,6619,0.5062698292793474,0.5124641184468953,"{""ROBOT_MOPPING"":-0.07653330018625497,""ROBOT_DISHES"":0.2646827527861483,""ROBOT_LAUNDRY"":0.35527059452313997,""ROBOT_IRONING"":-0.14600161929853567}",-263.48504635648595
train_d2_test_d3d4,3,robot,ROBOT_MOPPING,"ROBOT_VACUUMING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",276.37035761030904,5475,-0.8931506849315068,0.4904109589041096,"{""ROBOT_VACUUMING"":-0.1785372559671783,""ROBOT_DISHES"":0.03048075145897101,""ROBOT_LAUNDRY"":-0.22734220165704958,""ROBOT_IRONING"":-0.3498288467862372}",346.54788491621923
train_d2_test_d3d4,4,robot,ROBOT_MOPPING,"ROBOT_VACUUMING,ROBOT_DISHES,ROBOT_LAUNDRY,ROBOT_IRONING",276.37035761030904,8671,0.21341252450697729,0.5049013954561181,"{""ROBOT_VACUUMING"":-0.1785372559671783,""ROBOT_DISHES"":0.03048075145897101,""ROBOT_LAUNDRY"":-0.22734220165704958,""ROBOT_IRONING"":-0.3498288467862372}",346.54788491621923
train_d2_test_d3d4,3,robot,ROBOT_DISHES,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_LAUNDRY,ROBOT_IRONING",287.25860426641253,9259,0.046927313964791016,0.49195377470569174,"{""ROBOT_VACUUMING"":0.6671502161541512,""ROBOT_MOPPING"":0.03293405779509019,""ROBOT_LAUNDRY"":-0.1361435278417518,""ROBOT_IRONING"":0.2635117273423909}",-168.98191802302853
train_d2_test_d3d4,4,robot,ROBOT_DISHES,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_LAUNDRY,ROBOT_IRONING",287.25860426641253,4734,1.2338403041825095,0.12589776087874946,"{""ROBOT_VACUUMING"":0.6671502161541512,""ROBOT_MOPPING"":0.03293405779509019,""ROBOT_LAUNDRY"":-0.1361435278417518,""ROBOT_IRONING"":0.2635117273423909}",-168.98191802302853
train_d2_test_d3d4,3,robot,ROBOT_LAUNDRY,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_IRONING",155.80221353757142,4691,0.6637177574078021,0.49264549136644636,"{""ROBOT_VACUUMING"":0.2637466040024592,""ROBOT_MOPPING"":-0.07234845487803268,""ROBOT_DISHES"":-0.04009836137584177,""ROBOT_IRONING"":-0.4159433725865592}",89.56225560927678
train_d2_test_d3d4,4,robot,ROBOT_LAUNDRY,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_IRONING",155.80221353757142,8472,0.42540132200188857,0.5066100094428706,"{""ROBOT_VACUUMING"":0.2637466040024592,""ROBOT_MOPPING"":-0.07234845487803268,""ROBOT_DISHES"":-0.04009836137584177,""ROBOT_IRONING"":-0.4159433725865592}",89.56225560927678
train_d2_test_d3d4,3,robot,ROBOT_IRONING,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY",246.05678910303752,5335,-1.0842549203373946,0.38069353327085287,"{""ROBOT_VACUUMING"":-0.27035270587474985,""ROBOT_MOPPING"":-0.2776836132788227,""ROBOT_DISHES"":0.19358647312897048,""ROBOT_LAUNDRY"":-1.0374797849820243}",-178.4038228810888
train_d2_test_d3d4,4,robot,ROBOT_IRONING,"ROBOT_VACUUMING,ROBOT_MOPPING,ROBOT_DISHES,ROBOT_LAUNDRY",246.05678910303752,2853,0.3845075359270943,0.4069400630914827,"{""ROBOT_VACUUMING"":-0.27035270587474985,""ROBOT_MOPPING"":-0.2776836132788227,""ROBOT_DISHES"":0.19358647312897048,""ROBOT_LAUNDRY"":-1.0374797849820243}",-178.4038228810888
train_d2_test_d3d4,3,uv,UV_VISOR_YELLOW,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",233.17453796954504,9613,0.35509206283158223,0.4966191615520649,"{""UV_VISOR_AMBER"":-1.2628129084439317,""UV_VISOR_ORANGE"":-0.46087887696154156,""UV_VISOR_RED"":-0.36851556770097893,""UV_VISOR_MAGENTA"":0.17290633928070115}",-87.80475003175025
train_d2_test_d3d4,4,uv,UV_VISOR_YELLOW,"UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",233.17453796954504,8874,-0.8597025016903314,0.4748704079332883,"{""UV_VISOR_AMBER"":-1.2628129084439317,""UV_VISOR_ORANGE"":-0.46087887696154156,""UV_VISOR_RED"":-0.36851556770097893,""UV_VISOR_MAGENTA"":0.17290633928070115}",-87.80475003175025
train_d2_test_d3d4,3,uv,UV_VISOR_AMBER,"UV_VISOR_YELLOW,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",139.56835182043685,9812,-0.4629025682837342,0.4752344068487566,"{""UV_VISOR_YELLOW"":-0.4526966261141969,""UV_VISOR_ORANGE"":-0.07321381231678717,""UV_VISOR_RED"":-0.4171077809087529,""UV_VISOR_MAGENTA"":-0.2946425219410868}",-32.137956242328414
train_d2_test_d3d4,4,uv,UV_VISOR_AMBER,"UV_VISOR_YELLOW,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_MAGENTA",139.56835182043685,8934,-0.03744123572867696,0.48903066935303335,"{""UV_VISOR_YELLOW"":-0.4526966261141969,""UV_VISOR_ORANGE"":-0.07321381231678717,""UV_VISOR_RED"":-0.4171077809087529,""UV_VISOR_MAGENTA"":-0.2946425219410868}",-32.137956242328414
train_d2_test_d3d4,3,uv,UV_VISOR_ORANGE,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",188.35403203779978,5211,1.1724237190558433,0.5127614661293418,"{""UV_VISOR_YELLOW"":-0.2990421088449944,""UV_VISOR_AMBER"":-0.1325166105436243,""UV_VISOR_RED"":-0.0941680148341147,""UV_VISOR_MAGENTA"":0.14849388953277776}",18.21471963551076
train_d2_test_d3d4,4,uv,UV_VISOR_ORANGE,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_RED,UV_VISOR_MAGENTA",188.35403203779978,7588,-0.6095150237216658,0.4870848708487085,"{""UV_VISOR_YELLOW"":-0.2990421088449944,""UV_VISOR_AMBER"":-0.1325166105436243,""UV_VISOR_RED"":-0.0941680148341147,""UV_VISOR_MAGENTA"":0.14849388953277776}",18.21471963551076
train_d2_test_d3d4,3,uv,UV_VISOR_RED,"UV_VISOR_YELLOW,UV_VISOR_AMBER,UV_VISOR_ORANGE,UV_VISOR_MAGENTA",193.27249757939992,9995,0.10150075037518759,0.49744872436218107,"{""UV_VISOR_YELLOW"":-0.2523564962823216,""UV_VISOR_AMBER"":-0.7967804988536011,""UV_VISOR_ORANGE"":-0.09938401147045275,""UV_VISOR_MAGENTA"":-0.576963540818186}",539.3509418486241
