leader,follower,lag,same_category,leader_category,follower_category,ic_mean,abs_ic_mean,ic_min,ic_max,same_sign_days,slope_mean,day_2_ic,day_3_ic,day_4_ic,score
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_CHOCOLATE,100,False,translator,snack,0.04380693505399582,0.04380693505399582,0.024267948619469723,0.07151088331069824,1,0.006619610326389622,0.07151088331069824,0.03564197323181948,0.024267948619469723,0.08761387010799164
PEBBLES_XL,PEBBLES_XS,200,True,pebbles,pebbles,0.036492987204433676,0.036492987204433676,0.029879043607358484,0.040196146392721385,1,0.003293664805929656,0.029879043607358484,0.03940377161322115,0.040196146392721385,0.08758316929064082
TRANSLATOR_VOID_BLUE,SNACKPACK_VANILLA,200,False,translator,snack,0.042976253314356505,0.042976253314356505,0.006370121298962181,0.08318910531601582,1,0.004209402276985362,0.006370121298962181,0.08318910531601582,0.03936953332809151,0.08595250662871301
UV_VISOR_RED,MICROCHIP_RECTANGLE,10,False,uv,microchip,0.04288659187966241,0.04288659187966241,0.02435707206878528,0.0792453621055582,1,0.03704409418159446,0.02435707206878528,0.0792453621055582,0.025057341464643744,0.08577318375932481
SLEEP_POD_POLYESTER,PEBBLES_M,200,False,sleep,pebbles,0.04286854248190844,0.04286854248190844,0.0236933733659456,0.05815349381787793,1,0.009199196545679274,0.05815349381787793,0.0236933733659456,0.04675876026190178,0.08573708496381688
MICROCHIP_CIRCLE,MICROCHIP_OVAL,50,True,microchip,microchip,0.03560655176665443,0.03560655176665443,0.006643504898530017,0.05285516882131044,1,0.013854615285527422,0.006643504898530017,0.04732098158012282,0.05285516882131044,0.08545572423997062
PEBBLES_XL,PEBBLES_M,500,True,pebbles,pebbles,0.035295799035056856,0.035295799035056856,0.01001575284573046,0.06096109914258305,1,0.002313226331856119,0.01001575284573046,0.03491054511685705,0.06096109914258305,0.08470991768413645
TRANSLATOR_VOID_BLUE,SNACKPACK_VANILLA,100,False,translator,snack,0.04234553506276465,0.04234553506276465,0.024037626335290482,0.07067055204350306,1,0.005984650461690933,0.03232842680950043,0.07067055204350306,0.024037626335290482,0.0846910701255293
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,50,True,sleep,sleep,0.03527410125566773,0.03527410125566773,0.032259662350511746,0.038372130510996603,1,0.011541365560416796,0.032259662350511746,0.038372130510996603,0.03519051090549484,0.08465784301360256
TRANSLATOR_ASTRO_BLACK,SLEEP_POD_LAMB_WOOL,500,False,translator,sleep,-0.042267910014425834,0.042267910014425834,-0.06470966253476401,-0.022926449046746906,1,-0.0053065591838546075,-0.06470966253476401,-0.022926449046746906,-0.03916761846176659,0.08453582002885167
PANEL_2X2,PANEL_4X4,200,True,panel,panel,-0.03507007518846014,0.03507007518846014,-0.047623805029566195,-0.028166144822797064,1,-0.006230385145608381,-0.029420275713017176,-0.028166144822797064,-0.047623805029566195,0.08416818045230434
TRANSLATOR_VOID_BLUE,SNACKPACK_CHOCOLATE,200,False,translator,snack,-0.04191060236846499,0.04191060236846499,-0.0787571612954627,-0.0038353500658523465,1,-0.004113974955473527,-0.0038353500658523465,-0.0787571612954627,-0.043139295744079924,0.08382120473692999
TRANSLATOR_VOID_BLUE,SNACKPACK_CHOCOLATE,100,False,translator,snack,-0.04173795283618919,0.04173795283618919,-0.06465735064503038,-0.02704914285528784,1,-0.005959049339819188,-0.033507365008249336,-0.06465735064503038,-0.02704914285528784,0.08347590567237838
SNACKPACK_PISTACHIO,ROBOT_VACUUMING,20,False,snack,robot,0.041571027512656344,0.041571027512656344,0.009444839008483356,0.0603842839963273,1,0.037577346797930185,0.0603842839963273,0.009444839008483356,0.05488395953315838,0.08314205502531269
PEBBLES_L,TRANSLATOR_ASTRO_BLACK,50,False,pebbles,translator,-0.04133150476629751,0.04133150476629751,-0.06550925448346119,-0.02519094027762094,1,-0.00834683986317521,-0.02519094027762094,-0.033294319537810396,-0.06550925448346119,0.08266300953259502
PEBBLES_XS,PANEL_2X4,200,False,pebbles,panel,0.04121442049702013,0.04121442049702013,0.021109416034489646,0.06597582990430269,1,0.005028523844280762,0.06597582990430269,0.036558015552268064,0.021109416034489646,0.08242884099404026
TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS_PLANETARY_RINGS,50,False,translator,galaxy,-0.041132480563435575,0.041132480563435575,-0.04210846780550119,-0.04008684641271012,1,-0.014273616372328499,-0.04210846780550119,-0.041202127472095416,-0.04008684641271012,0.08226496112687115
PEBBLES_L,UV_VISOR_YELLOW,200,False,pebbles,uv,-0.04091983699844876,0.04091983699844876,-0.04525378921046995,-0.03522105649189707,1,-0.00491609857606182,-0.03522105649189707,-0.04525378921046995,-0.042284665292979286,0.08183967399689752
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_SOLAR_WINDS,50,False,oxygen,galaxy,-0.040701171609149295,0.040701171609149295,-0.04965704446529578,-0.027717939442822973,1,-0.014784911860208501,-0.04965704446529578,-0.027717939442822973,-0.04472853091932913,0.08140234321829859
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,500,True,galaxy,galaxy,-0.0338067534197735,0.0338067534197735,-0.07084016953752113,-0.0030494691183154113,1,-0.0032657931988094996,-0.07084016953752113,-0.0030494691183154113,-0.027530621603483962,0.0811362082074564
OXYGEN_SHAKE_CHOCOLATE,PANEL_1X4,200,False,oxygen,panel,0.04040792565651392,0.04040792565651392,0.016583126732015903,0.06269916094057836,1,0.006998758272599453,0.06269916094057836,0.0419414892969475,0.016583126732015903,0.08081585131302783
OXYGEN_SHAKE_EVENING_BREATH,PEBBLES_XS,50,False,oxygen,pebbles,0.04034674322659126,0.04034674322659126,0.030095709553520627,0.054155683612845985,1,0.02099272522860891,0.03678883651340715,0.030095709553520627,0.054155683612845985,0.08069348645318251
ROBOT_VACUUMING,GALAXY_SOUNDS_SOLAR_WINDS,20,False,robot,galaxy,-0.04030434807808025,0.04030434807808025,-0.0505137369485904,-0.029384743367932613,1,-0.023314774743898602,-0.04101456391771772,-0.029384743367932613,-0.0505137369485904,0.0806086961561605
SNACKPACK_PISTACHIO,SLEEP_POD_NYLON,100,False,snack,sleep,0.040288884703961025,0.040288884703961025,0.016733909160391587,0.06393411719967479,1,0.01756325066169238,0.0401986277518167,0.06393411719967479,0.016733909160391587,0.08057776940792205
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,200,False,galaxy,sleep,0.04023607179988798,0.04023607179988798,0.018718177136624173,0.05901807342562945,1,0.006805075568812054,0.05901807342562945,0.042971964837410316,0.018718177136624173,0.08047214359977596
MICROCHIP_CIRCLE,SLEEP_POD_LAMB_WOOL,200,False,microchip,sleep,-0.04010499968727186,0.04010499968727186,-0.06210422443856382,-0.02532767527779386,1,-0.00764465144715901,-0.06210422443856382,-0.03288309934545789,-0.02532767527779386,0.08020999937454372
ROBOT_MOPPING,ROBOT_IRONING,5,True,robot,robot,0.033408439940021885,0.033408439940021885,0.021026546571802755,0.04756950218491897,1,0.026866397744092246,0.021026546571802755,0.03162927106334394,0.04756950218491897,0.08018025585605253
PANEL_1X2,UV_VISOR_YELLOW,200,False,panel,uv,0.03986927445273933,0.03986927445273933,0.0150570056189356,0.0538202013094985,1,0.008138754518643833,0.0150570056189356,0.0538202013094985,0.050730616429783874,0.07973854890547866
PANEL_1X2,ROBOT_MOPPING,100,False,panel,robot,0.03952918763231691,0.03952918763231691,0.018160109593793272,0.05695434835613817,1,0.011201913791118233,0.018160109593793272,0.043473104947019274,0.05695434835613817,0.07905837526463382
SNACKPACK_RASPBERRY,SLEEP_POD_NYLON,100,False,snack,sleep,-0.03951392945736399,0.03951392945736399,-0.05841116588957158,-0.005894365441790924,1,-0.010944092343101864,-0.054236257040729464,-0.05841116588957158,-0.005894365441790924,0.07902785891472798
SNACKPACK_STRAWBERRY,SLEEP_POD_NYLON,100,False,snack,sleep,0.03941547605358377,0.03941547605358377,0.011590944124032403,0.05634089400957183,1,0.0108181767873395,0.05634089400957183,0.05031459002714707,0.011590944124032403,0.07883095210716753
PANEL_2X4,PEBBLES_XS,200,False,panel,pebbles,-0.039245321609439665,0.039245321609439665,-0.057973844718871445,-0.01526054636646163,1,-0.008091755043661542,-0.057973844718871445,-0.01526054636646163,-0.04450157374298592,0.07849064321887933
TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS_PLANETARY_RINGS,20,False,translator,galaxy,-0.03903443995810969,0.03903443995810969,-0.047883915984308995,-0.025031944063615155,1,-0.021405993738170263,-0.04418745982640492,-0.047883915984308995,-0.025031944063615155,0.07806887991621939
OXYGEN_SHAKE_GARLIC,MICROCHIP_TRIANGLE,200,False,oxygen,microchip,0.03881354867599043,0.03881354867599043,0.004243754318236412,0.06589001439110657,1,0.008301025056956922,0.046306877318628294,0.06589001439110657,0.004243754318236412,0.07762709735198085
MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,50,True,microchip,microchip,0.03221081308673329,0.03221081308673329,0.018771335399754233,0.04864570457209938,1,0.0072796529786717315,0.029215399288346263,0.04864570457209938,0.018771335399754233,0.07730595140815989
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_LAMB_WOOL,20,False,oxygen,sleep,-0.038179826155867014,0.038179826155867014,-0.038456796257553216,-0.03778337377679936,1,-0.02221104138082128,-0.03778337377679936,-0.038299308433248455,-0.038456796257553216,0.07635965231173403
PEBBLES_L,TRANSLATOR_ASTRO_BLACK,20,False,pebbles,translator,-0.03816327466900421,0.03816327466900421,-0.058195111643118566,-0.020300413069895676,1,-0.011940396590195934,-0.020300413069895676,-0.03599429929399839,-0.058195111643118566,0.07632654933800842
MICROCHIP_SQUARE,SLEEP_POD_POLYESTER,20,False,microchip,sleep,-0.038076356314179355,0.038076356314179355,-0.04748858803341711,-0.030582661585298314,1,-0.011578544677651627,-0.04748858803341711,-0.030582661585298314,-0.036157819323822636,0.07615271262835871
UV_VISOR_MAGENTA,TRANSLATOR_ECLIPSE_CHARCOAL,200,False,uv,translator,0.037973556090425624,0.037973556090425624,0.019330445117676464,0.06277754947633814,1,0.006139155133526432,0.06277754947633814,0.03181267367726228,0.019330445117676464,0.07594711218085125
PANEL_2X2,UV_VISOR_RED,50,False,panel,uv,-0.037948718405777994,0.037948718405777994,-0.04640698039714213,-0.03227157287043554,1,-0.01374661581101688,-0.0351676019497563,-0.04640698039714213,-0.03227157287043554,0.07589743681155599
TRANSLATOR_GRAPHITE_MIST,PANEL_2X2,100,False,translator,panel,-0.03793432344647732,0.03793432344647732,-0.039182549265794994,-0.03588372551173893,1,-0.008276315443707051,-0.039182549265794994,-0.038736695561898044,-0.03588372551173893,0.07586864689295464
PEBBLES_L,TRANSLATOR_ASTRO_BLACK,100,False,pebbles,translator,-0.03777752680488023,0.03777752680488023,-0.03994267055853433,-0.033690025632595,1,-0.005480650213855946,-0.033690025632595,-0.03969988422351135,-0.03994267055853433,0.07555505360976046
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,200,True,sleep,sleep,0.031456770614568134,0.031456770614568134,0.014973815047394434,0.05444033228324592,1,0.005328497202512856,0.05444033228324592,0.024956164513064056,0.014973815047394434,0.07549624947496351
GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_COTTON,100,False,galaxy,sleep,0.037724876858033045,0.037724876858033045,0.01593277629956579,0.05222923470051437,1,0.009259558931261347,0.05222923470051437,0.01593277629956579,0.04501261957401898,0.07544975371606609
PEBBLES_S,PANEL_2X4,100,False,pebbles,panel,0.03763103440639907,0.03763103440639907,0.010883459939306917,0.06347609752168286,1,0.006126597073588306,0.06347609752168286,0.03853354575820743,0.010883459939306917,0.07526206881279814
ROBOT_DISHES,GALAXY_SOUNDS_BLACK_HOLES,200,False,robot,galaxy,-0.037597346366932294,0.037597346366932294,-0.06558787901375966,-0.017313168462930212,1,-0.006338547843696407,-0.017313168462930212,-0.06558787901375966,-0.029890991624107004,0.07519469273386459
UV_VISOR_MAGENTA,OXYGEN_SHAKE_CHOCOLATE,20,False,uv,oxygen,-0.03748044468805978,0.03748044468805978,-0.04237068400738514,-0.029860905343123814,1,-0.01684162554403484,-0.029860905343123814,-0.04020974471367037,-0.04237068400738514,0.07496088937611955
PEBBLES_XL,ROBOT_LAUNDRY,50,False,pebbles,robot,-0.03732001615002143,0.03732001615002143,-0.049938164866294106,-0.027718622891615908,1,-0.003935873850515357,-0.049938164866294106,-0.034303260692154273,-0.027718622891615908,0.07464003230004286
UV_VISOR_MAGENTA,TRANSLATOR_ECLIPSE_CHARCOAL,500,False,uv,translator,0.03716389575192155,0.03716389575192155,0.0016675839562906376,0.0696785951923859,1,0.0038913044156643015,0.0696785951923859,0.0401455081070881,0.0016675839562906376,0.0743277915038431
PEBBLES_M,PEBBLES_L,10,True,pebbles,pebbles,0.03074001762069843,0.03074001762069843,0.02122797483720439,0.04407224342003419,1,0.021682210316108508,0.04407224342003419,0.02122797483720439,0.02691983460485671,0.07377604228967623
ROBOT_DISHES,GALAXY_SOUNDS_BLACK_HOLES,10,False,robot,galaxy,-0.036868627297253764,0.036868627297253764,-0.07569796895563495,-0.0017869732841585425,1,-0.026217478002720188,-0.0017869732841585425,-0.07569796895563495,-0.033120939651967794,0.07373725459450753
UV_VISOR_AMBER,PANEL_1X4,100,False,uv,panel,0.036850681240952,0.036850681240952,0.00781606793858543,0.08106918538939102,1,0.009079115129794606,0.021666790394879537,0.00781606793858543,0.08106918538939102,0.073701362481904
PANEL_2X4,ROBOT_VACUUMING,500,False,panel,robot,-0.03684183262843576,0.03684183262843576,-0.06005533856631884,-0.016376450769521485,1,-0.0032185059848252686,-0.03409370854946694,-0.06005533856631884,-0.016376450769521485,0.07368366525687152
ROBOT_VACUUMING,PANEL_2X4,100,False,robot,panel,0.03669199603560725,0.03669199603560725,0.020780835371038024,0.06294385627785068,1,0.010009361424942761,0.026351296457933056,0.06294385627785068,0.020780835371038024,0.0733839920712145
UV_VISOR_AMBER,UV_VISOR_ORANGE,200,True,uv,uv,-0.030406782671047544,0.030406782671047544,-0.047033125827875354,-0.0019580735346528036,1,-0.0061824261343353054,-0.04222914865061448,-0.0019580735346528036,-0.047033125827875354,0.0729762784105141
MICROCHIP_SQUARE,OXYGEN_SHAKE_GARLIC,500,False,microchip,oxygen,0.03645427118295034,0.03645427118295034,0.02565678783843215,0.04377773043575783,1,0.002294788477724919,0.039928295274661046,0.04377773043575783,0.02565678783843215,0.07290854236590068
PEBBLES_L,MICROCHIP_OVAL,20,False,pebbles,microchip,-0.0362178088784677,0.0362178088784677,-0.06876335544164572,-0.01368595877355574,1,-0.013144775679268333,-0.01368595877355574,-0.02620411242020163,-0.06876335544164572,0.0724356177569354
UV_VISOR_RED,MICROCHIP_CIRCLE,50,False,uv,microchip,-0.03619100985539358,0.03619100985539358,-0.04940917485684784,-0.014298968193391425,1,-0.009599323921620126,-0.04940917485684784,-0.014298968193391425,-0.044864886515941456,0.07238201971078716
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,100,True,galaxy,galaxy,0.030129343199574304,0.030129343199574304,0.016437575217309403,0.03844150952590876,1,0.006989241817852136,0.03550894485550476,0.016437575217309403,0.03844150952590876,0.07231042367897833
UV_VISOR_RED,MICROCHIP_RECTANGLE,3,False,uv,microchip,0.03606332817070424,0.03606332817070424,0.023033988063075394,0.05473583608360598,1,0.05632654545679239,0.030420160365431347,0.05473583608360598,0.023033988063075394,0.07212665634140848
UV_VISOR_MAGENTA,PANEL_1X2,200,False,uv,panel,0.03604863878739891,0.03604863878739891,0.018691924991563285,0.06562886360717145,1,0.004983527918744076,0.018691924991563285,0.06562886360717145,0.023825127763461997,0.07209727757479782
PEBBLES_XS,OXYGEN_SHAKE_GARLIC,200,False,pebbles,oxygen,-0.03602257475679973,0.03602257475679973,-0.047485523127669585,-0.022696015467711782,1,-0.0050151971175203406,-0.047485523127669585,-0.022696015467711782,-0.03788618567501782,0.07204514951359946
PANEL_1X4,OXYGEN_SHAKE_MINT,20,False,panel,oxygen,0.035988756192490694,0.035988756192490694,0.016997852862592228,0.05783435820035263,1,0.019221438547816074,0.03313405751452723,0.016997852862592228,0.05783435820035263,0.07197751238498139
PANEL_2X2,GALAXY_SOUNDS_BLACK_HOLES,100,False,panel,galaxy,-0.035961959455677685,0.035961959455677685,-0.050374045528860587,-0.014066260972772264,1,-0.009142654057758359,-0.050374045528860587,-0.04344557186540021,-0.014066260972772264,0.07192391891135537
PEBBLES_XL,MICROCHIP_SQUARE,20,False,pebbles,microchip,-0.0358267324735558,0.0358267324735558,-0.038074174091315596,-0.03173480110674185,1,-0.011700666317361235,-0.03767122222260996,-0.03173480110674185,-0.038074174091315596,0.0716534649471116
UV_VISOR_AMBER,UV_VISOR_ORANGE,500,True,uv,uv,-0.029826010648256056,0.029826010648256056,-0.05269435009832501,-0.003752585820053792,1,-0.004317034301972552,-0.003752585820053792,-0.033031096026389366,-0.05269435009832501,0.07158242555581454
MICROCHIP_OVAL,MICROCHIP_TRIANGLE,500,True,microchip,microchip,0.029639961523701394,0.029639961523701394,0.012570666028599662,0.042337324900910994,1,0.003920691063283507,0.012570666028599662,0.03401189364159352,0.042337324900910994,0.07113590765688334
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_IRONING,100,False,galaxy,robot,-0.03554152674701702,0.03554152674701702,-0.05022381455532108,-0.014269286554133516,1,-0.006774793838531073,-0.04213147913159646,-0.014269286554133516,-0.05022381455532108,0.07108305349403404
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_RED,100,False,translator,uv,-0.035513770036721994,0.035513770036721994,-0.06737339404965215,-0.009384952775785948,1,-0.009351659411325104,-0.06737339404965215,-0.009384952775785948,-0.029782963284727893,0.07102754007344399
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_EVENING_BREATH,20,True,oxygen,oxygen,0.02952008438189806,0.02952008438189806,0.014617889188842851,0.045444885101993134,1,0.01462673366072116,0.045444885101993134,0.02849747885485819,0.014617889188842851,0.07084820251655534
PEBBLES_M,GALAXY_SOUNDS_SOLAR_FLAMES,50,False,pebbles,galaxy,-0.03525385980614484,0.03525385980614484,-0.04211601594374363,-0.0260405258371284,1,-0.008236014307896668,-0.03760503763756247,-0.0260405258371284,-0.04211601594374363,0.07050771961228967
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_PISTACHIO,200,False,translator,snack,-0.03520824326630187,0.03520824326630187,-0.041360363450982,-0.02553148465492822,1,-0.0030268101178637197,-0.038732881692995394,-0.041360363450982,-0.02553148465492822,0.07041648653260374
SLEEP_POD_LAMB_WOOL,TRANSLATOR_ECLIPSE_CHARCOAL,100,False,sleep,translator,-0.03509979770404534,0.03509979770404534,-0.055495930599407384,-0.015301287867690324,1,-0.006858952335041472,-0.015301287867690324,-0.0345021746450383,-0.055495930599407384,0.07019959540809068
OXYGEN_SHAKE_MINT,SNACKPACK_STRAWBERRY,20,False,oxygen,snack,0.035083618642913886,0.035083618642913886,0.02575757721561704,0.047181715802357006,1,0.014128540651931526,0.0323115629107676,0.047181715802357006,0.02575757721561704,0.07016723728582777
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_MINT,500,True,oxygen,oxygen,0.029195648074478456,0.029195648074478456,0.004123943406099548,0.05219141379126893,1,0.0031643494749353748,0.03127158702606689,0.004123943406099548,0.05219141379126893,0.07006955537874829
PANEL_2X2,OXYGEN_SHAKE_MINT,500,False,panel,oxygen,0.03489570892167826,0.03489570892167826,0.009899193922667209,0.07351497806691594,1,0.0040307407912138745,0.009899193922667209,0.021272954775451627,0.07351497806691594,0.06979141784335652
MICROCHIP_TRIANGLE,GALAXY_SOUNDS_SOLAR_WINDS,200,False,microchip,galaxy,0.03484506560162129,0.03484506560162129,0.017332050832855047,0.04840409354304007,1,0.004180470534230266,0.017332050832855047,0.03879905242896874,0.04840409354304007,0.06969013120324258
MICROCHIP_SQUARE,MICROCHIP_OVAL,500,True,microchip,microchip,0.029028591433805165,0.029028591433805165,0.018709346439509906,0.045235616136057116,1,0.0020928680243481835,0.045235616136057116,0.02314081172584847,0.018709346439509906,0.0696686194411324
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_RASPBERRY,200,False,translator,snack,0.0347800705772381,0.0347800705772381,0.022136716622104716,0.05009197226867932,1,0.004628782424055272,0.05009197226867932,0.03211152284093026,0.022136716622104716,0.0695601411544762
SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,20,True,snack,snack,-0.02898235453154234,0.02898235453154234,-0.048276460831587834,-0.008778089517117678,1,-0.018125312677633638,-0.048276460831587834,-0.008778089517117678,-0.029892513245921508,0.06955765087570161
PANEL_2X2,PEBBLES_XL,10,False,panel,pebbles,-0.034686429504719916,0.034686429504719916,-0.05437313775769994,-0.011002199928049265,1,-0.08023381457940841,-0.011002199928049265,-0.05437313775769994,-0.03868395082841056,0.06937285900943983
UV_VISOR_YELLOW,PANEL_2X2,500,False,uv,panel,0.034672543970657034,0.034672543970657034,0.02800783676311673,0.04220124821756398,1,0.0030362734954385274,0.02800783676311673,0.03380854693129039,0.04220124821756398,0.06934508794131407
PEBBLES_S,SNACKPACK_RASPBERRY,5,False,pebbles,snack,0.03459888654489703,0.03459888654489703,0.019106430072894802,0.055378578721267696,1,0.018325285390918596,0.029311650840528586,0.019106430072894802,0.055378578721267696,0.06919777308979407
ROBOT_MOPPING,ROBOT_DISHES,200,True,robot,robot,-0.02876707641843455,0.02876707641843455,-0.04127043550968508,-0.011211560729653796,1,-0.0057384311602631825,-0.011211560729653796,-0.04127043550968508,-0.03381923301596476,0.06904098340424292
UV_VISOR_RED,MICROCHIP_CIRCLE,100,False,uv,microchip,-0.03444970110357141,0.03444970110357141,-0.044956362977687105,-0.0226161724296381,1,-0.0063982735589505685,-0.03577656790338902,-0.0226161724296381,-0.044956362977687105,0.06889940220714282
UV_VISOR_ORANGE,GALAXY_SOUNDS_DARK_MATTER,200,False,uv,galaxy,-0.03432602141373244,0.03432602141373244,-0.04302053042390209,-0.02697762634659387,1,-0.0053867015134745734,-0.03297990747070137,-0.04302053042390209,-0.02697762634659387,0.06865204282746488
PANEL_2X4,ROBOT_VACUUMING,200,False,panel,robot,-0.034300637017459744,0.034300637017459744,-0.05508188818652693,-0.02235867938906215,1,-0.004389335498745796,-0.025461343476790146,-0.05508188818652693,-0.02235867938906215,0.06860127403491949
UV_VISOR_RED,PEBBLES_L,200,False,uv,pebbles,0.03426245880630587,0.03426245880630587,0.013750033184451697,0.04670450942526797,1,0.007466633169269074,0.04670450942526797,0.04233283380919795,0.013750033184451697,0.06852491761261174
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_SPACE_GRAY,100,False,galaxy,translator,-0.03416558282141091,0.03416558282141091,-0.05175693358103679,-0.020466620394160757,1,-0.006736584712243206,-0.020466620394160757,-0.030273194489035177,-0.05175693358103679,0.06833116564282182
SNACKPACK_PISTACHIO,PEBBLES_L,20,False,snack,pebbles,0.033760035915127745,0.033760035915127745,0.01705083164643969,0.05165699573536067,1,0.04997370705199789,0.03257228036358288,0.05165699573536067,0.01705083164643969,0.06752007183025549
PEBBLES_XL,SLEEP_POD_SUEDE,50,False,pebbles,sleep,-0.03365791125343962,0.03365791125343962,-0.04030411376171732,-0.02156843189417924,1,-0.004131777788557746,-0.02156843189417924,-0.0391011881044223,-0.04030411376171732,0.06731582250687924
PEBBLES_M,UV_VISOR_AMBER,500,False,pebbles,uv,0.03358633275828566,0.03358633275828566,0.02074281662511642,0.049673595865044946,1,0.0019467890652699708,0.02074281662511642,0.030342585784695623,0.049673595865044946,0.06717266551657132
PANEL_1X4,GALAXY_SOUNDS_DARK_MATTER,50,False,panel,galaxy,0.033559501508018875,0.033559501508018875,0.006631308021167378,0.07016858822721078,1,0.011813738357026572,0.006631308021167378,0.02387860827567847,0.07016858822721078,0.06711900301603775
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_MORNING_BREATH,500,False,microchip,oxygen,-0.033553684383919674,0.033553684383919674,-0.06309322352061662,-0.006781925113430433,1,-0.0021093786082172048,-0.030785904517711977,-0.06309322352061662,-0.006781925113430433,0.06710736876783935
TRANSLATOR_VOID_BLUE,TRANSLATOR_SPACE_GRAY,20,True,translator,translator,0.027800103703529862,0.027800103703529862,0.01594939276013209,0.04653635116340144,1,0.013075986571254666,0.04653635116340144,0.020914567187056057,0.01594939276013209,0.06672024888847167
