signal,product,horizon,threshold,days,live_days,total_count,mean_of_days,min_day_edge,total_edge,mean_hit_rate,min_t_stat,consistent
price_wing_VEV_5400_VEV_6000,VEV_5500,5,2.5,3,3,1265,-0.4137837371429818,-0.4673321234119782,-534.0,0.0567711152268681,-47.03923072622973,False
price_wing_VEV_5100_VEV_5300,VEV_5200,1,2.5,3,3,523,-1.1011639138413987,-1.2,-571.0,0.046714961846807686,-22.16661405415708,False
price_wing_VEV_5100_VEV_5300,VEV_5200,5,2.5,3,3,523,-1.1010322289835475,-1.1866666666666668,-572.5,0.1653395151163914,-11.23646223221653,False
price_wing_VEV_5100_VEV_5300,VEV_5200,10,2.5,3,3,523,-1.1316275475707525,-1.1588235294117648,-590.5,0.2503853955375253,-8.450295498962113,False
premium_wing_VEV_5300_VEV_5500,VEV_5400,100,2.5,3,3,1057,-0.5626275252525252,-0.6506666666666666,-598.5,0.3357070707070707,-11.377005046782985,False
price_wing_VEV_5300_VEV_5500,VEV_5400,100,2.5,3,3,1057,-0.5626275252525252,-0.6506666666666666,-598.5,0.3357070707070707,-11.377005046782985,False
premium_wing_VEV_5400_VEV_6000,VEV_5500,1,2.5,3,3,1265,-0.4729547150543969,-0.5,-603.5,0.005852315605141375,-74.91353040030245,False
price_wing_VEV_5400_VEV_6000,VEV_5500,1,2.5,3,3,1265,-0.4729547150543969,-0.5,-603.5,0.005852315605141375,-74.91353040030245,False
premium_rolling_z,VEV_5500,50,2.5,3,3,1853,-0.3303383059001754,-0.4176829268292683,-620.5,0.24388941004794662,-16.31972366313006,False
premium_rolling_z,VEV_5400,100,2.5,3,3,1594,-0.44345213634687314,-0.6407657657657657,-668.5,0.34017456052543776,-8.124547018598655,False
premium_rolling_z,VEV_5500,20,2.5,3,3,1865,-0.35672588950376394,-0.45468277945619334,-672.0,0.18377045367602304,-22.662542872524128,False
price_wing_VEV_5200_VEV_5400,VEV_5300,100,2.5,3,3,544,-1.1519840075852763,-2.0913242009132422,-682.5,0.3393994997320822,-9.590519682263452,False
premium_rolling_z,VEV_5300,100,2.5,3,3,1484,-0.4971506308788001,-0.7959641255605381,-690.5,0.39992250914658745,-4.635402749674409,False
premium_rolling_z,VEV_5400,50,2.5,3,3,1594,-0.4582882882882883,-0.6148648648648649,-730.0,0.2628763851570869,-13.817987981922556,False
premium_rolling_z,VEV_5500,10,2.5,3,3,1865,-0.4049126608774511,-0.438821752265861,-756.0,0.12715425329588345,-25.781353843036797,False
premium_wing_VEV_5200_VEV_5400,VEV_5300,100,2.5,3,3,1496,-0.5674077214156669,-0.7715909090909091,-803.0,0.38850014966268337,-4.724375867633488,False
premium_rolling_z,VEV_5400,20,2.5,3,3,1600,-0.537785129862567,-0.7109375,-852.5,0.19324862317393765,-18.097621779491185,False
premium_rolling_z,VEV_5500,5,2.5,3,3,1865,-0.4681511208393099,-0.48429319371727747,-872.5,0.06615276435589307,-32.6315524410372,False
premium_rolling_z,VEV_5400,10,2.5,3,3,1601,-0.5715758820186992,-0.6875,-907.0,0.11556674913107967,-24.55659891186999,False
premium_rolling_z,VEV_5400,5,2.5,3,3,1601,-0.5814006566713156,-0.6640625,-921.5,0.05820384852375787,-29.880165178251442,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,50,2.5,3,3,1853,-0.5,-0.5,-926.5,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,100,2.5,3,3,1853,-0.5,-0.5,-926.5,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,50,2.5,3,3,1853,-0.5,-0.5,-926.5,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,100,2.5,3,3,1853,-0.5,-0.5,-926.5,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,1,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,5,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,10,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,20,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,1,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,5,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,10,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,20,2.5,3,3,1865,-0.5,-0.5,-932.5,0.0,,False
premium_rolling_z,VEV_5400,1,2.5,3,3,1601,-0.5955982774715342,-0.6316964285714286,-947.5,0.00485810401954056,-42.12466696138333,False
premium_rolling_z,VEV_5300,50,2.5,3,3,1488,-0.6573988411722063,-0.8466666666666667,-968.0,0.3225628466071249,-8.151201165676076,False
premium_rolling_z,VEV_5500,1,2.5,3,3,1865,-0.529628144120955,-0.5340314136125655,-987.5,0.005953910398636044,-47.15048978434109,False
premium_wing_VEV_5200_VEV_5400,VEV_5300,50,2.5,3,3,1500,-0.7224168350228561,-0.8851351351351351,-1077.5,0.30558194863554,-8.62265068341135,False
price_wing_VEV_5000_VEV_5200,VEV_5100,100,2.5,3,3,853,-1.2961356790789738,-1.9748953974895398,-1106.0,0.40124348940126553,-4.008884606984232,False
premium_rolling_z,VEV_5500,100,2.0,3,3,3469,-0.31019470438568647,-0.38466757123473544,-1123.0,0.3027411336582538,-16.646397553651305,False
premium_wing_VEV_5400_VEV_6000,VEV_5500,100,2.0,3,3,3218,-0.3618111948061187,-0.3888888888888889,-1170.5,0.2572380269281151,-26.92182111776281,False
price_wing_VEV_5400_VEV_6000,VEV_5500,100,2.0,3,3,3218,-0.3618111948061187,-0.3888888888888889,-1170.5,0.2572380269281151,-26.92182111776281,False
price_wing_VEV_5000_VEV_5200,VEV_5100,50,2.5,3,3,857,-1.3423674389583482,-1.5854700854700854,-1172.5,0.384746846868059,-5.22523661293072,False
premium_rolling_z,VEV_5300,20,2.5,3,3,1492,-0.8113408824856582,-1.0319383259911894,-1205.0,0.24076341263000112,-12.463902278919074,False
premium_wing_VEV_5200_VEV_5400,VEV_5300,20,2.5,3,3,1503,-0.8322260702187233,-1.1442953020134228,-1240.0,0.23026957937800938,-13.921457458531227,False
premium_rolling_z,VEV_5500,50,2.0,3,3,3474,-0.36091071082314746,-0.4257123473541384,-1300.5,0.22203974854856648,-25.426984410785774,False
price_wing_VEV_5200_VEV_5400,VEV_5300,10,2.0,3,3,1978,-0.6626264904522484,-0.8211829436038515,-1328.5,0.16738735685341055,-20.39393460160106,False
premium_wing_VEV_5400_VEV_6000,VEV_5500,50,2.0,3,3,3251,-0.40907034722537544,-0.43014354066985644,-1329.0,0.1675367421821016,-33.42703369963894,False
price_wing_VEV_5400_VEV_6000,VEV_5500,50,2.0,3,3,3251,-0.40907034722537544,-0.43014354066985644,-1329.0,0.1675367421821016,-33.42703369963894,False
premium_wing_VEV_5400_VEV_6000,VEV_5500,20,2.0,3,3,3280,-0.4049228996997534,-0.43311312964492155,-1334.5,0.11329218708224259,-44.8610167314971,False
price_wing_VEV_5400_VEV_6000,VEV_5500,20,2.0,3,3,3280,-0.4049228996997534,-0.43311312964492155,-1334.5,0.11329218708224259,-44.8610167314971,False
price_wing_VEV_5100_VEV_5300,VEV_5200,50,2.0,3,3,1976,-0.6810047035416255,-0.9796686746987951,-1336.0,0.42325873806635567,-6.590862876802744,False
price_wing_VEV_5200_VEV_5400,VEV_5300,5,2.0,3,3,1979,-0.6767613108356527,-0.7331499312242091,-1346.5,0.08728095135159435,-25.27108221522996,False
price_wing_VEV_5200_VEV_5400,VEV_5300,1,2.0,3,3,1980,-0.6794181530003636,-0.7104539202200826,-1349.0,0.011274928139209085,-42.8929903444567,False
premium_rolling_z,VEV_5300,1,2.5,3,3,1492,-0.9110283881771283,-0.973568281938326,-1352.0,0.0025231231562550076,-40.309253586524946,False
premium_rolling_z,VEV_5300,5,2.5,3,3,1492,-0.9276606826826921,-1.0297356828193833,-1376.5,0.057869407186777085,-25.406319094254393,False
premium_wing_VEV_5200_VEV_5400,VEV_5300,1,2.5,3,3,1503,-0.9273528654270765,-1.005592841163311,-1380.5,0.002591349942330207,-40.62444554757557,False
premium_wing_VEV_5400_VEV_6000,VEV_5500,10,2.0,3,3,3281,-0.4204796253684817,-0.4541701073492981,-1386.5,0.08101232568570264,-53.72749644994345,False
price_wing_VEV_5400_VEV_6000,VEV_5500,10,2.0,3,3,3281,-0.4204796253684817,-0.4541701073492981,-1386.5,0.08101232568570264,-53.72749644994345,False
premium_rolling_z,VEV_5300,10,2.5,3,3,1492,-0.9385349012207014,-1.0693832599118942,-1395.5,0.13082780427485904,-18.77842190672346,False
price_wing_VEV_5100_VEV_5300,VEV_5200,100,2.0,3,3,1964,-0.7250371717657226,-1.3622526636225267,-1404.0,0.4495457601303905,-6.23960843640231,False
premium_wing_VEV_5200_VEV_5400,VEV_5300,5,2.5,3,3,1503,-0.9524148834205247,-1.087248322147651,-1417.5,0.061601656043095414,-26.15134271274094,False
premium_rolling_z,VEV_5500,20,2.0,3,3,3492,-0.3999719034342648,-0.475,-1436.5,0.14894691910350344,-35.112894663545596,False
price_wing_VEV_5200_VEV_5400,VEV_5300,20,2.0,3,3,1975,-0.715313749291337,-0.9546079779917469,-1437.0,0.24287255268899346,-17.161972773183866,False
price_wing_VEV_5000_VEV_5200,VEV_5100,20,2.5,3,3,859,-1.6749385304242048,-1.8622641509433961,-1442.0,0.27247496919055275,-9.751962065017347,False
premium_wing_VEV_5200_VEV_5400,VEV_5300,10,2.5,3,3,1503,-0.9692308751080693,-1.1655480984340045,-1445.5,0.13184433162587283,-20.299543825087678,False
premium_wing_VEV_5400_VEV_6000,VEV_5500,5,2.0,3,3,3281,-0.44211040245753713,-0.4694467382328654,-1456.0,0.05062793129514175,-65.24051606424193,False
price_wing_VEV_5400_VEV_6000,VEV_5500,5,2.0,3,3,3281,-0.44211040245753713,-0.4694467382328654,-1456.0,0.05062793129514175,-65.24051606424193,False
premium_wing_VEV_5300_VEV_5500,VEV_5400,10,2.0,3,3,3043,-0.48128555373993165,-0.5293824701195219,-1460.5,0.14205505728347298,-25.186270748371275,False
price_wing_VEV_5300_VEV_5500,VEV_5400,10,2.0,3,3,3043,-0.48128555373993165,-0.5293824701195219,-1460.5,0.14205505728347298,-25.186270748371275,False
premium_wing_VEV_5300_VEV_5500,VEV_5400,20,2.0,3,3,3040,-0.487477383674256,-0.5763473053892215,-1478.0,0.21023618342513742,-21.983485758285568,False
price_wing_VEV_5300_VEV_5500,VEV_5400,20,2.0,3,3,3040,-0.487477383674256,-0.5763473053892215,-1478.0,0.21023618342513742,-21.983485758285568,False
premium_wing_VEV_5300_VEV_5500,VEV_5400,5,2.0,3,3,3044,-0.500768172109722,-0.5430161943319838,-1520.5,0.06558116093478746,-33.58507574891542,False
price_wing_VEV_5300_VEV_5500,VEV_5400,5,2.0,3,3,3044,-0.500768172109722,-0.5430161943319838,-1520.5,0.06558116093478746,-33.58507574891542,False
price_wing_VEV_5000_VEV_5200,VEV_5100,1,2.5,3,3,861,-1.8140147142879384,-1.8442622950819672,-1558.0,0.007784043734575803,-36.39235920918019,False
premium_rolling_z,VEV_5500,10,2.0,3,3,3500,-0.44419684232740514,-0.4783929777177583,-1570.5,0.10024820010113006,-41.14537954882272,False
price_wing_VEV_5000_VEV_5200,VEV_5100,5,2.5,3,3,861,-1.8254754424944244,-1.9304511278195489,-1579.0,0.12805819485428344,-19.10092415793754,False
premium_wing_VEV_5300_VEV_5500,VEV_5400,50,2.0,3,3,3026,-0.5245706176220822,-0.6285714285714286,-1580.5,0.2794553123557568,-15.497592670214338,False
price_wing_VEV_5300_VEV_5500,VEV_5400,50,2.0,3,3,3026,-0.5245706176220822,-0.6285714285714286,-1580.5,0.2794553123557568,-15.497592670214338,False
premium_wing_VEV_5000_VEV_5200,VEV_5100,50,2.5,3,3,878,-1.68961967135209,-2.5485175202156336,-1583.5,0.36313960482056534,-8.505451322834457,False
price_wing_VEV_5000_VEV_5200,VEV_5100,10,2.5,3,3,860,-1.85655896325553,-1.9981132075471697,-1598.5,0.20562260214801711,-14.060879225590107,False
premium_wing_VEV_5400_VEV_6000,VEV_5500,1,2.0,3,3,3281,-0.4875786053531779,-0.49710982658959535,-1601.5,0.005079730694133977,-100.6562005542198,False
price_wing_VEV_5400_VEV_6000,VEV_5500,1,2.0,3,3,3281,-0.4875786053531779,-0.49710982658959535,-1601.5,0.005079730694133977,-100.6562005542198,False
premium_wing_VEV_5000_VEV_5200,VEV_5100,1,2.5,3,3,882,-1.8241722448150541,-1.8442622950819672,-1606.0,0.007574570274188328,-38.56387130824257,False
premium_wing_VEV_5000_VEV_5200,VEV_5100,100,2.5,3,3,874,-1.7328342549882774,-2.6819407008086253,-1610.0,0.3823200682460965,-7.2217895850838145,False
premium_wing_VEV_5300_VEV_5500,VEV_5400,1,2.0,3,3,3046,-0.5308764118643485,-0.5526315789473685,-1615.5,0.008474919789004462,-51.77848474656093,False
price_wing_VEV_5300_VEV_5500,VEV_5400,1,2.0,3,3,3046,-0.5308764118643485,-0.5526315789473685,-1615.5,0.008474919789004462,-51.77848474656093,False
premium_wing_VEV_5000_VEV_5200,VEV_5100,5,2.5,3,3,882,-1.8498315136325718,-1.949438202247191,-1643.5,0.12554309267540448,-20.31876659137285,False
premium_wing_VEV_5000_VEV_5200,VEV_5100,20,2.5,3,3,880,-1.8561257752658686,-2.1401617250673852,-1671.5,0.2585284353830457,-11.097017481961629,False
premium_wing_VEV_5000_VEV_5200,VEV_5100,10,2.5,3,3,881,-1.9072641005545103,-2.030075187969925,-1690.5,0.20114623087257275,-14.536589608513195,False
premium_rolling_z,VEV_5500,5,2.0,3,3,3502,-0.48531792542501906,-0.49460552933243424,-1702.5,0.05324591603380474,-50.07070299908864,False
price_wing_VEV_5200_VEV_5400,VEV_5300,50,2.0,3,3,1972,-0.8575381264229976,-1.165977961432507,-1724.0,0.29894104849002606,-13.435293456091939,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,100,2.0,3,3,3467,-0.5,-0.5,-1733.5,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,100,2.0,3,3,3467,-0.5,-0.5,-1733.5,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,50,2.0,3,3,3472,-0.5,-0.5,-1736.0,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,50,2.0,3,3,3472,-0.5,-0.5,-1736.0,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,20,2.0,3,3,3490,-0.5,-0.5,-1745.0,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,20,2.0,3,3,3490,-0.5,-0.5,-1745.0,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,10,2.0,3,3,3498,-0.5,-0.5,-1749.0,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,10,2.0,3,3,3498,-0.5,-0.5,-1749.0,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,5,2.0,3,3,3500,-0.5,-0.5,-1750.0,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,5,2.0,3,3,3500,-0.5,-0.5,-1750.0,0.0,,False
premium_wing_VEV_5500_VEV_6500,VEV_6000,1,2.0,3,3,3502,-0.5,-0.5,-1751.0,0.0,,False
price_wing_VEV_5500_VEV_6500,VEV_6000,1,2.0,3,3,3502,-0.5,-0.5,-1751.0,0.0,,False
price_wing_VEV_5200_VEV_5400,VEV_5300,100,2.0,3,3,1970,-0.8768060180591535,-1.3960055096418733,-1791.5,0.3648367616234201,-11.644939819337768,False
premium_wing_VEV_5300_VEV_5500,VEV_5400,100,2.0,3,3,3020,-0.5952419604837468,-0.7122448979591837,-1792.0,0.31520483940012306,-15.029029723943028,False
price_wing_VEV_5300_VEV_5500,VEV_5400,100,2.0,3,3,3020,-0.5952419604837468,-0.7122448979591837,-1792.0,0.31520483940012306,-15.029029723943028,False
premium_rolling_z,VEV_5200,10,2.5,3,3,1436,-1.2605956133438403,-1.6,-1795.5,0.23704151443513144,-15.55157584613384,False
premium_rolling_z,VEV_5200,5,2.5,3,3,1436,-1.2833619886811374,-1.4397727272727272,-1832.5,0.1606845643193161,-20.58606301672754,False
premium_wing_VEV_5100_VEV_5300,VEV_5200,10,2.5,3,3,1509,-1.243212256254752,-1.5737885462555066,-1854.0,0.24069852202332123,-15.51080923873695,False
premium_rolling_z,VEV_5200,1,2.5,3,3,1436,-1.301933937483583,-1.35,-1861.0,0.02648589918093464,-41.18323090121374,False
premium_rolling_z,VEV_5500,1,2.0,3,3,3504,-0.5396089601068956,-0.5451832907075874,-1891.0,0.004903196820132404,-73.15652143416969,False
premium_wing_VEV_5100_VEV_5300,VEV_5200,5,2.5,3,3,1509,-1.2767054019191544,-1.4394273127753303,-1909.0,0.16285913821704237,-20.986600396415085,False
price_wing_VEV_5100_VEV_5300,VEV_5200,20,2.0,3,3,1989,-0.9667031731831859,-1.0411061285500747,-1918.5,0.3455163895158256,-10.033979683626843,False
premium_rolling_z,VEV_5200,20,2.5,3,3,1436,-1.3826303818325094,-1.996590909090909,-1969.0,0.26825733696301074,-15.500687331883427,False
premium_rolling_z,VEV_4000,1,2.5,3,3,790,-2.5092650257672884,-3.105839416058394,-1977.0,0.3587378172015286,-10.206594403944697,False
premium_rolling_z,VEV_5100,5,2.5,3,3,1109,-1.7896807646352242,-1.9561643835616438,-1987.5,0.13790126238544145,-20.41809497258742,False
premium_wing_VEV_5100_VEV_5300,VEV_5200,1,2.5,3,3,1509,-1.326666331273097,-1.3755506607929515,-1990.0,0.01940497935030479,-44.257244509176346,False
premium_rolling_z,VEV_5400,50,2.0,3,3,4271,-0.46555348226407606,-0.5290162774239208,-1993.0,0.27452460406703033,-18.431155662630644,False
premium_rolling_z,VEV_5100,10,2.5,3,3,1109,-1.8333440176195517,-2.1356164383561644,-2031.5,0.1871783276130088,-14.754411132537404,False
premium_rolling_z,VEV_5100,1,2.5,3,3,1109,-1.8378474574836814,-1.9201030927835052,-2041.5,0.04174403517986361,-35.77595131037592,False
premium_rolling_z,VEV_5400,100,2.0,3,3,4252,-0.4843386466821018,-0.6054131054131054,-2045.0,0.3465718611970113,-13.040053851926796,False
premium_rolling_z,VEV_4000,20,2.5,3,3,790,-2.6265959703564583,-3.375912408759124,-2066.0,0.3560161495100734,-8.534629667917747,False
premium_rolling_z,VEV_4000,5,2.5,3,3,790,-2.6855927549336784,-3.248987854251012,-2112.0,0.3583162568812526,-9.740946532476945,False
premium_wing_VEV_5100_VEV_5300,VEV_5200,20,2.5,3,3,1509,-1.4198152955155445,-2.0693832599118944,-2116.0,0.2748127543682984,-15.909462888101675,False
premium_rolling_z,VEV_4000,10,2.5,3,3,790,-2.7070466762704197,-3.4215328467153285,-2127.5,0.354842137707776,-9.64367668473792,False
premium_rolling_z,VEV_4000,50,2.5,3,3,786,-2.7020548969004317,-4.04014598540146,-2131.0,0.38643415850765717,-7.436495277724097,False
premium_rolling_z,VEV_5100,20,2.5,3,3,1109,-1.9605077971487768,-2.221917808219178,-2168.5,0.24690777186615867,-11.780240309248722,False
