signal,x_product,y_product,beta,horizon,threshold,day,count,mean_edge,total_edge,hit_rate,t_stat
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,5,2.5,2,118,-7.968613532666131,-940.2963968546035,0.03389830508474576,-17.270265557924866
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,5,2.5,3,86,-7.92891178635131,-681.8864136262126,0.03488372093023256,-16.10711375231239
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,1.0,1,3808,-8.144613380861937,-31014.687754322254,0.09558823529411764,-80.98241968245517
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,1.0,2,2647,-8.403331250017802,-22243.61781879712,0.0876463921420476,-68.81615138963407
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,1.0,3,3999,-8.08835607720669,-32345.335952749556,0.09527381845461365,-82.05165246577972
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,1.5,1,1142,-7.552983764958678,-8625.50745958281,0.10945709281961472,-41.41912792047408
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,1.5,2,1224,-7.987534071531547,-9776.741703554613,0.11029411764705882,-42.43636410143956
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,1.5,3,1537,-7.893229207800281,-12131.893292389032,0.08588158750813273,-51.39928589921485
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,2.0,1,113,-4.417525279670282,-499.1803566027419,0.13274336283185842,-8.955253837179049
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,2.0,2,589,-8.11453562312128,-4779.461482018434,0.10696095076400679,-31.350059955773276
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,2.0,3,485,-7.242044028931733,-3512.391354031891,0.10103092783505155,-26.3597489099304
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,2.5,1,0,,0.0,,
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,2.5,2,118,-6.86568349411336,-810.1506523053764,0.15254237288135594,-11.331976013453271
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,10,2.5,3,86,-7.089690914624366,-609.7134186576955,0.13953488372093023,-10.244929774753874
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,1.0,1,3808,-7.3943953996699525,-28157.85768194318,0.18329831932773108,-53.352455261755026
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,1.0,2,2647,-7.788003860401864,-20614.846218483734,0.1892708726860597,-45.2965503001229
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,1.0,3,3999,-7.179756292211254,-28711.845412552804,0.19904976244061015,-52.94341132960353
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,1.5,1,1142,-6.218346417785717,-7101.351609111288,0.23905429071803852,-23.462834872971793
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,1.5,2,1224,-6.910214366103406,-8458.102384110569,0.2295751633986928,-25.867494925188936
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,1.5,3,1537,-6.870404385901861,-10559.811541131161,0.20754716981132076,-32.24665320029501
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,2.0,1,113,0.042640853612573006,4.818416458220749,0.45132743362831856,0.06345825318649792
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,2.0,2,589,-6.819353074794436,-4016.5989610539227,0.21392190152801357,-18.61246388352855
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,2.0,3,485,-6.187647906582081,-3001.0092346923093,0.23505154639175257,-15.336318630608055
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,2.5,1,0,,0.0,,
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,2.5,2,118,-5.295406239558348,-624.8579362678851,0.3050847457627119,-7.384038086186029
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,20,2.5,3,86,-3.834813290424755,-329.7939429765289,0.3953488372093023,-3.802581572365243
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,1.0,1,3808,-5.196132450777862,-19786.8723725621,0.3797268907563025,-25.071802714653874
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,1.0,2,2647,-5.984557692199763,-15841.124211252773,0.30978466188137516,-22.04528207351587
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,1.0,3,3999,-5.477306399576754,-21903.74829190744,0.32833208302075517,-27.475603672730816
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,1.5,1,1142,-1.9124437980213649,-2184.0108173403987,0.4798598949211909,-5.122700232873356
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,1.5,2,1224,-4.194657161275034,-5134.260365400642,0.37745098039215685,-9.916387806676394
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,1.5,3,1537,-4.1116637692266185,-6319.627213301313,0.3793103448275862,-12.257711240907167
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,2.0,1,113,4.905949591391882,554.3723038272826,0.6902654867256637,7.637335237871327
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,2.0,2,589,-2.9628186553360956,-1745.1001879929602,0.3870967741935484,-4.921415017356752
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,2.0,3,485,-2.227522033102356,-1080.3481860546426,0.4288659793814433,-3.3304995955119345
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,2.5,1,0,,0.0,,
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,2.5,2,118,-0.14543015447179075,-17.16075822767131,0.5423728813559322,-0.1415981572188904
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,50,2.5,3,86,7.219331639122226,620.8625209645114,0.7674418604651163,6.167417120775665
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,1.0,1,3808,-1.6607704925322933,-6324.214035562973,0.4692752100840336,-5.9538828992138075
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,1.0,2,2647,-1.6390789333470956,-4338.641936569762,0.443520967132603,-4.419255150292921
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,1.0,3,3999,-2.4525830548256407,-9807.879636247737,0.4158539634908727,-9.794061754225407
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,1.5,1,1142,4.692145386887337,5358.430031825339,0.6234676007005254,10.081600216057238
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,1.5,2,1224,1.1922032508957148,1459.2567790963549,0.5122549019607843,2.1094821806065944
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,1.5,3,1537,-1.4747674173603875,-2266.7175204829155,0.4339622641509434,-3.5077608835627556
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,2.0,1,113,16.945165715392033,1914.8037258393,0.8849557522123894,16.101061539548134
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,2.0,2,589,3.4804971435667844,2050.012817560836,0.5382003395585738,4.338505976660071
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,2.0,3,485,1.8585298181374748,901.3869617966752,0.47010309278350515,2.2703239492971625
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,2.5,1,0,,0.0,,
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,2.5,2,118,6.904924238276577,814.7810601166361,0.6864406779661016,7.030446957836594
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,100,2.5,3,86,10.280219718079842,884.0988957548664,0.5813953488372093,5.242744768201257
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,1.0,1,3807,4.950019422682516,18844.723942152337,0.5613343840294195,13.817795647128536
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,1.0,2,2647,11.198329897992048,29641.97923998495,0.6868152625613902,24.37338011230788
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,1.0,3,3999,5.019233280609262,20071.91388915644,0.6014003500875219,14.650235096488137
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,1.5,1,1142,15.557855373002528,17767.070835968887,0.7206654991243433,22.777875024975557
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,1.5,2,1224,10.61732779966348,12995.6092267881,0.6446078431372549,13.357512954678628
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,1.5,3,1537,7.631797532189692,11730.072806975557,0.6356538711776187,13.180457404452378
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,2.0,1,113,37.28410159691587,4213.103480451493,0.9823008849557522,20.34116688360097
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,2.0,2,589,11.957896632627833,7043.201116617794,0.631578947368421,12.319808648181704
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,2.0,3,485,10.450142928531413,5068.319320337735,0.6494845360824743,13.291102756482198
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,2.5,1,0,,0.0,,
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,2.5,2,118,29.96510270626764,3535.8821193395815,0.9661016949152542,23.563798488366718
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,0.4727495807097714,250,2.5,3,86,20.65311015980057,1776.1674737428489,1.0,21.837124649839943
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,1.0,1,919,-8.668547995447957,-7966.395607816673,0.00544069640914037,-78.31744791156977
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,1.0,2,934,-8.881597943555295,-8295.412479280645,0.011777301927194861,-80.87229077016958
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,1.0,3,964,-8.360344666924938,-8059.3722589156405,0.012448132780082987,-73.40400908768733
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,1.5,1,664,-7.767222632803732,-5157.4358281816785,0.007530120481927711,-56.97358298904458
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,1.5,2,663,-7.972770020338961,-5285.946523484731,0.016591251885369532,-57.539739569627336
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,1.5,3,684,-7.3061482445779244,-4997.4053992913005,0.017543859649122806,-52.046547166310916
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,2.0,1,307,-5.0452242933131,-1548.8838580471217,0.016286644951140065,-25.479401793207305
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,2.0,2,290,-5.058288247015331,-1466.903591634446,0.03793103448275862,-23.846625911549076
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,2.0,3,355,-4.819360173149087,-1710.8728614679258,0.03380281690140845,-26.294570802801307
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,2.5,1,197,-2.6819810444530403,-528.350265757249,0.025380710659898477,-25.64129945115226
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,2.5,2,180,-2.4187255660936553,-435.370601896858,0.06111111111111111,-23.82573767663596
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,1,2.5,3,229,-2.4490311002654397,-560.8281219607857,0.05240174672489083,-24.88590458430484
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,1.0,1,919,-8.638632197042615,-7938.902989082162,0.003264417845484222,-79.14109858761564
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,1.0,2,934,-8.935667272452891,-8345.913232471,0.007494646680942184,-83.55410943115139
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,1.0,3,964,-8.380546942941727,-8078.847252995825,0.006224066390041493,-75.35485784738435
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,1.5,1,664,-7.740122366193133,-5139.4412511522405,0.004518072289156626,-57.35551740757473
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,1.5,2,663,-8.061028035130995,-5344.461587291849,0.010558069381598794,-59.86555159068841
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,1.5,3,684,-7.350715323125269,-5027.889281017684,0.008771929824561403,-53.75644536255762
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,2.0,1,307,-5.087580365096702,-1561.8871720846876,0.009771986970684038,-25.929102592366444
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,2.0,2,290,-5.26693698651824,-1527.4117260902894,0.02413793103448276,-24.952972024194306
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,2.0,3,355,-4.913701759041683,-1744.3641244597975,0.016901408450704224,-27.49455504858823
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,2.5,1,197,-2.7098906502558107,-533.8484581003947,0.015228426395939087,-26.99825948855144
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,2.5,2,180,-2.674312923019793,-481.3763261435628,0.03888888888888889,-22.53627742646948
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,5,2.5,3,229,-2.5887302808497217,-592.8192343145863,0.026200873362445413,-27.78060291660017
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,1.0,1,919,-8.667461659233359,-7965.397264835457,0.00544069640914037,-78.46079868446184
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,1.0,2,934,-8.892336676934486,-8305.44245625681,0.007494646680942184,-82.82494990539757
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,1.0,3,964,-8.37690436151703,-8075.335804502416,0.00933609958506224,-74.9059146253677
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,1.5,1,664,-7.79659509370368,-5176.939142219244,0.007530120481927711,-57.14528340385665
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,1.5,2,663,-7.989413529775419,-5296.9811702411025,0.010558069381598794,-59.06883421472914
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,1.5,3,684,-7.364591438610462,-5037.380544009556,0.013157894736842105,-52.77841099744142
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,2.0,1,307,-5.061552645873523,-1553.8966622831717,0.016286644951140065,-25.64766389320385
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,2.0,2,290,-5.211792622572873,-1511.4198605461331,0.02413793103448276,-24.78278069849996
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,2.0,3,355,-4.871464362553527,-1729.3698487065021,0.02535211267605634,-27.063687990728102
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,2.5,1,197,-2.666810732236845,-525.3617142506585,0.025380710659898477,-24.78690577127266
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,2.5,2,180,-2.5966071167649116,-467.3892810176841,0.03888888888888889,-23.69113400075202
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,10,2.5,3,229,-2.558134309508845,-585.8127568775255,0.039301310043668124,-27.376197089512022
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,1.0,1,919,-8.625560428953253,-7926.890034208041,0.007616974972796518,-77.16730770187678
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,1.0,2,933,-8.92487326370197,-8326.906755033939,0.006430868167202572,-82.37360263840463
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,1.0,3,963,-8.428705750448719,-8116.843637682116,0.006230529595015576,-76.07838121530855
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,1.5,1,664,-7.709235260343328,-5118.93221286797,0.010542168674698794,-56.283179773843706
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,1.5,2,662,-8.05957710883334,-5335.440046047671,0.00906344410876133,-58.57669260318111
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,1.5,3,684,-7.441341199722312,-5089.877380610062,0.008771929824561403,-54.13480292342721
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,2.0,1,307,-4.9898497004792235,-1531.8838580471217,0.02280130293159609,-25.10655950209982
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,2.0,2,290,-5.189305588200335,-1504.898620578097,0.020689655172413793,-25.27346195513602
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,2.0,3,355,-4.975662557380131,-1766.3602078699466,0.016901408450704224,-27.769736886449433
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,2.5,1,197,-2.616047781596528,-515.361412974516,0.03553299492385787,-22.42929955097758
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,2.5,2,180,-2.5826763839673617,-464.8817491141251,0.03333333333333333,-28.462481225200452
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,20,2.5,3,229,-2.612649734681138,-598.2967892419806,0.026200873362445413,-31.11938306051715
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,1.0,1,916,-8.666961333375584,-7938.936581372034,0.001091703056768559,-78.19448172570853
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,1.0,2,929,-8.848106823802594,-8219.89123931261,0.005382131324004306,-82.03890379489772
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,1.0,3,958,-8.408475506879675,-8055.319535590728,0.008350730688935281,-74.07969711000193
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,1.5,1,663,-7.7903289586612035,-5164.988099592378,0.0015082956259426848,-56.67812056219239
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,1.5,2,660,-7.972567505076023,-5261.894553350176,0.007575757575757576,-58.306104803819835
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,1.5,3,680,-7.359318688721826,-5004.336708330842,0.011764705882352941,-52.996399739482314
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,2.0,1,306,-4.994810546949124,-1528.412027366432,0.0032679738562091504,-25.800239913249317
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,2.0,2,289,-5.1206652557634635,-1479.872258915641,0.01730103806228374,-24.520093379078887
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,2.0,3,352,-4.8816756075086225,-1718.3498138430352,0.022727272727272728,-26.905196360167743
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,2.5,1,197,-2.6694367392327103,-525.8790376288439,0.005076142131979695,-26.80265661990616
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,2.5,2,180,-2.5437021335048056,-457.866384030865,0.027777777777777776,-23.976882528737512
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,50,2.5,3,226,-2.5145529029304394,-568.2889560622793,0.035398230088495575,-27.708973693382564
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,1.0,1,911,-8.688771268469946,-7915.47062557612,0.005488474204171241,-79.26803283174473
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,1.0,2,924,-8.893750118181128,-8217.825109199362,0.006493506493506494,-83.13502049114618
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,1.0,3,954,-8.4033094040139,-8016.757171429261,0.008385744234800839,-74.39942151719629
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,1.5,1,659,-7.783048440834091,-5129.028922509666,0.007587253414264037,-57.83379963497854
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,1.5,2,656,-8.020363644590189,-5261.358550851164,0.009146341463414634,-59.425832963191425
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,1.5,3,679,-7.392152847308049,-5019.271783322165,0.011782032400589101,-53.00815231324398
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,2.0,1,305,-5.121051192578652,-1561.920613736489,0.01639344262295082,-25.9131278139066
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,2.0,2,287,-5.231294768209247,-1501.381598476054,0.020905923344947737,-24.90678876198844
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,2.0,3,352,-4.897211594102927,-1723.8184811242304,0.022727272727272728,-27.19754061195028
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,2.5,1,196,-2.7520061102425233,-539.3931976075346,0.025510204081632654,-25.628935644740295
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,2.5,2,179,-2.6724303256325386,-478.3650282882244,0.0335195530726257,-23.984843141912194
pair_train_d1,VELVETFRUIT_EXTRACT,VEV_4000,0.9996987238576437,100,2.5,3,226,-2.5741307792723562,-581.7535561155526,0.035398230088495575,-27.362353810380544
