signal,x_product,y_product,horizon,threshold,beta,days,live_days,total_count,mean_of_days,min_day_edge,total_edge,mean_hit_rate,min_t_stat,consistent
pair_train_d1,VEV_5300,HYDROGEL_PACK,100,1.5,0.7790535228043952,3,3,3875,1.9458491016126782,-1.7760752375346271,5410.097311862709,0.5377086880792249,-4.567634408857146,False
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,250,2.5,0.4727495807097714,3,2,204,25.309106433034103,20.65311015980057,5312.049593082431,0.9830508474576272,21.837124649839943,False
pair_train_d1,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,100,1.5,0.07136983054152737,3,3,7295,1.3213946137469152,-0.1020721234561751,5220.012816971535,0.5754371051309297,-0.6598471093310708,False
pair_train_d1,VEV_5000,HYDROGEL_PACK,250,2.5,0.45096156769903445,3,2,178,27.06112869370458,20.383563260015862,4870.3014309489245,1.0,21.97444021978804,False
pair_train_d1,VEV_4500,HYDROGEL_PACK,250,2.5,0.4706215435721885,3,2,205,22.739715385356156,18.27299573827064,4809.043402351835,0.9663865546218487,19.09804797805907,False
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,100,1.5,0.4727495807097714,3,3,3903,1.4698604068075547,-1.4747674173603875,4550.969290438778,0.5232282556040844,-3.5077608835627556,False
pair_train_d1,VEV_4000,HYDROGEL_PACK,250,2.5,0.469025788689026,3,2,203,21.59830109884898,17.069260837414728,4524.855371170805,0.9658119658119658,17.681006688642157,False
pair_train_d1,HYDROGEL_PACK,VELVETFRUIT_EXTRACT,100,1.0,0.07136983054152737,3,3,12764,0.6478309528839113,-1.2722718630187781,4497.342186847269,0.5538201108408564,-10.463797375676123,False
pair_train_d1,VEV_5000,HYDROGEL_PACK,100,1.5,0.45096156769903445,3,3,3781,1.4795082258316432,-1.5390642423216727,4469.322263124148,0.5244250623527252,-3.631382021666014,False
pair_train_d1,HYDROGEL_PACK,VEV_4500,250,2.0,0.07117927410511582,3,3,3563,1.9772002725648103,-0.02884313441271336,3784.581863616242,0.5395618654183704,-0.08718772568368804,False
pair_train_d1,VEV_5300,HYDROGEL_PACK,250,2.5,0.7790535228043952,3,2,134,29.568633557950875,21.08627474492236,3639.867261870334,1.0,23.693550696429217,False
pair_train_d1,VEV_5100,HYDROGEL_PACK,250,2.5,0.3694401207693747,3,2,109,29.06982752175368,20.91616565483091,3388.7600702780655,1.0,25.819054208860727,False
pair_all_days_probe,VEV_5400,VELVETFRUIT_EXTRACT,250,1.5,3.396343937389213,3,3,3789,0.21104512569624245,-1.592535971597189,3161.6681366228754,0.4737602731313328,-7.602511468780805,False
pair_train_d1,HYDROGEL_PACK,VEV_4500,250,2.5,0.07117927410511582,3,3,1697,4.803221460043761,-0.1500038267244584,3082.515874374367,0.6933465706594063,-0.39096511476198736,False
pair_all_days_probe,VEV_5400,VELVETFRUIT_EXTRACT,250,2.5,3.396343937389213,3,2,305,9.944525428511321,9.657078010604884,2983.926747233952,0.9684873949579832,22.177485699998833,False
pair_all_days_probe,VEV_5400,VEV_5000,250,2.5,3.4505891240616364,3,2,326,8.17788364024673,6.657755574201481,2316.3606115300267,0.9172661870503598,16.716923513947908,False
pair_all_days_probe,VEV_5400,VELVETFRUIT_EXTRACT,250,2.0,3.396343937389213,3,2,867,2.782600222586161,1.7840530650808069,2123.9342644631542,0.6885813148788927,4.045177204474744,False
pair_train_d1,HYDROGEL_PACK,VEV_5000,100,2.0,0.0588056011689192,3,3,3870,0.7753900508101559,-0.22549709027341736,2025.0021082978888,0.5602272461434702,-1.4552705359237614,False
pair_train_d1,VEV_4500,HYDROGEL_PACK,100,2.0,0.4706215435721885,3,3,1187,4.871840994477641,-0.3644620095577685,1900.4911288955873,0.5749713921039482,-0.4452832663995489,False
pair_all_days_probe,VEV_5300,VELVETFRUIT_EXTRACT,250,2.5,1.680526642759576,3,2,336,5.345686973670334,4.572296780284394,1810.071846634179,0.9578936147532247,18.27400431564256,False
pair_all_days_probe,VEV_5400,VEV_5100,250,2.5,3.4181454652609253,3,2,344,6.083024577105913,5.029024592470334,1801.6564587650143,0.8951612903225806,14.221573857235239,False
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,100,2.5,0.4727495807097714,3,2,204,8.59257197817821,6.904924238276577,1698.8799558715025,0.6339180134016555,5.242744768201257,False
pair_train_d1,VEV_5000,HYDROGEL_PACK,100,2.5,0.45096156769903445,3,2,178,9.465564328254075,8.674363977455497,1678.5408476228367,0.6753320683111954,5.204203486360852,False
pair_train_d1,VEV_5300,HYDROGEL_PACK,100,2.5,0.7790535228043952,3,2,134,12.218433283220552,10.716742744431485,1580.2058194775693,0.8023255813953488,5.545341049265997,False
pair_train_d1,VEV_5200,HYDROGEL_PACK,250,2.5,0.2748158007904125,3,2,43,31.32098013850163,24.781348678147992,1444.8966178608746,1.0,20.608014754299425,False
pair_all_days_probe,VEV_5400,VEV_4500,250,2.5,3.399176465396736,3,2,304,4.860441094868243,4.075943671212883,1342.640535971224,0.8381079704609116,11.20025885657288,False
pair_all_days_probe,VEV_5300,VEV_5000,250,2.5,1.6869088715697071,3,2,374,3.365395805242793,3.001223168436906,1293.6186042941695,0.8635695698760141,13.439452424160978,False
pair_train_d1,VEV_4500,HYDROGEL_PACK,100,2.5,0.4706215435721885,3,2,205,6.135361731330919,4.282190825028931,1196.5945150148727,0.5415282392026578,4.074492695980091,False
pair_train_d1,VEV_5100,HYDROGEL_PACK,100,2.5,0.3694401207693747,3,2,109,10.059672533215114,8.53137162189483,1137.7684307260952,0.7535868005738882,3.048019872097206,False
pair_train_d1,HYDROGEL_PACK,VEV_5000,100,1.5,0.0588056011689192,3,3,7586,0.6944693748491023,-0.5660063913058947,1121.5291576754823,0.5547683201852525,-3.746318742211006,False
pair_all_days_probe,VEV_5300,VELVETFRUIT_EXTRACT,250,2.0,1.680526642759576,3,2,1145,0.9923344644691954,0.7349684964495733,1074.1977635244998,0.6638924006180644,3.1608911319659105,False
pair_train_d1,VEV_4000,HYDROGEL_PACK,100,2.5,0.469025788689026,3,2,203,5.102129803857585,3.376871394629177,982.249339497009,0.4917014510037766,3.3989289588708096,False
pair_all_days_probe,VEV_5400,VEV_5000,250,2.0,3.4505891240616364,3,2,882,2.0286466805957035,0.14189347080350606,887.39833800474,0.709369539895166,0.37013969028448346,False
pair_train_d1,VEV_5300,HYDROGEL_PACK,50,2.5,0.7790535228043952,3,2,134,6.204946640989263,4.856616898542492,882.6993801055385,0.7008236434108528,3.0730335347398374,False
pair_train_d1,HYDROGEL_PACK,VEV_5000,100,2.5,0.0588056011689192,3,3,2020,2.06480609855336,-0.6427594667285856,862.6307761204832,0.6286188424984553,-3.255657594818509,False
pair_all_days_probe,VEV_5300,VEV_5100,250,2.5,1.6414366376782075,3,2,364,2.127035326276088,1.5589007745344146,854.9159651118136,0.7874692874692875,9.189811305904755,False
pair_train_d1,VEV_5100,HYDROGEL_PACK,50,2.5,0.3694401207693747,3,2,109,7.562787918077078,2.3171113251408784,682.710615061124,0.7720588235294117,1.7938411362219207,False
pair_train_d1,VEV_5000,HYDROGEL_PACK,50,2.5,0.45096156769903445,3,2,178,3.7789034008058873,0.2704765123873357,644.5773902360995,0.6457938013915243,0.23014207601212358,False
pair_train_d1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,50,2.5,0.4727495807097714,3,2,204,3.5369507423252173,-0.14543015447179075,603.7017627368401,0.6549073709105242,-0.1415981572188904,False
pair_all_days_probe,VEV_5400,VEV_4000,250,2.5,3.3995390643285033,3,2,308,2.336169725909198,1.6062168701221784,593.9883843846656,0.6980392156862745,4.319976496743076,False
pair_all_days_probe,VEV_5400,VEV_5200,250,2.5,3.051323471932382,3,1,352,1.6360049571833324,1.6360049571833324,575.873744928533,0.6875,7.039435474889971,False
pair_train_d1,VEV_5200,HYDROGEL_PACK,50,2.5,0.2748158007904125,3,2,43,12.970310391331772,12.55511701033164,551.4954461122642,0.9482758620689655,7.959197311316644,False
pair_all_days_probe,VEV_5500,VEV_5300,250,2.5,3.8854503395837074,3,2,244,1.0944428489928855,-0.39096420045588115,534.4173240550421,0.6226415094339622,-1.7296683106673099,False
pair_train_d1,VEV_4000,HYDROGEL_PACK,100,2.0,0.469025788689026,3,3,1185,3.6913663658486047,-1.589618889221415,499.2038594669009,0.557350641184315,-1.9425464842131017,False
pair_train_d1,VEV_5100,HYDROGEL_PACK,50,2.0,0.3694401207693747,3,3,890,1.5153282368970478,-0.7992397029982199,498.8246190777658,0.5363016954680924,-1.27435739262282,False
pair_train_d12,VEV_5500,VEV_5300,250,2.5,3.7690069559000277,3,2,399,0.5919837408718254,-1.100017341747198,491.69367608333084,0.4833431085043989,-7.734977808818816,False
pair_train_d1,VEV_5200,HYDROGEL_PACK,100,2.5,0.2748158007904125,3,2,43,8.841656358420405,2.2636231061548413,478.86172219606084,0.7857142857142857,0.7702514148223447,False
pair_all_days_probe,VEV_5200,VELVETFRUIT_EXTRACT,250,2.5,1.2577671873948448,3,2,137,1.7596702106108713,1.3601906268927948,295.0045626556297,0.9044117647058824,11.609337514682856,False
pair_all_days_probe,VEV_5200,VEV_5500,250,2.0,0.14466967095552644,3,3,891,-0.03261924435706217,-0.30493135908636837,181.58931306397827,0.4745011693287555,-11.077755244485209,False
pair_all_days_probe,VEV_5200,VEV_5500,250,2.5,0.14466967095552644,3,1,283,0.6132436066742164,0.6132436066742164,173.54794068880324,0.7915194346289752,13.36972011589576,False
pair_all_days_probe,VEV_5100,VEV_5500,250,2.5,0.1062799987145254,3,1,211,0.6765763718068666,0.6765763718068666,142.75761445124886,0.8436018957345972,14.82572489088858,False
pair_all_days_probe,VEV_5100,VEV_5500,250,2.0,0.1062799987145254,3,2,593,-0.024679892035688614,-0.2858266490985138,138.65797041871505,0.3271186440677966,-2.2959046247845327,False
pair_all_days_probe,VEV_5300,VEV_5500,250,2.5,0.226036810034758,3,2,211,0.15902719314932173,-0.23251397451009848,102.07444209490542,0.5107944732297064,-3.610531039933181,False
pair_all_days_probe,VEV_5200,VEV_5000,250,2.5,1.2453599078493036,3,2,126,0.556503089184819,0.3144569539386556,95.2921873028882,0.6592885375494071,0.6933262026566496,False
pair_all_days_probe,VEV_5000,VEV_5500,250,2.5,0.08880665298150826,3,1,134,0.6768261437115239,0.6768261437115239,90.6947032573442,0.9850746268656716,19.157592913684525,False
pair_train_d12,VEV_5400,VEV_5300,250,2.5,2.04785734444215,3,2,89,0.3958713772203284,-0.42086328842372706,88.32030583947284,0.5173160173160173,-1.5331494804990702,False
pair_train_d1,VEV_5400,VEV_5300,250,2.5,1.9047938332254974,3,2,177,0.03460941300253792,-0.44049614576593593,86.41870553332129,0.4197976878612717,-1.667729424397123,False
pair_train_d1,VEV_4500,HYDROGEL_PACK,50,2.5,0.4706215435721885,3,2,205,1.0368216711531293,-2.804762496908788,85.77616504034819,0.5857435997654876,-2.7194669447047923,False
pair_all_days_probe,VEV_5100,VEV_5400,250,2.5,0.22626546553886556,3,1,336,0.2045506375726606,0.2045506375726606,68.72901422441396,0.6517857142857143,3.3647288682507464,False
pair_train_d12,VEV_5300,VEV_5500,250,2.5,0.20625016720836672,3,3,649,-0.06847607026864069,-0.16893472350385616,66.86627953715154,0.3799591503267974,-3.4730665459843437,False
pair_train_d1,VEV_5300,HYDROGEL_PACK,50,2.0,0.7790535228043952,3,3,1021,1.1637497082300687,-1.2826657020400478,58.13941792911237,0.521025044483145,-1.8114166129141924,False
pair_all_days_probe,VEV_5000,VEV_5400,250,2.5,0.1949765904772972,3,1,229,0.23304641391691758,0.23304641391691758,53.36762878697412,0.6331877729257642,4.930560054266969,False
pair_all_days_probe,VEV_5300,VEV_4500,250,2.5,1.6819663773233091,3,2,319,0.11321644071238127,-0.37135793397297584,37.56976771130569,0.4476373928767985,-1.3923833719750671,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5500,250,2.5,0.0797914874484459,3,1,49,0.7555967785830552,0.7555967785830552,37.024242150569705,1.0,13.36795873424107,False
pair_all_days_probe,VEV_5100,VEV_5300,250,2.5,0.5275654128056456,3,1,174,0.19696498730805803,0.19696498730805803,34.271907791602096,0.6724137931034483,2.57589718754265,False
pair_train_d1,VEV_5300,VEV_5400,250,2.5,0.4566799340892939,3,1,130,0.2598917889957568,0.2598917889957568,33.785932569448384,0.7307692307692307,5.484743233193307,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5400,250,2.5,0.1789405725751037,3,1,54,0.6017502875467872,0.6017502875467872,32.49451552752651,0.8518518518518519,7.949354715147412,False
pair_train_d1,VEV_5200,HYDROGEL_PACK,20,2.5,0.2748158007904125,3,2,43,1.1297336342550903,-0.33812388033243,26.56068355415608,0.6330049261083743,-0.24958506805733416,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5500,250,2.0,0.0797914874484459,3,2,446,-0.011503505586512974,-0.08672521156005875,24.055458426150974,0.4858182419581576,-1.6793817042169112,False
pair_all_days_probe,VEV_5400,VELVETFRUIT_EXTRACT,100,2.5,3.396343937389213,3,2,305,1.1482025647844585,-0.7660682227510538,22.861477590687258,0.5782954973033989,-1.943380043834843,False
pair_all_days_probe,VEV_5000,VEV_5500,250,2.0,0.08880665298150826,3,2,549,-0.09583583566933049,-0.23416859068809634,17.244167502014324,0.38787303777816107,-4.676713811809645,False
pair_all_days_probe,VEV_4500,VEV_5500,250,2.5,0.07971897929222604,3,1,45,0.340049134008121,0.340049134008121,15.302211030365443,0.7111111111111111,5.322722529184713,False
pair_all_days_probe,VEV_4000,VEV_5500,250,2.5,0.07964657259743405,3,1,47,0.14160376448389725,0.14160376448389725,6.65537693074317,0.5319148936170213,2.2237806472114836,False
pair_all_days_probe,VEV_5100,VEV_5200,250,2.5,0.8117037277391298,3,2,3,0.5247784447608526,0.4096304708695442,1.689483308173866,1.0,2.9414386176897707,False
pair_all_days_probe,VEV_4000,VEV_5300,250,2.5,0.4291894949634404,3,1,4,0.06825050538170929,0.06825050538170929,0.27300202152683717,0.75,0.10892893902477487,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5500,100,2.5,0.0797914874484459,3,1,49,0.003449009718282212,0.003449009718282212,0.1690014761958284,0.5306122448979592,0.07055881794628333,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5200,1,2.5,0.6856575839323396,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5200,5,2.5,0.6856575839323396,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5200,10,2.5,0.6856575839323396,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5200,20,2.5,0.6856575839323396,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5200,50,2.5,0.6856575839323396,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5200,100,2.5,0.6856575839323396,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5200,250,2.5,0.6856575839323396,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5300,1,2.5,0.42989958050848265,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5300,5,2.5,0.42989958050848265,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5300,10,2.5,0.42989958050848265,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5300,20,2.5,0.42989958050848265,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5300,50,2.5,0.42989958050848265,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5300,100,2.5,0.42989958050848265,3,0,0,,,0.0,,,False
pair_all_days_probe,VELVETFRUIT_EXTRACT,VEV_5300,250,2.5,0.42989958050848265,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5200,1,2.5,0.6851061505117426,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5200,5,2.5,0.6851061505117426,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5200,10,2.5,0.6851061505117426,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5200,20,2.5,0.6851061505117426,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5200,50,2.5,0.6851061505117426,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5200,100,2.5,0.6851061505117426,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5200,250,2.5,0.6851061505117426,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5300,1,2.5,0.4295429147716206,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5300,5,2.5,0.4295429147716206,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5300,10,2.5,0.4295429147716206,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5300,20,2.5,0.4295429147716206,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5300,50,2.5,0.4295429147716206,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5300,100,2.5,0.4295429147716206,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_4500,VEV_5300,250,2.5,0.4295429147716206,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5200,1,2.5,0.7281049221478769,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5200,5,2.5,0.7281049221478769,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5200,10,2.5,0.7281049221478769,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5200,20,2.5,0.7281049221478769,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5200,50,2.5,0.7281049221478769,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5200,100,2.5,0.7281049221478769,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5200,250,2.5,0.7281049221478769,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5300,1,2.5,0.46281273938943335,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5300,5,2.5,0.46281273938943335,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5300,10,2.5,0.46281273938943335,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5300,20,2.5,0.46281273938943335,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5300,50,2.5,0.46281273938943335,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5300,100,2.5,0.46281273938943335,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5000,VEV_5300,250,2.5,0.46281273938943335,3,0,0,,,0.0,,,False
pair_all_days_probe,VEV_5100,VEV_5200,100,2.5,0.8117037277391298,3,2,3,-0.6669996755217478,-0.8893329006956634,-1.7786658013913277,0.0,-7.206476280133179,False
pair_all_days_probe,VEV_4000,VEV_5200,250,2.5,0.684572614333364,3,2,5,-0.04614315358334131,-1.6108755221671427,-1.7954481365005082,0.5,-17.37732454866858,False
pair_all_days_probe,VEV_4000,VEV_5300,100,2.5,0.4291894949634404,3,1,4,-0.6705365654752748,-0.6705365654752748,-2.6821462619010994,0.0,-2.279083552776561,False
pair_all_days_probe,VEV_5100,VEV_5200,50,2.5,0.8117037277391298,3,2,3,-1.0916109398587002,-1.1946664503478317,-3.171777309086969,0.0,-21.000000000000114,False
