day,product,category,start,end,net_move,trend_r2,up_tick_rate,down_tick_rate,zero_tick_rate,avg_spread,ret_std,max_abs_jump,opening_100_move,end_100_move,buy_hold_long_pnl,buy_hold_short_pnl
2,ROBOT_IRONING,robot,10000.0,9510.0,-490.0,0.13852409752377898,0.29392939293929393,0.2992299229922992,0.40684068406840684,6.8526,12.397260502492985,102.0,-20.0,70.0,-4980.0,4820.0
2,ROBOT_LAUNDRY,robot,10000.0,10252.0,252.0,0.12344390132061375,0.48994899489948995,0.48744874487448747,0.022602260226022602,7.4533,10.324670686223728,41.5,86.0,75.0,2440.0,-2600.0
2,ROBOT_MOPPING,robot,10000.0,9820.5,-179.5,0.07275904970442244,0.4831483148314831,0.49344934493449344,0.023402340234023402,7.629,10.542585896117433,43.0,49.0,-81.0,-1870.0,1720.0
2,ROBOT_VACUUMING,robot,10000.0,10064.0,64.0,0.06358517982082654,0.48594859485948594,0.48594859485948594,0.028102810281028102,7.1303,9.752885260936626,37.0,-37.5,36.0,560.0,-720.0
2,SLEEP_POD_COTTON,sleep,10000.0,11123.0,1123.0,0.6897280695875637,0.49644964496449645,0.48014801480148017,0.023402340234023402,9.4377,10.80219450803233,41.5,74.5,-49.5,11140.0,-11320.0
2,SLEEP_POD_LAMB_WOOL,sleep,10000.0,10404.5,404.5,0.16486249452948995,0.48564856485648566,0.48914891489148915,0.025202520252025202,9.465,10.723872377911869,52.0,-30.5,30.5,3960.0,-4130.0
2,SLEEP_POD_NYLON,sleep,10000.0,8877.0,-1123.0,0.7475544944573435,0.47924792479247924,0.49704970497049705,0.023702370237023703,8.4758,9.543919325327185,36.5,24.5,-104.0,-11310.0,11150.0
2,SLEEP_POD_POLYESTER,sleep,10000.0,11765.5,1765.5,0.8042883726061808,0.49254925492549256,0.48204820482048205,0.025402540254025403,9.4038,10.822357151823727,44.0,-180.5,-21.5,17560.0,-17750.0
2,SLEEP_POD_SUEDE,sleep,10000.0,11099.0,1099.0,0.34617895097325463,0.49624962496249625,0.47374737473747375,0.030003000300030003,9.0625,10.303112937151461,38.0,13.5,-92.0,10900.0,-11080.0
2,SNACKPACK_CHOCOLATE,snack,10000.0,9915.5,-84.5,0.021012987492479387,0.48424842484248426,0.47224722472247227,0.043504350435043505,16.6809,6.598409466766075,26.0,-1.5,-29.5,-1010.0,680.0
2,SNACKPACK_PISTACHIO,snack,10000.0,9511.0,-489.0,0.28597587919745854,0.46984698469846986,0.48304830483048306,0.047104710471047105,16.1945,5.303628135342342,20.0,-19.5,-5.0,-5050.0,4730.0
2,SNACKPACK_RASPBERRY,snack,10000.0,10239.5,239.5,0.08177986487185535,0.48644864486448647,0.47744774477447743,0.036103610361036105,16.8385,8.113604895394763,33.0,48.5,38.0,2230.0,-2560.0
2,SNACKPACK_STRAWBERRY,snack,10000.0,10436.0,436.0,0.6619627597281258,0.47954795479547957,0.48634863486348634,0.034103410341034104,17.1988,8.154805266514858,32.0,-33.5,-73.0,4190.0,-4530.0
2,SNACKPACK_VANILLA,snack,10000.0,10052.5,52.5,0.012377354347546603,0.47454745474547455,0.48444844484448446,0.041004100410041,16.833,6.554562812584061,26.0,27.5,20.0,360.0,-690.0
2,TRANSLATOR_ASTRO_BLACK,translator,10000.0,10155.0,155.0,0.1450106385891722,0.48634863486348634,0.48474847484748473,0.028902890289028902,8.813,10.049866153683007,38.0,94.5,54.5,1460.0,-1640.0
2,TRANSLATOR_ECLIPSE_CHARCOAL,translator,10000.0,10256.5,256.5,0.29167631911409014,0.48814881488148815,0.48544854485448546,0.026402640264026403,8.576,9.665436310772987,40.0,48.5,36.0,2480.0,-2650.0
2,TRANSLATOR_GRAPHITE_MIST,translator,10000.0,9337.5,-662.5,0.5341235186808456,0.48084808480848085,0.48994899489948995,0.029202920292029203,8.6867,9.801405116246096,36.0,-69.5,6.0,-6710.0,6540.0
2,TRANSLATOR_SPACE_GRAY,translator,10000.0,9493.0,-507.0,0.4720700188883308,0.48624862486248627,0.48854885488548855,0.025202520252025202,8.6269,9.661059096145268,37.5,-57.5,-168.5,-5150.0,4990.0
2,TRANSLATOR_VOID_BLUE,translator,10000.0,11082.0,1082.0,0.6092993455563503,0.49324932493249324,0.47824782478247824,0.028502850285028504,9.003,10.168870742731327,47.0,43.5,-93.0,10730.0,-10910.0
2,UV_VISOR_AMBER,visor,10000.0,8500.5,-1499.5,0.8840017520917145,0.47924792479247924,0.49444944494449444,0.026302630263026303,11.8268,9.14646125690845,42.0,-196.5,3.0,-15110.0,14880.0
2,UV_VISOR_MAGENTA,visor,10000.0,11299.5,1299.5,0.5913143857042746,0.48694869486948694,0.48454845484548453,0.028502850285028504,13.2634,10.503547912991444,45.0,-5.5,204.5,12860.0,-13130.0
2,UV_VISOR_ORANGE,visor,10000.0,10154.5,154.5,0.1557586789274537,0.4892489248924892,0.4827482748274827,0.028002800280028002,12.6553,9.978416364982102,37.0,21.5,22.0,1420.0,-1670.0
2,UV_VISOR_RED,visor,10000.0,10842.0,842.0,0.004341810681828213,0.48724872487248727,0.48794879487948795,0.024802480248024804,13.7181,10.800438629908738,45.0,51.5,86.0,8290.0,-8550.0
2,UV_VISOR_YELLOW,visor,10000.0,11567.5,1567.5,0.8787806897233489,0.49034903490349036,0.4803480348034804,0.029302930293029304,13.7314,10.776321955643642,47.5,74.5,111.0,15540.0,-15810.0
3,GALAXY_SOUNDS_BLACK_HOLES,galaxy,11444.5,12133.0,688.5,0.007389951209356274,0.49134913491349136,0.48334833483348333,0.025302530253025302,14.0854,11.125271294200305,50.0,30.5,171.0,6730.0,-7040.0
3,GALAXY_SOUNDS_DARK_MATTER,galaxy,10409.5,10872.0,462.5,0.4618407453165261,0.4888488848884888,0.48514851485148514,0.026002600260026,13.2836,10.482326728400354,40.0,42.0,-30.0,4490.0,-4760.0
3,GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,11249.5,11407.5,158.0,0.4734382289945778,0.48554855485548554,0.48914891489148915,0.025302530253025302,14.688,11.634480497584684,47.0,110.5,73.0,1430.0,-1730.0
3,GALAXY_SOUNDS_SOLAR_FLAMES,galaxy,11338.5,10645.0,-693.5,0.4541616299159248,0.4884488448844885,0.4904490449044904,0.021102110211021104,14.2676,11.226048615308102,42.0,-18.0,-148.0,-7080.0,6790.0
3,GALAXY_SOUNDS_SOLAR_WINDS,galaxy,9591.5,10767.0,1175.5,0.878830002646411,0.49204920492049203,0.4831483148314831,0.024802480248024804,13.1533,10.374182762143715,40.5,12.0,71.0,11620.0,-11890.0
3,MICROCHIP_CIRCLE,microchip,8887.5,8541.0,-346.5,0.5199578418023796,0.4829482948294829,0.48414841484148413,0.0329032903290329,8.0001,8.851328084435215,39.0,-52.5,17.5,-3550.0,3380.0
3,MICROCHIP_OVAL,microchip,9252.5,7428.5,-1824.0,0.8324212808268003,0.48744874487448747,0.49384938493849384,0.0187018701870187,7.727,12.9466188020862,60.0,51.5,-130.0,-18320.0,18160.0
3,MICROCHIP_RECTANGLE,microchip,9411.5,7839.0,-1572.5,0.7419704795320855,0.48534853485348534,0.49414941494149417,0.0205020502050205,7.5291,12.420715453698092,54.0,-169.0,-108.0,-15810.0,15640.0
3,MICROCHIP_SQUARE,microchip,12457.5,15896.0,3438.5,0.8279314886302066,0.4967496749674967,0.48814881488148815,0.015101510151015102,12.4872,22.110391613328897,93.0,-33.0,192.5,34260.0,-34510.0
3,MICROCHIP_TRIANGLE,microchip,10714.5,9009.0,-1705.5,0.07587725140196977,0.47914791479147917,0.5013501350135013,0.0195019501950195,9.0501,15.228751632228638,62.5,-179.5,-115.0,-17140.0,16970.0
3,OXYGEN_SHAKE_CHOCOLATE,oxygen,9475.0,9317.0,-158.0,0.0008452198745382051,0.47824782478247824,0.49114911491149116,0.0306030603060306,11.8828,9.275605318276298,37.5,83.5,44.0,-1700.0,1460.0
3,OXYGEN_SHAKE_EVENING_BREATH,oxygen,8430.0,9430.0,1000.0,0.2901410150986276,0.31763176317631764,0.3108310831083108,0.37153715371537155,11.7984,10.071719960076104,40.0,40.0,50.0,9880.0,-10120.0
3,OXYGEN_SHAKE_GARLIC,oxygen,11823.5,11934.5,111.0,0.04827096138208031,0.49374937493749377,0.48604860486048607,0.020202020202020204,14.91,11.931567919136976,45.5,164.0,0.0,960.0,-1260.0
3,OXYGEN_SHAKE_MINT,oxygen,10104.5,9714.0,-390.5,0.08632106162541718,0.48644864486448647,0.48994899489948995,0.023602360236023603,13.101,10.282602935896545,40.0,-48.0,-118.0,-4030.0,3780.0
3,OXYGEN_SHAKE_MORNING_BREATH,oxygen,11003.0,9536.0,-1467.0,0.8800267334794739,0.47974797479747977,0.49114911491149116,0.029102910291029103,12.6717,10.052421702052861,40.0,-126.0,197.5,-14800.0,14540.0
3,PANEL_1X2,panel,8428.5,8853.5,425.0,0.7237521424661459,0.49214921492149216,0.47744774477447743,0.030403040304030404,10.7469,8.384749487716023,32.0,-65.0,-5.0,4140.0,-4360.0
3,PANEL_1X4,panel,11089.0,8717.0,-2372.0,0.8276537826764903,0.47874787478747877,0.49134913491349136,0.029902990299029902,8.5579,9.69770772330049,44.5,-25.0,-62.0,-23810.0,23630.0
3,PANEL_2X2,panel,10089.5,9206.0,-883.5,0.09036458728308705,0.47824782478247824,0.49624962496249625,0.025502550255025503,8.9785,10.066774681699144,39.0,21.0,41.0,-8920.0,8750.0
3,PANEL_2X4,panel,10721.0,11459.0,738.0,0.44776845980357904,0.48874887488748875,0.48744874487448747,0.023802380238023804,9.7905,11.226143845767615,48.0,161.0,6.5,7280.0,-7480.0
3,PANEL_4X4,panel,9678.0,10251.5,573.5,0.3105041552850961,0.48694869486948694,0.4880488048804881,0.025002500250025,8.4874,9.66514237589284,40.5,-43.5,-14.0,5650.0,-5820.0
3,PEBBLES_L,pebbles,10130.5,11025.0,894.5,0.21141572273058412,0.4965496549654965,0.48554855485548554,0.017901790179017902,13.0568,15.102383291897981,56.0,70.0,210.0,8810.0,-9080.0
3,PEBBLES_M,pebbles,9020.0,11059.0,2039.0,0.8114729036773104,0.502050205020502,0.4813481348134813,0.0166016601660166,13.017,15.10900224458736,54.5,199.0,148.0,20260.0,-20520.0
3,PEBBLES_S,pebbles,9157.0,8980.0,-177.0,0.09327962512647726,0.48044804480448045,0.49924992499249926,0.0203020302030203,11.8676,15.173091608158268,59.5,92.0,195.0,-1890.0,1650.0
3,PEBBLES_XL,pebbles,13629.0,12076.5,-1552.5,0.09647879301375778,0.49464946494649464,0.49854985498549853,0.006800680068006801,16.9137,30.318392776020545,121.0,-299.5,-380.5,-15690.0,15360.0
3,PEBBLES_XS,pebbles,8063.0,6859.5,-1203.5,0.7456273316067253,0.48364836483648366,0.49934993499349933,0.017001700170017002,9.2305,15.038281298718442,63.0,-60.5,-172.0,-12130.0,11940.0
3,ROBOT_DISHES,robot,9924.0,10142.5,218.5,0.09859309067185754,0.48044804480448045,0.4825482548254825,0.037003700370037,7.2834,10.009686154492764,36.0,-59.5,42.0,2110.0,-2260.0
3,ROBOT_IRONING,robot,9500.0,7500.0,-2000.0,0.861132064328812,0.3021302130213021,0.31473147314731476,0.38313831383138314,6.4312,9.83950596256533,40.0,210.0,-130.0,-20070.0,19930.0
3,ROBOT_LAUNDRY,robot,10237.0,9485.5,-751.5,0.638330174688791,0.48394839483948393,0.49434943494349437,0.021702170217021702,7.3754,10.080944373253775,37.0,81.0,29.0,-7590.0,7440.0
3,ROBOT_MOPPING,robot,9814.5,12167.0,2352.5,0.9034578804156299,0.5004500450045004,0.47804780478047804,0.0215021502150215,7.9137,11.117409166768507,46.5,241.0,-118.5,23450.0,-23600.0
3,ROBOT_VACUUMING,robot,10067.5,8601.0,-1466.5,0.7674966501026959,0.48364836483648366,0.4888488848884888,0.027502750275027504,6.7227,9.288024190644599,36.0,-20.0,-80.0,-14730.0,14600.0
3,SLEEP_POD_COTTON,sleep,11117.5,12193.0,1075.5,0.7430365445335307,0.494949494949495,0.48344834483448346,0.021602160216021602,9.9012,11.455947394858072,42.0,148.5,-5.5,10660.0,-10850.0
3,SLEEP_POD_LAMB_WOOL,sleep,10397.0,10792.5,395.5,0.4549810386851185,0.49074907490749076,0.48554855485548554,0.023702370237023703,9.2244,10.46006701418582,41.0,-26.5,-193.5,3860.0,-4050.0
3,SLEEP_POD_NYLON,sleep,8873.0,9701.5,828.5,0.6727326167476888,0.49254925492549256,0.48124812481248125,0.026202620262026202,8.2383,9.214426230433164,37.0,-167.0,186.0,8200.0,-8370.0
3,SLEEP_POD_POLYESTER,sleep,11780.0,12898.5,1118.5,0.5223612913728554,0.4969496949694969,0.48444844484448446,0.0186018601860186,10.4341,11.982640430785779,47.5,-140.0,-43.0,11080.0,-11290.0
3,SLEEP_POD_SUEDE,sleep,11085.0,12133.0,1048.0,0.618383555448656,0.49314931493149317,0.48524852485248526,0.021602160216021602,10.3474,11.891949281230428,43.5,-53.0,83.5,10380.0,-10580.0
3,SNACKPACK_CHOCOLATE,snack,9920.5,9845.5,-75.0,0.38566022175454656,0.47864786478647864,0.4803480348034804,0.041004100410041,16.5526,6.58052992408534,27.5,19.0,84.5,-920.0,580.0
3,SNACKPACK_PISTACHIO,snack,9509.5,9386.0,-123.5,0.547308131347031,0.47244724472447247,0.47784778477847784,0.04970497049704971,15.9062,5.240870074153684,18.5,33.0,-22.0,-1400.0,1070.0
3,SNACKPACK_RASPBERRY,snack,10240.5,10130.5,-110.0,0.10762508661829684,0.48064806480648065,0.4892489248924892,0.030103010301030103,16.8981,8.118581780391898,30.5,-71.0,49.0,-1270.0,930.0
3,SNACKPACK_STRAWBERRY,snack,10437.5,10795.0,357.5,2.5093662948610988e-06,0.49014901490149015,0.48064806480648065,0.029202920292029203,17.9541,8.16003403333733,32.0,94.0,-54.0,3400.0,-3750.0
3,SNACKPACK_VANILLA,snack,10047.5,10019.5,-28.0,0.3810323578179007,0.48064806480648065,0.47784778477847784,0.041504150415041505,16.7542,6.484720296122864,25.0,-48.0,-97.0,-450.0,110.0
3,TRANSLATOR_ASTRO_BLACK,translator,10163.5,9147.0,-1016.5,0.40174047596186524,0.48024802480248024,0.48724872487248727,0.032503250325032505,8.0766,9.04844067627078,39.0,-67.0,-128.0,-10250.0,10080.0
3,TRANSLATOR_ECLIPSE_CHARCOAL,translator,10248.5,9616.5,-632.0,0.6739321030089305,0.47554755475547555,0.494949494949495,0.029502950295029504,8.8449,10.06310001732726,39.5,-62.0,-108.5,-6410.0,6230.0
3,TRANSLATOR_GRAPHITE_MIST,translator,9338.0,11051.0,1713.0,0.6040531094262793,0.48744874487448747,0.48614861486148614,0.026402640264026403,8.8242,9.981638977993857,39.0,135.5,132.0,17040.0,-17220.0
3,TRANSLATOR_SPACE_GRAY,translator,9489.5,10127.0,637.5,0.7274247884616657,0.48594859485948594,0.48614861486148614,0.0279027902790279,8.5417,9.58167737847563,36.5,-116.5,-67.5,6280.0,-6470.0
3,TRANSLATOR_VOID_BLUE,translator,11096.0,10670.5,-425.5,0.1307655066486983,0.48384838483848386,0.4904490449044904,0.025702570257025704,9.7577,11.080019900728145,43.0,-69.0,-144.0,-4350.0,4160.0
3,UV_VISOR_AMBER,visor,8497.0,7388.0,-1109.0,0.6784799359722886,0.47834783478347837,0.4886488648864887,0.033003300330033,10.0387,7.7181187407091345,35.5,-36.5,-52.0,-11200.0,10980.0
3,UV_VISOR_MAGENTA,visor,11328.5,11582.5,254.0,0.3383109134820881,0.4896489648964896,0.48624862486248627,0.0241024102410241,14.3765,11.599306408850238,48.5,12.0,291.5,2390.0,-2690.0
3,UV_VISOR_ORANGE,visor,10167.5,10281.5,114.0,0.00129050941438222,0.48794879487948795,0.48604860486048607,0.026002600260026,13.4513,10.578332105677932,45.0,-9.0,-46.0,1010.0,-1270.0
3,UV_VISOR_RED,visor,10849.0,11031.0,182.0,0.005859696631433693,0.49054905490549056,0.48384838483848386,0.025602560256025603,13.5135,10.486418131249346,46.0,15.0,-51.0,1680.0,-1960.0
3,UV_VISOR_YELLOW,visor,11578.5,12044.5,466.0,0.10030322632947183,0.48744874487448747,0.49364936493649364,0.018901890189018902,14.4349,11.527387661107404,48.0,63.0,158.0,4510.0,-4810.0
4,GALAXY_SOUNDS_BLACK_HOLES,galaxy,12137.0,13457.5,1320.5,0.591299921184893,0.49334933493349337,0.48614861486148614,0.0205020502050205,15.8498,12.619633971306868,51.5,-215.0,-227.5,13040.0,-13370.0
4,GALAXY_SOUNDS_DARK_MATTER,galaxy,10876.0,10264.5,-611.5,0.5574982757582972,0.48494849484948493,0.48734873487348734,0.027702770277027704,12.9461,10.182580900680842,36.0,-22.0,3.0,-6250.0,5980.0
4,GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,11415.5,9648.5,-1767.0,0.1647032441935192,0.48184818481848185,0.49434943494349437,0.023802380238023804,13.5659,10.792940875622048,41.0,-56.5,-101.0,-17810.0,17530.0
4,GALAXY_SOUNDS_SOLAR_FLAMES,galaxy,10643.0,10823.0,180.0,0.3064131384579245,0.48704870487048707,0.49184918491849183,0.021102110211021104,13.8549,10.938182680483624,51.0,-56.0,-10.0,1660.0,-1940.0
4,GALAXY_SOUNDS_SOLAR_WINDS,galaxy,10756.0,10247.5,-508.5,0.004156055316410439,0.48064806480648065,0.49584958495849585,0.023502350235023502,13.8779,10.99551632061076,43.0,-19.0,-337.5,-5220.0,4950.0
4,MICROCHIP_CIRCLE,microchip,8535.0,10388.5,1853.5,0.9520804782325457,0.49684968496849685,0.47664766476647663,0.026502650265026503,8.5281,9.624213188081566,38.0,30.0,-25.5,18450.0,-18620.0
4,MICROCHIP_OVAL,microchip,7416.5,5519.0,-1897.5,0.9039088024162631,0.48124812481248125,0.49014901490149015,0.028602860286028604,5.9066,9.3438828733749,45.0,34.0,-158.0,-19040.0,18910.0
4,MICROCHIP_RECTANGLE,microchip,7830.5,8772.0,941.5,0.09112708137457884,0.4971497149714971,0.48284828482848285,0.020002000200020003,7.5523,12.54538953444038,52.5,-12.0,37.0,9340.0,-9490.0
4,MICROCHIP_SQUARE,microchip,15911.0,13633.0,-2278.0,0.3829703141251814,0.49154915491549156,0.49724972497249725,0.0112011201120112,12.7643,22.642673672455306,98.5,17.0,154.0,-22910.0,22650.0
4,MICROCHIP_TRIANGLE,microchip,9020.0,7941.5,-1078.5,0.8337203690611985,0.48834883488348835,0.49244924492449244,0.019201920192019203,7.7871,12.84834425944613,52.5,30.0,-113.0,-10860.0,10710.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,9324.0,10714.0,1390.0,0.8490953179721146,0.47604760476047603,0.4602460246024602,0.0637063706370637,12.8535,12.470895292265341,100.0,-237.0,-6.0,13770.0,-14030.0
4,OXYGEN_SHAKE_EVENING_BREATH,oxygen,9430.0,9420.0,-10.0,0.12272336696273589,0.3189318931893189,0.31763176317631764,0.36343634363436345,11.79,10.354212667890167,40.0,-50.0,50.0,-220.0,-20.0
4,OXYGEN_SHAKE_GARLIC,oxygen,11927.5,13886.0,1958.5,0.9095314813980455,0.49204920492049203,0.48614861486148614,0.021802180218021803,16.2084,12.912164277921349,48.0,-208.0,111.0,19420.0,-19750.0
4,OXYGEN_SHAKE_MINT,oxygen,9714.5,10155.0,440.5,0.2571606946898799,0.48534853485348534,0.48834883488348835,0.026302630263026303,12.0101,9.498110644439858,38.5,73.5,44.5,4270.0,-4540.0
4,OXYGEN_SHAKE_MORNING_BREATH,oxygen,9532.0,9550.5,18.5,0.05510253916998328,0.48614861486148614,0.48854885488548855,0.025302530253025302,12.1881,9.54798345075835,36.0,95.0,80.5,60.0,-310.0
4,PANEL_1X2,panel,8849.5,9696.0,846.5,0.8324283621068913,0.49244924492449244,0.47864786478647864,0.028902890289028902,11.8933,9.333625786257873,39.0,-13.5,-3.0,8350.0,-8580.0
4,PANEL_1X4,panel,8730.0,9227.5,497.5,0.21715904827575608,0.48204820482048205,0.48614861486148614,0.0318031803180318,7.6951,8.527691472031174,37.5,75.0,63.5,4890.0,-5060.0
4,PANEL_2X2,panel,9197.0,9393.0,196.0,0.09809857462609153,0.48674867486748674,0.47904790479047904,0.034203420342034205,7.86,8.811057216617517,37.0,-43.5,67.0,1880.0,-2040.0
4,PANEL_2X4,panel,11459.0,12353.5,894.5,0.6876529362053964,0.49144914491449143,0.4880488048804881,0.0205020502050205,10.3165,11.963677772987507,46.5,-149.0,178.0,8840.0,-9050.0
4,PANEL_4X4,panel,10255.5,9128.5,-1127.0,0.7799734693613771,0.48454845484548453,0.49204920492049203,0.023402340234023402,8.8707,10.094676205233768,40.0,205.0,-85.5,-11360.0,11180.0
4,PEBBLES_L,pebbles,11014.5,9126.0,-1888.5,0.7696988259970553,0.4884488448844885,0.49464946494649464,0.0169016901690169,13.3596,14.941244298545886,59.0,12.5,-81.0,-19020.0,18750.0
4,PEBBLES_M,pebbles,11066.0,10702.0,-364.0,0.011064135736665044,0.49314931493149317,0.48914891489148915,0.0177017701770177,13.8383,15.166777113819956,62.0,278.5,-137.0,-3780.0,3500.0
4,PEBBLES_S,pebbles,9003.5,8066.5,-937.0,0.6001472337606268,0.49304930493049304,0.4896489648964896,0.017301730173017303,10.3884,14.909694810152097,55.5,-185.5,131.0,-9480.0,9260.0
4,PEBBLES_XL,pebbles,12054.0,16068.0,4014.0,0.8504918135493864,0.5038503850385039,0.48674867486748674,0.009400940094009401,18.3307,30.333171974892412,107.0,121.5,91.0,39960.0,-40320.0
4,PEBBLES_XS,pebbles,6861.5,6038.0,-823.5,0.4627959036323629,0.49064906490649063,0.49204920492049203,0.017301730173017303,8.1511,14.940217997427649,56.0,-226.0,-3.0,-8320.0,8150.0
4,ROBOT_DISHES,robot,10123.0,11200.0,1077.0,0.5409911311622991,0.12401240124012401,0.12071207120712071,0.7552755275527553,7.8137,27.475942063725203,102.0,33.0,-100.0,10690.0,-10850.0
