day,product,category,timestamp,jump,threshold,after_50,after_200
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,737400,-100.0,38.547599999999996,-200.0,-300.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,736800,-100.0,38.547599999999996,-200.0,-300.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,742400,-100.0,38.547599999999996,0.0,-300.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,592000,-100.0,38.547599999999996,-142.0,-38.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,590600,-100.0,38.547599999999996,-131.0,-92.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,590000,-100.0,38.547599999999996,-100.0,-117.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,589600,-100.0,38.547599999999996,-100.0,-112.5
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,589100,-100.0,38.547599999999996,-100.0,-148.5
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,588900,-100.0,38.547599999999996,-100.0,-146.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,588400,-100.0,38.547599999999996,-203.5,-263.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,585700,-100.0,38.547599999999996,-200.0,-346.5
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,752100,-100.0,38.547599999999996,-100.0,-311.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,742600,100.0,38.547599999999996,100.0,-200.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,742700,-100.0,38.547599999999996,0.0,-300.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,742900,100.0,38.547599999999996,100.0,-200.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,743300,-100.0,38.547599999999996,0.0,-200.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,743900,100.0,38.547599999999996,100.0,-100.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,744100,-100.0,38.547599999999996,-100.0,-200.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,744500,-100.0,38.547599999999996,-100.0,-300.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,745400,-100.0,38.547599999999996,-200.0,-300.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,748600,-100.0,38.547599999999996,-200.0,-385.5
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,749100,-100.0,38.547599999999996,-200.0,-431.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,750000,-100.0,38.547599999999996,-100.0,-364.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,751300,-100.0,38.547599999999996,0.0,-307.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,751400,100.0,38.547599999999996,100.0,-203.5
2,ROBOT_IRONING,robot,47800,100.0,59.303999999999995,100.0,0.0
2,ROBOT_IRONING,robot,70600,-100.0,59.303999999999995,-100.0,-130.0
2,ROBOT_IRONING,robot,40300,-100.0,59.303999999999995,-110.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,92800,-100.0,59.303999999999995,-100.0,0.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,88300,100.0,59.303999999999995,0.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,88100,-100.0,59.303999999999995,-100.0,0.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,83700,-100.0,59.303999999999995,-100.0,-100.0
2,ROBOT_IRONING,robot,38300,-100.0,59.303999999999995,-100.0,2.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,82100,100.0,59.303999999999995,100.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,81800,100.0,59.303999999999995,100.0,103.5
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,78200,-100.0,59.303999999999995,0.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,68200,100.0,59.303999999999995,100.0,0.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,62100,100.0,59.303999999999995,0.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,61900,-100.0,59.303999999999995,-100.0,0.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,58000,-100.0,59.303999999999995,-100.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,57600,-100.0,59.303999999999995,-100.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,50600,-100.0,59.303999999999995,-100.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,48400,-100.0,59.303999999999995,-100.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,39400,-100.0,59.303999999999995,-100.0,-200.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,38600,-100.0,59.303999999999995,-100.0,-200.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,37400,-100.0,59.303999999999995,-100.0,-200.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,32000,100.0,59.303999999999995,100.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,31900,-100.0,59.303999999999995,0.0,-200.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,31800,100.0,59.303999999999995,100.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,26400,100.0,59.303999999999995,100.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,22100,100.0,59.303999999999995,200.0,200.0
2,OXYGEN_SHAKE_CHOCOLATE,oxygen,123700,-100.0,59.303999999999995,-170.0,-350.0
2,OXYGEN_SHAKE_CHOCOLATE,oxygen,122400,-100.0,59.303999999999995,-210.0,-300.0
2,OXYGEN_SHAKE_CHOCOLATE,oxygen,121900,-100.0,59.303999999999995,-220.0,-300.0
2,OXYGEN_SHAKE_CHOCOLATE,oxygen,118400,-100.0,59.303999999999995,-100.0,-240.0
2,OXYGEN_SHAKE_CHOCOLATE,oxygen,118100,-100.0,59.303999999999995,-100.0,-250.0
2,OXYGEN_SHAKE_CHOCOLATE,oxygen,12400,-100.0,59.303999999999995,-130.0,-290.0
2,OXYGEN_SHAKE_CHOCOLATE,oxygen,3000,-100.0,59.303999999999995,-100.0,-200.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,91200,100.0,59.303999999999995,100.0,0.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,741100,-100.0,38.547599999999996,-100.0,-200.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,93500,100.0,59.303999999999995,0.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,123300,-100.0,59.303999999999995,-100.0,-230.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,108500,-100.0,59.303999999999995,0.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,108900,100.0,59.303999999999995,100.0,0.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,112900,-100.0,59.303999999999995,100.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,113400,100.0,59.303999999999995,200.0,0.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,118500,-100.0,59.303999999999995,-100.0,-210.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,118700,-100.0,59.303999999999995,-100.0,-210.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,127600,-100.0,59.303999999999995,-100.0,-290.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,95800,100.0,59.303999999999995,100.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,128300,-100.0,59.303999999999995,-100.0,-280.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,130000,-100.0,59.303999999999995,-120.0,-280.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,130200,-100.0,59.303999999999995,-120.0,-290.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,131800,-100.0,59.303999999999995,-100.0,-330.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,132300,-100.0,59.303999999999995,-110.0,-330.0
2,ROBOT_IRONING,robot,7000,-100.0,59.303999999999995,-190.0,-100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,100200,100.0,59.303999999999995,100.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,112500,100.0,59.303999999999995,200.0,0.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,95600,100.0,59.303999999999995,100.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,94600,100.0,59.303999999999995,0.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,94500,-100.0,59.303999999999995,-100.0,3.5
4,MICROCHIP_SQUARE,microchip,845500,-98.5,88.95599999999999,-372.0,-427.0
2,ROBOT_IRONING,robot,143800,98.0,59.303999999999995,100.0,100.0
2,OXYGEN_SHAKE_EVENING_BREATH,oxygen,78700,96.5,59.303999999999995,100.0,0.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,591700,96.5,38.547599999999996,-22.0,85.0
3,MICROCHIP_SQUARE,microchip,804900,91.0,85.9908,104.0,-315.0
3,MICROCHIP_SQUARE,microchip,546700,89.0,85.9908,166.5,957.5
2,MICROCHIP_TRIANGLE,microchip,485700,-65.0,59.303999999999995,-33.0,114.0
2,PEBBLES_M,pebbles,706300,-64.5,59.303999999999995,-153.5,-374.0
3,PEBBLES_XS,pebbles,953500,63.0,59.303999999999995,48.0,445.0
3,MICROCHIP_TRIANGLE,microchip,732200,62.5,62.2692,133.0,59.5
2,MICROCHIP_RECTANGLE,microchip,218000,61.0,56.3388,192.0,354.5
2,MICROCHIP_OVAL,microchip,825500,-60.0,59.303999999999995,90.0,-117.0
3,MICROCHIP_OVAL,microchip,262600,-60.0,50.4084,-156.5,-162.5
3,PEBBLES_S,pebbles,989200,59.5,59.303999999999995,25.5,193.5
2,PEBBLES_XS,pebbles,672000,59.5,59.303999999999995,129.0,74.0
4,SLEEP_POD_COTTON,sleep,343300,-57.0,50.4084,-222.0,-254.0
3,MICROCHIP_RECTANGLE,microchip,215000,-54.0,50.4084,-105.0,-169.5
3,MICROCHIP_OVAL,microchip,330400,53.0,50.4084,86.0,16.0
4,MICROCHIP_TRIANGLE,microchip,468500,52.5,50.4084,272.5,20.5
2,SLEEP_POD_LAMB_WOOL,sleep,284300,52.0,41.5128,107.5,441.0
4,GALAXY_SOUNDS_BLACK_HOLES,galaxy,883000,51.5,50.4084,-52.0,165.0
3,MICROCHIP_RECTANGLE,microchip,313200,-51.5,50.4084,-95.0,-319.5
4,GALAXY_SOUNDS_SOLAR_FLAMES,galaxy,533200,51.0,44.477999999999994,236.5,171.5
3,GALAXY_SOUNDS_BLACK_HOLES,galaxy,355200,-50.0,44.477999999999994,-137.5,-29.0
4,UV_VISOR_MAGENTA,visor,313500,-49.0,47.4432,58.0,-148.5
4,SLEEP_POD_SUEDE,sleep,126700,-49.0,47.4432,-119.0,-91.0
3,UV_VISOR_MAGENTA,visor,415500,-48.5,47.4432,-61.0,-166.0
4,UV_VISOR_ORANGE,visor,345900,48.0,41.5128,57.0,-65.5
3,PANEL_2X4,panel,562900,-48.0,47.4432,-76.0,-142.0
2,UV_VISOR_YELLOW,visor,999200,47.5,41.5128,56.0,56.0
3,SLEEP_POD_POLYESTER,sleep,243800,-47.5,47.4432,-41.0,-57.5
2,TRANSLATOR_VOID_BLUE,translator,953000,47.0,41.5128,198.0,210.0
3,GALAXY_SOUNDS_BLACK_HOLES,galaxy,213400,-46.5,44.477999999999994,-212.5,-481.5
4,TRANSLATOR_GRAPHITE_MIST,translator,101800,-46.5,41.5128,-117.5,-143.5
3,ROBOT_MOPPING,robot,576300,46.5,44.477999999999994,67.0,276.5
3,UV_VISOR_RED,visor,243700,46.0,41.5128,93.0,197.0
4,UV_VISOR_YELLOW,visor,106300,-45.5,41.5128,-105.0,-227.5
2,GALAXY_SOUNDS_PLANETARY_RINGS,galaxy,884000,45.0,41.5128,0.0,333.0
3,GALAXY_SOUNDS_BLACK_HOLES,galaxy,577400,45.0,44.477999999999994,156.0,189.0
3,UV_VISOR_ORANGE,visor,385400,-45.0,41.5128,-63.0,-187.0
2,TRANSLATOR_VOID_BLUE,translator,650100,45.0,41.5128,39.5,-76.0
2,UV_VISOR_MAGENTA,visor,539600,45.0,41.5128,2.0,121.0
4,MICROCHIP_OVAL,microchip,681200,-45.0,35.5824,-63.5,-169.5
2,SLEEP_POD_LAMB_WOOL,sleep,881400,-44.5,41.5128,-10.5,-50.0
3,PANEL_1X4,panel,163900,-44.5,38.547599999999996,-116.5,-23.0
4,SLEEP_POD_NYLON,sleep,364400,-44.0,41.5128,-77.0,-120.0
4,SLEEP_POD_LAMB_WOOL,sleep,406200,43.0,41.5128,99.0,136.0
2,ROBOT_MOPPING,robot,94200,-43.0,41.5128,-29.0,-327.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,767900,-43.0,38.547599999999996,-187.5,-149.0
2,UV_VISOR_YELLOW,visor,796100,43.0,41.5128,-1.0,137.0
3,UV_VISOR_ORANGE,visor,866400,42.0,41.5128,119.5,18.5
2,OXYGEN_SHAKE_MINT,oxygen,197800,-42.0,41.5128,-44.0,-146.0
4,OXYGEN_SHAKE_CHOCOLATE,oxygen,602400,40.5,38.547599999999996,13.0,112.5
2,TRANSLATOR_ECLIPSE_CHARCOAL,translator,23800,-40.0,38.547599999999996,-196.5,-363.0
3,OXYGEN_SHAKE_MORNING_BREATH,oxygen,18400,-40.0,38.547599999999996,-57.0,-12.0
3,TRANSLATOR_ECLIPSE_CHARCOAL,translator,287100,-39.5,38.547599999999996,-91.5,-103.5
2,ROBOT_DISHES,robot,950300,39.5,38.547599999999996,107.0,66.5
2,PANEL_1X2,panel,581600,39.5,38.547599999999996,62.0,25.5
3,TRANSLATOR_GRAPHITE_MIST,translator,751700,-39.0,38.547599999999996,-66.0,23.0
2,PANEL_1X2,panel,272000,-39.0,38.547599999999996,-26.0,8.0
3,PANEL_4X4,panel,704900,-39.0,38.547599999999996,-83.5,23.0
4,TRANSLATOR_ASTRO_BLACK,translator,925500,-38.5,35.5824,-47.5,129.5
4,TRANSLATOR_ASTRO_BLACK,translator,824600,37.5,35.5824,66.5,83.5
3,OXYGEN_SHAKE_CHOCOLATE,oxygen,870600,-37.5,35.5824,32.0,-85.0
3,SLEEP_POD_NYLON,sleep,884800,-37.0,35.5824,-51.0,-104.5
4,MICROCHIP_OVAL,microchip,461400,-36.5,35.5824,2.0,-65.0
3,UV_VISOR_AMBER,visor,705300,-35.5,29.651999999999997,-66.0,69.0
3,UV_VISOR_AMBER,visor,80800,-30.5,29.651999999999997,-107.5,-124.0
