day,timestamp,product,side,quantity,price,cash_after,position_after,signal_edge,dynamic_threshold,gross_exposure_after,stopped
3,8600,VEV_4000,1,10,1309.0,-5899.0,-1,-291.3251953125,35.8002074902708,1298.5,1
3,8700,VEV_4500,1,6,807.0,-10741.0,0,-89.1273193359375,34.35563432179562,0.0,1
3,8800,VEV_5100,-1,12,202.0,-8317.0,12,50.023590087890625,33.09768702158775,2454.0,1
3,8900,VEV_5500,-1,12,7.0,-8233.0,-2,84.20195007324219,55.775824906437435,15.0,1
3,9000,VEV_5300,-1,12,58.0,-7537.0,24,86.03761291503906,31.585419842136616,1428.0,1
3,9700,VEV_5100,-1,12,201.0,-5125.0,0,62.1402587890625,31.17268822435556,0.0,1
3,9900,VEV_6000,-1,12,0.0,-5125.0,24,105.73822021484375,26.55828047961137,12.0,1
3,10500,VEV_5500,1,12,7.0,-5209.0,10,94.76622009277344,74.49145506747196,65.0,1
3,10800,VEV_6500,-1,12,0.0,-5209.0,24,80.49446105957031,24.591650195690594,12.0,1
3,11100,VEV_5500,-1,12,6.0,-5137.0,-2,94.52743530273438,58.10651209098337,13.0,1
3,11700,VEV_5300,-1,6,56.0,-4801.0,18,129.27691650390625,30.32036096128896,1026.0,1
3,11800,VEV_5300,-1,12,56.0,-4129.0,6,77.87979125976562,34.61560654616843,355.0,1
3,11800,VEV_5500,1,12,7.0,-4213.0,10,102.42510986328125,46.310219132477215,407.0,1
3,11900,VEV_6000,-1,12,0.0,-4213.0,12,100.83929443359375,26.52285037642984,6.0,1
3,12000,VEV_4000,1,9,1306.0,-15967.0,8,-311.0780029296875,36.320548015007006,10360.0,1
3,12100,VEV_5300,-1,12,56.0,-15295.0,-6,82.58848571777344,32.35404042052064,345.0,1
3,12200,VEV_4000,-1,9,1282.0,-3757.0,-1,-317.3629150390625,35.93055687491576,1292.5,1
3,12600,VEV_4000,1,8,1300.0,-14157.0,7,-319.4315185546875,36.47012588186337,9023.0,1
3,12900,VEV_5400,-1,6,19.0,-14043.0,39,93.73585510253906,45.72189501298234,760.5,1
3,13100,VEV_6000,-1,12,0.0,-14043.0,0,100.12030029296875,26.34010142541196,0.0,1
3,13300,VEV_5500,-1,12,6.0,-13971.0,-2,144.68218994140625,30.9364379235988,13.0,1
3,13600,VEV_5400,-1,12,18.0,-13755.0,27,95.38328552246094,44.46570040267841,513.0,1
3,14200,VEV_4000,-1,10,1279.0,-965.0,-3,-302.4105224609375,36.56074463429272,4383.0,1
3,14200,VEV_5400,-1,12,18.0,-749.0,15,92.90847778320312,42.87162935870784,4155.0,1
3,14900,VEV_5400,-1,12,19.0,-521.0,3,97.88890075683594,41.84571147779589,58.5,1
3,15100,VEV_5400,-1,12,18.0,-305.0,-9,86.61257934570312,43.75758410385169,171.0,1
3,15600,VEV_4000,1,10,1296.0,-13265.0,7,-332.30322265625,36.58118957743972,8995.0,1
3,15700,VEV_5400,1,12,19.0,-13493.0,3,90.52033996582031,47.15715950465295,55.5,1
3,16200,VEV_4000,-1,12,1278.0,1843.0,-5,-313.6602783203125,35.76585018349073,6442.5,1
3,16400,VEV_4000,1,12,1299.0,-13745.0,7,-320.006591796875,35.80956802894335,9076.5,1
3,16400,VEV_5400,-1,12,18.0,-13529.0,-9,84.37129211425781,44.54317951573084,9190.5,1
3,16600,VEV_6500,-1,12,0.0,-13529.0,12,78.50430297851562,24.272127499172353,6.0,1
3,17100,VEV_5300,1,12,55.0,-14189.0,6,132.14987182617188,29.746420584725357,330.0,1
3,17100,VEV_6500,-1,12,0.0,-14189.0,0,79.01371765136719,24.28442418707506,324.0,1
3,17500,VEV_5000,-1,6,282.0,-12497.0,5,150.602783203125,29.355159585130803,1427.5,1
3,17600,VEV_5400,1,12,18.0,-12713.0,3,94.43452453613281,58.33218255905697,63.5,1
3,17600,VEV_5500,1,12,6.0,-12785.0,10,49.432525634765625,98.85696663206859,107.5,1
3,18300,VEV_4000,-1,12,1273.0,2491.0,-5,-285.4881591796875,36.48983470033249,6420.0,1
3,19400,VEV_5300,-1,12,47.0,3055.0,-6,102.19499206542969,36.09348876849485,291.0,1
3,20000,VEV_4000,1,11,1287.0,-11102.0,6,-301.3505859375,35.71220052594333,7659.0,1
3,20200,VEV_4000,-1,8,1266.0,-974.0,-2,-296.56396484375,35.81101843193545,2553.0,1
3,20300,VEV_5400,-1,12,15.0,-794.0,-9,81.53233337402344,61.4138207399478,144.0,1
3,22100,VEV_5300,1,12,51.0,-1406.0,6,84.08154296875,33.24018977542141,300.0,1
3,22700,VEV_5400,1,12,16.0,-1598.0,3,96.37724304199219,54.75485050639409,46.5,1
3,22900,VEV_5300,-1,12,47.0,-1034.0,-6,101.978759765625,33.58537384399591,291.0,1
3,23600,VEV_5500,-1,10,5.0,-984.0,0,-20.05267333984375,161.58592979417892,0.0,1
3,23700,VEV_5400,-1,12,15.0,-804.0,-9,84.73805236816406,53.74623751208099,144.0,1
3,24000,VEV_5000,-1,11,274.0,2210.0,-6,72.55392456054688,30.066681488476025,1665.0,1
3,24400,VEV_5400,1,12,16.0,2018.0,3,94.48719787597656,49.02070123667857,46.5,1
3,24600,VEV_5300,1,12,50.0,1418.0,6,85.87042236328125,33.69401268920449,291.0,1
3,24700,VEV_5400,-1,12,15.0,1598.0,-9,99.5179443359375,59.10843239697323,139.5,1
3,25300,VEV_5400,1,12,16.0,1406.0,3,92.75727844238281,53.84061349139141,45.0,1
3,25800,VEV_4000,1,12,1279.0,-13942.0,10,-288.381103515625,35.60302896132651,12685.0,1
3,26900,VEV_5300,-1,10,45.0,-13492.0,-4,118.17439270019531,29.83078678884581,184.0,1
3,27000,VEV_5400,-1,12,14.0,-13324.0,-9,81.58155822753906,58.195878598642494,135.0,1
3,27500,VEV_5300,1,12,48.0,-13900.0,8,92.37940979003906,32.541424640191785,372.0,1
3,27900,VEV_5300,-1,12,46.0,-13348.0,-4,83.25904846191406,33.0483289417526,188.0,1
3,28800,VEV_5000,1,6,277.0,-15010.0,0,31.296600341796875,33.46721390772843,0.0,1
3,29400,VEV_4000,-1,9,1260.0,-3670.0,1,-328.4215087890625,35.97463646668802,1270.5,1
3,30900,VEV_5400,1,12,15.0,-3850.0,3,91.86701965332031,52.425548769162184,43.5,1
3,31100,VEV_5300,1,12,45.0,-4390.0,8,83.24761962890625,35.235850806056476,352.0,1
3,31600,VEV_4000,-1,12,1255.0,10670.0,-11,-301.5518798828125,35.75686742940541,13920.5,1
3,31800,VEV_5300,-1,12,43.0,11186.0,-4,77.18389892578125,35.29515282141469,176.0,1
3,33100,VEV_4000,1,9,1279.0,-325.0,-2,-341.5025634765625,36.06475546387238,2537.0,1
3,33900,VEV_4000,1,10,1283.0,-13155.0,8,-313.1280517578125,36.84358302452051,10176.0,1
3,34500,VEV_5300,1,12,49.0,-13743.0,8,72.12686157226562,36.901199217696195,384.0,1
3,35200,VEV_5300,-1,12,46.0,-13191.0,-4,69.24356079101562,38.29812251265839,234.5,1
3,35200,VEV_5400,-1,12,15.0,-13011.0,-9,129.3385009765625,38.728041940475954,327.5,1
3,36000,VEV_4000,-1,11,1259.0,838.0,-3,-311.8350830078125,35.74272449747456,3808.5,1
3,37200,VEV_4000,1,11,1282.0,-13264.0,8,-318.629150390625,35.741885759031724,10172.0,1
3,38300,VEV_5400,1,12,15.0,-13444.0,3,70.93861389160156,60.4852205559854,43.5,1
3,38800,VEV_5400,-1,12,13.0,-13288.0,-9,82.01551818847656,71.59463975147492,126.0,1
3,39500,VEV_5400,1,12,14.0,-13456.0,3,64.14364624023438,61.732371875248575,40.5,1
3,41100,VEV_4000,-1,9,1241.0,-2287.0,-1,-310.53662109375,35.65634847106497,1251.5,1
3,43300,VEV_5300,1,12,39.0,-2755.0,8,89.165771484375,37.26224578839868,304.0,1
3,43500,VEV_5300,-1,12,37.0,-2311.0,-4,75.47418212890625,36.0892281747565,152.0,1
3,44200,VEV_5300,1,12,40.0,-2791.0,8,93.84126281738281,35.55357369759728,312.0,1
3,44600,VEV_4000,1,10,1264.0,-15431.0,9,-289.3388671875,35.593560774373586,11281.5,1
3,45600,VEV_5300,-1,12,37.0,-14987.0,-4,70.58175659179688,47.32650614698554,150.0,1
3,48000,VEV_5400,-1,12,11.0,-14855.0,-9,69.82405090332031,65.35383714459309,103.5,1
3,49000,VEV_5300,1,12,40.0,-15335.0,8,75.88478088378906,34.80135671880984,312.0,1
3,50600,VEV_5400,1,12,12.0,-15479.0,3,65.43778991699219,70.1871988506961,34.5,1
3,50700,VEV_5300,-1,12,38.0,-15023.0,-4,62.50108337402344,38.845429240015605,156.0,1
3,51300,VEV_5300,1,12,40.0,-15503.0,8,61.69024658203125,37.86619988094212,346.5,1
3,51300,VEV_5400,-1,12,11.0,-15371.0,-9,57.71870422363281,52.663202689906875,415.5,1
3,52000,VEV_5300,-1,12,38.0,-14915.0,-4,59.13056945800781,38.977414675941894,156.0,1
3,52100,VEV_4000,-1,11,1241.0,-1264.0,-2,-276.447509765625,35.50189076768073,2503.0,1
3,54200,VEV_5400,1,12,12.0,-1408.0,3,109.65509033203125,41.46976538534924,34.5,1
3,54300,VEV_5300,1,12,39.0,-1876.0,8,66.272705078125,39.093521723869756,304.0,1
3,57000,VEV_4000,1,12,1266.0,-17068.0,10,-331.0811767578125,35.78282921455776,12555.0,1
3,57800,VEV_5300,-1,12,40.0,-16588.0,-4,66.42561340332031,35.42215625191812,164.0,1
3,59200,VEV_4000,-1,12,1244.0,-1660.0,-2,-339.3538818359375,35.73100291714899,2509.0,1
3,59300,VEV_5400,-1,12,12.0,-1516.0,-9,74.19758605957031,59.56544560907738,112.5,1
3,60100,VEV_5400,1,12,13.0,-1672.0,3,76.26597595214844,60.93868596348353,36.0,1
3,61000,VEV_4000,1,12,1260.0,-16792.0,10,-295.417724609375,35.736807337221656,12495.0,1
3,61100,VEV_5300,1,12,39.0,-17260.0,8,83.80314636230469,35.084970569403424,304.0,1
3,62000,VEV_5400,-1,12,11.0,-17128.0,-9,117.85379028320312,41.38319827940495,103.5,1
3,62200,VEV_4000,-1,5,1247.0,-10893.0,5,3.7357177734375,27.819519165060832,6262.5,1
3,62800,VEV_4000,-1,11,1240.0,2747.0,-6,-265.3372802734375,35.44200478383678,7503.0,1
3,63400,VEV_4000,1,12,1262.0,-12397.0,6,-267.6434326171875,35.65045976667939,7509.0,1
3,63500,VEV_5300,-1,12,38.0,-11941.0,-4,88.52793884277344,33.470270068587325,156.0,1
3,65000,VEV_5300,1,12,42.0,-12445.0,8,97.559814453125,32.77348364871139,328.0,1
3,65600,VEV_5400,1,12,14.0,-12613.0,3,81.36750793457031,55.128024083720526,39.0,1
3,65700,VEV_4000,-1,12,1247.0,2351.0,-6,-308.112060546875,36.433779439887736,7548.0,1
3,65900,VEV_4000,1,12,1269.0,-12877.0,6,-325.951416015625,35.84073512400952,7551.0,1
3,66000,VEV_5300,-1,12,41.0,-12385.0,-4,88.51144409179688,32.996382393059086,168.0,1
3,66300,VEV_4000,-1,12,1250.0,2615.0,-6,-336.97998046875,35.58316018055592,7563.0,1
3,66700,VEV_5300,1,12,44.0,2087.0,8,100.4019775390625,32.2399715554167,344.0,1
3,67700,VEV_5400,-1,12,12.0,2231.0,-9,98.24711608886719,47.12891782760585,117.0,1
3,69500,VEV_5300,-1,12,40.0,2711.0,-4,57.54026794433594,39.73381327292995,164.0,1
3,69800,VEV_5400,1,12,13.0,2555.0,3,87.24948120117188,48.8571717386185,37.5,1
3,70300,VEV_4000,1,4,1257.0,-2473.0,-2,-336.628662109375,27.363704345409083,2504.0,1
3,70500,VEV_4000,1,12,1267.0,-17677.0,10,-283.289794921875,35.271386251366174,12565.0,1
3,70800,VEV_5300,1,12,41.0,-18169.0,8,64.814208984375,38.072144328182056,320.0,1
3,70900,VEV_5400,-1,12,12.0,-18025.0,-9,70.21961975097656,51.976080078705444,112.5,1
3,71700,VEV_5400,1,12,14.0,-18193.0,3,89.06446838378906,54.22538573854874,40.5,1
3,72300,VEV_4000,-1,8,1254.0,-8161.0,2,-276.1514892578125,35.32316237632925,2529.0,1
3,74200,VEV_4000,-1,12,1248.0,6815.0,-10,-293.4464111328125,35.454243270509075,12585.0,1
3,76000,VEV_5300,-1,12,40.0,7295.0,-4,77.1295166015625,41.155044052152014,164.0,1
3,76300,VEV_4000,1,10,1269.0,-5395.0,0,-243.2891845703125,36.08456448108332,0.0,1
3,78400,VEV_5400,-1,12,12.0,-5251.0,-9,93.8232421875,46.176493020963115,112.5,1
3,78600,VEV_5300,1,12,42.0,-5755.0,8,62.819366455078125,37.95548229898358,328.0,1
3,80900,VEV_5300,-1,12,42.0,-5251.0,-4,99.54008483886719,30.890948263964006,172.0,1
3,82900,VEV_5300,1,12,43.0,-5767.0,8,75.52044677734375,37.60372524302704,336.0,1
3,83000,VEV_5300,-1,9,41.0,-5398.0,-1,95.06285095214844,33.5854757976128,159.0,1
3,83000,VEV_5400,1,12,14.0,-5566.0,3,104.4642333984375,40.87755516717797,81.0,1
3,83700,VEV_5400,-1,12,12.0,-5422.0,-9,99.04058837890625,48.296798298751334,112.5,1
3,84700,VEV_5400,1,12,12.0,-5566.0,3,109.12974548339844,62.40260870866545,34.5,1
3,85500,VEV_5400,-1,12,10.0,-5446.0,-9,83.66404724121094,57.17017003584755,99.0,1
3,86000,VEV_5300,1,12,38.0,-5902.0,11,64.54045104980469,39.19724588922086,407.0,1
3,86700,VEV_5300,-1,12,36.0,-5470.0,-1,86.82197570800781,39.940783544238506,37.0,1
3,87000,VEV_5400,1,12,12.0,-5614.0,3,73.82608032226562,54.59806713912274,33.0,1
3,89200,VEV_5300,1,9,37.0,-5947.0,8,55.55438232421875,35.09406584888718,292.0,1
3,89700,VEV_5300,-1,12,36.0,-5515.0,-4,78.98379516601562,35.7719106499516,148.0,1
3,90500,VEV_5400,-1,12,10.0,-5395.0,-9,78.54524230957031,60.16198525075978,99.0,1
3,91500,VEV_5400,1,12,12.0,-5539.0,3,79.72842407226562,47.96941152342811,34.5,1
3,91900,VEV_5300,1,12,41.0,-6031.0,8,92.31501770019531,33.683236797589004,320.0,1
3,93100,VEV_5300,-1,12,40.0,-5551.0,-4,53.505828857421875,38.454660225966514,164.0,1
3,93500,VEV_5400,-1,12,12.0,-5407.0,-9,76.14604187011719,45.63307200395721,112.5,1
3,93800,VEV_5300,1,12,42.0,-5911.0,8,51.35243225097656,41.2000998603182,328.0,1
3,94600,VEV_5400,1,12,12.0,-6055.0,3,98.86796569824219,60.15062563779921,34.5,1
3,94800,VEV_5400,-1,12,12.0,-5911.0,-9,71.4693603515625,66.62243002121674,112.5,1
3,97300,VEV_5300,-1,12,38.0,-5455.0,-4,58.128326416015625,40.15936316388754,156.0,1
3,98200,VEV_5300,1,12,41.0,-5947.0,8,75.75831604003906,36.84373688577163,320.0,1
3,99100,VEV_5300,-1,12,39.0,-5479.0,-4,75.65092468261719,37.22290252517247,160.0,1
3,101300,VEV_5400,1,12,13.0,-5635.0,3,68.68409729003906,53.16338625927406,36.0,1
3,103100,VEV_5400,-1,12,11.0,-5503.0,-9,75.97816467285156,70.08946931630805,103.5,1
3,103300,VEV_5400,1,12,12.0,-5647.0,3,83.10931396484375,67.60974614088282,34.5,1
3,103400,VEV_5400,-1,12,11.0,-5515.0,-9,67.92042541503906,63.41280176126636,103.5,1
3,103600,VEV_5400,1,12,12.0,-5659.0,3,78.77790832519531,56.19859980402597,34.5,1
3,104100,VEV_5400,-1,12,11.0,-5527.0,-9,81.26779174804688,49.39480827389599,103.5,1
3,104700,VEV_5300,1,12,39.0,-5995.0,8,76.71047973632812,34.23564954903974,304.0,1
3,105000,VEV_5300,-1,8,38.0,-5691.0,0,121.63470458984375,31.328267134048666,0.0,1
3,107900,VEV_5400,1,12,13.0,-5847.0,3,69.64114379882812,50.92426904910034,37.5,1
3,114400,VEV_5400,-1,12,9.0,-5739.0,-9,71.28507995605469,70.83380681733665,85.5,1
3,120200,VEV_5400,1,12,11.0,-5871.0,3,85.9091796875,56.14951022302405,31.5,1
3,130800,VEV_5400,-1,12,10.0,-5751.0,-9,58.738372802734375,60.01081391340719,94.5,1
3,133100,VEV_5400,1,12,12.0,-5895.0,3,35.94557189941406,58.37899546962136,34.5,1
3,138400,VEV_5400,-1,12,10.0,-5775.0,-9,74.91392517089844,51.73467318003984,94.5,1
3,140200,VEV_5400,1,12,11.0,-5907.0,3,124.61065673828125,37.76797946064541,31.5,1
3,140300,VEV_5400,-1,12,10.0,-5787.0,-9,125.41128540039062,37.292968975016436,94.5,1
3,141400,VEV_5400,1,12,10.0,-5907.0,3,76.20683288574219,58.61444488816675,28.5,1
3,144800,VEV_5400,-1,12,10.0,-5787.0,-9,33.04804992675781,66.81440245815094,94.5,1
3,145800,VEV_5400,1,12,11.0,-5919.0,3,66.86665344238281,51.19222328445804,31.5,1
3,151400,VEV_5400,-1,12,9.0,-5811.0,-9,83.99391174316406,54.67441275224532,90.0,1
3,151900,VEV_5400,1,12,11.0,-5943.0,3,76.76577758789062,75.20167315946685,30.0,1
3,152700,VEV_5400,-1,12,10.0,-5823.0,-9,59.93220520019531,64.68731272127164,94.5,1
3,153200,VEV_5400,1,12,11.0,-5955.0,3,70.17750549316406,63.605282303050494,30.0,1
3,154800,VEV_5400,-1,12,10.0,-5835.0,-9,64.34909057617188,62.620596647548815,94.5,1
3,159600,VEV_5400,1,8,9.0,-5907.0,-1,79.26068115234375,86.57020701951906,8.5,1
3,167300,VEV_5400,1,12,10.0,-6027.0,11,81.86018371582031,79.06345248843246,104.5,1
3,168000,VEV_5400,-1,12,10.0,-5907.0,-1,60.799285888671875,69.71442233700633,10.5,1
3,168100,VEV_5400,1,12,11.0,-6039.0,11,66.52137756347656,77.01993263699072,110.0,1
3,182900,VEV_5400,-1,6,11.0,-5973.0,5,58.07313537597656,72.92098396019507,57.5,1
3,183700,VEV_5400,-1,12,10.0,-5853.0,-7,68.06089782714844,63.54069526561342,73.5,1
3,186600,VEV_5400,1,12,11.0,-5985.0,5,84.84939575195312,53.55063966541067,52.5,1
3,188000,VEV_5400,-1,12,11.0,-5853.0,-7,77.18809509277344,58.09351451946142,80.5,1
3,190700,VEV_5400,1,12,12.0,-5997.0,5,57.2586669921875,87.47566646475411,57.5,1
3,198500,VEV_5400,-1,12,9.0,-5889.0,-7,74.72900390625,83.25519055137262,66.5,1
3,199000,VEV_5400,1,12,10.0,-6009.0,5,70.3184814453125,63.19268203444806,47.5,1
3,200800,VEV_5400,-1,12,8.0,-5913.0,-7,96.72645568847656,60.26093468362897,63.0,1
3,201000,VEV_5400,1,12,10.0,-6033.0,5,89.31752014160156,63.62919912173863,47.5,1
3,205700,VEV_5400,-1,12,9.0,-5925.0,-7,97.93084716796875,45.72123264761971,66.5,1
3,207400,VEV_5400,1,12,9.0,-6033.0,5,62.70097351074219,94.41639754468481,42.5,1
3,208000,VEV_5400,-1,12,8.0,-5937.0,-7,43.13923645019531,99.60943109895574,63.0,1
3,215200,VEV_5400,1,12,9.0,-6045.0,5,82.75886535644531,50.73105242964997,42.5,1
3,215500,VEV_5400,-1,12,8.0,-5949.0,-7,91.28021240234375,47.97551865824876,59.5,1
3,219600,VEV_5400,1,12,10.0,-6069.0,5,53.22308349609375,60.226220207794896,45.0,1
3,221000,VEV_5400,-1,12,8.0,-5973.0,-7,46.852142333984375,65.82006784074663,59.5,1
3,223100,VEV_5400,1,12,9.0,-6081.0,5,24.647598266601562,82.77782939125782,42.5,1
3,228600,VEV_5400,-1,12,9.0,-5973.0,-7,104.74606323242188,52.40051346782965,70.0,1
3,230900,VEV_5400,1,12,11.0,-6105.0,5,73.57545471191406,60.209468857475095,50.0,1
3,233200,VEV_5400,-1,12,8.0,-6009.0,-7,44.682373046875,81.26433796718865,63.0,1
3,237700,VEV_5400,1,12,9.0,-6117.0,5,97.87600708007812,45.1724881914194,42.5,1
3,239200,VEV_5400,-1,12,7.0,-6033.0,-7,32.26100158691406,106.52575471369617,56.0,1
3,244900,VEV_5400,1,12,9.0,-6141.0,5,63.874664306640625,89.89129408628108,42.5,1
3,245600,VEV_5400,-1,12,8.0,-6045.0,-7,41.7783203125,76.2905333601644,63.0,1
3,245900,VEV_5400,1,12,10.0,-6165.0,5,60.20634460449219,70.2211640658658,47.5,1
3,246100,VEV_5400,-1,12,9.0,-6057.0,-7,54.40130615234375,62.008466848764925,66.5,1
3,250700,VEV_5400,1,12,10.0,-6177.0,5,65.87832641601562,51.34496252008555,47.5,1
3,251900,VEV_5400,-1,12,9.0,-6069.0,-7,100.61149597167969,40.27287969156308,66.5,1
3,254400,VEV_5400,1,12,10.0,-6189.0,5,81.90570068359375,56.6837944911914,47.5,1
3,254700,VEV_5400,-1,12,9.0,-6081.0,-7,78.40959167480469,53.16362476124418,66.5,1
3,256800,VEV_5400,1,6,9.0,-6135.0,-1,69.47605895996094,83.87571819108011,8.5,1
3,257500,VEV_5400,1,12,10.0,-6255.0,11,71.54754638671875,70.32689306710135,99.0,1
3,262600,VEV_5400,-1,12,8.0,-6159.0,-1,91.88816833496094,47.78955203236058,8.5,1
3,268500,VEV_5400,1,12,10.0,-6279.0,11,108.70126342773438,43.320846319607654,104.5,1
3,276800,VEV_5400,-1,12,8.0,-6183.0,-1,71.54461669921875,70.27430074314364,9.0,1
3,278900,VEV_5400,1,9,10.0,-6273.0,8,100.46173095703125,48.95525559022628,76.0,1
3,284200,VEV_5400,-1,12,9.0,-6165.0,-4,110.26593017578125,42.05625559078037,38.0,1
3,287900,VEV_5400,1,12,10.0,-6285.0,8,82.90959167480469,54.41029550936478,76.0,1
3,289600,VEV_5400,-1,12,8.0,-6189.0,-4,73.13101196289062,86.58982054446972,34.0,1
3,290100,VEV_5400,1,12,9.0,-6297.0,8,70.43328857421875,62.0374170497801,68.0,1
3,290400,VEV_5400,-1,12,8.0,-6201.0,-4,78.83660888671875,59.20312494711421,34.0,1
3,297100,VEV_5400,1,12,8.0,-6297.0,8,70.43405151367188,72.81742053180587,60.0,1
3,297400,VEV_5400,-1,12,7.0,-6213.0,-4,73.34988403320312,59.18717207997179,30.0,1
3,298000,VEV_5400,1,12,8.0,-6309.0,8,89.21835327148438,48.83677286721253,60.0,1
3,306500,VEV_5400,-1,12,7.0,-6225.0,-4,102.4024658203125,43.90846369367569,30.0,1
3,309700,VEV_5400,1,12,8.0,-6321.0,8,75.49749755859375,61.47628487378567,56.0,1
3,315700,VEV_5400,-1,12,7.0,-6237.0,-4,93.17634582519531,61.384152096353446,30.0,1
3,320800,VEV_5400,1,12,8.0,-6333.0,8,146.5681610107422,47.45314265470829,56.0,1
3,327400,VEV_5400,-1,12,7.0,-6249.0,-4,89.64598083496094,62.36096161279684,30.0,1
3,330500,VEV_5400,1,12,10.0,-6369.0,8,45.48316955566406,66.64410576350853,72.0,1
3,332500,VEV_5400,-1,12,8.0,-6273.0,-4,81.30032348632812,67.66373424981377,34.0,1
3,338200,VEV_5400,1,12,8.0,-6369.0,8,98.05723571777344,46.1158814000039,60.0,1
3,343600,VEV_5400,-1,12,7.0,-6285.0,-4,81.03207397460938,57.61867569353235,30.0,1
3,344800,VEV_5400,1,12,9.0,-6393.0,8,75.79322814941406,52.71635954197924,64.0,1
3,345500,VEV_5400,-1,9,8.0,-6321.0,-1,62.066162109375,62.38018463838048,8.5,1
3,349400,VEV_5400,1,12,7.0,-6405.0,11,87.4747314453125,52.25907060978397,71.5,1
3,352400,VEV_5400,-1,12,6.0,-6333.0,-1,86.89663696289062,50.729345332659825,6.5,1
3,355200,VEV_5400,1,12,6.0,-6405.0,11,89.73878479003906,49.00749948137339,60.5,1
3,356100,VEV_5400,-1,12,6.0,-6333.0,-1,58.16363525390625,100.51601370631109,6.5,1
3,359800,VEV_5400,1,12,7.0,-6417.0,11,100.86785888671875,46.942333082740184,71.5,1
3,364400,VEV_5400,-1,12,6.0,-6345.0,-1,101.74949645996094,57.5888889517011,6.5,1
3,365600,VEV_5400,1,12,7.0,-6429.0,11,105.56214904785156,45.66731482790802,71.5,1
3,366100,VEV_5400,-1,12,6.0,-6357.0,-1,86.40715026855469,60.701785646264995,7.0,1
3,366300,VEV_5400,1,12,7.0,-6441.0,11,64.40058898925781,67.16190872235515,71.5,1
3,369900,VEV_5400,-1,12,7.0,-6357.0,-1,37.21873474121094,61.44579713810256,7.5,1
3,372600,VEV_5400,1,12,8.0,-6453.0,11,101.954833984375,47.265327729877455,82.5,1
3,373800,VEV_5400,-1,12,8.0,-6357.0,-1,78.4244384765625,50.40315819681878,8.5,1
3,377500,VEV_5400,1,12,9.0,-6465.0,11,99.87309265136719,45.711286947103915,93.5,1
3,379500,VEV_5400,-1,12,9.0,-6357.0,-1,91.12669372558594,46.771442629419845,9.5,1
3,379600,VEV_5400,1,12,10.0,-6477.0,11,90.18020629882812,45.4583380763298,104.5,1
3,384200,VEV_5400,-1,10,9.0,-6387.0,1,100.00065612792969,53.41924370417906,9.5,1
3,386900,VEV_5400,-1,5,9.0,-6342.0,-4,45.26641845703125,71.28733585927375,38.0,1
3,387800,VEV_5400,1,5,9.0,-6387.0,1,61.53843688964844,78.89169829593448,8.5,1
3,395700,VEV_5400,-1,12,9.0,-6279.0,-11,120.1949462890625,43.42777346529118,110.0,1
3,397800,VEV_5400,1,12,11.0,-6411.0,1,94.72984313964844,50.09650691121792,10.0,1
