a,b,category_a,category_b,same_category,return_corr_mean,return_corr_min,return_corr_max,return_corr_std,price_corr_mean,price_corr_min
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_STRAWBERRY,galaxy,snack,False,0.01968501832198528,0.001640051200489055,0.03828559563755881,0.014965638616246562,-0.008094493665385468,-0.2790403973193379
UV_VISOR_ORANGE,UV_VISOR_RED,visor,visor,True,0.01960034924775954,0.004885129497897953,0.029076665825852915,0.01054805471193823,0.07545784870304634,-0.07189272531929408
SLEEP_POD_SUEDE,SNACKPACK_RASPBERRY,sleep,snack,False,0.01939313254715453,0.013054868171946309,0.028191974947574586,0.00641996020485119,0.12005338331756764,-0.01907790283032649
SNACKPACK_PISTACHIO,UV_VISOR_AMBER,snack,visor,False,0.01903927742194599,0.011672875515619503,0.02502076699279771,0.005536547561693675,0.25799212081897416,-0.33805326845630274
SNACKPACK_CHOCOLATE,TRANSLATOR_GRAPHITE_MIST,snack,translator,False,0.01902285684606507,0.006239311000049276,0.0290992131810928,0.00952681962384868,0.09727815128456073,-0.38937347231889385
GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_YELLOW,galaxy,visor,False,0.018969973234635132,0.006170144016404758,0.03335321132377325,0.011153778875298526,-0.23739089303708338,-0.6951363006086168
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_CHOCOLATE,galaxy,snack,False,0.018805325967203877,0.01279897837196201,0.024211112471504488,0.004678297866706755,-0.2991749652385964,-0.4309533798550063
PANEL_1X2,SNACKPACK_VANILLA,panel,snack,False,0.018339138878980695,0.01170867051063778,0.026151883455289293,0.005955385955311296,0.4759784261068319,0.20754099778853163
SNACKPACK_VANILLA,UV_VISOR_MAGENTA,snack,visor,False,0.017919121932105393,0.015458845253223741,0.021032943628298967,0.00232206574569484,0.27803805579488167,-0.3088975107207424
OXYGEN_SHAKE_GARLIC,SNACKPACK_CHOCOLATE,oxygen,snack,False,0.017887447266771533,0.004612990059428334,0.026926914360166334,0.009589200883413833,-0.2746696405119991,-0.5188831523870715
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,galaxy,panel,False,0.01787191819058007,0.008993263446819283,0.03101821245233379,0.00948451913964821,0.14499823633634537,-0.7965527653625236
SNACKPACK_STRAWBERRY,UV_VISOR_ORANGE,snack,visor,False,0.017850405606636897,0.0038583462763534327,0.03863696914231411,0.014989154249234473,0.10975653170209915,-0.36677653753797
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,translator,translator,True,0.0177219313329367,0.010975103984161861,0.02944406683931439,0.008320293091134995,-0.6393961447130135,-0.7035597147569114
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_CHOCOLATE,galaxy,snack,False,0.01764424556613206,0.015243478628982229,0.01903293987004617,0.0017045473271204055,-0.08214932087508263,-0.516643572132736
SNACKPACK_PISTACHIO,TRANSLATOR_VOID_BLUE,snack,translator,False,0.017404163157896422,0.00984379393744254,0.024843205327808923,0.00612408500399627,-0.008460615520072495,-0.2087484776945546
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_CHOCOLATE,oxygen,snack,False,0.01739186828302101,0.003165233908780402,0.0331359132946859,0.012282434801919675,-0.29280591536921596,-0.49406564179282486
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,galaxy,visor,False,0.017369767452416928,0.008090177888343549,0.032619155560386665,0.01086727679473037,0.7220419084799397,0.4487246762054241
OXYGEN_SHAKE_GARLIC,SLEEP_POD_POLYESTER,oxygen,sleep,False,0.01730519367697388,0.013284670422614145,0.0219799118422573,0.003579830915241511,0.1417861143321514,-0.68730420013138
SNACKPACK_VANILLA,TRANSLATOR_SPACE_GRAY,snack,translator,False,0.017242476105977168,0.005029971796028457,0.029282240230745497,0.009901700542030654,-0.014263133079230625,-0.48788013109456285
SNACKPACK_STRAWBERRY,TRANSLATOR_ECLIPSE_CHARCOAL,snack,translator,False,0.017076436985056825,0.006577846819385674,0.03249489989163671,0.011137841527199717,0.2555795607993215,0.19093929260281442
SLEEP_POD_COTTON,SNACKPACK_PISTACHIO,sleep,snack,False,0.017053237116814546,0.007502248699251065,0.02403262039433251,0.006989189835816398,-0.1570027692043926,-0.7811424404901144
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,oxygen,snack,False,0.01698791908390244,0.007789809662955501,0.025190457949960634,0.007138581126495413,-0.025139615601167207,-0.3789723160427241
OXYGEN_SHAKE_MINT,SNACKPACK_RASPBERRY,oxygen,snack,False,0.016900896513390953,0.005137155902690528,0.035822178876584426,0.013510871219900663,0.25590274218830134,0.02509170720060442
SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,snack,snack,True,0.01671607198047445,0.0011285834731346684,0.0334476014744254,0.013218959955967875,-0.20397925798239194,-0.3799392268012269
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_PISTACHIO,galaxy,snack,False,0.016597895720304727,0.0011041656894236398,0.02574045304416195,0.011014829692196585,-0.3087894662711656,-0.5965027358046523
SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,snack,translator,False,0.016562980194299946,0.015871034924418555,0.017421666768528576,0.0006439289691281049,-0.07082911282623523,-0.2689287603136937
SLEEP_POD_NYLON,SNACKPACK_CHOCOLATE,sleep,snack,False,0.01634133907851418,0.012621030458438669,0.021687728682645853,0.0038759393439734675,-0.12171290235913922,-0.2889485031873949
PANEL_4X4,SNACKPACK_VANILLA,panel,snack,False,0.01631355937664481,0.009607774595989526,0.025827755066530796,0.006913143061950889,6.6792442538266e-05,-0.7684283050986722
SNACKPACK_VANILLA,TRANSLATOR_VOID_BLUE,snack,translator,False,0.01630137168811954,0.008541198729227319,0.025155088067595553,0.006826527064640946,0.439449004809799,0.21092949681883785
SNACKPACK_VANILLA,UV_VISOR_ORANGE,snack,visor,False,0.01621780022166007,0.009116064346611132,0.030238229482536363,0.009914222229795008,-0.0716336093529469,-0.34233091649321257
SNACKPACK_PISTACHIO,UV_VISOR_YELLOW,snack,visor,False,0.016164599424847666,0.009757418020881726,0.02439474528087145,0.00611311360241841,-0.03315069129060629,-0.4745465265966864
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_GARLIC,galaxy,oxygen,False,0.01613428155213625,0.012469684572901766,0.019126696280313323,0.0027589639301896273,0.6436793893908265,0.4862678496970946
OXYGEN_SHAKE_MINT,SLEEP_POD_NYLON,oxygen,sleep,False,0.016080187986806178,0.008103121810602673,0.029053147025366315,0.009253651468255384,0.10564304689638582,-0.3122377852529526
SNACKPACK_CHOCOLATE,UV_VISOR_YELLOW,snack,visor,False,0.015946145203134778,0.006880049245950464,0.03135846065202513,0.010954573858102801,-0.044291451620496934,-0.3892102916902055
PANEL_1X4,UV_VISOR_AMBER,panel,visor,False,0.015923685633174835,0.010761211568029113,0.024319644992098703,0.005988842380490658,0.2349780823238362,-0.5177963694664394
SNACKPACK_RASPBERRY,TRANSLATOR_GRAPHITE_MIST,snack,translator,False,0.015913228075499133,0.011050961692923847,0.0200871483748728,0.0037209795023579613,-0.017307514194616253,-0.36888692054726446
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,galaxy,visor,False,0.015894308746037155,-0.0007178035175807242,0.032523501156463464,0.01357071118025186,-0.23540733620333718,-0.7117352990956834
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_AMBER,oxygen,visor,False,0.015820512835574948,0.011057709213229508,0.020218739645873535,0.003748849319979771,0.1729394060176608,-0.6128461079187272
OXYGEN_SHAKE_MINT,SNACKPACK_PISTACHIO,oxygen,snack,False,0.015752753532951184,0.0014709818068930987,0.028182883504314735,0.010983407363351181,-0.14247300403417132,-0.4911488742617736
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_VANILLA,oxygen,snack,False,0.015548607506085917,0.006576849934510007,0.028939716113142666,0.009649609443287062,-0.012973547408059838,-0.19846842543023901
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_PISTACHIO,galaxy,snack,False,0.015485228887686683,0.010606164141124932,0.01798623578859687,0.003450384878860473,0.009149386058079953,-0.6194294564754215
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_SQUARE,galaxy,microchip,False,0.01547663304022783,8.434239406677784e-05,0.0249024672468058,0.010975238255139533,0.051710148457829286,-0.45514232440502045
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_CHOCOLATE,galaxy,snack,False,0.015438248357812068,0.008857823709626903,0.021901196177704908,0.00532558240565562,-0.28191717555197643,-0.5297571206507821
MICROCHIP_OVAL,ROBOT_IRONING,microchip,robot,False,0.015362842126827828,0.009035164146213815,0.02711490926038068,0.008318144589197784,0.5061115664082063,0.121920342905133
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_GRAPHITE_MIST,galaxy,translator,False,0.015221514974456276,0.008082866540768693,0.024301778973995745,0.006762183246227534,-0.3438731080574354,-0.70969489942895
PANEL_1X2,SLEEP_POD_COTTON,panel,sleep,False,0.015218510941131603,0.007478804536034819,0.021089490303955537,0.005711497021339868,-0.1707054713372115,-0.6816231547140555
SNACKPACK_CHOCOLATE,UV_VISOR_AMBER,snack,visor,False,0.01519375683283681,0.0008152650644104662,0.023860617942956512,0.010238460688562477,0.40295045974859334,0.2596819889372698
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,sleep,translator,False,0.014982290259133835,0.010761176847428475,0.022845383694391763,0.005565071287295165,0.20407398906728888,-0.5158078971613547
SLEEP_POD_COTTON,SNACKPACK_CHOCOLATE,sleep,snack,False,0.014778370160698462,0.009096358076351542,0.02325384005097882,0.006107979963437006,-0.30338042841699825,-0.6106372025482886
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_CHOCOLATE,galaxy,snack,False,0.014678773111195401,0.007989919292348309,0.020362624303372368,0.005100880971764607,-0.05618726813771704,-0.5344358550607283
PEBBLES_M,PEBBLES_XS,pebbles,pebbles,True,0.014621064679769724,0.004305062424005031,0.02598740993798949,0.00888288480717842,-0.1780168923388038,-0.8289302110515998
SNACKPACK_RASPBERRY,UV_VISOR_YELLOW,snack,visor,False,0.014594791987439576,0.012614891620012903,0.015929975540443054,0.001428096676926701,-0.30761502448805905,-0.3771035023480342
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_MAGENTA,galaxy,visor,False,0.01453829777095475,0.001314650868651358,0.027899950070518112,0.010853841640342492,0.2907725855738883,-0.058175713070528566
SLEEP_POD_POLYESTER,UV_VISOR_RED,sleep,visor,False,0.014466928963428242,-0.006203930011964743,0.034039995647433846,0.016447841784584225,-0.055910875943892935,-0.4004909752542079
SLEEP_POD_SUEDE,UV_VISOR_AMBER,sleep,visor,False,0.01440507316609526,0.009989260743132366,0.017495894958961283,0.0032045893590231635,-0.43033949879396,-0.7286069927715282
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_VOID_BLUE,galaxy,translator,False,0.014389584613300468,0.0111794230920796,0.019095409200504374,0.0034003396911095845,0.3996528009917735,-0.07141208343034032
SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,snack,snack,True,0.014377740702486973,0.0024868384597479597,0.025654035670119296,0.009467948148816612,0.08211764105890966,-0.12919403917266192
PANEL_1X4,SNACKPACK_CHOCOLATE,panel,snack,False,0.01434476655886624,0.005287142208149664,0.019968855742953064,0.006466841108551106,0.28781891357282025,-0.1930233205822684
GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X4,galaxy,panel,False,0.014309323391296128,-0.0010411520502358904,0.026476483026093088,0.011457317449052947,0.11385925580289576,-0.7750519436287264
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_RASPBERRY,oxygen,snack,False,0.014249094358846215,0.01129891505685415,0.018042651547448538,0.0028169676555190766,-0.16502406436143824,-0.4566779649190336
SLEEP_POD_POLYESTER,UV_VISOR_MAGENTA,sleep,visor,False,0.014109561860788586,0.012883222827049273,0.015521814837043919,0.0010851927461111176,0.37741111940443184,0.11444956092346288
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_PISTACHIO,galaxy,snack,False,0.014057026771321418,0.006511228300325731,0.01808532673629843,0.005339758762108962,-0.16577195554352053,-0.7680654573505891
TRANSLATOR_ASTRO_BLACK,UV_VISOR_YELLOW,translator,visor,False,0.014018484932410804,0.010818070267566449,0.02021907498228651,0.004385241283157117,0.17497053670667362,-0.20369030055039083
PANEL_2X4,UV_VISOR_ORANGE,panel,visor,False,0.013952608747132616,0.00647884282009289,0.021843683676416616,0.0062796068739772925,-0.07144674050900009,-0.42717241313669063
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_GARLIC,galaxy,oxygen,False,0.013945707193217504,0.0045142673779075175,0.027695822617189315,0.009944323174139983,0.16515875170572777,-0.8023517190325354
PANEL_1X2,SNACKPACK_STRAWBERRY,panel,snack,False,0.013830170386549809,0.0018144281716182807,0.02145503929306298,0.008598380762829316,-0.19493791578154196,-0.6491939652354185
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_MAGENTA,translator,visor,False,0.01382844030454698,-7.021988064670205e-06,0.026101517829730404,0.010715868217289303,0.18125327063067406,-0.6303524641588476
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ASTRO_BLACK,galaxy,translator,False,0.013792997173670584,0.004493472233243176,0.02039616486289717,0.006766420276526839,-0.13173583766647898,-0.723624876983885
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_STRAWBERRY,galaxy,snack,False,0.013754096083417572,0.009092717221353339,0.016157687531466444,0.003296630034430063,0.40437563304805524,0.2524010289909644
ROBOT_DISHES,UV_VISOR_RED,robot,visor,False,0.013735937561280496,0.008601897842933809,0.021936584750467863,0.005859836730697761,0.027211829226210276,-0.5435845101732381
SNACKPACK_VANILLA,UV_VISOR_AMBER,snack,visor,False,0.013710860958397261,0.006713852953683954,0.025143758043925744,0.008151612697775475,-0.3713767979068578,-0.4732876588692985
ROBOT_VACUUMING,SNACKPACK_PISTACHIO,robot,snack,False,0.013708131592406627,0.007241093214274988,0.02065634144105129,0.0054873105576735215,0.17823729115769335,-0.03028422782732838
ROBOT_IRONING,UV_VISOR_AMBER,robot,visor,False,0.013695472105015163,0.005402398290486011,0.02021460838790918,0.006175787818416855,0.43066648337950014,0.132365898571472
OXYGEN_SHAKE_GARLIC,PANEL_1X2,oxygen,panel,False,0.013664520964054941,0.004249211561382376,0.023364274230093084,0.007806283214639311,0.09930484088413365,-0.8385399978838918
TRANSLATOR_ASTRO_BLACK,UV_VISOR_MAGENTA,translator,visor,False,0.013495658200742132,-0.003208605757104763,0.03105557967668247,0.01400137405641417,-0.26335886090438,-0.40002167801041266
SNACKPACK_STRAWBERRY,UV_VISOR_AMBER,snack,visor,False,0.013430285156834386,0.0012526349250848543,0.021585004847180678,0.008774557700836091,-0.4615831402390807,-0.7716698495677374
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_RASPBERRY,galaxy,snack,False,0.013406314031812125,0.008456228042308608,0.016684663481376677,0.0035611622389282935,0.1819671393888682,-0.28603011651254184
SNACKPACK_CHOCOLATE,TRANSLATOR_ECLIPSE_CHARCOAL,snack,translator,False,0.013267491042431709,0.008003581248951546,0.018965818156518283,0.004485844276591028,0.19395500152054326,-0.22435528445351885
PANEL_1X2,ROBOT_LAUNDRY,panel,robot,False,0.013174427198408013,0.002653516208076142,0.01872326724987549,0.0074431329291805475,-0.3434723963026409,-0.7434742834167558
PANEL_1X2,UV_VISOR_RED,panel,visor,False,0.013172210423313457,0.007422042189680534,0.0186120001165851,0.004573550096676263,0.1595527329970335,-0.16708107691650093
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,galaxy,galaxy,True,0.013171737010461539,0.0003787245684614823,0.02681736759599048,0.01081035551553179,-0.29689812716171304,-0.6345972831231721
SLEEP_POD_POLYESTER,SNACKPACK_CHOCOLATE,sleep,snack,False,0.013152753121763993,0.008234462506446102,0.01790890472104856,0.003951238188746301,-0.14377329630788294,-0.3836499946458148
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_YELLOW,oxygen,visor,False,0.013113794169839266,0.007822336429971457,0.02080377399246688,0.0055644173958799194,-0.12264331311073433,-0.929714541389356
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,galaxy,oxygen,False,0.013083933657594951,0.00505590370272981,0.01849357018186209,0.005789916995326037,-0.4380955409305962,-0.9487633595254495
PEBBLES_XS,SNACKPACK_CHOCOLATE,pebbles,snack,False,0.013047938435441,0.006442802958846049,0.019872642728820947,0.005484906982546324,0.3914931721039166,0.048636341790756356
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_CHOCOLATE,galaxy,oxygen,False,0.01292341030349898,0.006655513996825502,0.02153059226939558,0.006293974973488896,0.22984597957803557,-0.19633542350914115
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_EVENING_BREATH,galaxy,oxygen,False,0.012893804481902743,0.007182480086829321,0.016714657927840743,0.00411469026013794,-0.10298875605546387,-0.8621168470686008
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_ASTRO_BLACK,galaxy,translator,False,0.012884168041718406,0.0032089841736508964,0.018705977438284914,0.0068884236791029695,-0.16056913576141693,-0.5335617387410739
ROBOT_IRONING,TRANSLATOR_ECLIPSE_CHARCOAL,robot,translator,False,0.012870179244299345,0.008068537680362673,0.019985486897172947,0.0051327840228172,0.6507337993970241,0.40371718725228906
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MORNING_BREATH,oxygen,oxygen,True,0.012868922810660682,0.0014706547424951483,0.02416175819048734,0.009263904179149615,-0.10926182489116254,-0.25683205863770003
PANEL_2X4,UV_VISOR_YELLOW,panel,visor,False,0.012782258687650622,0.0043476479818092915,0.01809060880366203,0.006030332881601569,-0.023747012473487834,-0.8929392698689878
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_LAUNDRY,oxygen,robot,False,0.012768165059208733,0.006269587797829718,0.016963754249900317,0.004659693449605495,0.18988830675054982,-0.1960702419456848
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_MAGENTA,oxygen,visor,False,0.012653263944254476,0.0030850170930084085,0.02769828143620264,0.010768765261784705,-0.08179505316983564,-0.7112532640492095
PANEL_2X4,UV_VISOR_MAGENTA,panel,visor,False,0.012635954315053514,0.003911690128457658,0.020372121065088306,0.006756167506459103,0.42837476722234924,0.003565842297413815
SLEEP_POD_POLYESTER,SNACKPACK_PISTACHIO,sleep,snack,False,0.012629006968262727,0.009040179724356098,0.01914191084393154,0.004613307635840977,0.038209172545888036,-0.39674368719665726
PANEL_2X4,SNACKPACK_PISTACHIO,panel,snack,False,0.012606267187099363,0.006596399134161616,0.016580063342096926,0.0043226210670832925,-0.36433563857878454,-0.5704790059432805
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_LAUNDRY,galaxy,robot,False,0.012591436630982174,-0.0015258518981520668,0.020080928116242694,0.009988627062437833,-0.35207863150434165,-0.7268582501098004
ROBOT_IRONING,SLEEP_POD_NYLON,robot,sleep,False,0.012579752289091655,-0.0002975891618193207,0.022344176299895054,0.00950193233146167,-0.29005651533291105,-0.6614173903950162
PANEL_2X4,TRANSLATOR_ASTRO_BLACK,panel,translator,False,0.012548046637379585,0.01131304169850986,0.013353434598193006,0.0008866524524468502,-0.4769077334341636,-0.6216755946213223
SNACKPACK_PISTACHIO,TRANSLATOR_SPACE_GRAY,snack,translator,False,0.012546595546846612,0.005210769888115821,0.017759762545615565,0.005338449464000376,0.030833350118147324,-0.7645220606242108
PEBBLES_M,PEBBLES_S,pebbles,pebbles,True,0.012487512942442743,0.00012511190731121923,0.025741079270864924,0.010476643154421697,-0.11726893383958396,-0.38623621161936056
MICROCHIP_CIRCLE,MICROCHIP_OVAL,microchip,microchip,True,0.012467942387997514,0.005057063208794806,0.02160833182097863,0.006866805538560554,0.09832291946260714,-0.9226622617307142
PANEL_2X2,SNACKPACK_CHOCOLATE,panel,snack,False,0.012465118517054286,0.005282677292979254,0.023299587025808536,0.007795521643707184,0.13239648487523506,0.09552867120450514
TRANSLATOR_SPACE_GRAY,UV_VISOR_AMBER,translator,visor,False,0.012426016648445436,0.010628031164097385,0.01590971043101796,0.002463769918868482,0.10645941749457745,-0.6423046120759596
SNACKPACK_RASPBERRY,UV_VISOR_AMBER,snack,visor,False,0.012418638705691184,0.007717530922022736,0.021274256746090986,0.006265842341468238,0.10815381659635497,-0.2316652126139467
ROBOT_IRONING,ROBOT_VACUUMING,robot,robot,True,0.012408780026592481,0.0010192780472874888,0.01913166585037485,0.0080972270043349,0.1810512940713825,-0.4558920742689547
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_CHOCOLATE,galaxy,oxygen,False,0.012383442813244785,0.008860930095079734,0.016552589413880874,0.00317322205364356,0.18387654815696797,-0.1850143106378423
OXYGEN_SHAKE_MINT,UV_VISOR_RED,oxygen,visor,False,0.012352514088124813,0.008402845837020303,0.019030977059526152,0.004748616204737321,-0.05123578179200985,-0.38411457443762786
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_PISTACHIO,galaxy,snack,False,0.01230339002995001,0.009120916660650775,0.014134707920676864,0.0022588701519765165,-0.17766523876251253,-0.43059065977560107
ROBOT_VACUUMING,UV_VISOR_RED,robot,visor,False,0.012291008915102923,0.005623365527381256,0.017348522986806062,0.004920312772768483,-0.18445824458785165,-0.3609398266508577
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_STRAWBERRY,oxygen,snack,False,0.01227207922177634,0.00495821433187527,0.018138192826334346,0.0054772222958211405,-0.10425807031700286,-0.25834647784214443
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,galaxy,snack,False,0.01222637522325041,0.007809148571945851,0.01692384277894304,0.0037263309787811576,-0.13881685513297257,-0.361496940183089
SNACKPACK_VANILLA,UV_VISOR_YELLOW,snack,visor,False,0.012218567471985594,-0.004816674707475907,0.026467821584593206,0.012922879560263409,-0.0031028924940181835,-0.6801576204691946
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_VANILLA,galaxy,snack,False,0.012207393924308836,0.006766434911060218,0.019426164549979422,0.0053190004844005006,0.055176995999021185,-0.49628320728759767
OXYGEN_SHAKE_MINT,UV_VISOR_YELLOW,oxygen,visor,False,0.012152163386279108,0.002406430503210424,0.024124115350588112,0.00900486895446989,-0.2569898487371725,-0.5798321318357476
PANEL_4X4,SLEEP_POD_NYLON,panel,sleep,False,0.01211693037331218,0.0065765377780800174,0.015067341541928844,0.003920411541467493,-0.15530942292833558,-0.8107432349142168
