day,category,product,mid_start,mid_end,net_move,ret_vol,abs_ret_mean,ret_ac1,mean_reversion_score,avg_spread,avg_top_depth,liquidity_score,jump_95,jump_99,trade_volume,trade_count,passive_mm_feasible,aggressive_feasible
2,panel,PANEL_2X2,10000.0,10111.5,111.5,9.862465588675851,7.847634763476347,-0.013521780374430758,0.013521780374430758,8.7079,22.5662,2.5914629244708824,19.0,25.01000000000022,562,229,True,True
2,panel,PANEL_2X4,10000.0,10738.0,738.0,10.637949502242561,8.493349334933493,-0.024138871356014332,0.024138871356014332,9.4145,21.738,2.3089914493600294,21.0,27.0,562,229,True,True
2,panel,PANEL_4X4,10000.0,9678.5,-321.5,10.103924990029757,8.038353835383539,0.0007088983635637922,-0.0007088983635637922,8.8933,22.0082,2.4746944328876794,20.0,26.0,562,229,True,True
2,pebbles,PEBBLES_L,10000.0,10103.0,103.0,15.030446943884376,12.005700570057005,0.0061876698541405975,-0.0061876698541405975,12.6451,24.8297,1.9635827316509953,29.5,39.0,754,212,True,True
2,pebbles,PEBBLES_M,10000.0,9014.5,-985.5,15.122444602618605,12.029052905290529,-0.0006480885665334082,0.0006480885665334082,12.5074,24.8297,1.9852007611493994,30.0,38.51000000000022,754,212,True,True
2,pebbles,PEBBLES_S,10000.0,9160.0,-840.0,14.976088328281557,11.943694369436944,0.014299435588753644,-0.014299435588753644,12.3986,24.8297,2.002621263691062,29.0,38.0,754,212,True,True
2,pebbles,PEBBLES_XL,10000.0,13674.5,3674.5,30.286335503094794,24.125062506250625,0.0008194626271941426,-0.0008194626271941426,14.6479,24.8297,1.6951030523146662,59.0,78.5,754,212,True,True
2,pebbles,PEBBLES_XS,10000.0,8048.5,-1951.5,15.176932219520733,12.129762976297629,-0.00806685567325037,0.00806685567325037,11.853,24.8297,2.09480300345904,29.5,39.0,754,212,True,True
2,robot,ROBOT_DISHES,10000.0,9921.0,-79.0,9.65282887522035,7.693069306930693,-0.0008802873953188951,0.0008802873953188951,6.9537,16.6713,2.397471849518961,19.0,25.0,562,229,False,True
2,robot,ROBOT_IRONING,10000.0,9510.0,-490.0,12.397260502492987,7.520752075207521,-0.1615503340299818,0.1615503340299818,6.8526,20.7574,3.0291276303884658,20.0,30.0,562,229,True,True
2,robot,ROBOT_LAUNDRY,10000.0,10252.0,252.0,10.324670686223728,8.264326432643264,0.002667577631371354,-0.002667577631371354,7.4533,15.4023,2.066507453074477,20.0,26.5,562,229,False,True
2,robot,ROBOT_MOPPING,10000.0,9820.5,-179.5,10.542585896117433,8.412791279127912,-0.018829178610653766,0.018829178610653766,7.629,15.0635,1.9745051776117446,20.5,27.0,562,229,False,True
2,robot,ROBOT_VACUUMING,10000.0,10064.0,64.0,9.752885260936628,7.763376337633764,-0.0071479597354630366,0.0071479597354630366,7.1303,16.3398,2.2916006339144217,19.0,25.0,562,229,False,True
2,sleep,SLEEP_POD_COTTON,10000.0,11123.0,1123.0,10.80219450803233,8.643764376437645,0.009381187604958778,-0.009381187604958778,9.4377,21.7471,2.304279644404887,21.0,27.5,562,229,True,True
2,sleep,SLEEP_POD_LAMB_WOOL,10000.0,10404.5,404.5,10.723872377911867,8.467696769676968,-0.008112389522775794,0.008112389522775794,9.465,21.7395,2.2968304278922345,21.0,28.01000000000022,562,229,True,True
2,sleep,SLEEP_POD_NYLON,10000.0,8877.0,-1123.0,9.543919325327185,7.594759475947595,-0.003512485493031603,0.003512485493031603,8.4758,23.4887,2.771266429127634,18.5,24.51000000000022,562,229,True,True
2,sleep,SLEEP_POD_POLYESTER,10000.0,11765.5,1765.5,10.822357151823727,8.648314831483148,0.006468924850714003,-0.006468924850714003,9.4038,21.7854,2.3166592228673513,21.0,27.0,562,229,True,True
2,sleep,SLEEP_POD_SUEDE,10000.0,11099.0,1099.0,10.303112937151461,8.218321832183218,-0.00027146302601977097,0.00027146302601977097,9.0625,21.9872,2.4261737931034486,20.0,27.0,562,229,True,True
2,snack,SNACKPACK_CHOCOLATE,10000.0,9915.5,-84.5,6.598409466766074,5.273477347734773,-0.023608882208046186,0.023608882208046186,16.6809,59.2298,3.5507556546709105,13.0,17.0,562,229,True,False
2,snack,SNACKPACK_PISTACHIO,10000.0,9511.0,-489.0,5.303628135342342,4.21002100210021,-0.034057720320209345,0.034057720320209345,16.1945,59.2298,3.6574022044521284,10.5,14.0,562,229,True,False
2,snack,SNACKPACK_RASPBERRY,10000.0,10239.5,239.5,8.113604895394763,6.465096509650965,-0.006690184825513405,0.006690184825513405,16.8385,59.2298,3.5175223446268964,16.0,21.0,562,229,True,False
2,snack,SNACKPACK_STRAWBERRY,10000.0,10436.0,436.0,8.154805266514858,6.474647464746474,-0.011075412331199503,0.011075412331199503,17.1988,59.2298,3.4438332906946996,16.0,21.0,562,229,True,False
2,snack,SNACKPACK_VANILLA,10000.0,10052.5,52.5,6.554562812584062,5.240774077407741,-0.02298469771129208,0.02298469771129208,16.833,59.2298,3.5186716568644925,13.0,16.51000000000022,562,229,True,False
2,translator,TRANSLATOR_ASTRO_BLACK,10000.0,10155.0,155.0,10.049866153683007,8.02900290029003,-0.0014068875438116822,0.0014068875438116822,8.813,22.1386,2.5120390332463405,19.550000000000182,26.0,562,229,True,True
2,translator,TRANSLATOR_ECLIPSE_CHARCOAL,10000.0,10256.5,256.5,9.665436310772987,7.684918491849185,-0.004499346705777595,0.004499346705777595,8.576,23.1698,2.701702425373134,19.0,25.0,562,229,True,True
2,translator,TRANSLATOR_GRAPHITE_MIST,10000.0,9337.5,-662.5,9.801405116246096,7.837833783378338,-0.0027905196530907516,0.0027905196530907516,8.6867,22.5318,2.593827345251937,19.0,25.0,562,229,True,True
2,translator,TRANSLATOR_SPACE_GRAY,10000.0,9493.0,-507.0,9.661059096145268,7.733673367336734,0.01977188524843848,-0.01977188524843848,8.6269,22.8674,2.65070882935933,19.0,24.5,562,229,True,True
2,translator,TRANSLATOR_VOID_BLUE,10000.0,11082.0,1082.0,10.168870742731327,8.096809680968097,-0.014475642923302516,0.014475642923302516,9.003,22.0015,2.4437965122736864,20.0,26.0,562,229,True,True
2,visor,UV_VISOR_AMBER,10000.0,8500.5,-1499.5,9.14646125690845,7.292779277927793,-0.007275599859833054,0.007275599859833054,11.8268,36.5445,3.0899736192376634,18.0,23.5,562,229,True,True
2,visor,UV_VISOR_MAGENTA,10000.0,11299.5,1299.5,10.503547912991444,8.356785678567856,-0.007793249293598922,0.007793249293598922,13.2634,36.5445,2.755288990756518,20.5,27.5,562,229,True,True
2,visor,UV_VISOR_ORANGE,10000.0,10154.5,154.5,9.978416364982102,7.924642464246425,-0.0037310661815114048,0.0037310661815114048,12.6553,36.5445,2.8876834211753177,20.0,26.0,562,229,True,True
2,visor,UV_VISOR_RED,10000.0,10842.0,842.0,10.800438629908738,8.668466846684668,-0.0015697893003740184,0.0015697893003740184,13.7181,36.5445,2.663962210510202,21.0,27.0,562,229,True,True
2,visor,UV_VISOR_YELLOW,10000.0,11567.5,1567.5,10.77632195564364,8.540604060406041,0.014943177042930814,-0.014943177042930814,13.7314,36.5445,2.661381942118065,21.0,28.0,562,229,True,True
3,galaxy,GALAXY_SOUNDS_BLACK_HOLES,11444.5,12133.0,688.5,11.125271294200305,8.837433743374337,-0.005014799839276489,0.005014799839276489,14.0854,36.5868,2.597498118619279,22.0,29.0,649,255,True,True
3,galaxy,GALAXY_SOUNDS_DARK_MATTER,10409.5,10872.0,462.5,10.482326728400352,8.380388038803881,-0.024342123749659376,0.024342123749659376,13.2836,36.5868,2.754283477370592,20.5,27.5,649,255,True,True
3,galaxy,GALAXY_SOUNDS_PLANETARY_RINGS,11249.5,11407.5,158.0,11.634480497584684,9.233523352335233,-0.004092224530882165,0.004092224530882165,14.688,36.5868,2.4909313725490194,23.0,30.0,649,255,True,True
3,galaxy,GALAXY_SOUNDS_SOLAR_FLAMES,11338.5,10645.0,-693.5,11.226048615308104,8.955445544554456,-0.003590862100480179,0.003590862100480179,14.2676,36.5868,2.5643275673554062,22.0,29.5,649,255,True,True
3,galaxy,GALAXY_SOUNDS_SOLAR_WINDS,9591.5,10767.0,1175.5,10.374182762143715,8.275777577757776,0.0002684509786096354,-0.0002684509786096354,13.1533,36.5868,2.781568123588757,20.5,27.0,649,255,True,True
3,microchip,MICROCHIP_CIRCLE,8887.5,8541.0,-346.5,8.851328084435215,7.04965496549655,-0.00908041018009702,0.00908041018009702,8.0001,14.0484,1.7560280496493796,17.5,23.0,383,194,False,True
3,microchip,MICROCHIP_OVAL,9252.5,7428.5,-1824.0,12.946618802086201,10.264026402640264,-0.014232600624428885,0.014232600624428885,7.727,14.7633,1.9106121392519735,26.0,33.51000000000022,383,194,False,True
3,microchip,MICROCHIP_RECTANGLE,9411.5,7839.0,-1572.5,12.420715453698092,9.890339033903391,-0.0026814555399377266,0.0026814555399377266,7.5291,15.2231,2.021901688116774,24.5,32.0,383,194,False,True
3,microchip,MICROCHIP_SQUARE,12457.5,15896.0,3438.5,22.110391613328897,17.537203720372037,-0.012401228433933311,0.012401228433933311,12.4872,11.9041,0.9533041834838875,43.0,57.5,383,194,False,True
3,microchip,MICROCHIP_TRIANGLE,10714.5,9009.0,-1705.5,15.22875163222864,12.110561056105611,-0.007629677019120252,0.007629677019120252,9.0501,12.0339,1.3296980143865813,30.0,39.51000000000022,383,194,False,True
3,oxygen,OXYGEN_SHAKE_CHOCOLATE,9475.0,9317.0,-158.0,9.275605318276298,7.384638463846384,-0.0074687594715194166,0.0074687594715194166,11.8828,36.5868,3.078971286228835,18.0,23.5,649,255,True,True
3,oxygen,OXYGEN_SHAKE_EVENING_BREATH,8430.0,9430.0,1000.0,10.071719960076106,7.388738873887389,-0.0937712507736949,0.0937712507736949,11.7984,36.5868,3.100996745321399,20.0,23.0,649,255,True,True
3,oxygen,OXYGEN_SHAKE_GARLIC,11823.5,11934.5,111.0,11.931567919136976,9.51105110511051,-0.014039389837149144,0.014039389837149144,14.91,36.5868,2.4538430583501003,23.5,30.5,649,255,True,True
3,oxygen,OXYGEN_SHAKE_MINT,10104.5,9714.0,-390.5,10.282602935896545,8.213471347134714,-0.010330050425773955,0.010330050425773955,13.101,36.5868,2.7926723150904507,20.0,26.0,649,255,True,True
3,oxygen,OXYGEN_SHAKE_MORNING_BREATH,11003.0,9536.0,-1467.0,10.052421702052861,7.96989698969897,-0.010064252780867531,0.010064252780867531,12.6717,36.5868,2.887284263358507,20.0,26.5,649,255,True,True
3,panel,PANEL_1X2,8428.5,8853.5,425.0,8.384749487716023,6.706070607060706,-0.0072402230044095245,0.0072402230044095245,10.7469,36.5868,3.4044049912067664,16.5,21.5,649,255,True,True
3,panel,PANEL_1X4,11089.0,8717.0,-2372.0,9.69770772330049,7.683468346834683,0.0083914285565065,-0.0083914285565065,8.5579,23.7243,2.7722104721952814,19.0,25.5,649,255,True,True
3,panel,PANEL_2X2,10089.5,9206.0,-883.5,10.066774681699144,8.065056505650565,-0.019094745787587214,0.019094745787587214,8.9785,22.1519,2.4672161274154925,19.5,26.0,649,255,True,True
3,panel,PANEL_2X4,10721.0,11459.0,738.0,11.226143845767616,8.976797679767976,0.011552830961892984,-0.011552830961892984,9.7905,21.7134,2.217802972269036,22.0,29.0,649,255,True,True
3,panel,PANEL_4X4,9678.0,10251.5,573.5,9.66514237589284,7.697819781978198,-0.01827048830488444,0.01827048830488444,8.4874,23.3868,2.755472818530999,19.0,25.0,649,255,True,True
3,pebbles,PEBBLES_L,10130.5,11025.0,894.5,15.102383291897981,12.058855885588558,0.0022646456938720232,-0.0022646456938720232,13.0568,24.8064,1.89988358556461,29.5,38.51000000000022,829,230,True,True
3,pebbles,PEBBLES_M,9020.0,11059.0,2039.0,15.10900224458736,12.092609260926093,-0.009739180408514073,0.009739180408514073,13.017,24.8064,1.9056925558884537,29.050000000000182,38.51000000000022,829,230,True,True
3,pebbles,PEBBLES_S,9157.0,8980.0,-177.0,15.173091608158268,12.107110711071106,-0.0033678732300217486,0.0033678732300217486,11.8676,24.8064,2.090262563618592,30.0,39.51000000000022,829,230,True,True
3,pebbles,PEBBLES_XL,13629.0,12076.5,-1552.5,30.318392776020545,24.29077907790779,0.008903508694164522,-0.008903508694164522,16.9137,24.8064,1.4666453821458345,59.05000000000018,77.01000000000022,829,230,True,True
3,pebbles,PEBBLES_XS,8063.0,6859.5,-1203.5,15.038281298718443,12.016651665166517,-0.020569956293680216,0.020569956293680216,9.2305,25.9747,2.8140079085639997,29.5,38.0,829,230,True,True
3,robot,ROBOT_DISHES,9924.0,10142.5,218.5,10.009686154492764,7.961646164616462,-0.0041351001914904754,0.0041351001914904754,7.2834,16.7351,2.297704368838729,19.5,25.51000000000022,649,255,False,True
3,robot,ROBOT_IRONING,9500.0,7500.0,-2000.0,9.83950596256533,7.144214421442144,-0.07707671060737066,0.07707671060737066,6.4312,17.269,2.685190944147282,20.0,21.5,649,255,False,True
3,robot,ROBOT_LAUNDRY,10237.0,9485.5,-751.5,10.080944373253773,8.067156715671567,0.003963886478466735,-0.003963886478466735,7.3754,15.5455,2.1077500881308135,19.5,25.5,649,255,False,True
3,robot,ROBOT_MOPPING,9814.5,12167.0,2352.5,11.117409166768507,8.834033403340333,-0.012138394578920702,0.012138394578920702,7.9137,14.2336,1.798602423645071,21.5,29.5,649,255,False,True
3,robot,ROBOT_VACUUMING,10067.5,8601.0,-1466.5,9.2880241906446,7.382788278827883,-0.012812905106204916,0.012812905106204916,6.7227,17.1698,2.55400359974415,18.0,24.5,649,255,False,True
3,sleep,SLEEP_POD_COTTON,11117.5,12193.0,1075.5,11.455947394858072,9.138363836383638,-0.016959838864561143,0.016959838864561143,9.9012,21.7134,2.1930069082535453,22.5,29.0,649,255,True,True
3,sleep,SLEEP_POD_LAMB_WOOL,10397.0,10792.5,395.5,10.46006701418582,8.358685868586859,0.0024571248877952585,-0.0024571248877952585,9.2244,21.7394,2.3567278088547767,20.5,26.5,649,255,True,True
3,sleep,SLEEP_POD_NYLON,8873.0,9701.5,828.5,9.214426230433164,7.339583958395839,0.01750943833090975,-0.01750943833090975,8.2383,24.6309,2.9898037216416005,18.0,24.0,649,255,True,True
3,sleep,SLEEP_POD_POLYESTER,11780.0,12898.5,1118.5,11.982640430785779,9.57060706070607,-0.0094144414018126,0.0094144414018126,10.4341,21.7134,2.0810036323209475,23.5,30.5,649,255,True,True
3,sleep,SLEEP_POD_SUEDE,11085.0,12133.0,1048.0,11.89194928123043,9.481348134813482,-0.012237230915869417,0.012237230915869417,10.3474,21.7134,2.098440187873282,23.0,30.5,649,255,True,True
3,snack,SNACKPACK_CHOCOLATE,9920.5,9845.5,-75.0,6.58052992408534,5.237123712371237,-0.03696597559982956,0.03696597559982956,16.5526,58.8543,3.555592474898203,13.0,17.5,649,255,True,False
3,snack,SNACKPACK_PISTACHIO,9509.5,9386.0,-123.5,5.240870074153684,4.2075707570757075,-0.02226194140132628,0.02226194140132628,15.9062,58.8543,3.7000855012510847,10.0,13.5,649,255,True,False
3,snack,SNACKPACK_RASPBERRY,10240.5,10130.5,-110.0,8.118581780391898,6.485848584858486,-0.02024433543678469,0.02024433543678469,16.8981,58.8543,3.482894526603583,16.0,21.0,649,255,True,False
3,snack,SNACKPACK_STRAWBERRY,10437.5,10795.0,357.5,8.16003403333733,6.514201420142014,-0.017920906332642244,0.017920906332642244,17.9541,58.8543,3.278042341303658,16.0,21.0,649,255,True,False
3,snack,SNACKPACK_VANILLA,10047.5,10019.5,-28.0,6.484720296122864,5.172517251725172,-0.026830863079483423,0.026830863079483423,16.7542,58.8543,3.5128087285576153,13.0,17.0,649,255,True,False
3,translator,TRANSLATOR_ASTRO_BLACK,10163.5,9147.0,-1016.5,9.04844067627078,7.202070207020702,-0.015956844062657294,0.015956844062657294,8.0766,25.2916,3.1314662110293936,18.0,23.0,649,255,True,True
3,translator,TRANSLATOR_ECLIPSE_CHARCOAL,10248.5,9616.5,-632.0,10.063100017327262,7.970997099709971,-1.4458913470222594e-05,1.4458913470222594e-05,8.8449,22.1809,2.5077615348958155,20.0,26.5,649,255,True,True
3,translator,TRANSLATOR_GRAPHITE_MIST,9338.0,11051.0,1713.0,9.981638977993857,7.95059505950595,0.009912950358314982,-0.009912950358314982,8.8242,22.2635,2.5230049182928767,20.0,25.0,649,255,True,True
3,translator,TRANSLATOR_SPACE_GRAY,9489.5,10127.0,637.5,9.58167737847563,7.6251125112511255,-0.009554560938338388,0.009554560938338388,8.5417,23.2124,2.7175386632637526,19.0,25.0,649,255,True,True
3,translator,TRANSLATOR_VOID_BLUE,11096.0,10670.5,-425.5,11.080019900728143,8.854435443544354,-0.008868802270343453,0.008868802270343453,9.7577,21.7134,2.2252580013732746,22.0,28.5,649,255,True,True
3,visor,UV_VISOR_AMBER,8497.0,7388.0,-1109.0,7.7181187407091345,6.165316531653166,-0.0005385897209007668,0.0005385897209007668,10.0387,36.5868,3.6445754928426983,15.0,19.5,649,255,True,True
3,visor,UV_VISOR_MAGENTA,11328.5,11582.5,254.0,11.599306408850238,9.24022402240224,0.00041535596767843,-0.00041535596767843,14.3765,36.5868,2.544903140541856,23.0,30.0,649,255,True,True
3,visor,UV_VISOR_ORANGE,10167.5,10281.5,114.0,10.578332105677932,8.446644664466447,0.009135381117598606,-0.009135381117598606,13.4513,36.5868,2.7199452840989347,21.0,27.5,649,255,True,True
3,visor,UV_VISOR_RED,10849.0,11031.0,182.0,10.486418131249346,8.345334533453345,-0.0155407870227237,0.0155407870227237,13.5135,36.5868,2.707425907425907,20.5,27.0,649,255,True,True
3,visor,UV_VISOR_YELLOW,11578.5,12044.5,466.0,11.527387661107403,9.211421142114212,-0.009808691140937385,0.009808691140937385,14.4349,36.5868,2.5346070980748046,22.5,29.5,649,255,True,True
4,galaxy,GALAXY_SOUNDS_BLACK_HOLES,12137.0,13457.5,1320.5,12.619633971306866,10.074557455745575,-0.025065417078100984,0.025065417078100984,15.8498,36.4071,2.2970069022952972,25.0,33.0,594,249,True,True
4,galaxy,GALAXY_SOUNDS_DARK_MATTER,10876.0,10264.5,-611.5,10.182580900680842,8.127462746274627,-0.012853417465406318,0.012853417465406318,12.9461,36.4071,2.8122059925382934,20.0,26.0,594,249,True,True
4,galaxy,GALAXY_SOUNDS_PLANETARY_RINGS,11415.5,9648.5,-1767.0,10.792940875622048,8.611061106110611,-0.002906756254419813,0.002906756254419813,13.5659,36.4071,2.6837216845177982,21.0,28.0,594,249,True,True
4,galaxy,GALAXY_SOUNDS_SOLAR_FLAMES,10643.0,10823.0,180.0,10.938182680483624,8.742874287428743,-0.008781515098256042,0.008781515098256042,13.8549,36.4071,2.6277418097568366,21.5,28.5,594,249,True,True
4,galaxy,GALAXY_SOUNDS_SOLAR_WINDS,10756.0,10247.5,-508.5,10.995516320610758,8.761126112611262,-0.011816492133891637,0.011816492133891637,13.8779,36.4071,2.623386823654876,22.0,28.5,594,249,True,True
4,microchip,MICROCHIP_CIRCLE,8535.0,10388.5,1853.5,9.624213188081566,7.6424142414241425,0.0011717624521796557,-0.0011717624521796557,8.5281,12.9956,1.5238564275747235,19.0,25.0,394,201,False,True
4,microchip,MICROCHIP_OVAL,7416.5,5519.0,-1897.5,9.3438828733749,7.414391439143914,-0.007654233873311983,0.007654233873311983,5.9066,19.4353,3.29043781532523,18.5,25.0,394,201,False,True
4,microchip,MICROCHIP_RECTANGLE,7830.5,8772.0,941.5,12.54538953444038,10.012551255125512,-0.0021038631427744803,0.0021038631427744803,7.5523,15.3197,2.0284813897753002,24.5,32.51000000000022,394,201,False,True
4,microchip,MICROCHIP_SQUARE,15911.0,13633.0,-2278.0,22.64267367245531,18.007400740074008,-0.03510818896801918,0.03510818896801918,12.7643,11.9051,0.9326872605626629,44.5,59.0,394,201,False,True
4,microchip,MICROCHIP_TRIANGLE,9020.0,7941.5,-1078.5,12.84834425944613,10.231873187318731,-0.015426583967372471,0.015426583967372471,7.7871,14.6122,1.876462354406647,25.0,33.0,394,201,False,True
4,oxygen,OXYGEN_SHAKE_CHOCOLATE,9324.0,10714.0,1390.0,12.470895292265341,8.28052805280528,-0.11052719393214142,0.11052719393214142,12.8535,36.4071,2.8324658653285097,20.5,29.5,594,249,True,True
4,oxygen,OXYGEN_SHAKE_EVENING_BREATH,9430.0,9420.0,-10.0,10.354212667890167,7.604560456045604,-0.07741809194217789,0.07741809194217789,11.79,36.4071,3.087964376590331,20.0,30.0,594,249,True,True
4,oxygen,OXYGEN_SHAKE_GARLIC,11927.5,13886.0,1958.5,12.912164277921347,10.324782478247824,-0.0009162947277664905,0.0009162947277664905,16.2084,36.4071,2.2461871622121863,25.0,33.51000000000022,594,249,True,True
4,oxygen,OXYGEN_SHAKE_MINT,9714.5,10155.0,440.5,9.498110644439858,7.57980798079808,-0.009922184070292087,0.009922184070292087,12.0101,36.4071,3.0313735938918076,18.5,24.0,594,249,True,True
4,oxygen,OXYGEN_SHAKE_MORNING_BREATH,9532.0,9550.5,18.5,9.547983450758348,7.641714171417142,-0.008819392245191916,0.008819392245191916,12.1881,36.4071,2.987102173431462,19.0,24.5,594,249,True,True
4,panel,PANEL_1X2,8849.5,9696.0,846.5,9.333625786257873,7.397189718971897,-0.002567690380555847,0.002567690380555847,11.8933,36.4071,3.061143669124633,18.5,24.5,594,249,True,True
4,panel,PANEL_1X4,8730.0,9227.5,497.5,8.527691472031174,6.777527752775278,-0.009823382294672224,0.009823382294672224,7.6951,27.1157,3.5237618744395784,17.0,22.0,594,249,True,True
4,panel,PANEL_2X2,9197.0,9393.0,196.0,8.811057216617517,7.027702770277028,0.0018013471789504849,-0.0018013471789504849,7.86,26.2722,3.342519083969466,17.0,22.5,594,249,True,True
4,panel,PANEL_2X4,11459.0,12353.5,894.5,11.963677772987506,9.567406740674068,0.009075134861126724,-0.009075134861126724,10.3165,21.7576,2.1090098386080554,23.5,31.0,594,249,True,True
4,panel,PANEL_4X4,10255.5,9128.5,-1127.0,10.094676205233768,8.081408140814082,-0.000664692444603263,0.000664692444603263,8.8707,22.5312,2.5399573878047956,20.0,25.0,594,249,True,True
4,pebbles,PEBBLES_L,11014.5,9126.0,-1888.5,14.941244298545886,11.91114111411141,0.012154092003447874,-0.012154092003447874,13.3596,24.8048,1.8567022964759423,29.0,38.5,700,202,True,True
4,pebbles,PEBBLES_M,11066.0,10702.0,-364.0,15.166777113819958,12.129612961296129,-0.004148044041883737,0.004148044041883737,13.8383,24.8048,1.7924745091521357,30.0,39.0,700,202,True,True
4,pebbles,PEBBLES_S,9003.5,8066.5,-937.0,14.909694810152097,11.912091209120913,0.012401226114294258,-0.012401226114294258,10.3884,24.8048,2.387740171730006,29.050000000000182,38.01000000000022,700,202,True,True
4,pebbles,PEBBLES_XL,12054.0,16068.0,4014.0,30.333171974892412,24.170817081708172,0.01308933249770292,-0.01308933249770292,18.3307,24.8048,1.3531834572602246,60.0,79.0,700,202,True,True
4,pebbles,PEBBLES_XS,6861.5,6038.0,-823.5,14.940217997427649,11.948344834483448,-0.018463598837303183,0.018463598837303183,8.1511,29.5816,3.6291543472660135,29.0,39.0,700,202,True,True
4,robot,ROBOT_DISHES,10123.0,11200.0,1077.0,27.475942063725203,8.527352735273528,-0.29043704946835364,0.29043704946835364,7.8137,12.2949,1.5735055095537327,100.0,100.0,594,249,False,True
4,robot,ROBOT_IRONING,7500.0,7830.0,330.0,8.755988100942776,6.222522252225223,-0.11407365467211976,0.11407365467211976,5.895,12.0824,2.049601357082273,20.0,20.0,594,249,False,True
4,robot,ROBOT_LAUNDRY,9473.5,9254.5,-219.0,9.01079296072284,7.196419641964196,0.011705632834618483,-0.011705632834618483,6.6665,17.3376,2.6007050176254403,17.5,23.0,594,249,False,True
4,robot,ROBOT_MOPPING,12170.0,11587.5,-582.5,11.742364323685024,9.355885588558856,-0.004028358057797594,0.004028358057797594,8.3693,13.0909,1.564157097965182,23.0,30.5,594,249,False,True
