product,mode,imp,edge,z,total,day_2,day_3,day_4
GALAXY_SOUNDS_BLACK_HOLES,static,2,6.0,1.0,21745.0,20820.0,16157.0,-15232.0
GALAXY_SOUNDS_BLACK_HOLES,static,2,6.0,1.5,21745.0,20820.0,16157.0,-15232.0
GALAXY_SOUNDS_BLACK_HOLES,static,2,6.0,2.0,23809.0,22884.0,16157.0,-15232.0
GALAXY_SOUNDS_BLACK_HOLES,static,2,6.0,3.0,23809.0,22884.0,16157.0,-15232.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,0.0,0.25,17728.0,21286.0,9727.0,-13285.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,0.0,0.5,21789.0,20762.0,14312.0,-13285.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,0.0,0.75,21705.0,20762.0,16185.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,0.0,1.0,21593.0,20762.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,0.0,1.5,21593.0,20762.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,0.0,2.0,23647.0,22816.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,0.0,3.0,23647.0,22816.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,2.0,0.25,17728.0,21286.0,9727.0,-13285.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,2.0,0.5,21789.0,20762.0,14312.0,-13285.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,2.0,0.75,21705.0,20762.0,16185.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,2.0,1.0,21593.0,20762.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,2.0,1.5,21593.0,20762.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,2.0,2.0,23647.0,22816.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,2.0,3.0,23647.0,22816.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,6.0,0.25,17610.0,21168.0,9727.0,-13285.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,6.0,0.5,21671.0,20644.0,14312.0,-13285.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,6.0,0.75,21587.0,20644.0,16185.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,6.0,1.0,21475.0,20644.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,6.0,1.5,21475.0,20644.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,6.0,2.0,23529.0,22698.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,static,3,6.0,3.0,23529.0,22698.0,16073.0,-15242.0
GALAXY_SOUNDS_BLACK_HOLES,mid,0,0.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,0,0.5,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,0,1.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,0,2.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,0,4.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,0,6.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,0,8.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,1,0.0,0.0,14942.5,-6333.0,6117.0,15158.5
GALAXY_SOUNDS_BLACK_HOLES,mid,1,0.5,0.0,14942.5,-6333.0,6117.0,15158.5
GALAXY_SOUNDS_BLACK_HOLES,mid,1,1.0,0.0,14942.5,-6333.0,6117.0,15158.5
GALAXY_SOUNDS_BLACK_HOLES,mid,1,2.0,0.0,14942.5,-6333.0,6117.0,15158.5
GALAXY_SOUNDS_BLACK_HOLES,mid,1,4.0,0.0,21675.0,-5388.0,11702.0,15361.0
GALAXY_SOUNDS_BLACK_HOLES,mid,1,6.0,0.0,33218.0,3796.0,14061.0,15361.0
GALAXY_SOUNDS_BLACK_HOLES,mid,1,8.0,0.0,3569.0,0.0,0.0,3569.0
GALAXY_SOUNDS_BLACK_HOLES,mid,2,0.0,0.0,13432.5,-6781.0,5526.0,14687.5
GALAXY_SOUNDS_BLACK_HOLES,mid,2,0.5,0.0,13432.5,-6781.0,5526.0,14687.5
GALAXY_SOUNDS_BLACK_HOLES,mid,2,1.0,0.0,13432.5,-6781.0,5526.0,14687.5
GALAXY_SOUNDS_BLACK_HOLES,mid,2,2.0,0.0,17480.5,-6087.0,9026.0,14541.5
GALAXY_SOUNDS_BLACK_HOLES,mid,2,4.0,0.0,20220.0,-5816.0,11137.0,14899.0
GALAXY_SOUNDS_BLACK_HOLES,mid,2,6.0,0.0,12175.0,637.0,-126.0,11664.0
GALAXY_SOUNDS_BLACK_HOLES,mid,2,8.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_BLACK_HOLES,mid,3,0.0,0.0,11942.5,-7215.0,4941.0,14216.5
GALAXY_SOUNDS_BLACK_HOLES,mid,3,0.5,0.0,11942.5,-7215.0,4941.0,14216.5
GALAXY_SOUNDS_BLACK_HOLES,mid,3,1.0,0.0,15920.5,-6628.0,8478.0,14070.5
GALAXY_SOUNDS_BLACK_HOLES,mid,3,2.0,0.0,18681.0,-6357.0,10601.0,14437.0
GALAXY_SOUNDS_BLACK_HOLES,mid,3,4.0,0.0,30608.0,3220.0,12951.0,14437.0
GALAXY_SOUNDS_BLACK_HOLES,mid,3,6.0,0.0,3489.0,0.0,0.0,3489.0
GALAXY_SOUNDS_BLACK_HOLES,mid,3,8.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,static,0,0.0,0.25,48570.0,13014.0,19841.0,15715.0
GALAXY_SOUNDS_DARK_MATTER,static,0,0.0,0.5,43685.0,3670.0,16050.0,23965.0
GALAXY_SOUNDS_DARK_MATTER,static,0,0.0,0.75,33498.0,5605.0,6226.0,21667.0
GALAXY_SOUNDS_DARK_MATTER,static,0,0.0,1.0,25868.0,8490.0,3823.0,13555.0
GALAXY_SOUNDS_DARK_MATTER,static,0,0.0,1.5,32757.0,7160.0,8742.0,16855.0
GALAXY_SOUNDS_DARK_MATTER,static,0,0.0,2.0,20627.0,0.0,170.0,20457.0
GALAXY_SOUNDS_DARK_MATTER,static,0,0.0,3.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,static,0,2.0,0.25,48570.0,13014.0,19841.0,15715.0
GALAXY_SOUNDS_DARK_MATTER,static,0,2.0,0.5,43685.0,3670.0,16050.0,23965.0
GALAXY_SOUNDS_DARK_MATTER,static,0,2.0,0.75,33498.0,5605.0,6226.0,21667.0
GALAXY_SOUNDS_DARK_MATTER,static,0,2.0,1.0,25868.0,8490.0,3823.0,13555.0
GALAXY_SOUNDS_DARK_MATTER,static,0,2.0,1.5,32757.0,7160.0,8742.0,16855.0
GALAXY_SOUNDS_DARK_MATTER,static,0,2.0,2.0,20627.0,0.0,170.0,20457.0
GALAXY_SOUNDS_DARK_MATTER,static,0,2.0,3.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,static,0,6.0,0.25,48570.0,13014.0,19841.0,15715.0
GALAXY_SOUNDS_DARK_MATTER,static,0,6.0,0.5,43685.0,3670.0,16050.0,23965.0
GALAXY_SOUNDS_DARK_MATTER,static,0,6.0,0.75,33498.0,5605.0,6226.0,21667.0
GALAXY_SOUNDS_DARK_MATTER,static,0,6.0,1.0,25868.0,8490.0,3823.0,13555.0
GALAXY_SOUNDS_DARK_MATTER,static,0,6.0,1.5,32757.0,7160.0,8742.0,16855.0
GALAXY_SOUNDS_DARK_MATTER,static,0,6.0,2.0,20627.0,0.0,170.0,20457.0
GALAXY_SOUNDS_DARK_MATTER,static,0,6.0,3.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,static,1,0.0,0.25,48606.0,13349.0,19684.0,15573.0
GALAXY_SOUNDS_DARK_MATTER,static,1,0.0,0.5,43334.0,7133.0,15185.0,21016.0
GALAXY_SOUNDS_DARK_MATTER,static,1,0.0,0.75,35452.0,8719.0,6207.0,20526.0
GALAXY_SOUNDS_DARK_MATTER,static,1,0.0,1.0,31738.0,10122.0,6644.0,14972.0
GALAXY_SOUNDS_DARK_MATTER,static,1,0.0,1.5,31723.0,9869.0,6882.0,14972.0
GALAXY_SOUNDS_DARK_MATTER,static,1,0.0,2.0,31953.0,9911.0,6882.0,15160.0
GALAXY_SOUNDS_DARK_MATTER,static,1,0.0,3.0,32038.0,9911.0,6882.0,15245.0
GALAXY_SOUNDS_DARK_MATTER,static,1,2.0,0.25,48345.0,12997.0,19775.0,15573.0
GALAXY_SOUNDS_DARK_MATTER,static,1,2.0,0.5,43590.0,6879.0,15695.0,21016.0
GALAXY_SOUNDS_DARK_MATTER,static,1,2.0,0.75,35700.0,8465.0,6709.0,20526.0
GALAXY_SOUNDS_DARK_MATTER,static,1,2.0,1.0,32018.0,9868.0,7178.0,14972.0
GALAXY_SOUNDS_DARK_MATTER,static,1,2.0,1.5,32003.0,9615.0,7416.0,14972.0
GALAXY_SOUNDS_DARK_MATTER,static,1,2.0,2.0,32233.0,9657.0,7416.0,15160.0
GALAXY_SOUNDS_DARK_MATTER,static,1,2.0,3.0,32318.0,9657.0,7416.0,15245.0
GALAXY_SOUNDS_DARK_MATTER,static,1,6.0,0.25,48140.0,12997.0,19570.0,15573.0
GALAXY_SOUNDS_DARK_MATTER,static,1,6.0,0.5,43543.0,6879.0,15648.0,21016.0
GALAXY_SOUNDS_DARK_MATTER,static,1,6.0,0.75,35398.0,8465.0,6957.0,19976.0
GALAXY_SOUNDS_DARK_MATTER,static,1,6.0,1.0,31732.0,9868.0,7442.0,14422.0
GALAXY_SOUNDS_DARK_MATTER,static,1,6.0,1.5,31717.0,9615.0,7680.0,14422.0
GALAXY_SOUNDS_DARK_MATTER,static,1,6.0,2.0,31947.0,9657.0,7680.0,14610.0
GALAXY_SOUNDS_DARK_MATTER,static,1,6.0,3.0,32032.0,9657.0,7680.0,14695.0
GALAXY_SOUNDS_DARK_MATTER,static,2,0.0,0.25,48588.0,13320.0,19729.0,15539.0
GALAXY_SOUNDS_DARK_MATTER,static,2,0.0,0.5,43660.0,7075.0,15618.0,20967.0
GALAXY_SOUNDS_DARK_MATTER,static,2,0.0,0.75,35703.0,8651.0,6618.0,20434.0
GALAXY_SOUNDS_DARK_MATTER,static,2,0.0,1.0,32001.0,10050.0,7073.0,14878.0
GALAXY_SOUNDS_DARK_MATTER,static,2,0.0,1.5,31961.0,9781.0,7302.0,14878.0
GALAXY_SOUNDS_DARK_MATTER,static,2,0.0,2.0,32187.0,9821.0,7302.0,15064.0
GALAXY_SOUNDS_DARK_MATTER,static,2,0.0,3.0,32264.0,9821.0,7302.0,15141.0
GALAXY_SOUNDS_DARK_MATTER,static,2,2.0,0.25,48240.0,12972.0,19729.0,15539.0
GALAXY_SOUNDS_DARK_MATTER,static,2,2.0,0.5,43414.0,6829.0,15618.0,20967.0
GALAXY_SOUNDS_DARK_MATTER,static,2,2.0,0.75,35457.0,8405.0,6618.0,20434.0
GALAXY_SOUNDS_DARK_MATTER,static,2,2.0,1.0,31755.0,9804.0,7073.0,14878.0
GALAXY_SOUNDS_DARK_MATTER,static,2,2.0,1.5,31715.0,9535.0,7302.0,14878.0
GALAXY_SOUNDS_DARK_MATTER,static,2,2.0,2.0,31941.0,9575.0,7302.0,15064.0
GALAXY_SOUNDS_DARK_MATTER,static,2,2.0,3.0,32018.0,9575.0,7302.0,15141.0
GALAXY_SOUNDS_DARK_MATTER,static,2,6.0,0.25,48391.0,12972.0,19880.0,15539.0
GALAXY_SOUNDS_DARK_MATTER,static,2,6.0,0.5,44065.0,6829.0,16269.0,20967.0
GALAXY_SOUNDS_DARK_MATTER,static,2,6.0,0.75,35289.0,8405.0,6992.0,19892.0
GALAXY_SOUNDS_DARK_MATTER,static,2,6.0,1.0,31602.0,9804.0,7462.0,14336.0
GALAXY_SOUNDS_DARK_MATTER,static,2,6.0,1.5,31562.0,9535.0,7691.0,14336.0
GALAXY_SOUNDS_DARK_MATTER,static,2,6.0,2.0,31788.0,9575.0,7691.0,14522.0
GALAXY_SOUNDS_DARK_MATTER,static,2,6.0,3.0,31865.0,9575.0,7691.0,14599.0
GALAXY_SOUNDS_DARK_MATTER,static,3,0.0,0.25,48052.0,12947.0,19600.0,15505.0
GALAXY_SOUNDS_DARK_MATTER,static,3,0.0,0.5,43068.0,6779.0,15371.0,20918.0
GALAXY_SOUNDS_DARK_MATTER,static,3,0.0,0.75,35222.0,8345.0,6535.0,20342.0
GALAXY_SOUNDS_DARK_MATTER,static,3,0.0,1.0,31500.0,9740.0,6976.0,14784.0
GALAXY_SOUNDS_DARK_MATTER,static,3,0.0,1.5,31435.0,9455.0,7196.0,14784.0
GALAXY_SOUNDS_DARK_MATTER,static,3,0.0,2.0,31657.0,9493.0,7196.0,14968.0
GALAXY_SOUNDS_DARK_MATTER,static,3,0.0,3.0,31726.0,9493.0,7196.0,15037.0
GALAXY_SOUNDS_DARK_MATTER,static,3,2.0,0.25,48143.0,12947.0,19691.0,15505.0
GALAXY_SOUNDS_DARK_MATTER,static,3,2.0,0.5,43246.0,6779.0,15549.0,20918.0
GALAXY_SOUNDS_DARK_MATTER,static,3,2.0,0.75,35222.0,8345.0,6535.0,20342.0
GALAXY_SOUNDS_DARK_MATTER,static,3,2.0,1.0,31500.0,9740.0,6976.0,14784.0
GALAXY_SOUNDS_DARK_MATTER,static,3,2.0,1.5,31435.0,9455.0,7196.0,14784.0
GALAXY_SOUNDS_DARK_MATTER,static,3,2.0,2.0,31657.0,9493.0,7196.0,14968.0
GALAXY_SOUNDS_DARK_MATTER,static,3,2.0,3.0,31726.0,9493.0,7196.0,15037.0
GALAXY_SOUNDS_DARK_MATTER,static,3,6.0,0.25,48114.0,12947.0,19662.0,15505.0
GALAXY_SOUNDS_DARK_MATTER,static,3,6.0,0.5,43712.0,6779.0,16015.0,20918.0
GALAXY_SOUNDS_DARK_MATTER,static,3,6.0,0.75,34778.0,8345.0,6625.0,19808.0
GALAXY_SOUNDS_DARK_MATTER,static,3,6.0,1.0,31028.0,9740.0,7038.0,14250.0
GALAXY_SOUNDS_DARK_MATTER,static,3,6.0,1.5,30963.0,9455.0,7258.0,14250.0
GALAXY_SOUNDS_DARK_MATTER,static,3,6.0,2.0,31185.0,9493.0,7258.0,14434.0
GALAXY_SOUNDS_DARK_MATTER,static,3,6.0,3.0,31254.0,9493.0,7258.0,14503.0
GALAXY_SOUNDS_DARK_MATTER,mid,0,0.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,0,0.5,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,0,1.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,0,2.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,0,4.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,0,6.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,0,8.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,1,0.0,0.0,7557.5,1855.0,-233.0,5935.5
GALAXY_SOUNDS_DARK_MATTER,mid,1,0.5,0.0,7557.5,1855.0,-233.0,5935.5
GALAXY_SOUNDS_DARK_MATTER,mid,1,1.0,0.0,7557.5,1855.0,-233.0,5935.5
GALAXY_SOUNDS_DARK_MATTER,mid,1,2.0,0.0,7557.5,1855.0,-233.0,5935.5
GALAXY_SOUNDS_DARK_MATTER,mid,1,4.0,0.0,8902.0,1692.0,976.0,6234.0
GALAXY_SOUNDS_DARK_MATTER,mid,1,6.0,0.0,-9668.0,-1365.0,-3306.0,-4997.0
GALAXY_SOUNDS_DARK_MATTER,mid,1,8.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,2,0.0,0.0,6047.5,1407.0,-824.0,5464.5
GALAXY_SOUNDS_DARK_MATTER,mid,2,0.5,0.0,6047.5,1407.0,-824.0,5464.5
GALAXY_SOUNDS_DARK_MATTER,mid,2,1.0,0.0,6047.5,1407.0,-824.0,5464.5
GALAXY_SOUNDS_DARK_MATTER,mid,2,2.0,0.0,8043.0,1264.0,1007.0,5772.0
GALAXY_SOUNDS_DARK_MATTER,mid,2,4.0,0.0,7447.0,1264.0,411.0,5772.0
GALAXY_SOUNDS_DARK_MATTER,mid,2,6.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,2,8.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,3,0.0,0.0,4577.5,971.0,-1395.0,5001.5
GALAXY_SOUNDS_DARK_MATTER,mid,3,0.5,0.0,4577.5,971.0,-1395.0,5001.5
GALAXY_SOUNDS_DARK_MATTER,mid,3,1.0,0.0,5063.0,384.0,-221.0,4900.0
GALAXY_SOUNDS_DARK_MATTER,mid,3,2.0,0.0,4035.0,384.0,-1249.0,4900.0
GALAXY_SOUNDS_DARK_MATTER,mid,3,4.0,0.0,-10702.0,-1549.0,-3876.0,-5277.0
GALAXY_SOUNDS_DARK_MATTER,mid,3,6.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_DARK_MATTER,mid,3,8.0,0.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,0.0,0.25,11831.0,6670.0,-1655.0,6816.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,0.0,0.5,27471.0,10550.0,-1655.0,18576.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,0.0,0.75,41844.0,12430.0,-595.0,30009.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,0.0,1.0,10340.0,12540.0,1265.0,-3465.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,0.0,1.5,21950.0,16340.0,5175.0,435.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,0.0,2.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,0.0,3.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,2.0,0.25,11831.0,6670.0,-1655.0,6816.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,2.0,0.5,27471.0,10550.0,-1655.0,18576.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,2.0,0.75,41844.0,12430.0,-595.0,30009.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,2.0,1.0,10340.0,12540.0,1265.0,-3465.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,2.0,1.5,21950.0,16340.0,5175.0,435.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,2.0,2.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,2.0,3.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,6.0,0.25,11831.0,6670.0,-1655.0,6816.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,6.0,0.5,27471.0,10550.0,-1655.0,18576.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,6.0,0.75,41844.0,12430.0,-595.0,30009.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,6.0,1.0,10340.0,12540.0,1265.0,-3465.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,6.0,1.5,21950.0,16340.0,5175.0,435.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,6.0,2.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,0,6.0,3.0,0.0,0.0,0.0,0.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,0.0,0.25,10431.0,5927.0,-1655.0,6159.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,0.0,0.5,11627.0,5896.0,-1655.0,7386.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,0.0,0.75,12643.0,5896.0,-639.0,7386.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,0.0,1.0,13646.0,6006.0,173.0,7467.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,0.0,1.5,11814.0,4108.0,239.0,7467.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,0.0,2.0,11814.0,4108.0,239.0,7467.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,0.0,3.0,11814.0,4108.0,239.0,7467.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,2.0,0.25,10431.0,5927.0,-1655.0,6159.0
GALAXY_SOUNDS_PLANETARY_RINGS,static,1,2.0,0.5,11627.0,5896.0,-1655.0,7386.0
