category,a,b,level_corr,return_corr,spread_mean,spread_std,spread_adf_t,spread_stationary_5pct,hedge_beta,hedge_intercept,hedged_resid_std,hedged_adf_t,hedged_stationary_5pct
pebbles,PEBBLES_XS,PEBBLES_S,0.7982724958896207,-0.0065832111481646015,-1527.7169666666666,931.1708290062206,-2.3049593919475617,False,1.3886453541434263,-4999.23591262842,873.0423746345436,-2.7126339758549904,False
sleep,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,-0.03845542885041227,0.008979121556062375,-1139.1192333333333,1075.7867306922,-1.4882218891744197,False,-0.016253657626094844,10893.894140448874,412.8565537684175,-2.7064287501638713,False
sleep,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,0.8596166475986888,0.0025426895769869308,-443.14051666666666,503.00303996437214,-2.8206087079584155,False,0.7913838150061805,2026.992136909128,459.8105777449832,-2.6972138498259257,False
sleep,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,0.06407416984278314,-0.0036138038346899613,-826.17225,954.8174332675353,-1.5458555947367376,False,0.029822773276860913,10357.656298915592,412.31317227982163,-2.639457145594922,False
pebbles,PEBBLES_S,PEBBLES_M,-0.6157137748934415,0.012586281903320222,-1330.88645,1368.640483356165,-1.313893793779195,False,-0.7459296882417167,16588.014521426092,656.5902931258971,-2.629518747164145,False
pebbles,PEBBLES_S,PEBBLES_XL,-0.8343570524569888,-0.49562580537325673,-4293.232583333333,2514.0740065539026,-1.5332892338350719,False,-0.39135201763452754,14108.217796816487,459.3177696984531,-2.6208812466794744,False
oxygen,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_MINT,-0.30529097567448926,0.005392790450853795,-566.4990833333334,736.2630581801768,-1.66164119072026,False,-0.24021731550934616,11635.247615621367,380.727316950228,-2.612423690422888,False
robot,ROBOT_LAUNDRY,ROBOT_IRONING,0.7371413320197868,-0.00816173852049907,1121.1914333333334,523.0294177385681,-2.71465749262236,False,0.587321547789639,4712.1419827810305,415.1143863799878,-2.5849157474337963,False
robot,ROBOT_MOPPING,ROBOT_LAUNDRY,-0.7134754328661838,-0.00937739307045036,1277.4515333333334,1279.989046997792,-1.0522108159083512,False,-0.8909823431165205,19852.120468674548,537.525416082785,-2.5612479779851065,False
robot,ROBOT_VACUUMING,ROBOT_IRONING,0.784239614859882,0.012494096049463775,465.20551666666665,483.39319060288085,-2.3587212307322627,False,0.544429124039739,4429.387505281761,332.10001968251277,-2.547557793044786,False
visor,UV_VISOR_YELLOW,UV_VISOR_RED,-0.44256946933530333,0.007381808337013091,-105.83283333333334,1079.3127215757745,-0.7969447463324517,False,-0.5134244216322613,16637.625859370826,611.3904206440914,-2.5332229947532,False
robot,ROBOT_MOPPING,ROBOT_IRONING,-0.8151808624074367,-0.00022328961512300705,2398.642966666667,1465.3722780556022,-1.3447096576125466,False,-0.8110903248306576,18157.972687460795,444.337075404219,-2.5303775420367693,False
robot,ROBOT_VACUUMING,ROBOT_MOPPING,-0.7859963971773566,-0.0038802216142378733,-1933.43745,1233.0828174724643,-1.290931692349357,False,-0.5484005517539541,15254.138845079877,330.9080176168429,-2.522922042640569,False
microchip,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,-0.5933514510346843,0.003121848304692164,-471.5058,1226.6451732671894,-0.02562004250079477,False,-0.37914377152437406,12887.420131128401,428.63510272928164,-2.493856576352978,False
panel,PANEL_1X2,PANEL_2X2,-0.5373740488496658,0.010296664112573373,-653.8694166666667,1109.565819719434,-0.9534991971536539,False,-0.4697811886466402,13421.634811869551,497.4943507151881,-2.479940459564618,False
pebbles,PEBBLES_M,PEBBLES_XL,0.3504702680299913,-0.5115392384969336,-2962.3461333333335,1665.1153187967839,-2.308810391472183,False,0.13568998485188635,8468.663169297564,644.1809004659085,-2.426397355774754,False
robot,ROBOT_DISHES,ROBOT_LAUNDRY,-0.7233149281618808,0.0012872285129264496,195.5532,1087.1444825028673,-0.6491549381909678,False,-0.6553976050147011,16456.129392810133,384.3630820913653,-2.4031502421069058,False
oxygen,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,0.11379929253511425,0.009184586180367564,-284.9841333333333,650.4638341585555,-1.4627721223011412,False,0.08116174375646877,8496.242024668856,397.21753811188563,-2.4017643599160174,False
snack,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,-0.41361094370431356,-0.9237847012818381,628.7964333333333,460.5296422171023,-3.1648647407655344,True,-0.8855450798280019,19630.965391067934,331.01097621032534,-2.351268390542643,False
translator,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,-0.03751595269887538,0.006996296431750393,-270.8978,623.9674995049768,-1.9350121804610674,False,-0.026708633609702895,10083.088829721355,355.38053226965485,-2.3424952437223228,False
snack,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,-0.4973612095209888,-0.8309456090275432,-581.96815,309.2881529317132,-3.542377756247834,True,-0.5491469557125449,15030.043733319817,162.6573992420854,-2.3160507813152704,False
oxygen,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,-0.1357875619060434,0.006958073217187026,-2653.7447666666667,1082.6858922709819,-1.8982533826572763,False,-0.05694743693950901,9951.02961857555,396.1117368622435,-2.2752373611243955,False
galaxy,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,-0.3352198437009312,0.004190327678297774,-655.0277333333333,811.616185304069,-1.7412077784645317,False,-0.40295654647144297,14907.368350385528,509.7935551870013,-2.206868273186088,False
robot,ROBOT_DISHES,ROBOT_IRONING,-0.6483980580218546,0.0004001892305516555,1316.7446333333332,1208.6567234280649,-0.586783477348937,False,-0.4681060979408708,14091.573003487636,423.7631203271727,-2.191945704303374,False
sleep,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,0.307571692750442,0.0026625793753268863,2204.0883833333332,953.1242286274752,-2.117958221101672,False,0.591009683488334,6145.312348430318,930.1377185246358,-2.121181153543093,False
panel,PANEL_1X2,PANEL_2X4,0.12860098980198448,0.004407049976831367,-2342.6439666666665,803.8571778039505,-2.954342907791366,True,0.12095814345688674,7560.090415253297,585.0084371366753,-2.025600556434014,False
microchip,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,0.33848772668852745,0.006057060041678749,-953.9517333333333,914.189664613966,-1.4524545059231662,False,0.3054458683689893,5773.771214189615,707.616404146885,-2.0139766747437493,False
panel,PANEL_1X2,PANEL_1X4,-0.30807637455564085,0.0053375006518129615,-474.8516,1160.4835213726387,-0.8835697094572296,False,-0.2179041653552119,10970.500977299733,561.2146712698295,-2.00660956025904,False
microchip,MICROCHIP_CIRCLE,MICROCHIP_OVAL,-0.41550078822883774,0.01261083528325591,1035.2865666666667,1838.106603835283,0.7341425697573676,False,-0.1425720636639143,10381.067552311204,484.36120778821805,-1.9673729979494625,False
oxygen,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,-0.5579056571779014,0.013001888873058148,-1925.1864166666667,1424.5657974357753,-0.649435845774486,False,-0.3820254977226453,14556.351817521805,541.7567729805401,-1.9563699439557094,False
pebbles,PEBBLES_M,PEBBLES_L,0.335387567330386,0.010830890680833788,89.1326,757.1291364427691,-1.983543519214132,False,0.3706791196984056,6491.912828589102,647.9682222507855,-1.9538445807453522,False
translator,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,-0.19684840661582217,0.0035323798823916103,-428.52271666666667,659.4581363960514,-1.799516466861828,False,-0.27107913331944095,12045.519811021364,480.1555932665439,-1.9470229033193727,False
pebbles,PEBBLES_XS,PEBBLES_XL,-0.8275696574563157,-0.4972889378952975,-5820.94955,3085.332492503274,-1.5516955046737564,False,-0.6752434411302969,16335.13220782876,813.7084572986951,-1.92685417281062,False
robot,ROBOT_MOPPING,ROBOT_DISHES,0.4391419773728331,-0.006357575253397354,1081.8983333333333,723.4018170287904,-1.9625448668484933,False,0.6052260400241165,5036.868178691731,689.2192822984453,-1.910977720721278,False
translator,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,-0.5081334986425295,0.0030478372793724335,-1426.67745,940.2931574619857,-1.0827151470884522,False,-0.4409842295988645,14220.364125181486,432.9628846682954,-1.888186004518105,False
panel,PANEL_2X4,PANEL_4X4,-0.17447895138482708,0.005977967177819018,1386.6537166666667,838.007881663126,-1.2155832797143418,False,-0.23943684025356432,13630.702310296008,617.5601704908174,-1.8850858496891165,False
microchip,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,-0.4504947640197727,0.007553596350661077,3908.357216666667,2327.7469947113923,-1.5254952526063565,False,-0.9893798481900338,23178.268439537627,1633.9837251389597,-1.8835415087843657,False
visor,UV_VISOR_RED,UV_VISOR_MAGENTA,0.3128424104545342,0.004501957750300283,-48.499316666666665,704.4306545415711,-1.8754902941018832,False,0.29966760394941777,7733.449229408181,558.2057256340861,-1.872342676558851,False
translator,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_GRAPHITE_MIST,-0.19242926825474044,-0.0034347785553422764,-699.4205166666667,763.8898400996048,-1.6961348038406046,False,-0.18865616590307172,11287.748623838299,480.585048843779,-1.8510394975836086,False
pebbles,PEBBLES_L,PEBBLES_XL,-0.1972252420963655,-0.5000250243991746,-3051.4787333333334,1994.8393901509285,-1.555643103294834,False,-0.06908884742052512,11087.851305679043,610.0977675288336,-1.8069779879425363,False
sleep,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,0.700958749932481,-0.001306210583098044,-130.19353333333333,691.3233870349792,-1.9133121258359296,False,0.710634680442201,3205.4981658701136,641.8327610746395,-1.8069611873983482,False
sleep,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,0.1902935805800163,0.006460360076956008,1760.9478666666666,945.7457002098655,-1.8880511678935221,False,0.33663147362945184,8153.4804726265465,883.4872316265686,-1.7922218978768212,False
panel,PANEL_2X2,PANEL_1X4,0.6442909494543253,0.005388861903144184,179.01781666666668,652.4798044314473,-1.7877433663004025,False,0.5212790065593056,4677.836945416347,516.061241609913,-1.7880679004425442,False
snack,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,-0.9258729584924166,-0.91592632577454,-253.93081666666666,372.17184152216527,-2.876584635070327,True,-1.0411110933009071,20355.785260461278,75.84280600020269,-1.782990710321507,False
visor,UV_VISOR_AMBER,UV_VISOR_RED,-0.5885627440575814,-0.0007006189473480277,-3151.597333333333,1424.3836170052255,-2.0333251260646974,False,-0.998354941375782,18956.790066811816,805.9461258513537,-1.7238294967548249,False
sleep,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,-0.06045321246378777,0.006935635829387752,695.9787166666666,1012.6869060435312,-1.4021778486115124,False,-0.13167650235258888,12806.548848714083,898.2855269983804,-1.6844557513256209,False
translator,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,0.09792529661017582,0.01810993135806791,-773.93965,726.9025315447807,-1.6020310251192904,False,0.08444943658080019,9167.638776565413,497.1316676996032,-1.673894786097229,False
oxygen,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_CHOCOLATE,-0.24682564862236892,0.006643705650532815,281.51495,844.4339491052557,-1.22848262427148,False,-0.22372357554618436,11976.493254105386,492.4012908299388,-1.6301047253040601,False
panel,PANEL_2X2,PANEL_4X4,-0.4940698948571789,0.0014157453740370944,-302.12083333333334,984.3514375123547,-1.151637539750079,False,-0.7294712669356829,16782.840292490604,586.6717428771557,-1.6156123867302983,False
oxygen,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_GARLIC,-0.32098271860630745,0.0031921088204576206,-2087.2456833333335,1215.7332685248164,-1.3795667819256006,False,-0.17108246553123296,11878.661937651985,481.2353699115423,-1.5739541311443197,False
panel,PANEL_2X2,PANEL_2X4,-0.48194237826992925,-0.007716655391998132,-1688.77455,1120.9883711249183,-1.3248271327555905,False,-0.5185217577817692,15417.939434718586,591.2472646936106,-1.5739220289324196,False
panel,PANEL_1X4,PANEL_2X4,-0.6041255195487242,0.010233337583236954,-1867.7923666666666,1311.852547718327,-1.2345104694864268,False,-0.8033611866964023,18447.74402513492,664.6211767087716,-1.568552409479938,False
pebbles,PEBBLES_S,PEBBLES_L,-0.13602911086238922,0.0065984948485020975,-1241.75385,1105.756942589635,-1.8676956532095794,False,-0.18213862160479577,10785.455211036431,825.5228911109217,-1.5546890838772434,False
panel,PANEL_1X2,PANEL_4X4,0.28005210953351767,0.00797994502545753,-955.99025,637.0709861781005,-1.376980743382192,False,0.36147442848181366,5351.824615616051,566.3015387143713,-1.5416393762869094,False
oxygen,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,-0.3215796731385143,0.008811541375152075,728.55835,868.2480723389356,-1.3914053389278536,False,-0.525056431581874,14868.721452701819,618.1194287824978,-1.5003853914736685,False
oxygen,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_CHOCOLATE,-0.346869354187685,0.0031766245129516636,443.57421666666664,997.1351927815772,-0.6440956690216851,False,-0.4039197901483874,13860.665964009502,612.2644733372748,-1.4904393709922334,False
visor,UV_VISOR_YELLOW,UV_VISOR_ORANGE,-0.01753042138827781,0.004921983938158841,530.9545333333333,883.8339097644132,-1.5572484709521637,False,-0.02170778705941781,11183.797126725096,681.6919144313498,-1.4459218685610493,False
visor,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,0.5843864740255365,0.006418078645253877,-685.2866833333334,533.6315100369665,-1.8145529224432708,False,0.5244283991897325,4599.166453991831,446.7937489351676,-1.390903281170413,False
pebbles,PEBBLES_XS,PEBBLES_L,-0.2685514070883537,0.005006624482707816,-2769.4708166666665,1724.2109684886784,-1.6929764441278818,False,-0.6255150996937899,13768.699562496058,1396.2749769692937,-1.3765874726735234,False
sleep,SLEEP_POD_NYLON,SLEEP_POD_COTTON,0.3974435453973533,0.006640864408030019,-1891.1414,829.3453219996521,-2.0364523581120446,False,0.22777119733798556,7010.814131028916,466.8150698943037,-1.348719101107584,False
translator,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ASTRO_BLACK,0.20771164557781918,0.008395564052529343,46.682716666666664,624.7201497254215,-1.7526113741386915,False,0.2132084151879504,7430.894178616758,491.7342012048374,-1.3372219528560625,False
visor,UV_VISOR_AMBER,UV_VISOR_ORANGE,-0.7106385537268166,0.004498385541153703,-2514.8099666666667,1441.2104252574172,-1.730373088820833,False,-1.2866756870490468,21327.22829985074,701.3769338959034,-1.3269999000730481,False
translator,TRANSLATOR_SPACE_GRAY,TRANSLATOR_ECLIPSE_CHARCOAL,-0.15088901140300404,0.010401139213539443,-381.84,658.1253271477502,-1.5607282570329968,False,-0.21328744580225328,11525.049823392095,496.9424589257792,-1.3092387532484413,False
visor,UV_VISOR_YELLOW,UV_VISOR_AMBER,-0.11903057967161575,-0.0028163029695584055,3045.7645,1272.9746935909934,-2.5117255854925062,False,-0.08140693737114538,11601.527711123275,676.9495128136286,-1.3007154119086446,False
visor,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,0.284564160079246,0.009606240978666969,-154.33215,776.6656418850462,-1.3106339083870377,False,0.3162200804867563,7443.688704809832,653.609163776051,-1.2678033080657607,False
translator,TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,0.029648211786743938,-0.001611146100239275,-652.7378,698.1030484351816,-1.7274313843396059,False,0.029836087726913416,9131.015689047088,502.4770055629989,-1.2616961959166952,False
oxygen,OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_MINT,0.24085393716637923,0.007159148928150793,162.05926666666667,724.255920264006,-1.4778471702583218,False,0.30942933619955754,6956.165599524513,633.5768451881945,-1.2426684748273444,False
panel,PANEL_1X4,PANEL_4X4,-0.22790687755923067,-3.378067611162068e-05,-481.13865,1038.3681606337148,-1.1062413849704467,False,-0.415900100409409,13506.140951589696,812.0706337484975,-1.1452460048840296,False
galaxy,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,0.08759617878971622,-9.62385894562874e-06,329.12921666666665,898.1534694646491,-1.3176853483409434,False,0.12397529936971978,9472.675545381222,762.8801534139993,-1.051563254998424,False
galaxy,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,-0.009114061485025415,0.013669796880135027,-325.8985166666667,891.8512945325955,-1.4194473946107184,False,-0.015505667075195514,10938.67090712127,765.7921217561726,-1.050737224686753,False
visor,UV_VISOR_ORANGE,UV_VISOR_RED,0.4160087836726989,0.0199701080801288,-636.7873666666667,615.8908678251358,-1.285406505298459,False,0.38973945638685503,6114.704189650151,500.6887345050635,-1.0079279489961992,False
microchip,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,0.13851846258226086,0.00948978160261941,482.44593333333336,859.148185303402,-1.3939934027857517,False,0.09808627707216269,8358.352817733377,527.369922251772,-0.9627457970167362,False
microchip,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,-0.09379806617695251,0.007532962943435029,-4379.863016666666,1953.4847624294127,-2.1680685939402875,False,-0.02729056261838273,9585.893613095635,530.1556555523305,-0.9616970365093176,False
galaxy,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,-0.11709511682888302,0.0021450428348597627,374.30038333333334,1105.5545672398323,-0.43208154779023517,False,-0.24931485927181118,14232.41503568131,951.8353871955304,-0.9307737679759628,False
microchip,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,0.6524004777670827,0.0034172054208896924,-552.8406333333334,1204.6259016608706,-0.3536696993562522,False,1.3463323300347567,-3577.166700306031,1176.1344967627615,-0.7465006694949562,False
galaxy,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,0.4653458919493338,0.010298439273948383,1029.3281166666666,853.6468746879199,-0.8507818079416822,False,0.8242458458478026,2863.7698279545384,848.3329591894548,-0.7430381861631065,False
galaxy,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,0.07430053712720117,0.0015892753719059178,700.1989,1181.5246572919204,0.21794107256811457,False,0.09298712743589825,10465.710071974048,955.7795038820176,-0.43542740972912214,False
microchip,MICROCHIP_OVAL,MICROCHIP_SQUARE,-0.7316565719941759,0.005091578601633083,-5415.149583333333,3148.6985420540277,-1.5028794502382283,False,-0.6203878710620957,16613.61567212871,1057.8792810215014,-0.3643310983103187,False
