category,target,test_day,features,intercept,betas,resid_std,resid_mae,resid_ac1,resid_diff_ac1
sleep,SLEEP_POD_LAMB_WOOL,4,"SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,SLEEP_POD_COTTON",6850.407304225715,"{""SLEEP_POD_SUEDE"":-0.0062926786889619495,""SLEEP_POD_POLYESTER"":-0.11780827319958077,""SLEEP_POD_NYLON"":0.4794703136861105,""SLEEP_POD_COTTON"":0.06231800019101146}",286.40385942943703,256.66579688059045,0.9991076607589965,0.00811587598781253
sleep,SLEEP_POD_POLYESTER,2,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_COTTON",4506.108337462712,"{""SLEEP_POD_SUEDE"":-0.029354211257662414,""SLEEP_POD_LAMB_WOOL"":0.05144178865347329,""SLEEP_POD_NYLON"":0.12629645913584941,""SLEEP_POD_COTTON"":0.5438345978930931}",449.7784278038921,1102.9622199155901,0.9996203229500082,0.017976909039774138
sleep,SLEEP_POD_POLYESTER,3,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_COTTON",-1463.566167873476,"{""SLEEP_POD_SUEDE"":0.4996223828074015,""SLEEP_POD_LAMB_WOOL"":-0.11235988233792028,""SLEEP_POD_NYLON"":0.17944044335471845,""SLEEP_POD_COTTON"":0.6108457722503258}",396.75488013822934,334.023401148023,0.999253876478433,-0.01965885471369353
sleep,SLEEP_POD_POLYESTER,4,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_COTTON",4434.723599706839,"{""SLEEP_POD_SUEDE"":0.467608804497348,""SLEEP_POD_LAMB_WOOL"":-0.090507740209377,""SLEEP_POD_NYLON"":-0.3922681002787302,""SLEEP_POD_COTTON"":0.577558214047551}",333.1810903447058,506.2319151884538,0.9987992773632902,0.00707869692763998
sleep,SLEEP_POD_NYLON,2,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON",-2093.9908677591848,"{""SLEEP_POD_SUEDE"":-0.16956492949224025,""SLEEP_POD_LAMB_WOOL"":0.8743417032238346,""SLEEP_POD_POLYESTER"":0.2708643341483458,""SLEEP_POD_COTTON"":0.09504533215672085}",479.3965250171993,331.47704143012476,0.9995785675474342,-0.0053581291953590385
sleep,SLEEP_POD_NYLON,3,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON",4298.034556409566,"{""SLEEP_POD_SUEDE"":0.18793306873727933,""SLEEP_POD_LAMB_WOOL"":0.30788792818355076,""SLEEP_POD_POLYESTER"":0.26382037053216256,""SLEEP_POD_COTTON"":-0.25655263668804035}",262.47959037846994,794.100976371504,0.9991388791554449,0.01297145700875193
sleep,SLEEP_POD_NYLON,4,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON",7616.2542101409545,"{""SLEEP_POD_SUEDE"":0.05826207611014287,""SLEEP_POD_LAMB_WOOL"":0.24530721271215788,""SLEEP_POD_POLYESTER"":-0.2612291610452701,""SLEEP_POD_COTTON"":0.1328407506196799}",338.34088566526816,878.4091540512557,0.9994621654701004,-0.0017289055230530039
sleep,SLEEP_POD_COTTON,2,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON",-6092.59794728238,"{""SLEEP_POD_SUEDE"":0.3315600607711497,""SLEEP_POD_LAMB_WOOL"":-0.08960822988830984,""SLEEP_POD_POLYESTER"":1.1363332834418765,""SLEEP_POD_NYLON"":0.09259958457387894}",522.5085377151491,1359.206138617619,0.9994841350297028,0.019745080871898923
sleep,SLEEP_POD_COTTON,3,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON",3779.6400105035164,"{""SLEEP_POD_SUEDE"":-0.021695552039407113,""SLEEP_POD_LAMB_WOOL"":0.002521717652181904,""SLEEP_POD_POLYESTER"":0.900581215969575,""SLEEP_POD_NYLON"":-0.2572644645063124}",398.68976950234463,672.7911414216045,0.9991850180266862,-0.0224594354681396
sleep,SLEEP_POD_COTTON,4,"SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON",2415.4515622595845,"{""SLEEP_POD_SUEDE"":0.014599946945103913,""SLEEP_POD_LAMB_WOOL"":0.04535518508196965,""SLEEP_POD_POLYESTER"":0.5471410112379025,""SLEEP_POD_NYLON"":0.1889714351981053}",522.5903485815409,618.7223464654328,0.9996096082221345,0.0017421263865931812
microchip,MICROCHIP_CIRCLE,2,"MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",16235.13087638118,"{""MICROCHIP_OVAL"":-0.3362294681236732,""MICROCHIP_SQUARE"":-0.3380175515687436,""MICROCHIP_RECTANGLE"":0.13680559665444325,""MICROCHIP_TRIANGLE"":-0.07128861315147575}",327.54648743431983,542.5995508167189,0.999298573046469,-0.015022595822972818
microchip,MICROCHIP_CIRCLE,3,"MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",19870.154272649153,"{""MICROCHIP_OVAL"":-0.11049962875498412,""MICROCHIP_SQUARE"":-0.28053922003453846,""MICROCHIP_RECTANGLE"":0.12696756778367957,""MICROCHIP_TRIANGLE"":-0.7514031105320995}",397.54026042763996,724.0075545900937,0.9991946357633031,-0.002687719716096255
microchip,MICROCHIP_CIRCLE,4,"MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",5714.255406348376,"{""MICROCHIP_OVAL"":0.19286618745065454,""MICROCHIP_SQUARE"":0.02305770591847877,""MICROCHIP_RECTANGLE"":0.13580040065651183,""MICROCHIP_TRIANGLE"":0.005016361505886071}",811.0495990362803,1137.291414901145,0.9999255258380921,0.005160164218723803
microchip,MICROCHIP_OVAL,2,"MICROCHIP_CIRCLE,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",901.2566824558062,"{""MICROCHIP_CIRCLE"":-0.38276207502518317,""MICROCHIP_SQUARE"":-0.26753509390257196,""MICROCHIP_RECTANGLE"":0.41321059596382365,""MICROCHIP_TRIANGLE"":1.1182334730059504}",521.617328239939,427.3812045389829,0.9989409999580163,0.00017508318108433536
microchip,MICROCHIP_OVAL,3,"MICROCHIP_CIRCLE,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",-4085.0442167014508,"{""MICROCHIP_CIRCLE"":-0.1762161120934313,""MICROCHIP_SQUARE"":-0.18921894488012533,""MICROCHIP_RECTANGLE"":0.4224272304366486,""MICROCHIP_TRIANGLE"":1.3203891597097643}",519.0924123737907,414.0527719524788,0.9988533165667031,-0.01152897161298491
microchip,MICROCHIP_OVAL,4,"MICROCHIP_CIRCLE,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",885.4376986356074,"{""MICROCHIP_CIRCLE"":0.5811241711559604,""MICROCHIP_SQUARE"":-0.15018894613250433,""MICROCHIP_RECTANGLE"":0.3789741958149484,""MICROCHIP_TRIANGLE"":0.15312415106045835}",988.0225466117284,2434.920678221097,0.999920101573342,-0.012012823616120135
microchip,MICROCHIP_SQUARE,2,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",28405.57977674858,"{""MICROCHIP_CIRCLE"":-0.7535703378124888,""MICROCHIP_OVAL"":-0.5239286838146276,""MICROCHIP_RECTANGLE"":-0.550961285232337,""MICROCHIP_TRIANGLE"":0.18559442184328098}",648.9183351989805,1703.2350494954676,0.9994388213127774,-0.018817102208011423
microchip,MICROCHIP_SQUARE,3,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",41476.897033225854,"{""MICROCHIP_CIRCLE"":-1.0672088682262704,""MICROCHIP_OVAL"":-0.45137308674181353,""MICROCHIP_RECTANGLE"":-0.7121480352852629,""MICROCHIP_TRIANGLE"":-0.8909602535498021}",617.9783943346815,1479.6358095576047,0.998818857831974,-0.009765475830344822
microchip,MICROCHIP_SQUARE,4,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE",31218.169237810805,"{""MICROCHIP_CIRCLE"":0.27626619544912623,""MICROCHIP_OVAL"":-0.597223346499007,""MICROCHIP_RECTANGLE"":-1.7081376518131175,""MICROCHIP_TRIANGLE"":-0.0042327798100470415}",1102.5674581854155,1170.939477012894,0.9995915914899014,-0.012819343699766164
microchip,MICROCHIP_RECTANGLE,2,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",11881.635686906395,"{""MICROCHIP_CIRCLE"":0.11598698101059036,""MICROCHIP_OVAL"":0.30773982524183713,""MICROCHIP_SQUARE"":-0.2095279284577465,""MICROCHIP_TRIANGLE"":-0.4067870079639315}",299.39333437859324,256.25701762628404,0.9984403800576689,-0.012649188200845507
microchip,MICROCHIP_RECTANGLE,3,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",10066.277737265737,"{""MICROCHIP_CIRCLE"":0.13016946239597899,""MICROCHIP_OVAL"":0.2715710182658007,""MICROCHIP_SQUARE"":-0.191924647305366,""MICROCHIP_TRIANGLE"":-0.21158863717482004}",302.48521120042267,360.354012111668,0.9989113149929034,-0.007201084714911027
microchip,MICROCHIP_RECTANGLE,4,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE",8764.533430799973,"{""MICROCHIP_CIRCLE"":0.26971149911507425,""MICROCHIP_OVAL"":0.24980159524046358,""MICROCHIP_SQUARE"":-0.2831454755726131,""MICROCHIP_TRIANGLE"":-0.08663174411920638}",418.2410496322853,433.85364895192095,0.9994033075799115,-0.009567482046433986
microchip,MICROCHIP_TRIANGLE,2,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE",6882.127478790994,"{""MICROCHIP_CIRCLE"":-0.047094148607729654,""MICROCHIP_OVAL"":0.6489125079517202,""MICROCHIP_SQUARE"":0.05499550055508926,""MICROCHIP_RECTANGLE"":-0.3169629336640375}",334.808084194116,273.42651762987657,0.9984583950881366,-0.002445812369474954
microchip,MICROCHIP_TRIANGLE,3,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE",11646.75601789275,"{""MICROCHIP_CIRCLE"":-0.3141935399153612,""MICROCHIP_OVAL"":0.3462114419713944,""MICROCHIP_SQUARE"":-0.09793248005626407,""MICROCHIP_RECTANGLE"":-0.08629791302520688}",387.967307024236,584.8763561798819,0.9991140636929933,-0.0018603357522297547
microchip,MICROCHIP_TRIANGLE,4,"MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE",9921.566548186514,"{""MICROCHIP_CIRCLE"":0.013039784210713211,""MICROCHIP_OVAL"":0.13210292312973118,""MICROCHIP_SQUARE"":-0.0009183233007447067,""MICROCHIP_RECTANGLE"":-0.11338620615208778}",327.7849035077843,1299.7858154785074,0.999216841249672,-0.015213323626336825
pebbles,PEBBLES_XS,2,"PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL",49934.1831721585,"{""PEBBLES_S"":-0.9976815950522279,""PEBBLES_M"":-0.9991642603609892,""PEBBLES_L"":-0.9984486354685352,""PEBBLES_XL"":-0.9985012499353568}",2.928257799138176,3.0680312412439084,0.09793477472740576,-0.48021088489694025
pebbles,PEBBLES_XS,3,"PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL",49853.44030010998,"{""PEBBLES_S"":-0.9928989976144313,""PEBBLES_M"":-0.9971356566656395,""PEBBLES_L"":-0.9981218833572593,""PEBBLES_XL"":-0.9973004381095341}",3.51907597554197,3.8904111770867975,0.39145588600110354,-0.49308222381538125
pebbles,PEBBLES_XS,4,"PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL",49974.94649606455,"{""PEBBLES_S"":-0.9986936274454946,""PEBBLES_M"":-0.9998760661649732,""PEBBLES_L"":-0.9994284405255683,""PEBBLES_XL"":-0.9995431737275403}",2.8614747164757643,1.1902768446647556,0.04128257963165254,-0.49416478329736013
pebbles,PEBBLES_S,2,"PEBBLES_XS,PEBBLES_M,PEBBLES_L,PEBBLES_XL",49937.14311963715,"{""PEBBLES_XS"":-0.9976549006144331,""PEBBLES_M"":-0.998497995483402,""PEBBLES_L"":-0.9985781320416824,""PEBBLES_XL"":-0.9987876412688614}",2.857447350730809,1.8053629499905175,0.05271671286498481,-0.4802346494272541
pebbles,PEBBLES_S,3,"PEBBLES_XS,PEBBLES_M,PEBBLES_L,PEBBLES_XL",49513.69077963317,"{""PEBBLES_XS"":-0.9836931425778722,""PEBBLES_M"":-0.99117140708886,""PEBBLES_L"":-0.9870681331980883,""PEBBLES_XL"":-0.9893557655728713}",6.164426681530902,8.537761857803883,0.8040334362463183,-0.49230965638658425
pebbles,PEBBLES_S,4,"PEBBLES_XS,PEBBLES_M,PEBBLES_L,PEBBLES_XL",49785.517803078306,"{""PEBBLES_XS"":-0.9938686009141193,""PEBBLES_M"":-0.994255510158514,""PEBBLES_L"":-0.9951972869613963,""PEBBLES_XL"":-0.9952426144080441}",3.479897493007703,5.421478553658633,0.3564230789710239,-0.49393745830520275
pebbles,PEBBLES_M,2,"PEBBLES_XS,PEBBLES_S,PEBBLES_L,PEBBLES_XL",49948.10735743513,"{""PEBBLES_XS"":-0.9993432125373115,""PEBBLES_S"":-0.998703550112146,""PEBBLES_L"":-0.9983456006666593,""PEBBLES_XL"":-0.9986229280990416}",2.894288288581732,1.6450406847557184,0.07619929233297996,-0.48020481293185635
pebbles,PEBBLES_M,3,"PEBBLES_XS,PEBBLES_S,PEBBLES_L,PEBBLES_XL",49763.27230053854,"{""PEBBLES_XS"":-0.9936729911286263,""PEBBLES_S"":-0.9969730817738339,""PEBBLES_L"":-0.9920634842329981,""PEBBLES_XL"":-0.9938089516248684}",5.28750016879679,4.228687993397078,0.7314288001173204,-0.49287338953334714
pebbles,PEBBLES_M,4,"PEBBLES_XS,PEBBLES_S,PEBBLES_L,PEBBLES_XL",49921.6358388268,"{""PEBBLES_XS"":-0.9986386888090649,""PEBBLES_S"":-0.9978460198659904,""PEBBLES_L"":-0.9974787464733214,""PEBBLES_XL"":-0.9982638158021604}",3.0051498963328926,1.7655822812581747,0.13253660251564306,-0.49416103901474995
pebbles,PEBBLES_L,2,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_XL",49950.05553787957,"{""PEBBLES_XS"":-0.9986477272381065,""PEBBLES_S"":-0.9988039741017098,""PEBBLES_M"":-0.9983658627091586,""PEBBLES_XL"":-0.9990296429994475}",2.8499935004176824,1.6273028886707246,0.04725443627167821,-0.48024449580982226
pebbles,PEBBLES_L,3,"PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_XL",49866.09577160845,"{""PEBBLES_XS"":-0.9978169480143498,""PEBBLES_S"":-0.9960011925131198,""PEBBLES_M"":-0.9952164004907482,""PEBBLES_XL"":-0.9975065843650908}",3.3784663644209134,2.079016548860127,0.33942318935437926,-0.4931709266865327
